"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK178	RCFDK179	RCFDK180	RCFDK181	RCFDK182	RCFDK183	RCFDK184	RCFDK185	RCFDK186	RCFDK192	RCFDK193	RCFDK194	RCFDK273	RCFN5513	RCFNK260	RCFNK290	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK178	RCONK179	RCONK180	RCONK181	RCONK182	RCONK183	RCONK184	RCONK185	RCONK186	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONK273	TEXT4087	
967943																																											0	224	0	0	894	true	0	0	0	224	0	0	690	0	0	0	false	0	0	0	0	303	0	591	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bankofprescott.com	
967952																																											0	0	0	0	2251	true	0	0	0	0	0	0	2040	2	0	0	false	0	0	0	0	0	0	2251	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.westplainsbk.com	
968155																																											0	239	0	0	3000	true	0	239	0	0	0	0	1118	1	0	0	false	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fnbcortez.com	
968249																																											0	2577	7000	0	15000	true	0	2128	48	269	0	132	2577	2	0	0	false	0	0	0	7000	8000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.ptsbank.com	
968557																																											0	0	877	0	6853	true	0	0	0	0	0	0	1025	2	0	0	false	0	0	0	877	1907	2762	1307	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.unionstatebankfargo.com	
968605	0	0	0	0	217860	true	0	0	0	0	0	false	0	49263	0	0	0	0	0	49263	0	0	168597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					217860			0	0	0	0	0								0										0		false	false			0	0	0	0	0	0	0	0	0										0	0	0	0	0					www.mufg.jp	
968744																																											0	1012	88	0	1012	true	0	565	0	210	15	222	55	0	0	0	false	0	0	0	88	0	0	924	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.1stnbpontotoc.com	
969059																																											0	565	0	0	0	true	0	0	0	0	0	565	9	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.firstsecuritybankwest.com	
969255																																											0	39	0	0	8858	true	0	0	0	39	0	0	1408	1	0	0	false	0	0	0	0	441	393	8024	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.gbankla.com	
969424																																											0	16006	0	0	68055	true	0	4059	0	6453	3100	2394	11674	7	0	0	true	0	0	0	57500	0	10000	488	67500	0	67	0	0	0	67	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.hubank.com	
969639																																											0	2981	0	0	0	true	0	1482	0	1349	0	150	2986	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fnbromney.com	
969741																																											0	612	400	0	1208	true	0	0	0	149	0	463	977	2	0	0	false	0	0	0	400	808	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.ssb-bank.com	
969844																																											0	1205	500	0	6500	true	0	957	0	0	0	248	518	0	0	0	true	0	0	0	6500	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.gcsbank.com	
969956																																											0	0	0	0	0	true	0	0	0	0	0	0	849	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.zcbank.com	
970055																																											1245	6885	2025	0	32872	true	1245	3643	0	257	0	2985	6146	2	0	0	true	0	435	0	2025	10051	58	20303	32000	435	0	0	0	0	435	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.firstnationalfinancial.com	
971379																																											0	0	0	0	0	false	0	0	0	0	0	0	319	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
971959																																											3439	0	0	0	0	true	3439	0	0	0	0	0	8364	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.weareamerican.com	
972143																																											0	0	3652	0	6054	true	0	0	0	0	0	0	513	1	0	0	false	0	0	0	3652	1110	619	673	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.wsbankonline.com	
972406																																											0	0	0	0	16	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	16	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bostontrust.com	
972648																																											331	1473	141	0	1004	true	331	47	0	609	0	817	24674	8	0	0	false	0	0	0	141	613	126	124	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.planters-bank.com	
972732																																											0	10591	711	0	7485	true	0	5063	1965	1879	577	1107	2747	3	0	0	true	0	0	0	711	1576	5114	84	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1429	0	www.fnbforyou.com	
972750																																											0	379	3000	0	4423	true	0	273	0	88	0	18	2778	3	0	0	false	0	0	0	3000	0	0	1423	3000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.conwaybank.net	
972769																																											878	4627	0	0	0	true	878	0	0	0	1700	2927	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	670	0	0	1422	3667	2450	3556	6502	14205	0	2640	0	0	0	874	0	0	0	0	0	0	0	0	0	0	0	0	http://www.gbcib.com	
972862																																											1443	0	0	219	0	true	1210	0	0	0	0	0	1883	1	341	14	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.psbplains.com	
973056																																											0	0	0	0	0	true	0	0	0	0	0	0	1010	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://WWW.BANKOFHILLSBORO.COM	
973252																																											0	0	0	0	302	true	0	0	0	0	0	0	500	1	0	0	false	0	0	0	83	200	0	0	0	0	19	0	0	0	19	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	mysasb.com	
973364																																											0	347	0	0	5471	true	0	98	0	249	0	0	170	0	0	0	true	0	0	0	0	5234	237	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.hcsb.com	
974213																																											272	1059	0	0	0	true	272	0	0	177	0	882	5037	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.cnbweb.com	
974558																																											0	0	0	0	343	true	0	0	0	0	0	0	67	0	0	0	false	0	0	0	0	0	0	0	0	343	0	0	0	0	343	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	netteller.com/firstbottineau	
974754																																											0	0	0	0	284	true	0	0	0	0	0	0	1883	0	0	0	false	0	284	0	0	0	0	0	0	284	0	0	0	0	284	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.communitybankofla.com	
975153																																											0	997	0	0	6000	true	0	164	0	530	0	303	631	0	0	0	true	0	0	0	0	0	6000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.unicobank.com	
975256																																											0	0	444	0	15055	true	0	0	0	0	0	0	13727	5	0	0	false	0	167	0	444	515	7681	1711	0	167	3587	497	453	0	4704	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.deltabk.com	
975452																																											0	65	0	0	0	true	0	0	0	65	0	0	571	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.gilbertbank.com	
975555																																											0	690	0	0	3057	true	0	0	0	0	0	690	283	0	0	0	false	0	0	0	0	3000	0	0	0	0	57	0	0	0	57	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fnbjasper.com	
975751																																											1808	0	0	0	0	false	1808	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.invesconationaltrust.com	
975854																																											0	2463	4300	0	19614	true	0	823	0	1484	0	156	6808	3	0	0	false	0	0	0	4300	6800	7500	1000	0	14	0	0	0	0	14	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.glenwoodstate.com	
975911																																											1073	106	0	106	0	true	967	0	0	22	0	84	2834	1	106	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.cbtfinancial.com	
976057																																											0	155	0	0	0	true	0	0	0	0	0	155	253	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.eagle-bank.com	
976226																																											0	3233	0	0	25000	true	0	0	0	3233	0	0	3964	2	0	0	true	0	0	0	0	15000	10000	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fauquierbank.com	
976347																																											0	0	0	0	4060	true	0	0	0	0	0	0	2322	2	0	0	false	0	0	0	100	350	100	2900	0	580	30	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fsbhawarden.com	
976534																																											0	49	0	0	600	true	0	0	0	49	0	0	300	0	0	0	false	0	0	0	600	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bankoffarmington.com	
976552																																											0	48	0	0	1000	true	0	0	0	48	0	0	2626	2	0	0	false	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.cbomaha.com	
976703																																											100	0	0	0	0	true	100	0	0	0	0	0	0	0	0	0	false	17256447	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.Bessemer.com	
976842																																											0	0	0	0	0	false	0	0	0	0	0	0	55	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
976954																																											0	0	0	0	0	false	0	0	0	0	0	0	544	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
977036																																											0	188	0	0	0	true	0	0	0	188	0	0	14	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.netteller.com/farmercitybank/login.cfm	
977045																																											0	861	2000	0	3000	true	0	1	0	833	27	0	500	1	0	0	false	0	0	0	2000	0	0	1000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.riversidebanc.com	
977250																																											0	14367	0	0	0	false	0	11297	0	0	0	3070	18625	7	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WWW.MIBANC.COM	
977616																																											0	651	0	0	0	true	0	0	0	651	0	0	2158	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.natbankmal.com	
977652																																											0	633	0	0	0	true	0	16	617	0	0	0	2278	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://j-cbank.com	
977942																																											0	944	0	0	7000	true	0	531	0	321	0	92	30	0	0	0	false	0	0	0	0	1000	5000	1000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.hedricksavingsbank.com	
977951																																											32	10016	5800	0	9500	true	32	1893	36	812	0	7275	898	0	0	0	true	0	0	0	5800	2300	300	1100	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://borderstatebank.com	
978118																																											323	912	7000	295	39000	true	28	0	0	800	0	112	2279	2	295	0	true	0	0	0	7000	26800	3200	2000	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.firstcitizensbank.com	
978154																																											8951	49826	0	0	40000	true	8951	0	0	2391	686	46749	3905	1	0	0	true	0	0	0	0	0	0	40000	40000	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://banksterling.com	
978239																																											0	238	0	0	0	false	0	0	0	26	0	212	247	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
978369																																											388	6614	0	0	61211	true	388	4739	0	443	0	1432	28675	1	0	0	true	0	3874	0	0	0	0	0	0	50265	5756	5190	0	0	61211	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.meridianbank.com	
978417																																											0	0	0	0	226	true	0	0	0	0	0	0	1713	2	0	0	false	0	0	0	0	45	0	181	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.myfirstcitybank.com	
978622																																											0	145	0	0	424	true	0	0	0	0	0	145	1372	1	0	0	true	0	424	0	0	0	0	0	0	424	0	0	0	0	424	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://marsbank.com	
978659																																											0	0	0	0	1360	true	0	0	0	0	0	0	514	0	0	0	false	0	0	0	0	0	0	1360	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.carsonnationalbank.com	
979133																																											345	63	0	345	0	true	0	63	0	0	0	0	0	0	358	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.flanaganstatebank.com	
979151																																											0	0	0	0	1801	true	0	0	0	0	0	0	595	0	0	0	true	0	0	0	0	0	0	1801	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://auburnstatebank.com	
979357																																											0	21	0	0	0	true	0	0	0	21	0	0	204	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.kahokastate.com	
979629																																											0	951	0	0	0	true	0	539	0	412	0	0	1244	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.1stnatbk.com	
979759																																											0	1002	0	0	0	true	0	802	200	0	0	0	131	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.kcnb.com	
980045																																											0	0	0	0	0	false	0	0	0	0	0	0	186	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
980344																																											0	1234	0	0	0	false	0	0	0	859	0	375	111	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
980438																																											0	0	4000	0	4000	false	0	0	0	0	0	0	2169	3	0	0	false	0	0	0	4000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
980531																																											0	1029	0	0	0	true	0	0	26	188	0	815	11400	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.jdbank.com	
980661	15779	2168	200000	13854	245946	true	1925	275443	15	23833	0	true	545046	0	200000	45871	0	0	0	0	0	0	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					245946			0	0	2168	0	0								0										0		true	true			0	0	0	0	0	0	0	0	0										0	0	0	0	0					http://www.fhb.com	
980951																																											220	2060	500	0	5838	true	220	262	145	335	0	1318	180	0	0	0	false	0	0	0	500	2200	0	1000	1000	2138	0	0	0	0	2138	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.woodlandsnationalbank.com	
980960																																											1597	2333	0	1597	0	false	0	1087	446	0	0	800	3609	5	1597	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.benchmarkbank.com	
981350																																											0	116	0	0	0	true	0	0	0	0	89	27	328	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.dickinsoncountybank.com	
981453																																											0	275	1100	0	2800	true	0	225	0	0	0	50	13	0	0	0	false	0	0	0	1100	1700	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fsbhoffman.net	
982142																																											2127	296	0	0	44705	true	2127	0	0	296	0	0	517	0	0	0	false	0	0	0	0	1175	4229	39076	0	0	0	0	225	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.thececilianbank.com	
982263																																											0	3042	0	0	0	true	0	580	0	919	0	1543	2390	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	santaluciabank.com	
982348																																											1042	0	9200	0	24015	true	1042	0	0	0	0	0	256	0	0	0	true	0	15	0	9200	6000	5000	3800	0	15	0	0	0	0	15	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.iowastatebank.net	
982553																																											0	0	2500	0	2500	true	0	0	0	0	0	0	965	1	0	0	false	0	0	0	2500	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.statebankofbartley.com	
982731																																											0	22687	0	0	5000	true	0	15322	740	2259	0	4366	887	1	0	0	false	0	0	0	5000	0	0	0	5000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.montgomerybt.com	
982937																																											0	42914	0	0	0	true	0	22160	0	4009	912	15833	1247	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.SevierCountyBank.com	
983055																																											0	0	0	0	0	true	0	0	0	0	0	0	480	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.firstnationalbancroft.com	
983130																																											0	453	0	0	575	true	0	0	0	0	0	453	791	1	0	0	false	0	0	0	0	235	0	340	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.kaplanbank.com	
983158																																											0	0	0	0	0	true	0	0	0	0	0	0	88	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.grantcountystatebank.com	
983215																																											0	383	0	0	453	true	0	271	0	0	0	112	260	0	0	0	false	0	0	0	0	38	24	391	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.peoplessecuritybank.com	
983448	84929	333103	60265	0	3019865	true	84929	263058	8	0	0	true	0	732404	1356200	844066	80616	6579	0	732404	0	0	0	475376	0	0	0	0	0	0	0	0	0	0	0	0	0	5806	0	0	0	0					3019865			183247	464	72948	27803	48641								0										0		false	true			0	0	0	0	0	0	0	0	0										0	0	0	0	0					http://www.mibank.com	
983457																																											983	285508	0	0	115000	true	983	217633	0	8088	0	59787	14	0	0	0	false	0	0	0	0	115000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AFBANK.COM	
983550																																											20	2310	3900	0	13900	true	20	178	27	646	0	1459	330	0	0	0	true	3851	0	0	3900	10000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.hsbofmn.com	
983671																																											2098	11323	0	0	37962	true	2098	4960	0	3253	0	3110	750	0	0	0	false	0	0	0	10068	17110	5064	5720	20000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.jeffersonfederal.com	
984258																																											93	691	0	0	3348	true	93	691	0	0	0	0	8420	4	0	0	true	0	262	0	25	3049	12	0	0	262	0	0	0	0	262	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.1nb.com	
984351																																											0	0	0	0	0	true	0	0	0	0	0	0	80	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.farmersbank-trust.com	
984379																																											0	15457	0	0	0	true	0	11879	0	280	0	3298	1126	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bankaf.com	
984454																																											0	314	0	0	3663	true	0	0	0	265	0	49	0	0	0	0	false	0	0	0	118	1952	273	1320	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.ssbkenyon.com	
984650																																											0	0	0	0	0	false	0	0	0	0	0	0	50	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
