"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1289	RCFD1290	RCFD1291	RCFD1293	RCFD1294	RCFD1295	RCFD1297	RCFD1298	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG336	RCFDG337	RCFDG338	RCFDG339	RCFDG340	RCFDG341	RCFDG342	RCFDG343	RCFDG344	RCFDG345	RCFDG346	RCFDG347	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1289	RCON1290	RCON1291	RCON1293	RCON1294	RCON1295	RCON1297	RCON1298	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	
507068																																																																																																																																																														0	0	174464	2559	2571	0	0	0	0	0	0	116269	116378	0	0	5343	5713	0	0	0	0	0	0	312518	320054	0	0	0	127860	132571	0	0	16264	226	226	5722	10532	76584	68420	95976	0	4309	5209	7109	5461	40506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2345	2373	0	0	
507152																																																																																																																																																														0	0	6009	0	0	0	0	0	0	0	0	1484	1559	0	0	1900	1262	0	0	0	0	0	0	32467	32660	0	0	0	22979	23337	1484	1559	4054	164	164	1764	3552	4255	2195	12327	2065	246	163	10	720	1827	1294	1638	440																									0	0	0	0	0	0	1209	1299	0	0	
507330																																																																																																																																																														0	0	104089	0	0	0	0	14618	14519	0	0	0	0	0	0	0	0	0	0	0	0	665	665	109759	107911	0	665	665	9176	9173	0	0	1941	0	0	0	1066	1710	629	9102	11850	0	0	0	14782	10219	0	4737	54481																									0	0	0	0	0	0	25524	25001	0	0	
507349																																																																																																																																																														0	0	513	0	0	0	0	0	0	0	0	1937	1979	0	0	256	273	0	0	0	0	0	0	15846	16203	0	0	0	6067	6216	0	0	992	0	0	85	836	1667	1800	2874	1205	0	71	0	608	2610	323	2172	1952																									0	0	0	0	0	0	217	221	0	0	
507509																																																																																																																																																														8058	8079	36546	0	0	0	0	0	0	0	0	34598	35048	0	0	2638	2808	0	0	0	0	14108	14302	71591	72152	0	1364	1361	8523	8386	0	0	22132	0	0	6949	14384	16966	7087	9235	1042	747	53	2016	2587	10199	8977	5004	54																									0	0	0	0	4154	4294	13379	13580	532	568	
508270																																																																																																																																																														0	0	0	0	0	0	0	0	0	250	250	0	0	0	0	0	0	0	0	0	0	1189	1223	0	0	0	885	915	0	0	0	0	110	0	0	0	110	0	501	523	0	0	0	0	0	55	0	0	0																									0	0	0	0	0	0	0	0	54	58	
508346																																																																																																																																																														0	0	157393	1000	1023	0	0	0	0	0	0	74337	74049	0	0	0	0	0	0	0	0	0	0	215745	217542	0	0	0	31822	32367	6001	6004	9769	0	0	7519	2250	22187	56218	19265	0	63	67	0	672	45097	12829	34988	16387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2321	2374	0	0	
508355																																																																																																																																																														0	0	6760	0	0	0	0	0	0	0	0	2998	2998	0	0	0	0	0	0	0	0	0	0	9963	10046	0	0	0	6920	7001	0	0	4330	0	0	2223	2107	5191	478	0	0	0	0	47	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
508841																																																																																																																																																														0	0	0	614	613	0	0	0	0	0	0	13590	13809	0	0	2150	2150	0	0	0	0	0	0	20884	21237	0	0	0	4530	4665	0	0	1321	0	0	1300	1321	7514	8559	2385	158	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
509138																																																																																																																																																														0	0	6237	0	0	51	51	0	0	3000	2989	4972	4920	0	0	5446	5447	0	0	0	0	8300	8440	29947	29847	0	0	0	0	0	0	0	415	0	0	3556	0	0	3994	4361	1942	2	0	0	0	8956	0	5879	9458																									0	0	0	0	858	909	8564	8533	0	0	
509231																																																																																																																																																														0	0	162813	0	0	0	0	0	0	0	0	28999	28633	0	0	4550	4550	0	0	0	0	0	0	231702	228343	0	0	0	3238	3104	0	0	4999	0	0	7945	0	8989	16741	6007	0	1762	0	2010	0	143741	40848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14790	14867	0	0	
509400																																																																																																																																																														0	0	128262	0	0	0	0	36033	37293	0	0	17007	17007	0	0	8454	8581	0	0	0	0	350	352	166428	167070	0	350	352	38804	38171	9000	8822	9	0	0	11299	0	10760	3616	26910	48817	0	6612	9475	14789	11602	2455	12991	8094																									0	0	0	0	0	0	28585	28840	0	0	
509642																																																																																																																																																														250	253	5423	0	0	0	0	0	0	10699	10774	0	0	0	0	0	0	0	0	0	0	12588	12709	0	0	0	1263	1300	0	0	0	0	2461	0	0	751	1709	5981	3366	405	0	0	0	0	0	376	0	0	0																									0	0	0	0	0	0	0	0	376	382	
509811																																																																																																																																																														0	0	338579	0	0	0	0	0	0	0	0	27105	27221	480	480	0	0	0	0	0	0	1662	1664	401285	408329	0	1182	1184	52462	53292	0	0	4198	20582	20726	761	3436	12009	9667	55994	4404	33154	1	45	198	93046	19616	148447	8487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20166	21636	0	0	
509857																																																																																																																																																														0	0	9227	0	0	0	0	0	0	0	0	8535	8545	0	0	0	0	0	0	0	0	0	0	12061	11994	0	0	0	731	725	1693	1695	3200	550	442	3200	0	20	1484	4466	100	450	412	30	128	830	0	133	299																									0	0	0	0	0	0	570	574	0	0	
509950																																																																																																																																																														0	0	298879	0	0	0	0	1687	1688	0	0	179241	179453	0	0	6354	6354	0	0	0	0	0	0	398291	403687	0	0	0	14813	15105	124781	123952	20943	9	12	4620	16377	43730	107491	28751	1631	1085	14340	7311	38898	109563	185	10382	19311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	464	0	0	
510330																																																																																																																																																														0	0	33112	0	0	0	0	7101	7154	0	0	18276	18147	0	0	20463	21166	0	0	0	0	0	0	125198	125778	0	0	0	27695	27378	10750	10594	1539	0	0	7789	888	13703	8553	31186	11726	521	131	55	0	20087	22047	4572	4520																									0	0	0	0	0	0	13637	13408	0	0	
510648																																																																																																																																																														0	0	2569	0	0	0	0	0	0	0	0	3600	3585	0	0	0	0	0	0	0	0	0	0	22451	22555	0	0	0	14288	14415	0	0	167	117	117	0	167	3419	4007	10407	0	0	0	0	242	0	0	2424	1772																									0	0	0	0	0	0	0	0	0	0	
510871	0	0	2364428	608511	615794	0	0	0	0	0	0	554322	551693	0	0	2000	1295	0	0	0	0	0	0	2703463	2724121	418840	0	0	160154	161854	0	0	411838	0	0	8498	403324	611513	184839	115038	7423	554	667	4238	0	494091	717090	176846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	934566	961337	0	0	241271	255302	0	0	0	0	0	0	107222	108491	0	0	0	0	0	0	95417	68355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				615794																	0			2724121		0			161854					0																																																	
510938																																																																																																																																																														0	0	72391	0	0	0	0	0	0	0	0	76006	77997	0	0	0	0	0	0	0	0	9864	10081	135692	139877	0	9864	10081	45001	45963	0	0	8015	52	189	1212	6804	17740	41816	66182	70	1	0	0	0	3178	12549	0	0																									0	0	0	0	0	0	7406	8029	0	0	
510947																																																																																																																																																														0	0	4401	0	0	0	0	0	0	0	0	503	507	0	0	0	0	0	0	0	0	0	0	12199	12226	0	0	0	3818	3739	0	0	0	0	0	0	0	0	0	3570	676	0	0	0	0	2161	4094	674	1051																									0	0	0	0	0	0	2454	2460	0	0	
511618																																																																																																																																																														0	0	35159	1983	2082	0	0	0	0	0	0	45604	46154	0	0	0	0	0	0	0	0	0	0	81307	83227	0	0	0	25575	26350	6553	6684	3492	0	0	1001	2137	9169	19616	42662	0	353	0	788	465	7029	0	0	7																									0	0	0	0	0	0	0	0	0	0	
511832																																																																																																																																																														0	0	7249	0	0	0	0	277	269	0	0	1919	1930	0	0	0	0	0	0	0	0	259	261	10684	10802	0	259	261	4505	4553	250	247	512	0	0	305	207	644	1498	3838	519	35	229	376	666	1721	1023	0	0																									0	0	0	0	0	0	1681	1677	0	0	
512839																																																																																																																																																														0	0	4332	0	0	0	0	0	0	0	0	5562	5639	0	0	0	0	0	0	0	0	0	0	15680	16259	0	0	0	4980	5073	2016	2032	1130	0	0	407	0	1000	1130	8178	0	96	627	242	64	3193	1322	0	0																									0	0	0	0	0	0	484	500	0	0	
513050																																																																																																																																																														0	0	15430	0	0	0	0	0	0	0	0	16105	16038	0	0	0	0	0	0	0	0	115	117	40473	40921	0	115	117	19940	20316	9999	9896	797	0	0	0	797	738	8994	22004	3936	199	0	0	0	641	1424	1025	1277																									0	0	0	0	0	0	0	0	0	0	
513256																																																																																																																																																														0	0	26835	0	0	0	0	0	0	0	0	5025	5064	0	0	0	0	0	0	0	0	0	0	52942	53940	0	0	0	30914	31774	0	0	2056	4	8	0	2056	3173	5936	21367	4307	0	0	0	0	1791	2565	6320	6418																									0	0	0	0	0	0	0	0	0	0	
513322																																																																																																																																																														0	0	309	0	0	0	0	0	0	0	0	5500	5496	0	0	0	0	0	0	0	0	3099	3227	8852	8918	0	3099	3227	0	0	1500	1512	0	0	0	0	0	497	4063	4035	0	0	5	89	0	3328	0	0	0																									0	0	0	0	0	0	5	5	0	0	
513340																																																																																																																																																														0	0	12667	999	1006	0	0	0	0	0	0	22127	22285	0	0	354	372	0	0	0	0	0	0	30249	30466	0	0	0	6769	6803	0	0	3508	0	0	25	3483	4487	21363	1042	66	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
513546																																																																																																																																																														0	0	30254	0	0	0	0	0	0	0	0	22244	22341	0	0	0	0	0	0	0	0	0	0	64163	65080	0	0	0	12501	12554	4000	3997	1224	250	215	20	1204	5317	12709	15343	302	1182	5484	1388	1455	14249	5417	795	0																									0	0	0	0	0	0	6478	6605	0	0	
513854																																																																																																																																																														0	0	937	0	0	0	0	0	0	0	0	1029	1043	0	0	0	0	0	0	0	0	0	0	3461	3559	0	0	0	0	0	0	0	0	0	0	0	0	0	502	540	0	0	0	0	0	2516	0	0	0																									0	0	0	0	0	0	1021	1030	0	0	
513920																																																																																																																																																														0	0	5479	0	0	0	0	0	0	0	0	1902	1910	0	0	0	0	0	0	0	0	0	0	23743	23970	0	0	0	6299	6364	121	129	836	0	0	0	836	654	1023	5761	0	111	1164	0	0	10072	2765	805	779																									0	0	0	0	0	0	1926	1945	0	0	
513957																																																																																																																																																														0	0	23273	0	0	0	0	0	0	0	0	3102	3135	0	0	0	0	0	0	0	0	7212	7131	52990	53310	0	0	0	11210	11315	515	502	100	0	0	0	1130	0	1612	15072	339	0	0	0	0	12180	0	12285	17904																									0	0	0	0	0	0	6960	6968	1821	1818	
514048																																																																																																																																																														0	0	30285	0	0	0	0	0	0	18492	18340	0	0	0	0	0	0	0	0	0	0	39676	40161	0	0	0	21184	21821	0	0	0	0	530	0	0	40	490	590	2747	30667	5141	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
514057																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
514066																																																																																																																																																														0	0	89264	64237	63737	0	0	0	0	0	0	38105	38908	0	0	91264	91890	0	0	22287	22159	0	0	361240	360542	0	0	0	89636	89406	4640	4751	31600	49	66	9547	24947	91436	117855	62374	11349	0	0	0	0	5859	6646	22635	7828																									0	0	0	0	0	0	6346	6367	0	0	
514132																																																																																																																																																														0	0	27583	0	0	0	0	0	0	0	0	22490	22450	0	0	0	0	0	0	0	0	0	0	37218	37629	0	0	0	422	428	0	0	513	0	0	0	136	10289	10443	1003	1006	16	710	186	137	5543	8160	0	0																									0	0	0	0	0	0	1434	1515	0	0	
514356																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	9	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
514440																																																																																																																																																														0	0	26847	0	0	0	0	18	17	0	0	12344	12325	0	0	0	0	0	0	0	0	0	0	33587	33707	0	0	0	4951	4983	3800	3695	4020	0	0	17	4020	85	2458	8128	2615	0	0	0	0	1441	14941	0	0																									0	0	0	0	0	0	1651	1655	0	0	
514655																																																																																																																																																														0	0	46178	0	0	0	0	0	0	0	0	63178	64174	0	0	0	0	0	0	0	0	0	0	170161	173705	0	0	0	83244	85105	7528	7571	16040	0	0	1601	14440	32279	52212	48748	0	0	0	0	0	17444	6981	0	0																									0	0	0	0	0	0	6386	6867	0	0	
514936																																																																																																																																																														0	0	4821	0	0	0	0	0	0	0	0	0	0	0	0	4240	4257	0	0	0	0	0	0	13062	13098	0	0	0	3210	3265	0	0	471	0	0	500	0	0	445	1487	4966	355	263	0	24	3786	319	828	0																									0	0	0	0	0	0	3960	3912	0	0	
515054																																																																																																																																																														0	0	22127	0	0	0	0	0	0	0	0	18724	18461	0	0	0	0	0	0	0	0	0	0	27008	27207	0	0	0	3440	3628	15496	15224	184	0	0	0	0	0	549	21540	0	507	1614	744	473	1459	321	0	0																									0	0	0	0	0	0	354	358	0	0	
515250																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	600	602	0	0	0	0	0	0	0	0	0	0	5965	6023	0	0	0	2747	2782	0	0	1556	0	0	1556	0	716	759	354	0	37	101	0	0	2500	0	0	0																									0	0	0	0	0	0	127	131	0	0	
515353																																																																																																																																																														0	0	3481	7018	7018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	7018	7018	0	99	99	0	0	0	0	0	0	0	7018	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
516154																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
516855																																																																																																																																																														0	0	1790	0	0	0	0	0	0	0	0	26250	26169	0	0	0	0	0	0	0	0	0	0	32849	32824	0	0	0	6587	6643	0	0	500	0	0	500	0	31319	993	0	0	0	0	0	0	0	0	12	0																									0	0	0	0	0	0	0	0	0	0	
517049																																																																																																																																																														0	0	23907	0	0	0	0	0	0	0	0	24990	24990	0	0	0	0	0	0	0	0	0	0	51378	51379	0	0	0	26388	26389	0	0	25251	0	0	12259	12992	0	0	13470	12658	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
517357																																																																																																																																																														0	0	0	0	0	0	0	11	11	0	0	1700	1703	0	0	0	0	0	0	0	0	0	0	7129	7161	0	0	0	5207	5234	0	0	2050	0	0	1715	347	4887	0	0	0	19	193	0	0	0	0	0	0																									0	0	0	0	0	0	40	41	0	0	
517423																																																																																																																																																														0	0	13634	0	0	0	0	0	0	0	0	3995	3997	0	0	0	0	0	0	0	0	0	0	14740	14626	0	0	0	1839	1863	2995	3003	0	0	0	0	0	0	794	5066	0	0	0	0	0	0	0	0	8766																									0	0	0	0	0	0	0	0	0	0	
517441																																																																																																																																																														0	0	4141	0	0	0	0	0	0	12600	12773	5808	5941	700	700	0	0	0	0	0	0	24858	25036	26247	26977	0	11558	11563	13524	13847	10114	9984	2048	0	0	1006	1742	716	1617	33652	5913	0	0	16	0	6117	1056	0	0																									0	0	0	0	0	0	6725	6980	0	0	
517834																																																																																																																																																														0	0	22786	6510	6524	0	0	0	0	0	0	27934	27967	0	0	10184	10285	0	0	0	0	0	0	80409	80612	0	0	0	1475	1489	7990	7993	12084	0	0	2751	7064	13640	22810	0	0	0	2269	353	222	12320	0	19183	0																									0	0	0	0	0	0	0	0	0	0	
517900																																																																																																																																																														0	0	6897601	0	0	0	0	2312	2300	0	0	184267	186684	0	0	158874	158634	0	0	12998	12733	3030320	3046939	5321677	5418211	1987813	0	0	637540	641238	0	0	133730	16049	15981	56865	84445	119387	281774	455771	4547	14970	12766	8062	9418	233141	72116	1319600	5759688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	143	0	143	0	147	6953	6962	69108	70786	36299	36321	
518037																																																																																																																																																														0	0	58936	0	0	0	0	0	0	0	0	73486	72515	0	0	0	0	0	0	0	0	0	0	128142	127499	0	0	0	4220	4273	29791	29171	0	0	0	0	0	135	324	54456	21872	39	19	2	0	40612	5174	0	4866																									0	0	0	0	0	0	0	0	0	0	
518354																																																																																																																																																														0	0	5906	0	0	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	5904	6057	4	4	0	5775	5924	0	0	0	0	0	0	0	100	403	2322	2581	469	0	4	0	0	0	0	0	0	29																									0	0	0	0	0	0	2	2	0	0	
518877																																																																																																																																																														0	0	3288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8068	7923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	171	98	126	0	7489	0	0																									0	0	0	0	0	0	208	210	0	0	
519146																																																																																																																																																														0	0	29996	0	0	0	0	0	0	0	0	37714	36487	0	0	0	0	0	0	0	0	1760	1760	41732	40366	0	1760	1760	4018	3879	34114	32963	1216	0	0	0	1216	11011	18091	9320	2488	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
519360																																																																																																																																																														0	0	6198	2012	2058	0	0	0	0	0	0	4992	4966	0	0	0	0	0	0	0	0	0	0	9039	9180	0	0	0	0	0	0	0	1006	0	0	0	1006	3032	2986	0	0	0	0	134	0	1995	27	0	0																									0	0	0	0	0	0	0	0	0	0	
519445																																																																																																																																																														0	0	5510	0	0	0	0	0	0	4997	4945	0	0	750	741	0	0	0	0	0	0	9739	9585	0	0	0	2312	2261	0	0	0	0	0	0	0	0	0	0	2500	5560	0	0	0	0	680	1000	0	0	0																									0	0	0	0	0	0	0	0	1680	1638	
519874																																																																																																																																																														0	0	1970	0	0	0	0	0	0	0	0	6601	6651	0	0	1465	1496	0	0	0	0	373	373	35563	35868	0	373	373	481	494	1649	1671	281	0	0	6230	1006	964	362	1570	484	0	0	0	0	0	0	2644	22981																									0	0	0	0	0	0	0	0	0	0	
520003																																																																																																																																																														0	0	50166	25244	24693	0	0	223	224	0	0	57140	57486	0	0	0	0	0	0	0	0	0	0	169951	171240	0	0	0	0	0	0	0	2570	0	0	224	2538	0	50442	29198	0	6629	6715	2142	7283	64805	1264	0	0																									0	0	0	0	0	0	2285	2339	0	0	
520423																																																																																																																																																														0	0	13302	0	0	0	0	0	0	0	0	270	270	0	0	7000	5767	0	0	0	0	0	0	27342	26881	0	0	0	10025	10577	0	0	899	0	0	6418	0	270	682	9244	0	224	321	26	0	4070	0	1484	4141																									0	0	0	0	0	0	28	29	0	0	
520777																																																																																																																																																														0	0	0	5992	6016	0	0	0	0	0	0	32014	32055	0	0	0	0	0	0	0	0	1	1	120890	120733	0	0	0	0	0	0	0	6817	1507	1531	0	6817	29255	1999	0	0	5836	32859	20390	0	17625	4422	0	0																									0	0	0	0	1	1	81377	81131	0	0	
521064																																																																																																																																																														0	0	3862	0	0	0	0	0	0	0	0	500	494	0	0	0	0	0	0	0	0	0	0	21969	22491	0	0	0	8437	8512	0	0	0	0	0	0	0	190	642	6563	1610	0	0	0	0	8281	5204	0	0																									0	0	0	0	0	0	1166	1282	0	0	
521158																																																																																																																																																														0	0	17793	0	0	0	0	0	0	0	0	730	721	0	0	0	0	0	0	0	0	2000	1700	46962	47773	0	2000	1700	34138	34784	730	721	3276	0	0	2396	1984	7311	6782	19032	0	298	621	0	0	8475	0	888	1986																									0	0	0	0	0	0	0	0	0	0	
521251																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	1	0	0	0																									0	0	0	0	0	0	7	7	0	0	
521608																																																																																																																																																														0	0	3365	0	0	0	0	447	438	0	0	3000	3021	0	0	0	0	0	0	0	0	142	154	6310	6362	0	0	0	0	0	1000	1000	1	0	0	437	0	1005	1005	1012	0	0	1	0	416	2628	0	0	0																									0	0	0	0	141	153	1885	1898	1	1	
521804																																																																																																																																																														0	0	176324	2037	2116	0	0	2253	2291	0	0	84092	83973	0	0	0	0	0	0	0	0	10527	10588	213839	217839	0	10527	10588	25233	26256	0	0	19736	0	0	10250	10741	26295	49178	27663	1036	0	0	1741	2342	72370	6754	12038	7957																									0	0	0	0	0	0	22625	23201	0	0	
521952																																																																																																																																																														0	0	4683	0	0	0	0	0	0	0	0	3198	3150	0	0	0	0	0	0	0	0	0	0	17734	18019	0	0	0	9161	9253	2000	1953	105	0	0	83	75	1182	1097	7795	2224	0	13	0	0	1901	2584	567	498																									0	0	0	0	0	0	360	391	0	0	
522034																																																																																																																																																														0	0	11317	0	0	0	0	2529	2573	0	0	4893	4950	0	0	0	0	0	0	0	0	0	0	14464	14619	0	0	0	2667	2690	2000	1968	0	0	0	0	0	1601	786	7644	183	0	0	0	891	2152	1362	0	0																									0	0	0	0	0	0	1802	1816	0	0	
522043																																																																																																																																																														0	0	2699	0	0	0	0	0	0	0	0	521	527	0	0	0	0	0	0	0	0	0	0	4123	4194	0	0	0	999	1002	0	0	0	0	0	0	0	0	180	1149	199	0	0	0	0	2232	433	0	0																									0	0	0	0	0	0	506	527	0	0	
522454																																																																																																																																																														0	0	4560	0	0	0	0	209	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8220	8014	0	0	0	3504	3563	0	0	2059	0	0	288	1955	1276	257	0	0	198	927	59	0	0	0	908	2146																									0	0	0	0	0	0	422	430	0	0	
522605																																																																																																																																																														0	0	348711	0	0	0	0	1197	1213	0	0	1000	1028	0	0	460	488	0	0	0	0	0	0	380438	379585	0	0	0	60297	55005	0	0	302	2	2	2089	22	1028	0	17486	51330	175	375	174	47	18440	225103	17435	45880	0	0	0	0	0	0	1853	1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	274	0	1922	0	2126	0	0	35187	35617	0	0	
522669																																																																																																																																																														0	0	0	1037	1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6626	6724	10765	10785	0	6626	6724	0	0	0	0	607	0	0	0	607	1226	1696	4144	0	0	0	0	0	9738	0	0	0																									0	0	0	0	0	0	0	0	0	0	
522753																																																																																																																																																														0	0	22446	0	0	0	0	0	0	0	0	24618	24650	0	0	0	0	0	0	0	0	0	0	62459	63820	0	0	0	26845	27706	0	0	2214	0	0	470	2214	23768	13085	12819	0	0	48	0	0	10993	423	0	0																									0	0	0	0	0	0	48	48	0	0	
522847																																																																																																																																																														0	0	73842	7004	7019	0	0	0	0	0	0	3591	3636	0	0	7248	7805	0	0	0	0	0	0	157762	160754	0	0	0	30428	31740	396	423	1132	0	0	336	795	1157	9633	37031	1248	0	0	0	0	6376	8362	47722	48094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6854	6855	0	0	
522856																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	1	1	
522959																																																																																																																																																														0	0	8454	0	0	0	0	182	195	0	0	2728	2766	0	0	0	0	0	0	0	0	5449	5703	52844	53633	0	4592	4802	20038	20503	730	755	884	0	0	0	796	4581	6529	15726	424	0	88	96	277	12279	0	10061	8225																									0	0	0	0	0	0	987	1002	435	467	
523161																																																																																																																																																														0	0	5284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107115	108171	0	0	0	40455	41821	0	0	735	0	0	366	356	5053	7527	28519	0	21	2370	845	1138	40885	7181	12586	1324																									0	0	0	0	0	0	0	0	0	0	
523648																																																																																																																																																														0	0	1211	0	0	0	0	0	0	3282	3291	0	0	0	0	0	0	0	0	0	0	3632	3641	0	0	0	350	350	0	0	0	0	1303	0	0	425	878	2329	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
523974																																																																																																																																																														0	0	0	0	0	222	222	0	0	14503	14384	0	0	0	0	0	0	0	0	0	0	55475	56705	12994	10610	0	3166	3110	0	0	1000	998	1274	12994	10610	369	1000	8415	7324	2582	0	3319	3417	957	139	18228	5550	4177	0																									0	0	0	0	2518	2601	0	0	29092	30173	
