"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDF664	RCFDF665	RCFDF666	RCFDF667	RCFDF668	RCFDF669	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK072	RCFDK073	RCFDK074	RCFDK075	RCFDK076	RCFDK077	RCFDK078	RCFDK079	RCFDK080	RCFDK081	RCFDK082	RCFDK083	RCFDK084	RCFDK085	RCFDK086	RCFDK087	RCFDK088	RCFDK089	RCFDK091	RCFDK092	RCFDK093	RCFDK095	RCFDK096	RCFDK097	RCFDK099	RCFDK100	RCFDK101	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK134	RCFDK135	RCFDK136	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK269	RCFDK271	RCFDK272	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDK283	RCFDK284	RCFDK285	RCFDK286	RCFDK287	RCFDK288	RCFNB572	RCFNB573	RCFNB574	RCFNK291	RCFNK292	RCFNK293	RCFNK294	RCFNK295	RCFNK296	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONF664	RCONF665	RCONF666	RCONF667	RCONF668	RCONF669	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	
3393806																																																																																																																																												0	0	0										169	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	634	0	0	0	0	0	0				0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3393824																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	250	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3393851																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	105	0				0	0	0	0	0	171	97	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3394018																																																																																																																																												0	0	0										27	15	0	0	0	0	687	0	0	0	0	0						0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	0	1036	0	0	0	0	0	2173	0				0	700	0	0	0	3451	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	15	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3394278																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7374	5254	0	7152	5097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3394380																																																																																																																																												0	0	0										475	0	74	0	0	0	1270	0	129	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0				0	0	0	0	0	1354	250	530	2	0	1872	682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3395293																																																																																																																																												0	0	29										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0	38	0	0	0	0	0	333	0				0	0	0	0	358	593	123	0	0	0	76	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3396375																																																																																																																																												0	0	0										165	0	88	0	0	0	0	0	5	0	0	0						0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0				0	0	0	0	0	1574	0	0	0	0	1432	1977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3396535																																																																																																																																												0	0	0										0	0	0	0	0	0	380	0	47	0	0	0						0	0	0	0	0	749	0	0	0	0	0	0	0	0	0	0	0	0	0	1614	808	709	0	0	45	0	0	47	0				0	0	0	0	1251	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3397019																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	600	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3397233																																																																																																																																												0	0	0										250	0	654	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	58	0	0	0	0	0	654	0				0	177	0	0	161	380	0	0	0	0	879	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3398100																																																																																																																																												0	0	0										8	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	2111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3398306																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3398623																																																																																																																																												0	0	0							0	0	0	1461	0	89	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0				1550	446	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3400928																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	371	0	2396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1597	592	0	0	0	0	0	0	11027	0	0	0	0	0	0	0	0	1164	3875	496	0	0	0	6939	5331	0	0	492	0	0	21950	0	0	28303	0	0	0	0	0	0	0	0	0	0	0	1164	0	0	3144	0	0	0	0	
3401970																																																																																																																																												0	0	0										0	0	235	0	0	0	191	0	0	0	0	0						0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	691	0	570	0	0	0	0	0	1778	0				0	0	0	0	53	45	0	120	0	0	2454	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3402481																																																																																																																																												0	0	0										712	144	214	0	0	0	0	0	312	0	0	0						0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2552	217	543	101	88	0	0	0	1728	254				0	1563	0	246	702	1939	1471	856	161	0	1072	1670	0	0	639	0	0	0	0	0	0	2098	570	1528	1534	562	1168	0	0	0	0	0	0	0	0	0	0	0	0	0	
3402575																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	118	0	2958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	4122	0	0	0	105	0	0	0	1866	0	0	0	0	0	0	0	0	1857	2013	0	0	0	0	493	1234	0	0	1679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3402904																																																																																																																																												0	0	0										668	0	909	0	0	0	401	0	995	0	0	0						0	0	0	170	0	1059	0	0	0	0	0	0	0	0	0	0	0	0	0	110	814	1741	0	635	0	0	0	4613	0				0	0	0	0	850	0	2368	477	0	0	3687	555	0	0	0	0	0	0	0	0	0	100	0	1853	50	0	1363	0	0	0	0	0	0	0	0	0	0	0	0	0	
3402913																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	3597	2056	0	0	0	0	1888	0	0	0	2643	0	598	0	0	0	3351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3404207																																																																																																																																												0	0	0										958	8	166	0	0	0	0	0	0	0	0	0						0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	0	0	53	0	0	0	2135	0				122	1839	0	0	0	1547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3404373																																																																																																																																												0	0	0										0	0	356	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	592	721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3404467																																																																																																																																												0	0	0										43	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3404506																																																																																																																																												0	0	0										7	0	0	0	0	0	0	0	0	0	0	0						0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	25	35	0	0	0	0	0	25	0				0	0	0	0	598	3160	0	1022	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3404869																																																																																																																																												0	0	0										30	340	725	0	0	0	0	0	0	0	0	0						0	0	0	0	0	1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	1797	0	0	0	6099	2644	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3404999																																																																																																																																												0	0	0										0	0	904	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	70	0				0	0	0	0	0	0	2880	0	0	0	1850	1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3405633																																																																																																																																												0	0	0							0	0	0	869	0	1583	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	81	0	695	0	0	0	0	0	0	0	0	0	0	610	104	118	0	42	0	0	0	700	365				0	0	0	0	0	73	0	78	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3407084																																																																																																																																												659	0	107										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3408728																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	23	0	2641	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	132	0	0	240	0	0	0	0	0	0	0	0	0	0	1512	446	0	0	0	0	0	0	556	0	0	0	0	0	1621	0	0	0	91	0	2027	0	0	0	6941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3409462																																																																																																																																												0	0	0										123	0	269	0	0	0	0	0	0	0	0	0						0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2663	0				0	0	0	0	0	2374	0	0	0	0	0	4576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3410141																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	13	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3411773																																																																																																																																												0	0	0							0	0	0	8	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3411791																																																																																																																																												0	0	0										1248	0	1456	0	0	0	0	0	0	0	0	0						0	0	0	1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	144	0	0	0	180	0				0	0	0	0	0	26	590	0	0	0	0	1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3412417																																																																																																																																												0	0	0										0	0	409	0	0	167	0	0	0	0	0	0						0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	245	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3415454																																																																																																																																												0	0	0										0	0	588	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0				0	0	0	0	0	21	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3415463																																																																																																																																												0	0	0							0	0	0	25	0	28	125	0	208	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0				0	0	0	0	0	857	135	0	0	0	147	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3417319																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	914	0	0	0	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3419416																																																																																																																																												0	0	0										76	0	651	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3424483																																																																																																																																												0	0	0										79	0	95	256	0	597	0	0	0	0	0	0						0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	830	0	379	0	45	0	0	0	0	0				0	1509	0	0	0	50	0	1550	0	0	0	1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3425725																																																																																																																																												0	0	0										0	0	72	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0				0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3426656																																																																																																																																												0	0	0										5480	0	1502	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	1502	0	0	0	0	0	0	0	235	0	158	0	0	0	0	0	1502	0				0	240	0	0	0	0	455	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3428258																																																																																																																																												0	0	0										0	0	762	0	0	0	0	0	0	0	0	0						0	0	0	0	0	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	375	0	0	0	1779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3429059																																																																																																																																												0	0	0										0	0	240	0	0	239	0	0	0	0	0	0						0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	528	0				0	0	0	0	0	57	0	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3429219																																																																																																																																												0	0	0										95	0	2127	0	0	39	0	0	1906	0	0	0						0	0	0	28	0	125	29	0	13	0	0	0	0	0	0	0	0	0	0	3851	0	856	0	133	0	0	0	1350	0				0	3	0	0	0	2326	481	0	0	0	1906	1160	0	0	1761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3429282																																																																																																																																												0	0	0										517	0	0	0	0	0	0	0	241	0	0	0						0	0	0	0	0	832	0	0	0	0	0	0	0	0	0	0	0	0	0	1737	0	0	0	669	0	0	0	0	0				0	0	0	0	0	0	0	1975	0	0	1091	0	0	0	1737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3430297																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3430738																																																																																																																																												0	0	0										0	0	243	0	0	0	0	0	0	0	0	0						0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0				0	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	
3433047																																																																																																																																												0	0	0										0	0	0	0	0	174	0	0	0	0	0	0						0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	131	0	80	0	0	0	43	0				0	122	0	0	359	0	55	0	0	0	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3433186																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	1019	0	0	0						0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	1988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3435948																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3437148																																																																																																																																												0	0	0										2017	0	71	0	0	0	0	0	0	0	0	0						0	0	0	127	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	254	0	0	0	0	0	263	0				0	0	0	0	0	2711	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3437157																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	190	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	157	0	34	0	0	0	232	139	0	0	0	0	0	0	0	0	204	324	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3437166																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3437456																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1570	3847	0	0	2348	2428	0	0	0	0	0	0	0	0	0	68	0	1881	34	0	1423	0	0	0	0	0	0	0	0	0	0	0	0	0	
3437483																																																																																																																																												0	0	0										0	0	481	0	0	0	0	0	0	0	0	0						0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	438	0	730	0	0	0	763	0				0	0	0	370	2390	251	274	0	0	0	437	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3438060																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1979	154	0	0	79	0	0	0	0	0				0	0	0	0	0	8474	0	1551	0	0	0	3202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3438958																																																																																																																																												0	0	0										53	0	0	0	0	0	675	0	0	0	0	0						0	0	0	0	0	0	79	0	926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1131	0				0	0	0	0	0	2433	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3440803																																																																																																																																												0	0	0										0	0	225	0	0	0	0	0	0	0	0	0						0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	113	0				0	0	0	0	165	910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3440830																																																																																																																																												0	0	0										890	0	43	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	55	0	0	0	0	874	750	0	0	0	0	0	0	0	0	0	888	0	0	888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3441033																																																																																																																																												0	0	0										93	0	619	153	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	896	501	451	0	0	0	0	0	3239	600				221	0	0	0	0	2722	0	0	0	0	1441	389	0	0	1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3441480																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	1915	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3441592																																																																																																																																												0	0	0										494	0	1221	0	0	937	0	0	0	0	0	132						0	0	0	884	0	2392	5	0	0	0	0	0	0	0	0	0	0	0	0	8502	115	886	0	0	0	0	0	6974	0				340	3257	0	0	1435	13177	280	198	0	0	1520	9091	0	0	3710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3442704																																																																																																																																												0	0	0										679	350	2568	0	0	0	4737	0	837	0	0	0						0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	459	0	143	0	0	0	0	0	2761	0				1340	6156	0	0	3895	8020	753	2344	0	0	2602	4875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3443345																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	0	0	783	0	0	0	944	0	0	0	0	117	0	0	0	0	0	453	828	0	0	2539	0	0	0	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3444539																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	1251	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2461	0	0	0	0	0	6336	827	0	0	0	0	3487	0	0	0	13144	5947	5984	32	206	752	1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
