"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD5523	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
564052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
564155	0	0	0	1	6	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	false	0	4	0	0	0	0	3	0	0	1				Mileage                                                                                                                                                                                          	Other Losses                                                                                                                                                                                     												
564324	66	0	68	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	61	0	0	0	50				Franchise Tax                                                                                                                                                                                    													
564463	15	0	0	0	0	13	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	31	13	0	21	0	Credit Life/A&H Ins.                                                                                                                                                                             	Visa/MasterCard                                                                                                                                                                                  		Payroll/Professional Services                                                                                                                                                                    													
564557	0	0	0	0	0	77			94				0		0		0					false	0	0			0	0	0	0	180	0	Mortgage Origination Premiums                                                                                                                                                                    			Other Outside Services                                                                                                                                                                           													
564605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
564678	13	0	31	0	4	3	1	0	14	11	8	0	0	0	0	0	0	0	0	0	0	false	0	3	0	0	0	0	7	7	51	6	MISCELLANEOUS OPERATING INCOME                                                                                                                                                                   	PENALTIES FROM EARLY WITHDRAWALS FROM CD'S                                                                                                                                                       		AUDIT AND ACCOUNTING EXPENSES                                                                                                                                                                    	INSURANCE EXPENSES                                                                                                                                                                               	MISCELLANEOUS OPERATING EXPENSES                                                                                                                                                                 											
564771	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3250	0	0	0	false	0	0	0	0	0	0	0	0	134	0										Excess cash proceeds from issuance of trust pref sec@hol                                                                                                                                         							
564838	8	0	10	0	3	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	0	0	0	0	37	10				INS AGENCY OPERATING EXP                                                                                                                                                                         													
564856	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
565040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
565143	0	0	0	0	0	149	0	0	41	23	20	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	24	Computer Service Revenue                                                                                                                                                                         			Credit Card Expense                                                                                                                                                                              	Examinations & Auditing                                                                                                                                                                          	Telephone & Telegraph                                                                                                                                                                            											
565152	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	false	0	4	0	0	0	0	7	3	18	4				Management fees                                                                                                                                                                                  													
565536	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	LOAN FEES                                                                                                                                                                                        																
565750	0	0	0	0	0	114	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	FIXED RATE SERVICE RELEASE FEES                                                                                                                                                                  			LOAN COLLECTION EXPENSE                                                                                                                                                                          													
565844	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	0	0	9	0	25	0																	
565853	13	0	0	0	0	8	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	40	0	NON YIELD LOAN FEES                                                                                                                                                                              			MANAGEMENT FEES                                                                                                                                                                                  													
566056	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	19	Fee Income On Real Estate Loans Sold                                                                                                                                                             																
566243	0	0	0	0	0	57			20	18			0		0		0					false	0	17			0	52	0	0	56	19	SECONDARY MARKET LOANS - REAL ESTATE FEE INCOME                                                                                                                                                  			MAINTENANCE ON EQUIPMENT                                                                                                                                                                         	Donations                                                                                                                                                                                        												
566458	0	0	0	26	0	98	0	0	13	18	0	0	0	0	0	0	0	0	0	0	0	false	0	13	0	0	0	0	0	0	27	20	Correspondent Mtg. Fees-Branch                                                                                                                                                                   			Telephone Expense                                                                                                                                                                                	Network Consulting Fees                                                                                                                                                                          												
566551	0	0	0	0	0	0	0	0	14	18	12	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Outside Service Fees                                                                                                                                                                             	Conventions & Meetings                                                                                                                                                                           	OREO Expense                                                                                                                                                                                     											
566953	0	0	0	0	0	0	0	0	5	23	9	0	0	0	0	0	0	0	0	0	0	false	0	7	0	0	0	6	0	0	17	0				ATM EXPENSE                                                                                                                                                                                      	AG CONSULTANT FEES                                                                                                                                                                               	INTERNAL AUDIT/COMPUTER FEES                                                                                                                                                                     											
567231	28	0	14	48	7	42							0		0		0					false	0	9			3	47	4	0	0	23	Mortgage referral fees                                                                                                                                                                           																
567240	11	0	36	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	14	0	0	0	0	0	0	48	12																	
567736	14	0	20	19	0	0	0	0	13	15	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	12	0	29	0				correspondent bank fees                                                                                                                                                                          	deposit expenses                                                                                                                                                                                 												
567754	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	11																	
567905	47	0	0	0	0	89	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	38	0	57	75	0	Agency fee income on lines of credit                                                                                                                                                             	Income from unconsolidated subsidiary                                                                                                                                                            															
568126	21	0	0	0	0	27	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	27	21	BANK OWNED LIFE INSURANCE                                                                                                                                                                        			FRANCHISE TAX                                                                                                                                                                                    													
568135	11	17	15	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	11	0	0	0	0	0	11	1	11																	
568144	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	100	0																	
568238	3	0	14	8	3	17	1	-4	3	29	0	0	0	0	0	0	0	0	0	0	0	false	0	6	0	0	0	0	0	0	21	13	Miscellaneous Income                                                                                                                                                                             	Exchange Received                                                                                                                                                                                	Loss from Subsidiar;y                                                                                                                                                                            	Dues & Subscriptions                                                                                                                                                                             	Miscellaneous Expense                                                                                                                                                                            												
568359	0	0	0	19	0	0	0	0	6	4	6	0	0	0	0	0	0	0	0	0	0	false	0	5	-1	0	0	0	0	0	0	9				INSURANCE AND BONDS                                                                                                                                                                              	CORRESPONDENT SERVICE CHARGES                                                                                                                                                                    	TELEPHONE                                                                                                                                                                                        									Push down accouting adjustment                                                                                                                                                                   		
568443	0	0	0	29	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	32	0																	
568470	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	170	0				Outside Service Fees                                                                                                                                                                             													
568751	19	0	8	13	7	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	false	0	13	0	0	6	0	6	3	47	13				TOTAL ACCOUNT PROCESSING EXPENSE                                                                                                                                                                 													
568854	1	0	7	1	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	false	0	2	0	0	0	0	0	1	3	3				Accounting & professional fees                                                                                                                                                                   													
568939	20	8	11	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	32	0	0	7	0	9	6	67	27																	
569253	0	0	0	0	0	0	0	0	2	11	17	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	24	3	0	0	0				Education & Training                                                                                                                                                                             	Telephone & Telegraph                                                                                                                                                                            	Business Promotion                                                                                                                                                                               											
569422	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	80	0	0	0	0	0	0	179	79	Recovery on check kiting loss                                                                                                                                                                    																
569459	3	0	7	2	1	5	0	0	12	4	7	0	0	0	0	0	0	0	0	0	0	false	0	7	0	0	0	0	1	0	5	4	VISA/MASTER CARD FEES                                                                                                                                                                            			AUDIT & EXAMINATIONS                                                                                                                                                                             	CORRESPONDENT SERVICE CHAGRE                                                                                                                                                                     	TELELPHONE                                                                                                                                                                                       											
569534	0	0	0	0	0	142	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Secondary market income                                                                                                                                                                          			Professional Fees                                                                                                                                                                                													
569730	54	0	0	0	0	190	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	25	100	0	Fees from affiliates-mtge loan orig.                                                                                                                                                             			Holding co. admin. & processing fees                                                                                                                                                             													
569945	8	0	7	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	33	3	10	210	11																	
569972	8	0	9	2	0	6	16	0	15	12	12	0	0	0	0	0	0	0	0	0	0	false	0	15	0	0	0	0	2	19	86	20	Customer Service Fees                                                                                                                                                                            	Loan Fees Sold                                                                                                                                                                                   		Bank Service Charges                                                                                                                                                                             	Phone                                                                                                                                                                                            	Dues & Subscriptions                                                                                                                                                                             											
570231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	false	0	0	0	0	0	0	0	0	0	0										UNEARNED COMPENSATION                                                                                                                                                                            							
570558	29	6	16	20	3	27	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	false	0	14	0	0	2	0	13	6	33	17	Gain on Assets Sold                                                                                                                                                                              			Property Tax                                                                                                                                                                                     	Other Insurance                                                                                                                                                                                  												
570651	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	false	0	6	0	0	0	0	0	0	20	0				TRAVEL, CONVENTIONS & MEETINGS                                                                                                                                                                   													
570745	5	6	8	3	3	0	0	0	9	12	0	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	0	0	3	0	0	13				service charge correspondent bank                                                                                                                                                                	expenes other property                                                                                                                                                                           												
570848	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	400	0	0	0	false	0	0	0	0	0	18	0	0	0	0				ACCOUNTING FEES                                                                                                                                                                                  						INFUSION FROM BANK HOLDING COMPANY                                                                                                                                                               							
571135	6	2	12	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	4	0	0	0	2	2	0	13	11																	
571153	4	0	0	0	13	12	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	false	0	4	0	0	0	0	0	0	4	7	Overdraft fees                                                                                                                                                                                   	Other income (refund of overbilling)                                                                                                                                                             		Instant cash - extrodinary exp                                                                                                                                                                   													
571265	15	0	19	0	6	183	64	196	151	9	0	0	0	0	0	0	0	0	0	0	0	false	0	31	103	0	7	0	7	0	24	36	Fees on sold Real Estate Loans                                                                                                                                                                   	Data Processing for another Bank                                                                                                                                                                 	Bankcard Income on Merchant Accounts                                                                                                                                                             	Bankcard Expenses on Merchant Accounts                                                                                                                                                           	Charitable Contributions                                                                                                                                                                         										MISC CPA YEAR -END ADJUSTMENTS                                                                                                                                                                   		
571443	9	0	7	2	3	0	19		12	51			0		0		0					false	0	6			1	0	2	8	29	6		Other Income                                                                                                                                                                                     		Expense from ATM s                                                                                                                                                                               	Other expenses                                                                                                                                                                                   												
571920	20	0	23	38	0	0	0	0	32	89	21	0	0	0	0	0	0	0	0	0	0	false	0	0	-93	0	0	26	0	0	69	19				FRANCHISE TAX                                                                                                                                                                                    	CONSULTANT FEES                                                                                                                                                                                  	OFFICER INSURANCE-ESI                                                                                                                                                                            									LEASEHOLD IMPROVEMENTS - ABANDONED IN PRIOR YEAR                                                                                                                                                 		
571957	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	17	2																	
572338	6	0	7	4	2	0	0	0	14	11	13	0	0	0	0	0	0	0	0	0	0	false	0	11	0	0	0	17	0	0	19	12				TELEPHONE EXPENSE                                                                                                                                                                                	OTHER SOFTWARE EXPENSE                                                                                                                                                                           	OTHER OPERATING EXPENSES                                                                                                                                                                         											
572347	3	0	4	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	false	0	2	0	0	1	0	1	1	21	2				Dues and Subscriptions                                                                                                                                                                           													
572374	155	0	30	150	84	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	420	0	0	9	0	19	303	289	209	Commission income from Travel                                                                                                                                                                    																
572459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	31	0																	
572655	17	0	3	28	3	29	13	7	17	9	9	0	0	0	0	0	0	0	0	0	0	false	0	12	0	0	6	0	10	18	0	21	Data Processing Income                                                                                                                                                                           	Secondary Mortgage Fee Income                                                                                                                                                                    	Other Income                                                                                                                                                                                     	Atm Expense                                                                                                                                                                                      	Miscellaneous Expense                                                                                                                                                                            	FRB Expense                                                                                                                                                                                      											
572776	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	4	0				SUPERVISORY EXAMINATION AND ASSESSMENT                                                                                                                                                           													
573036	65	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	42	0	0	0	0	0	0	0	0	Fee income from mortgage loans held for sale                                                                                                                                                     																
573335	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	22	0	0	0	0	0	0	82	29																	
573559	16	0	4	8	1	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	false	0	4	0	0	1	0	1	3	22	18				FIDELITY INSURANCE                                                                                                                                                                               	AUDIT FEES                                                                                                                                                                                       	EMPLOYEE TRAINING                                                                                                                                                                                											
574051	0	0	6	4	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	false	0	4	0	0	0	0	0	0	9	5				insurance                                                                                                                                                                                        	courier fees                                                                                                                                                                                     	examination fees                                                                                                                                                                                 											
574556	6	0	2	9	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	false	0	2	0	0	0	0	0	0	10	6				Computer Expense                                                                                                                                                                                 	Account Analysis                                                                                                                                                                                 												
574949	0	0	0	17	0				15				0		0		0					false	0	0			0	0	0	0	0	0				MISCELLANEOUS                                                                                                                                                                                    													
574976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
575133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	12	0	0	0	0	0	0	12	12																	
575254	326	0	0	0	0	153	370	0	113	118	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	123	0	0	0	117	Mortgage Income                                                                                                                                                                                  	TxDOT Settlement                                                                                                                                                                                 		Professional Services                                                                                                                                                                            	Telephone                                                                                                                                                                                        												
575348	28	2	13	41	6	9	0	0	22	10	9	0	0	0	0	0	0	0	0	0	0	false	0	10	0	0	3	0	3	4	20	17	loan fees & etc                                                                                                                                                                                  			fran tax st 14 co 3.750 city 3.750                                                                                                                                                               	tel 6  charitable 3.669                                                                                                                                                                          	package ins  8.862                                                                                                                                                                               											
575357	3	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	-6	0	0	0	4	0	23	3															correct yer end mistake                                                                                                                                                                          		
575375	17	0	18	3	2	6	0	0	6	16	7	0	0	0	0	0	0	0	0	0	0	false	0	13	0	0	0	0	0	11	9	19	Income from Late Charges                                                                                                                                                                         			ATM files                                                                                                                                                                                        	Accounting, Audit & Supervisor Fee                                                                                                                                                               	Insurance & Dues                                                                                                                                                                                 											
575647	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
575656	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	26	0				Reserve for Other Taxes                                                                                                                                                                          													
575759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	32	27	0	0	0																	
575834	26	0	0	0	0	20	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	29	0	25	37	25	Check Cashing Fees                                                                                                                                                                               			ATM Network Expense                                                                                                                                                                              													
575852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	46	0																	
575955	0	0	17	0	0	10	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	14	0	0	0	0	0	0	19	12	Item Processing Income                                                                                                                                                                           	Commissions of Credit Life                                                                                                                                                                       	BOLI Income                                                                                                                                                                                      														
576037	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0																	
576130	0	0	0	0	0	187	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	51	mortgage loans originated for others                                                                                                                                                             			Telephone expense                                                                                                                                                                                													
576158	176	0	0	51	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	64	0	0	0	0	0	61	277	0	Visa Check Card fees/rebates                                                                                                                                                                     																
576354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	11	0	0	0	0																	
576439	170	0	60	2	14	183	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	false	0	79	0	0	13	0	9	5	368	59	sold loan income                                                                                                                                                                                 			sold loan expenses                                                                                                                                                                               													
576541	0	0	0	0	0	105	63	0	53	0	0	0	0	0	0	0	0	0	0	0	0	false	0	39	0	0	0	0	0	37	301	0	Mastercard Income                                                                                                                                                                                	Check Plus Income                                                                                                                                                                                		Write down on OREO                                                                                                                                                                               													
576608	54	28	33	10	12	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	false	0	48	0	0	11	40	19	38	0	57				E-FUNDS EXPENSE                                                                                                                                                                                  													
576644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
576653	18	0	14	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	17	0	0	5	0	6	9	35	11																	
576710	0	0	0	0	0	0	0	0	3489	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	1204	0	0	0	0				Parent Co. Expense                                                                                                                                                                               													
576952	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	false	0	31	0	0	0	0	0	0	139	0				ATM Expense                                                                                                                                                                                      													
577128	0	0	0	0	0	394	365	0	321	0	0	0	0	0	0	0	0	16000	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Card Services                                                                                                                                                                                    	Business Owned Life Insurance                                                                                                                                                                    		Data Processing & Software Expenses                                                                                                                                                              						Additional Capital Contribution                                                                                                                                                                  							
577137	0	0	0	80	0	43	107	123	75	84	90	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Telecommunication Fees                                                                                                                                                                           	Transfer Fees                                                                                                                                                                                    	Letter of Credit Fees                                                                                                                                                                            	Audit & Examination Fees                                                                                                                                                                         	Communication Fees                                                                                                                                                                               	Correspondent Bank Charges                                                                                                                                                                       											
577230	7	0	13	7	5	0	0	0	26	26	23	0	0	0	0	0	0	0	0	0	0	false	0	10	0	0	0	0	0	0	29	12				Audit Expense                                                                                                                                                                                    	Consultant Fees                                                                                                                                                                                  	Telephone                                                                                                                                                                                        											
577472	0	0	21	0	0	0	0	0	24	21	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	32	0	0	107	23				Director's Retirement Expense                                                                                                                                                                    	ATM Charges                                                                                                                                                                                      												
578116	33	0	21	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	29	0	0	3	3	7	53	59	65																	
578237	8	0	3	0	2	9	5	0	10	28	11	0	0	0	0	0	0	0	0	0	0	false	0	7	0	0	0	0	4	0	26	15	Other Service Charges                                                                                                                                                                            	Misc Other                                                                                                                                                                                       		Audit & Exam Fees                                                                                                                                                                                	Bank Service Charges                                                                                                                                                                             	Phone                                                                                                                                                                                            											
578255	26	0	34	74	0	25	0	0	41	29	0	0	0	0	0	0	0	0	0	0	0	false	0	34	0	0	8	65	14	31	12	44	Collection & Exchange Fees                                                                                                                                                                       			Business Promotion                                                                                                                                                                               	Telephone                                                                                                                                                                                        												
578554	0	0	0	0	0	0	0	0	12	20	0	0	0	0	0	0	0	0	0	0	0	false	0	14	0	0	0	0	0	0	55	0				MISC CITY CO & STATE TAX                                                                                                                                                                         	PROFESSIONAL SERVICE                                                                                                                                                                             												
578741	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	23	0				HEALTH INSURANCE                                                                                                                                                                                 													
578862	8	0	14	4	2	6	2	1	3	10	8	0	0	0	0	0	0	0	0	0	0	false	0	6	0	0	3	0	0	11	42	10	Check Cashing Fees                                                                                                                                                                               	Earned Insurance Service Fees                                                                                                                                                                    	Origination Fees                                                                                                                                                                                 	Repossession Fees                                                                                                                                                                                	Audit Fees                                                                                                                                                                                       	Software Expense                                                                                                                                                                                 											
579140	7	0	4	0	2	5	0	0	3	4	3	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	0	0	0	0	0	6	SERVICE CHARGES                                                                                                                                                                                  			MO DIV OF FINANCE ASSESSMENT                                                                                                                                                                     	CORRESPONDENT BANK SER CHG                                                                                                                                                                       	COURIER SERVICE                                                                                                                                                                                  											
