"IDRSSD"	RCFD0010	RCFD1350	RCFD1395	RCFD1651	RCFD1727	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD2243	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3819	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB528	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB613	RCFDB614	RCFDB616	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB645	RCFDB646	RCFDB647	RCFDB648	RCFDB649	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB674	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCON0010	RCON1350	RCON1395	RCON1651	RCON1727	RCON1754	RCON1773	RCON2170	RCON2221	RCON2243	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3819	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	
430157																																																																																																																																																																																	7060	4820	0	0	0	0	22002	97529	0	0	750	0	9767	92975	0	0	0	0	9985	0	0	0	796	34339	0	0	750	750	2490	26002	10237	2206	58743	0	0	0.0993	0.1153	0.1066				9235	750	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
430344																																																																																																																																																																																	1179	1856	0	0	0	0	9227	39712	0	0	339	0	4524	38112	0	0	0	0	4701	0	0	87	0	0	0	0	331	331	1907	10724	5818	1615	21367	0	0	0.1147	0.1774	0.1649	0.0000	0.0000	0.0000	4370	331	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	
430670																																																																																																																																																																																	10783	0	0	0	0	0	2898	208460	0	0	1987	0	17806	206918	0	0	0	0	19793	0	0	443	1214	11618	0	0	1987	1987	721	18913	16920	3726	173893	17308	0	0.0861	0.1033	0.0929	0.0000	0.0000	0.0000	17806	1987	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	
430858																																																																																																																																																																																	1020	3203	0	0	0	493	4744	23533	0	0	128	0	2193	23483	0	0	0	0	2206	0	0	62	0	2	0	0	128	128	679	8616	4602	1145	9647	0	0	0.0885	0.1606	0.1513	0.0000	0.0000	0.0000	2078	128	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
431323																																																																																																																																																																																	2677	5540	0	0	0	0	11480	78838	0	0	811	0	8067	80936	0	0	0	0	8521	0	0	0	161	894	0	0	654	654	2669	14589	26337	2296	35751	0	0	0.0972	0.1632	0.1507	0.0000	0.0000	0.0000	7867	654	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	
431350																																																																																																																																																																																	3045	750	0	0	0	6512	0	43536	0	0	294	0	3019	42463	0	0	0	0	3313	0	0	0	120	60	0	0	294	294	1163	15086	6412	1545	21169	0	0	0.0711	0.1206	0.1099	0.0000	0.0000	0.0000	3019	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
431743																																																																																																																																																																																	5708	4325	0	0	0	0	12788	186949	0	0	2866	0	15047	186982	0	0	0	0	15902	0	0	752	0	878	0	0	1743	1743	3932	20755	59972	8081	104147	296	0	0.0760	0.1149	0.1023	0.0000	0.0000	0.0000	14159	1743	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1123	
431846																																																																																																																																																																																	1350	2819	0	0	0	2031	4100	28366	0	0	124	0	4878	28903	0	0	0	0	4918	0	0	100	0	0	0	0	124	124	6047	4169	0	416	18190	0	0	0.1659	0.2572	0.2507	0.0000	0.0000	0.0000	4794	124	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
431958																																																																																																																																																																																	549	1240	0	0	0	726	0	16722	0	0	123	0	2690	15838	0	0	0	0	2813	0	0	0	0	0	0	0	123	123	678	1712	3339	802	11116	0	0	0.1698	0.2143	0.2049	0.0000	0.0000	0.0000	2690	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
432012																																																																																																																																																																																	1241	0	0	0	0	145	10170	20193	0	0	70	0	3453	19768	0	0	0	0	3378	0	0	0	0	0	0	0	70	70	3394	6469	7963	577	2218	0	0	0.1673	0.4508	0.4414	0.0000	0.0000	0.0000	3308	70	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
432058																																																																																																																																																																																	2584	3000	0	0	0	0	4563	28635	0	0	176	0	2998	27149	0	0	0	0	2347	0	0	0	0	0	0	0	176	176	3678	5805	4365	513	14136	0	0	0.0819	0.1343	0.1242	0.0000	0.0000	0.0000	2171	176	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
432348																																																																																																																																																																																	580	2025	0	0	0	0	5161	18724	0	0	126	0	3363	19455	0	0	0	0	2270	0	0	0	0	1289	0	0	126	126	1982	4958	1834	816	8804	0	0	0.1170	0.1999	0.1888				2144	126	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
432432																																																																																																																																																																																	6634	900	0	0	0	0	37171	104196	0	0	653	0	15379	104483	0	0	0	0	15656	0	0	0	246	0	0	0	653	653	11911	23661	15946	6928	52821	0	0	0.1436	0.2382	0.2285	0.0000	0.0000	0.0000	15003	653	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	
433158																																																																																																																																																																																	3105	800	0	0	0	23620	1534	40183	0	0	30	0	8140	39979	114	0	0	0	8138	0	0	0	0	0	0	0	30	30	1500	21983	4596	844	12100	0	0	0.2028	0.4325	0.4309	0.0000	0.0000	0.0000	8108	30	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
433354																																																																																																																																																																																	2747	1954	0	0	0	0	17331	108337	0	0	563	0	9161	110029	77	0	0	0	8671	0	0	0	0	1168	0	0	563	563	7297	16598	23557	7529	60395	0	0	0.0743	0.1140	0.1066	0.0000	0.0000	0.0000	8108	563	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
433439																																																																																																																																																																																	1548	2960	0	0	0	0	14595	47525	0	0	370	0	5113	46910	0	0	0	0	5260	0	0	20	0	0	0	0	370	370	800	12350	8727	1372	25653	0	0	0.1042	0.1618	0.1504	0.0000	0.0000	0.0000	4890	370	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
433505																																																																																																																																																																																	4720	1800	0	0	0	0	60838	268912	2381	0	2123	0	29189	266091	0	0	0	0	29313	0	0	0	0	0	0	0	2098	4479	14905	33678	114543	12004	103819	1356	0	0.0934	0.1747	0.1480	0.0000	0.0000	0.0000	24834	4479	4273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	
433550																																																																																																																																																																																	4580	11040	0	0	0	2285	55573	156483	3	0	895	0	21087	149901	0	0	0	0	21324	0	0	51	0	0	0	0	895	898	8138	45694	28683	7685	73868	0	0	0.1363	0.2189	0.2097	0.0000	0.0000	0.0000	20426	898	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
433608																																																																																																																																																																																	24386	2500	0	0	0	21962	256246	774444	0	0	5454	0	67383	768663	0	0	0	0	68952	0	0	4863	0	51946	0	0	5454	5454	26377	273414	191303	33893	282366	0	0	0.0826	0.1481	0.1364	0.0000	0.0000	0.0000	63498	5454	3831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
433859																																																																																																																																																																																	1256	3475	0	0	0	15736	524	42985	0	0	478	0	5311	43168	0	0	0	0	5626	0	0	0	116	0	0	0	340	340	1704	15975	3556	994	22203	0	0	0.1225	0.2076	0.1951	0.0000	0.0000	0.0000	5286	340	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	
433943																																																																																																																																																																																	3382	5730	0	0	0	3017	29595	149501	0	0	986	0	17986	145665	82	0	0	0	18269	0	0	0	0	0	0	0	986	986	17369	14370	56421	0	55393	10	0	0.1186	0.2112	0.1998				17283	986	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
434203																																																																																																																																																																																	16216	8025	0	0	0	0	59238	214741	0	0	1369	0	17412	211576	0	0	0	0	18259	0	0	89	160	0	0	0	1369	1369	22277	47618	33870	16580	111554	0	0	0.0798	0.1321	0.1222	0.0000	0.0000	0.0000	16890	1369	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
434539																																																																																																																																																																																	3771	3450	0	0	0	0	20499	115486	0	0	925	0	9731	114300	0	0	0	0	10225	0	0	639	0	0	0	0	925	925	4404	16622	38834	3472	55898	0	0	0.0814	0.1290	0.1173	0.0000	0.0000	0.0000	9300	925	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
435059																																																																																																																																																																																	3575	13965	0	0	0	0	7725	88110	0	0	757	0	6118	87403	0	0	0	0	6773	0	0	0	447	0	0	0	757	757	2223	25403	10942	4354	50144	0	0	0.0688	0.1112	0.0988	0.0000	0.0000	0.0000	6016	757	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
435152																																																																																																																																																																																	709	1125	0	0	0	744	3132	35024	0	0	318	0	3837	34700	0	0	0	0	4096	0	0	0	0	0	0	0	318	318	603	4488	3207	1845	26955	0	0	0.1089	0.1391	0.1283	0.0000	0.0000	0.0000	3778	318	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
435255																																																																																																																																																																																	1290	7475	0	0	0	2200	0	34096	0	0	734	0	7427	33969	50	0	0	0	7827	0	0	0	0	0	0	0	400	400	216	3274	0	1499	31340	0	0	0.2186	0.2471	0.2345	0.0000	0.0000	0.0000	7427	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	
435349																																																																																																																																																																																	11183	5727	0	0	0	0	44169	347604	0	0	3055	0	28243	351216	0	0	0	0	30419	0	0	1835	0	0	0	0	3055	3055	1848	41534	89041	10951	216772	6600	0	0.0779	0.1121	0.1008	0.0000	0.0000	0.0000	27364	3055	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
435358																																																																																																																																																																																	1166	0	0	0	0	2001	3184	50006	0	0	380	0	3139	50309	0	0	0	0	3486	0	0	59	0	1026	0	0	380	380	620	8975	15916	2410	24822	0	0	0.0617	0.0992	0.0884	0.0000	0.0000	0.0000	3106	380	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
435451																																																																																																																																																																																	4408	9250	0	0	0	0	12962	125560	0	0	1042	0	16365	124888	0	0	0	0	10959	0	0	0	927	3998	0	0	979	979	3556	27053	36293	4968	53312	0	0	0.0841	0.1400	0.1275				9980	979	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	
435666																																																																																																																																																																																	4559	4563	0	0	0	44941	0	82469	0	0	687	0	6478	82614	0	0	0	0	6973	0	0	0	0	0	0	0	495	495	1396	52667	0	2043	29093	0	0	0.0784	0.1768	0.1643	0.0000	0.0000	0.0000	6478	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	
435750																																																																																																																																																																																	7297	12850	0	0	0	101	76244	200544	0	0	1293	0	23052	201141	0	0	0	0	19934	0	0	230	0	178	0	0	1293	1293	14936	81107	25347	7503	76037	0	0	0.0934	0.1894	0.1771	0.0000	0.0000	0.0000	18641	1293	2878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
436131																																																																																																																																																																																	5639	18275	0	0	0	79246	1961	221226	0	0	1519	0	20777	220825	483	0	0	0	18704	0	0	0	0	11116	0	0	1519	1519	2638	96201	45563	7601	74751	350	0	0.0791	0.1528	0.1404	0.0000	0.0000	0.0000	17185	1519	-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	
436159																																																																																																																																																																																	19800	11767	0	0	0	0	100200	744205	24	0	6504	0	93665	755603	0	0	0	0	79619	0	0	5935	0	13920	0	0	6504	6528	3412	100366	166247	27963	459987	0	0	0.0991	0.1378	0.1265	0.0000	0.0000	0.0000	73091	6528	2293	2898	60000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3198	0	0	
436252																																																																																																																																																																																	3710	9085	0	0	0	29615	19673	118480	0	0	818	0	12581	118681	0	0	0	0	13112	0	0	29	0	8	0	0	787	787	4089	60850	6465	5282	47506	0	0	0.1038	0.2084	0.1959	0.0000	0.0000	0.0000	12325	787	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	
436467																																																																																																																																																																																	15614	0	0	0	0	1000	29532	309330	0	0	3625	0	23996	298776	0	0	0	0	30434	0	0	2689	0	14813	0	4000	3286	7286	6012	39397	42940	8974	223469	0	0	0.0776	0.1159	0.0882	0.0000	0.0000	0.0000	23148	7286	448	364	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	336	
436542																																																																																																																																																																																	2371	3925	0	0	0	0	10428	75801	0	0	748	0	6655	74424	0	0	0	0	7111	0	0	46	0	1376	0	0	711	711	559	15918	13715	1887	46089	0	0	0.0860	0.1251	0.1126	0.0000	0.0000	0.0000	6400	711	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	
436711																																																																																																																																																																																	33591	3300	0	0	0	0	669170	1333323	0	0	7296	0	113802	1323641	0	0	0	0	110123	50000	0	4329	820	0	0	0	7296	7296	316239	348097	134655	32803	524059	0	0	0.0777	0.1654	0.1545	0.0000	0.0000	0.0000	102827	7296	10255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
436739																																																																																																																																																																																	3280	0	0	0	0	1355	13563	87166	0	0	449	0	7599	86163	0	0	0	0	7739	0	0	318	0	2680	0	0	449	449	2863	13543	24338	3406	46430	0	0	0.0846	0.1229	0.1158	0.0000	0.0000	0.0000	7290	449	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
436823																																																																																																																																																																																	4826	9651	0	0	0	12670	53833	226675	0	0	1760	0	19340	220075	0	0	0	0	20388	0	0	0	1752	0	0	0	1760	1760	3036	50178	55639	8848	118851	987	0	0.0847	0.1294	0.1182				18628	1760	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	
436953																																																																																																																																																																																	4971	0	0	0	0	0	45115	223701	0	0	1517	0	18298	225054	0	0	0	0	18272	0	0	1064	3746	10708	0	0	1517	1517	2638	32501	85452	8200	102643	193	0	0.0747	0.1141	0.1046	0.0000	0.0000	0.0000	16755	1517	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
436971																																																																																																																																																																																	3935	3000	0	0	0	0	3	102092	0	0	1012	0	8460	104381	0	0	0	0	9472	0	0	0	1358	1492	0	0	1012	1012	415	11679	17711	1078	73299	13232	0	0.0810	0.1106	0.0988	0.0000	0.0000	0.0000	8460	1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
437044																																																																																																																																																																																	475	2705	0	0	0	11705	0	37234	0	0	138	0	5782	37203	0	0	0	0	5920	0	0	0	48	0	0	0	138	138	0	11978	10558	886	14836	0	0	0.1554	0.2627	0.2566	0.0000	0.0000	0.0000	5782	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
437053																																																																																																																																																																																	4994	21368	0	0	0	0	9491	174196	0	0	4684	0	16195	174354	0	0	0	0	12445	0	0	0	372	0	0	0	1396	1396	1252	33654	67804	8187	70895	0	0	0.0652	0.1148	0.1019	0.0000	0.0000	0.0000	11049	1396	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3288	
437138																																																																																																																																																																																	2615	6260	0	0	0	1669	14092	65181	0	0	425	0	4772	64633	0	0	0	0	5049	0	0	0	0	0	0	0	425	425	4411	16473	18740	5161	25747	0	0	0.0715	0.1314	0.1204	0.0000	0.0000	0.0000	4624	425	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
437156																																																																																																																																																																																	11681	27843	0	0	0	5941	24940	186944	0	0	1764	0	14132	181240	0	0	0	0	15490	0	0	1845	0	6483	0	0	1564	1564	14180	64653	5155	4561	104514	0	0	0.0768	0.1240	0.1115				13926	1564	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	
437231																																																																																																																																																																																	6140	11625	0	0	0	9866	0	90748	0	0	510	0	7904	87315	70	0	0	0	8414	0	0	0	0	2584	0	0	510	510	674	27277	29552	2376	33755	0	0	0.0905	0.1522	0.1430	0.0000	0.0000	0.0000	7904	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
437455																																																																																																																																																																																	3670	128	0	0	0	0	12870	69782	0	0	601	0	5259	68048	0	0	0	0	5699	0	0	56	0	43	0	0	601	601	4649	7327	18792	2688	39359	171	0	0.0749	0.1138	0.1018	0.0000	0.0000	0.0000	5098	601	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
437521																																																																																																																																																																																	95617	0	0	0	0	0	1808804	5017575	0	0	34704	0	366676	5060369	174	0	0	0	390245	0	0	0	40850	236350	-1353	0	34704	34704	483768	552826	1080214	136096	2390846	4016	0	0.0703	0.1050	0.0956	0.0000	0.0000	0.0000	355541	34704	10288	6079	198348	40000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7671	0	0	
438050																																																																																																																																																																																	1154	1322	0	0	0	0	5048	29754	0	0	488	0	3491	29737	0	0	0	0	3619	0	0	0	0	40	0	0	263	263	2267	4178	6986	2084	16676	0	0	0.1129	0.1740	0.1613	0.0000	0.0000	0.0000	3356	263	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	
438238																																																																																																																																																																																	10004	10679	0	0	0	0	31597	321954	0	0	3333	0	26121	317892	0	0	0	0	28733	0	0	5921	937	0	0	0	3288	3288	4564	48433	48024	7689	223151	0	0	0.0800	0.1093	0.0968	0.0000	0.0000	0.0000	25445	3288	676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	
438265																																																																																																																																																																																	2249	4900	0	0	0	0	22406	43313	0	0	207	0	8364	42774	0	0	0	0	8049	0	0	0	0	18	0	0	207	207	1253	29088	1868	918	10789	0	0	0.1833	0.4586	0.4468	0.0000	0.0000	0.0000	7842	207	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
438368	721649	17012	0	0	0	0	627471	10762877	0	0	202442	0	1083377	10767583		0	0	112538	1181101	170346	463466	272052	30528	1863441	17897	0	126020	126020	354251	1007007	1950104	360297	7636013	0	0	0.0980	0.1181	0.1055	0.0000	0.0000	0.0000	1055081	126020	10399	77104	1613057	158853	3568	0	0	0	0	0	0	0	0	0	0	0	0	0	92365	0	83871	9997743	10767583	0	0	0	0	9082308	0	0	0	0	0	0	0	0	0	131047	590602	0	0	0	0	0	0	17944	176989	249304	0	183234	0	17012	0	0	0	0	0	0	0	0	95048	1941036	7046224	0	43278	23002	0	46258	404341	0	2937	32039	9068	-184498	272052	0	10336	0	261716	15264	0	0	0	15264	10494	0	0	0	10494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702	1702	0	0	0	1702	0	0	0	0	0	0	931721	0	0	0	931721	0	0	92365	354251	1017343	2042469	8856910	0	203469	1021235	8856910	10081614	676649	17012						10717838																																																									
438434																																																																																																																																																																																	3459	262	0	0	0	0	91161	158956	0	0	1150	0	42419	157894	0	0	0	0	40455	0	0	948	0	0	0	0	1051	1051	6998	67732	25112	3705	57057	0	0	0.2496	0.4816	0.4691	0.0000	0.0000	0.0000	39404	1051	3015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	
438715																																																																																																																																																																																	18968	8857	0	0	0	606	193428	559928	6	0	3756	0	35878	563097	13	0	0	0	36865	0	0	2895	6804	0	0	0	3756	3762	40867	134767	114924	12816	268888	3738	0	0.0588	0.1025	0.0921	0.0000	0.0000	0.0000	33103	3762	2755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
439132																																																																																																																																																																																	3694	4748	0	0	0	0	27499	98857	0	0	1024	0	11233	97798	0	0	0	0	11673	0	0	112	0	0	0	0	790	790	2647	27229	23607	2910	45834	0	0	0.1113	0.1854	0.1729	0.0000	0.0000	0.0000	10883	790	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	
439141																																																																																																																																																																																	3412	310	0	0	0	0	21754	55255	0	0	243	0	5491	55469	0	0	0	0	5131	0	0	10	0	0	0	0	243	243	1451	19010	13521	1865	20913	0	0	0.0881	0.1630	0.1553	0.0000	0.0000	0.0000	4888	243	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
439338																																																																																																																																																																																	11047	25095	0	0	0	2770	102425	390336	0	0	1878	0	33444	393100	0	0	0	0	31996	0	0	0	1844	0	0	0	1878	1878	23041	116911	64622	14213	184624	0	0	0.0767	0.1326	0.1248	0.0000	0.0000	0.0000	30118	1878	2927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
439356																																																																																																																																																																																	4396	4500	0	0	0	6731	48197	206118	0	0	1804	0	10231	214287	0	0	0	0	8350	0	0	309	181	1119	0	0	1804	1804	8941	48366	26214	7645	120230	1081	0	0.0309	0.0580	0.0455	0.0000	0.0000	0.0000	6546	1804	943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	
439404																																																																																																																																																																																	13447	0	0	0	0	46979	51965	419785	0	0	2742	0	35165	418400	0	0	0	0	36423	0	1391	60	0	0	0	0	2742	2742	14544	75532	143102	15120	187174	458	0	0.0805	0.1330	0.1230	0.0000	0.0000	0.0000	33681	2742	1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	
439459																																																																																																																																																																																	1163	1800	0	0	0	0	6827	30666	0	0	187	0	2587	30808	0	0	0	0	2652	0	0	0	0	86	0	0	187	187	1323	5070	8000	728	16261	0	0	0.0800	0.1244	0.1156	0.0000	0.0000	0.0000	2465	187	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
439730																																																																																																																																																																																	2296	515	0	0	0	17345	1723	53810	0	0	340	0	7888	53256	0	0	0	0	8207	0	0	0	74	0	0	0	340	340	6144	11782	9697	1757	26496	0	0	0.1477	0.2433	0.2332	0.0000	0.0000	0.0000	7867	340	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
439833																																																																																																																																																																																	5463	12517	0	0	0	0	24230	149851	0	0	1663	0	13675	141685	0	0	0	0	12296	0	0	14	0	1367	0	0	1340	1340	2292	35042	23426	4826	87746	0	231	0.0786	0.1151	0.1025	0.0000	0.0000	0.0000	10956	1340	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	
439860																																																																																																																																																																																	2410	7465	0	0	0	465	18715	53730	0	0	278	0	6175	53886	0	0	0	0	5998	0	0	224	0	162	0	0	278	278	2568	23064	6514	1547	21397	0	0	0.1062	0.2028	0.1934	0.0000	0.0000	0.0000	5720	278	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	
440110																																																																																																																																																																																	786	670	0	0	0	3672	3019	26160	0	0	252	0	2845	26003	0	0	0	0	2980	0	0	0	0	454	0	0	196	196	609	5260	12062	415	8389	0	0	0.1071	0.1905	0.1780	0.0000	0.0000	0.0000	2784	196	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	
440174																																																																																																																																																																																	4287	0	0	0	0	0	7483	52772	0	0	378	0	7013	51955	0	0	0	0	7336	0	0	1090	0	150	0	0	378	378	678	11107	16848	889	24426	0	0	0.1339	0.2025	0.1920	0.0000	0.0000	0.0000	6958	378	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
440259																																																																																																																																																																																	10747	4600	0	0	0	0	26894	137890	0	0	1567	0	15398	136104	17	0	0	0	9883	0	0	816	271	1462	0	0	1136	1136	1876	40352	18796	12132	71720	0	101	0.0674	0.1093	0.0967	0.0000	0.0000	0.0000	8747	1136	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	
440352																																																																																																																																																																																	13109	19000	0	0	0	63692	6917	378206	0	0	2830	0	40733	380607	0	0	0	0	29931	0	0	1147	0	41911	0	0	2830	2830	37410	79549	17386	10452	233060	3498	0	0.0738	0.1076	0.0974				27101	2830	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
440446																																																																																																																																																																																	1020	1530	0	0	0	0	9169	32293	0	0	232	0	3755	31902	0	0	0	0	3545	0	0	100	0	217	0	0	232	232	2422	8673	5170	1341	15742	0	0	0.1049	0.1472	0.1376				3313	232	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
440857																																																																																																																																																																																	1110	1503	0	0	0	0	3610	26832	0	0	177	0	2104	26235	0	0	0	0	2115	0	0	0	0	0	0	0	177	177	735	5475	6917	913	13717	0	0	0.0740	0.1158	0.1061				1938	177	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
