"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDC980	RCFDC981	RCFDC982	RCFDC983	RCFDC984	RCFDC985	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	
625757																																																																																																																																																																																										3648	0	0	0	30795	155807	0	890	0	11784	153765	330	0	0	0	13609	0	0	0	2997	0	0	890	890	1334	39368	52227	3522	64702	0	0	0.0827	0.1357	0.1268	0	0	0	12719	890	-935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
625850																																																																																																																																																																																										8915	0	0	0	24305	283265	0	1523	0	30375	278638	0	0	0	0	32176	0	0	0	0	0	0	1523	1523	4602	43356	141871	6195	95422	0	0	0.11	0.1833	0.1747	0	0	0	30653	1523	-278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
625953																																																																																																																																																																																										4757	0	0	10964	36343	105940	0	577	0	13348	107759	0	0	0	0	14461	0	0	0	0	0	0	576	576	2405	51088	18406	7942	35433	0	0	0.1289	0.2594	0.2491	0	0	0	13885	576	-537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
626101																																																																																																																																																																																										16446	0	0	0	119153	588144	1051	3878	0	65999	575842	0	0	0	0	69297	263	0	1861	18459	0	0	3878	4929	7647	94319	279112	18937	210449	0	0	0.11213	0.182827	0.169823	0	0	0	64368	4929	-165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
626352																																																																																																																																																																																										4051	0	0	0	35181	105035	0	551	0	9392	103302	12	0	0	0	6844	0	0	0	0	0	0	551	551	835	30075	36569	4451	35296	0	0	0.063151	0.114836	0.105591	0	0	0	6293	551	-553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
626941																																																																																																																																																																																										3731	0	0	33130	8917	133633	0	804	0	15600	133421	81	0	0	0	16329	0	0	0	7013	0	0	804	804	4639	36115	38784	4114	54876	0	0	0.1165	0.1921	0.1826	0	0	0	15525	804	-101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
627108																																																																																																																																																																																										8988	0	0	76896	39219	341717	12946	1093	0	86215	315111	0	0	0	0	83260	0	0	0	0	0	0	1093	14039	32696	55973	156622	14977	81696	125	0	0.2197	0.4863	0.4043	0	0	0	69221	14039	16994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
627256																																																																																																																																																																																										1837	0	0	2277	9531	29398	0	212	0	3426	29966	0	0	0	0	3746	0	0	0	25	0	0	165	165	3100	12205	7683	598	6876	0	0	0.1195	0.2854	0.2728	0	0	0	3581	165	-155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
627377																																																																																																																																																																																										1096	0	0	5659	6206	36195	0	93	0	6977	35870	0	0	0	0	6975	0	0	0	0	0	0	93	93	605	12310	21959	278	1269	0	0	0.191859	0.474135	0.467813	0	0	0	6882	93	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
627407																																																																																																																																																																																										24065	0	0	0	52675	434962	1211	2765	0	43593	426539	0	0	0	0	46004	0	0	0	0	0	0	2765	3976	5801	49224	231318	20512	150432	0	0	0.098634	0.16672	0.152311	0	0	0	42028	3976	1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
627425																																																																																																																																																																																										5133	0	0	0	19047	144956	42	1094	0	12081	139131	0	0	0	0	13968	8914	0	0	10502	0	0	1094	1136	1692	30747	36850	7551	77502	5164	0	0.0922	0.1305	0.1199	0	0	0	12832	1136	-751	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
627658																																																																																																																																																																																										44254	0	0	0	195490	925156	0	10464	0	98606	909342	0	0	0	0	105911	0	0	0	94598	0	0	8970	8970	44439	221579	88622	34874	580900	0	0	0.107149	0.147904	0.135378	0	0	0	96941	8970	-2944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
627854																																																																																																																																																																																										3291	0	0	13996	26038	177546	0	2014	0	29988	177776	0	0	0	0	32089	0	0	0	0	0	0	1668	1668	897	39839	30846	2323	108699	0	0	0.1711	0.2416	0.229	0	0	0	30421	1668	-433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
627863																																																																																																																																																																																										98642	0	0	0	1596623	3314437	0	6397	0	324995	3155086	2935	0	0	0	192933	0	0	2105	110845	0	0	8153	8153	40330	1581770	670302	39278	900621	0	0	0.0616	0.1148	0.1099	0	0	0	184780	8153	-17097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
628039																																																																																																																																																																																										2703	0	0	0	11775	81339	0	952	0	12741	81668	0	0	0	0	8266	0	0	0	18	0	0	758	758	2391	14146	6705	3153	53816	0	0	0.0984	0.1367	0.1242	0	0	0	7508	758	-129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
628123																																																																																																																																																																																										10785	0	0	1024	119050	331258	0	2162	0	30427	331497	0	0	0	0	34723	0	0	291	11105	0	0	2362	2362	11324	121645	61078	13212	142523	0	0	0.0976	0.171	0.1593	0	0	0	32361	2362	-1934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
628178																																																																																																																																																																																										11646	0	0	0	46435	408037	0	3742	0	32285	401066	0	0	0	0	36742	0	0	0	28839	0	0	3742	3742	1543	73241	31486	20021	306609	0	0	0.0823	0.1046	0.0939	0	0	0	33000	3742	-715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
628356																																																																																																																																																																																										3761	0	0	34331	3523	157862	0	1382	0	12995	157140	0	0	0	0	14469	0	0	0	0	0	0	1382	1382	1446	29940	39466	4339	88484	0	0	0.0833	0.1261	0.114	0	0	0	13087	1382	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
628552																																																																																																																																																																																										2676	0	0	0	35977	92044	0	680	0	8166	91541	0	0	0	0	9357	0	0	0	0	0	0	680	680	5208	28502	15310	5325	44477	0	0	0.094788	0.161386	0.149658	0	0	0	8677	680	-511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
628730																																																																																																																																																																																										6878	0	0	0	3421	151777	0	1240	0	15887	145940	0	0	0	0	17037	0	0	555	1650	0	0	1240	1240	319	23414	428	9105	128861	0	0	0.1083	0.1263	0.1171	0	0	0	15797	1240	-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
629148																																																																																																																																																																																										3059	0	0	582	32655	106561	0	1174	0	8754	102856	0	0	0	0	9571	0	0	0	0	0	0	742	742	255	47982	20543	8101	39519	0	0	0.086308	0.16222	0.149644	0	0	0	8829	742	-720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
629353																																																																																																																																																																																										10055	0	0	52354	78064	241076	0	936	0	30265	248891	0	0	0	0	32243	0	0	0	0	0	0	936	936	69628	72932	20591	6759	80440	0	0	0.125786	0.305899	0.297019	0	0	0	31307	936	-1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
629522																																																																																																																																																																																										5529	0	0	4034	9289	124527	0	1013	0	10713	122790	50	0	0	0	11885	0	0	590	5649	0	0	1013	1013	4022	22126	35391	7966	64266	0	0	0.0885	0.1325	0.1212	0	0	0	10872	1013	-159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
629746																																																																																																																																																																																										3876	0	0	5689	8115	76831	0	713	0	10127	73355	0	0	0	0	10908	0	0	0	0	0	0	713	713	962	10687	17623	2732	48375	0	0	0.139	0.1839	0.1719	0	0	0	10195	713	-68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
629849																																																																																																																																																																																										838	0	0	0	10442	36192	0	181	0	2423	36283	0	0	0	0	2797	0	0	0	0	0	0	181	181	458	14372	9823	2261	12013	0	0	0.0721	0.1413	0.1321	0	0	0	2616	181	-193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
630041																																																																																																																																																																																										1110	0	0	600	939	16871	0	162	0	2015	16518	0	0	0	0	2162	0	0	0	0	0	0	142	142	263	2430	8394	1222	5946	0	0	0.1223	0.2038	0.1904	0	0	0	2020	142	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
630340																																																																																																																																																																																										1877	0	0	2134	2542	32989	0	209	0	5266	32289	0	0	0	0	5504	0	0	0	0	0	0	209	209	813	4075	14964	1000	13394	0	0	0.164	0.2529	0.2433	0	0	0	5295	209	-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
630555																																																																																																																																																																																										30659	0	0	990	9614	486913	0	3961	0	40874	479926	0	0	0	0	59936	0	0	7478	99570	0	15000	3961	18961	7291	92827	37655	30841	353202	0	0	0.085378	0.135696	0.092768	0	0	0	40975	18961	-101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
630658																																																																																																																																																																																										37609	0	0	12030	94119	221118	0	788	0	34274	224197	0	0	0	0	33392	0	0	0	4393	0	0	788	788	12657	135872	19773	10263	52718	0	0	0.1476	0.3629	0.3543	0	0	0	32604	788	-1569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
630948																																																																																																																																																																																										11193	0	0	0	23539	301733	0	2694	0	31584	290812	0	0	0	0	34559	0	0	0	16440	0	0	2694	2694	3316	40516	41539	15392	219057	372	0	0.1096	0.1323	0.122	0	0	0	31865	2694	-281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
631039																																																																																																																																																																																										2918	0	0	0	13083	99521	0	1517	0	8217	101679	0	0	0	0	9313	0	0	88	193	0	0	1033	1033	819	14604	13074	6106	72604	0	0	0.0814	0.1133	0.1008	0	0	0	8280	1033	-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
631150																																																																																																																																																																																										3692	0	0	0	19098	109706	0	942	0	10045	110737	0	0	0	0	11986	0	0	0	1022	0	0	942	942	1658	25709	12870	5012	71410	0	0	0.099732	0.14276	0.13154	0	0	0	11044	942	-1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
631244																																																																																																																																																																																										3269	0	0	1104	19073	126642	0	1178	0	9169	126258	0	0	0	0	10462	0	0	0	0	0	0	1093	1093	2430	31923	25750	7319	68025	0	0	0.0742	0.1198	0.1073	0	0	0	9369	1093	-200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
631422																																																																																																																																																																																										32732	0	0	3436	176657	820358	0	6394	0	71071	788744	0	0	0	0	79746	0	0	0	24066	0	0	6394	6394	19027	215815	187162	34523	408550	0	0	0.093	0.1409	0.1296	0	0	0	73352	6394	-2281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
632139																																																																																																																																																																																										786	0	0	2805	199	10300	0	56	0	1678	10370	0	0	0	0	1734	0	0	0	0	0	0	56	56	144	3951	1250	331	5012	0	0	0.1618	0.2698	0.2611	0	0	0	1678	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
632410																																																																																																																																																																																										22307	0	0	959	150743	435430	0	2553	0	34757	437274	0	0	0	0	38848	0	0	0	0	0	0	2654	2654	13179	154110	72883	9498	200612	395	0	0.083	0.1398	0.1302	0	0	0	36194	2654	-2649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
632607																																																																																																																																																																																										10523	0	0	0	140890	510732	0	1984	0	50837	506265	0	0	0	0	54711	0	0	325	26484	0	0	1984	1984	2900	134821	226551	22587	151668	0	0	0.104271	0.179196	0.172698	0	0	0	52727	1984	-2483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
632858																																																																																																																																																																																										18013	0	0	284331	135178	508514	0	516	0	26463	501774	0	0	0	0	39469	0	0	0	1641	0	0	516	516	557	449455	7709	15962	63799	0	0	0.0776	0.249	0.2458	0	0	0	38953	516	-12490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
633154																																																																																																																																																																																										11052	0	0	23345	75457	449108	0	4277	0	45287	453687	0	0	0	0	43511	1575	0	2109	4340	0	0	4168	4168	6729	111173	43748	24107	285790	0	0	0.0882	0.130521	0.118018	0	0	0	39343	4168	-1675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
633341																																																																																																																																																																																										1317	0	0	0	3749	23609	0	308	0	2274	23899	0	0	0	0	2561	0	0	0	0	0	0	177	177	610	6797	7723	1602	8933	0	0	0.0998	0.1825	0.1699	0	0	0	2384	177	-110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
633501																																																																																																																																																																																										26277	0	0	0	120343	1148386	0	9264	0	116558	1127876	0	0	0	0	122491	0	0	0	161640	0	0	9566	9566	20675	145406	482069	33853	505285	0	0	0.100345	0.141067	0.130051	0	0	0	112925	9566	1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
633640																																																																																																																																																																																										18300	0	0	8365	11901	125133	0	1007	0	16499	126292	0	0	0	0	17555	0	0	246	0	0	0	1007	1007	15132	16759	25576	3478	68759	101	0	0.13103	0.205924	0.194111	0	0	0	16548	1007	-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
633837																																																																																																																																																																																										8590	0	0	212	11286	188368	5	1710	0	15770	185902	0	0	0	0	17539	0	0	0	0	0	0	1710	1715	210	17438	54278	12964	118223	0	0	0.0852	0.1166	0.1052	0	0	0	15824	1715	-187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
634272																																																																																																																																																																																										6321	0	0	0	21477	285544	0	2537	0	23041	279234	0	0	0	0	25740	0	0	177	31569	0	0	2537	2537	6402	22998	98686	6174	160505	0	0	0.083213	0.106444	0.095952	0	0	0	23203	2537	-556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
634357																																																																																																																																																																																										3719	0	0	0	35836	154842	0	1042	0	10880	154802	0	0	0	0	12472	0	0	124	4194	0	0	1042	1042	1026	42952	68143	6255	44678	0	0	0.0738	0.1385	0.1269	0	0	0	11430	1042	-550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
634544																																																																																																																																																																																										1532	0	0	0	18037	53059	0	451	0	5678	53290	0	0	0	0	6278	0	0	0	4323	0	0	446	446	1352	16039	7531	2146	28744	181	0	0.1101	0.1658	0.154	0	0	0	5832	446	-496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
634656																																																																																																																																																																																										1570	0	0	1679	2601	30061	0	468	0	2596	29523	18	0	0	0	2974	0	0	0	252	0	0	292	292	245	5787	5086	1727	19497	0	0	0.0908	0.1284	0.1158	0	0	0	2682	292	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
634731																																																																																																																																																																																										1631	0	0	0	23587	54592	0	195	0	7286	53604	0	0	0	0	8102	0	0	239	0	0	0	195	195	408	24105	8624	2407	22271	0	0	0.1475	0.257	0.2508	0	0	0	7907	195	-621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
634946																																																																																																																																																																																										963	0	0	49	25228	34532	0	172	0	2883	35401	0	0	0	0	3811	0	0	0	226	0	0	156	156	1071	25604	3167	376	5633	0	0	0.1032	0.3065	0.2939	0	0	0	3655	156	-772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
634955																																																																																																																																																																																										5031	0	0	0	40138	118863	0	861	0	13506	119294	0	0	0	0	15410	0	0	505	863	0	0	861	861	2320	44976	19854	2481	53573	0	0	0.122	0.2092	0.1975	0	0	0	14549	861	-1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
635457																																																																																																																																																																																										1087	0	0	7465	0	26253	0	101	0	2742	27818	0	0	0	0	2843	0	0	0	143	0	0	101	101	423	8913	8201	1186	8817	0	0	0.0986	0.1928	0.1859	0	0	0	2742	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
635840																																																																																																																																																																																										5913	0	0	0	38735	132214	0	1766	0	11609	126034	0	0	0	0	12113	0	0	28	1263	0	0	1010	1010	8056	44805	21186	12255	60612	333	0	0.0881	0.1513	0.1387	0	0	0	11103	1010	-690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
635859																																																																																																																																																																																										94476	0	0	54969	317391	3312611	0	43613	0	320692	3247706	223	0	0	0	334785	8069	0	11829	793038	0	0	39562	39562	48671	353800	530319	103681	2397965	1700	0	0.091584	0.105958	0.093437	0	0	0	295223	39562	1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
635907																																																																																																																																																																																										8880	0	0	1493	138751	422989	753	2369	0	52878	414821	0	0	0	0	57508	0	0	553	0	0	0	2369	3122	8950	76008	148708	19161	194900	0	0	0.131107	0.201575	0.190631	0	0	0	54386	3122	-1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
636342																																																																																																																																																																																										1190	0	0	0	30107	47625	0	115	0	4604	47917	0	0	0	0	5148	0	0	0	0	0	0	115	115	2949	33052	5772	985	6396	0	0	0.105	0.3239	0.3167	0	0	0	5033	115	-429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
636753																																																																																																																																																																																										1267	0	0	7652	11515	43006	0	439	0	10241	43190	0	0	0	0	10770	0	0	0	0	0	0	315	315	271	22362	888	1096	20247	0	0	0.2421	0.4301	0.4175	0	0	0	10455	315	-214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
636771																																																																																																																																																																																										36031	0	0	0	200684	1485920	138	8813	0	144791	1457316	0	0	0	0	116882	122971	0	0	7452	2025	0	9278	9416	11703	172284	389740	42811	881713	8237	0	0.0756	0.1047	0.0963	0	0	0	107466	9416	426	3911	262159	20000	0	0	0	0	0	0	0	0	0	0	0	0	
637451	95565	0	0	90239	79097	2719558	0	23287	0	258532	2573323	0	0	0	0	252707	318698	0	0	64607	167	0	23287	23287	74566	376146	308172	105009	1954235	180913	0	0.090298	0.112812	0.102416	0.090293	0.102408	0.112789	229420	23287	-3113	1098	41851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1307	0	0	2240071	2540689	0	68	149	223	0	2008279	0	0	0	31433	31433	7567	0	0	23866	0	871	32634	0	-295	0	0	0	0	37966	57599	0	0	3548	83416	3125	150	-4717	5374	78440	0	0	0	0	4895	160769	15249	0	25248	5803	143401	1833827	0	0	0	0	0	149640	34443	2430	6881	877	6439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32304	0	0	0	32304	152	755	400	82285	376901	308572	2010405	0	75380	154286	2010405	2240071	0	139112	139112	229715	34	0	0	0	0	0	0	0	95565					2719558																																																		
637554																																																																																																																																																																																										3340	0	0	0	24843	171356	0	1401	0	15002	176552	0	0	0	0	18060	0	0	54	21943	0	0	1401	1401	1273	28111	18450	4145	126580	0	0	0.0944	0.1183	0.1092	0	0	0	16659	1401	-1657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
637750																																																																																																																																																																																										4377	0	0	1591	9338	59050	0	714	0	9288	57381	30	0	0	0	10073	0	0	82	843	0	0	544	544	1189	17490	3939	2776	37553	0	0	0.1661	0.2325	0.2199	0	0	0	9529	544	-241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
638047																																																																																																																																																																																										4780	0	0	319	32297	165463	0	1462	0	11270	166795	0	0	0	0	13191	0	0	364	0	0	0	1322	1322	1413	45530	48880	6212	72025	0	0	0.0712	0.1249	0.1124	0	0	0	11869	1322	-599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
638131																																																																																																																																																																																										2982	0	0	0	49865	164991	0	1052	0	21350	163365	0	0	0	0	23204	0	0	108	0	0	0	1052	1052	1786	58336	48252	3938	58968	0	0	0.1356	0.2446	0.2335	0	0	0	22152	1052	-854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
638346																																																																																																																																																																																										1648	0	0	11932	0	38368	0	272	0	4261	38187	0	0	0	0	4533	0	0	0	295	0	0	272	272	547	15688	6017	961	16388	0	0	0.1116	0.1998	0.1878	0	0	0	4261	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
638355																																																																																																																																																																																										4101	0	0	19414	2930	128453	0	902	0	12609	125766	0	0	0	0	13626	0	0	0	0	0	0	902	902	3670	40909	16563	5587	68281	0	0	0.101172	0.160741	0.1501	0	0	0	12724	902	-115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
638850																																																																																																																																																																																										12784	0	0	0	58109	120798	0	956	0	19842	119800	0	0	0	0	21253	0	0	0	13912	0	0	859	859	1028	70436	6922	1677	44240	0	0	0.170234	0.309598	0.297085	0	0	0	20394	859	-586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
639053																																																																																																																																																																																										1844	0	0	6772	0	55613	0	1189	0	5420	55490	0	0	0	0	5600	0	0	0	2033	0	0	526	526	736	10259	13471	3163	32336	0	0	0.092	0.1351	0.1224	0	0	0	5074	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
639343																																																																																																																																																																																										8222	0	0	21388	79	134333	0	1114	0	15601	136441	0	0	0	0	15987	0	0	0	0	0	0	1073	1073	3413	25832	49967	9706	55648	147	0	0.10978	0.186372	0.173863	0	0	0	14914	1073	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
639549																																																																																																																																																																																										4459	0	0	0	39659	193751	0	1417	0	15847	189876	1268	0	0	0	17586	0	0	0	2845	0	0	1417	1417	12752	28588	35072	6312	119271	1225	0	0.0852	0.1218	0.112	0	0	0	16169	1417	-322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
639567																																																																																																																																																																																										580	0	0	0	9730	76727	0	90	0	38955	73074	0	0	0	0	26192	0	0	0	0	0	0	90	90	16049	25138	8353	14424	14424	0	0	0.433437	1.108468	1.10466	0	0	0	26102	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
639633																																																																																																																																																																																										6580	0	0	0	48760	144914	0	900	0	15704	144764	0	0	0	0	16972	0	0	398	0	0	0	900	900	2242	52624	31207	2052	60354	0	0	0.111	0.1958	0.1854	0	0	0	16072	900	-368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
639651																																																																																																																																																																																										2814	0	0	0	13609	52356	0	667	0	6171	52362	0	0	0	0	6775	0	0	0	334	0	0	436	436	0	20037	5215	1772	27938	0	0	0.1211	0.1956	0.183	0	0	0	6339	436	-168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
639857																																																																																																																																																																																										1948	0	0	0	9378	23996	0	147	0	2169	23104	0	0	0	0	2543	0	0	0	871	0	0	147	147	1186	11423	2818	684	9099	0	0	0.103705	0.191809	0.180721	0	0	0	2396	147	-227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
639950																																																																																																																																																																																										4530	0	0	0	38283	72705	0	468	0	7639	73739	0	0	0	0	8737	0	0	0	100	0	0	356	356	3754	50840	2859	2339	16844	0	0	0.113658	0.307858	0.295314	0	0	0	8381	356	-742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
640143																																																																																																																																																																																										1534	0	0	1016	21086	55194	0	291	0	7846	54596	0	0	0	0	5745	0	0	0	0	0	0	291	291	1530	23391	5871	2302	22302	0	0	0.106	0.1917	0.182	0	0	0	5454	291	-772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
640152																																																																																																																																																																																										3803	0	0	0	5406	51765	0	325	0	5749	52744	0	0	0	0	6094	0	0	304	20	0	0	325	325	1160	10076	2950	5115	37935	0	0	0.109377	0.146536	0.138721	0	0	0	5769	325	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
640246																																																																																																																																																																																										8250	0	0	461	133523	275211	0	1576	0	28274	271784	0	0	0	0	26112	0	0	0	3533	0	0	1666	1666	14601	145532	26624	16683	93971	0	0	0.0921	0.1877	0.1757	0	0	0	24446	1666	-2601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
640442																																																																																																																																																																																										1560	0	0	2981	5564	74240	0	868	0	6811	74656	50	0	0	0	7330	0	0	50	1186	0	0	780	780	393	12047	7012	2848	55887	85	0	0.0884	0.1177	0.1052	0	0	0	6550	780	-270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
640451																																																																																																																																																																																										12327	0	0	0	77366	498323	0	4995	0	50082	497668	0	0	0	0	51275	0	0	0	0	0	0	4935	4935	3745	100434	50274	18693	345389	1003	0	0.093941	0.129885	0.117384	0	0	0	46340	4935	-589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
640554																																																																																																																																																																																										3957	0	0	6240	120	42586	0	472	0	5742	43108	0	0	0	0	6193	0	0	0	493	0	0	451	451	2169	3702	5871	1595	31317	0	0	0.1332	0.175469	0.162691	0	0	0	5742	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
640844																																																																																																																																																																																										2000	0	0	659	12764	35545	0	170	0	3215	27038	0	0	0	0	3511	0	0	0	0	0	0	170	170	1063	21318	5037	804	8423	0	0	0.1251	0.2309	0.2197	0	0	0	3341	170	-460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
