"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB565	RCFDB566	RCFDB567	RCFDB568	RCFDB569	RCFDB570	RCFDB571	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB565	RCONB566	RCONB567	RCONB568	RCONB569	RCONB570	RCONB571	RCONC979	TEXT4087	
733951																								0	0	15	0	0	4000	false	0	0	0	0	0	0	15	0	0	392	0	0	0	1000	3000	0	0	true	0	0	0	http://csbanc.com	
734051																								0	0	94	0	0	0	true	0	0	0	0	2	0	92	0	0	251	0	0	0	0	0	0	0	false	0	0	0	http://casscountybank.com	
734248																								355	28	180	9248	0	22503	true	0	0	28	355	0	0	180	0	0	1895	1	0	0	9616	3639	0	0	true	0	0	0	http://www.isbalgona.com	
734350																								0	327	496	47	0	47	false	0	0	327	0	0	0	405	0	91	180	0	0	0	0	0	0	0	true	0	0	0	www.gibslandbank.com	
734538																								0	0	0	0	0	10000	true	0	0	0	0	0	0	0	0	0	2076	2	0	0	10000	0	0	0	false	0	0	0	http://www.bankers-bank.com	
734565																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	false	0	0	0		
734613																								0	1116	0	0	0	0	false	0	1116	0	0	0	0	0	0	0	1288	1	0	0	0	0	0	0	false	0	0	0	http://www.bankoflandisburg.com	
734855																								0	0	0	0	0	1554	false	0	0	0	0	0	0	0	0	0	567	1	0	0	0	1554	0	0	false	0	0	0		
734949																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	false	0	0	0		
735049																								0	0	361	0	0	0	false	0	0	0	0	0	0	361	0	0	292	0	0	0	0	0	0	0	false	0	0	0	freelandstatebank.com	
735067																								47	0	0	0	0	0	true	0	0	0	47	0	0	0	0	0	206	0	0	0	0	0	0	0	false	0	0	0	http://texasrepublicbank.com	
735142																								0	0	0	2500	0	2900	true	0	0	0	0	0	0	0	0	0	228	0	0	0	400	0	0	0	true	1	0	0	WWW.COMMUNITYBANK.ORG	
735357																								0	0	0	1000	0	2000	false	0	0	0	0	0	0	0	0	0	196	1	0	0	500	500	0	0	false	0	0	0		
735414																								35	0	0	0	0	0	false	0	0	0	35	0	0	0	0	0	875	0	0	0	0	0	0	0	false	0	0	0		
735441																								0	0	0	4175	0	17925	true	0	0	0	0	0	0	0	0	0	5371	1	0	0	11250	2500	0	0	true	0	0	0	www.ambankiowa.com	
735656																								0	0	0	1500	0	2785	true	0	0	0	0	0	0	0	0	0	96	0	0	0	1285	0	0	0	false	0	0	0	www.plattsmouthbank.com	
735768																								1665	0	0	63277	0	65078	true	0	0	0	1665	0	0	0	0	0	2257	3	0	0	1801	0	0	0	false	0	0	0	www.americanbank.com	
735852																								0	0	1002	6000	0	13000	true	0	0	0	0	791	0	5	0	206	764	0	0	0	2000	5000	0	0	true	0	0	0	http://www.fcbankonline.com	
736158																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	false	0	0	0	http://www.prairieweb.com/psb/	
736206																								1861	0	0	38200	0	38483	false	0	0	0	1861	0	0	0	0	0	2786	3	0	0	0	0	0	0	false	0	283	0		
736448																								1922	12	1008	26341	0	42725	true	0	0	12	1922	174	0	692	0	142	12743	3	0	0	6384	10000	0	0	false	0	0	0	http://statebank1898.com	
736550																								0	246	35	4850	0	7100	true	0	0	246	0	0	0	35	0	0	823	1	0	0	0	2250	0	0	false	0	0	0	http://www.mybankusb.com	
736662																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	false	0	0	0	http://fsbrice@airmail.net	
736877																								127	0	423	72390	0	234257	true	0	0	0	127	0	0	69	0	354	1513	0	0	0	52509	64351	0	45000	true	0	7	0	WWW.FIDELITYBANK-PA.COM	
737548																								418	0	0	17525	0	30300	true	0	0	0	418	0	0	0	0	0	5124	2	0	0	4600	8175	0	0	true	0	0	0	www.bankiowa.com	
737632																								0	0	0	8075	0	8075	true	0	0	0	0	0	0	0	0	0	1782	0	0	0	0	0	0	0	true	0	0	0	http://www.1stnatbank.com	
737753																								46	0	215	0	0	500	false	0	0	0	46	0	0	0	0	215	209	0	0	0	0	500	0	0	true	0	0	0	www.pwcbanks.com	
738013																								2064	0	944	11191	1269	57275	true	0	0	0	795	0	0	237	201	506	209	0	1269	0	445	44970	0	669	true	0	0	0	http://www.cnbohio.com	
738040																								847	0	62	36500	735	76800	true	0	0	0	112	0	0	62	0	0	1608	1	735	0	27500	12800	0	0	true	0	0	0	http://www.unitedbk.com	
738143																								63	0	160	5500	0	7500	true	0	0	0	63	0	0	55	0	105	2663	3	0	0	1000	1000	0	0	true	0	0	0	http://www.edgarcountybank.com	
738255																								0	0	0	1200	0	3100	true	0	0	0	0	0	0	0	0	0	256	0	0	0	1900	0	0	0	false	0	0	0	http://towncountrybank.net	
738303																								0	0	77	6000	0	50141	true	0	0	0	0	0	0	0	77	0	6748	2	0	0	17000	27141	0	0	true	0	0	0	www.ecsb.com	
738611																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	529	1	0	0	0	0	0	0	false	0	0	0	stissing.com	
738657																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	false	0	0	0	http://citysb.com	
738769																								0	0	0	9	0	7244	true	0	0	0	0	0	0	0	0	0	211	0	0	0	5000	2235	0	0	false	0	0	0	www.corsicanabank.com	
739159																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	279	3	0	0	0	0	0	0	false	0	0	0		
739346																								0	0	0	750	0	2112	true	0	0	0	0	0	0	0	0	0	103	0	0	0	700	662	0	0	false	0	0	0	http://www.atkinssavingsbank.com	
739355																								0	0	206	0	0	5000	false	0	0	0	0	129	0	27	0	50	1090	0	0	0	0	5000	0	0	false	0	0	0	http://WWW.TNBJACKSONVILLE.COM	
739430																								0	0	227	0	0	5106	true	0	0	0	0	2	200	25	0	0	2214	1	0	0	0	5000	0	0	false	0	106	0	www.fnbca.com	
739560																								5066	0	5058	29125	5066	256057	true	5058	0	0	0	0	0	0	0	0	2724	1	5066	0	137477	89455	0	0	true	0	0	0	http://www.fremontbank.com	
739832																								0	0	0	500	0	2250	false	0	0	0	0	0	0	0	0	0	221	0	0	0	500	1250	0	0	false	0	0	0	http://www.fishernational.com	
739850																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	false	0	0	0	http://www.riverdalebank.com	
740249																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	true	0	0	0	www.firstwhitneybank.com	
740258																								60	0	368	0	0	0	false	0	0	0	60	348	0	20	0	0	0	0	0	0	0	0	0	0	false	0	0	0		
740931																								0	0	645	0	0	142000	true	0	0	0	0	0	0	645	0	0	2345	2	0	0	42000	100000	0	0	false	0	0	0	http://www.bankersbank.com	
741068																								0	0	0	0	0	2000	true	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	false	0	0	0	www.fbot.com	
741152																								193	0	0	0	0	0	true	0	0	0	193	0	0	0	0	0	114	0	0	0	0	0	0	0	false	0	0	0	www.junctionnational.com	
741330																								0	0	619	15000	0	40953	true	0	0	0	0	0	0	127	0	492	2275	2	0	0	5000	20953	0	0	true	0	0	0	http://www.myfmbank.com	
741358																								0	0	89	0	0	0	false	0	0	0	0	0	0	0	0	89	16	0	0	0	0	0	0	0	false	0	0	0		
741639																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	1335	2	0	0	0	0	0	0	false	0	0	0		
741648																								0	33	231	0	0	1962	false	0	0	33	0	0	0	28	0	203	576	1	0	0	1962	0	0	0	false	0	0	0		
741657																								143	0	0	935	0	2450	false	0	0	0	143	0	0	0	0	0	3786	2	0	0	615	900	0	0	false	0	0	0	http://www.fnbschuyler.com	
741844																								43	0	44	4000	0	6500	true	0	0	0	43	0	0	0	0	44	849	1	0	0	2000	500	0	0	false	0	0	0	www.fsb-iowa.com	
741871																								4955	16775	4480	716675	4955	1378895	true	0	16775	0	0	0	0	37	0	4443	30244	4	7206	0	201642	396708	256	0	true	0	63614	0	http://www.sterlingsavingsbank.com/	
741956																								0	0	9	0	0	0	false	0	0	0	0	0	0	9	0	0	471	1	0	0	0	0	0	0	false	0	0	0		
742056																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	374	0	0	0	0	0	0	0	false	0	0	0	http://CASTROVILLESTATEBANK.COM	
742355																								0	0	160	250	0	6381	true	0	0	0	0	0	0	0	0	160	1528	1	0	0	3750	2381	0	0	true	0	0	0	http://www.fblmo.com	
742542																								107	0	0	0	107	6500	true	0	0	0	0	0	0	0	0	0	98	0	107	0	2500	3000	0	0	true	0	1000	0	http://www.fcbmilton.com	
742560	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0						0						0	0	0	0	0												0	http://www.mizuhovision.com	
742636																								0	0	56	0	0	0	false	0	0	0	0	0	0	0	0	56	425	0	0	0	0	0	0	0	false	0	0	0		
742944																								0	318	0	0	0	4464	true	0	0	318	0	0	0	0	0	0	2336	1	0	0	4464	0	0	0	true	0	0	0	WWW.FNB-HARTFORD.COM	
743053																								0	0	0	2583	0	7057	true	0	0	0	0	0	0	0	0	0	157	4	0	0	2475	1999	0	0	true	0	0	0	http://www.fnbgirard.com	
743455																								0	0	84	0	0	1764	false	0	0	0	0	0	0	84	0	0	29	0	0	0	0	1764	0	0	false	0	0	0	http://www.fnbstmarys.com	
743679																								888	10	580	3000	888	39424	true	0	8	2	0	0	0	486	0	94	2379	1	1026	0	10298	26121	3	2	false	0	0	0	http://www.reliancebank.com	
743857																								900	0	0	0	0	0	false	0	0	0	900	0	0	0	0	0	1381	0	0	0	0	0	0	0	true	0	0	0		
743950																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	false	0	0	0	http://www.farmersbankoflohman.com	
744144																								0	0	0	4768	0	4768	true	0	0	0	0	0	0	0	0	0	379	0	0	0	0	0	0	0	true	0	0	0	http://www.peotonebank.com	
744238																								507	0	5	0	180	6000	true	0	0	0	327	0	0	5	0	0	1747	1	180	0	4000	2000	0	0	true	0	0	0	www.thefmbank.com	
744256																								0	15	114	0	0	16902	true	114	0	15	0	0	0	0	0	0	5159	1	0	0	9900	7000	0	0	true	0	2	0	http://www.fsbcentral.com	
744854																								0	0	562	0	0	0	true	0	0	0	0	0	0	151	0	411	1131	1	0	0	0	0	0	0	false	0	0	0	http://WWW.CITIZENSBANKTX.COM	
745150																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	127	1	0	0	0	0	0	0	false	0	0	0	http://www.gorhamstatebank.com	
745347																								0	0	819	0	0	0	true	0	0	0	0	58	0	185	0	576	82	0	0	0	0	0	0	0	true	0	0	0	http://www.boonebankiowa.com	
745570																								0	0	600	0	0	0	true	0	0	0	0	0	0	0	0	600	6832	3	0	0	0	0	0	0	true	0	0	0	http://www.fnbutah.com	
745646																								1063	0	60	0	0	1546	true	0	0	0	1063	0	0	60	0	0	1972	1	0	0	0	0	0	1546	true	0	0	0	http://ksbbank.com	
745954																								99	0	0	0	0	1750	false	0	0	0	99	0	0	0	0	0	33	0	0	0	0	0	0	0	false	0	1750	0	http://www.fingalstatebank.com	
746054																								0	0	0	0	0	2764	false	0	0	0	0	0	0	0	0	0	0	0	0	0	2764	0	0	0	false	0	0	0		
746157																								0	0	0	0	0	6022	true	0	0	0	0	0	0	0	0	0	2253	2	0	0	2000	4000	0	0	false	0	22	0	www.fsbstjoseph.com	
746223																								0	898	0	0	0	0	true	0	0	898	0	0	0	0	0	0	5574	4	0	0	0	0	0	0	false	0	0	0	http://www.nbcambridgemd.com	
746429																								0	140	0	0	0	14167	true	0	0	140	0	0	0	0	0	0	3937	2	0	0	0	14167	0	0	true	0	0	0	http://www.bankofmckenney.com	
746513																								5321	0	381	38	0	11871	false	0	0	0	5321	179	0	202	0	0	942	1	0	0	1087	10746	0	0	false	0	0	0	http://www.whitakerbank.com	
746755																								0	0	0	0	0	3000	true	0	0	0	0	0	0	0	0	0	3318	4	0	0	1000	2000	0	0	false	0	0	0	http://www.hanstonstatebank.com	
746942																								0	0	35	0	0	3233	true	0	0	0	0	0	0	0	0	35	386	0	0	0	913	2320	0	0	false	0	0	0	http://usbgfd.com	
747051																								0	0	119	0	0	0	false	0	0	0	0	16	0	103	0	0	860	0	0	0	0	0	0	0	false	0	0	0		
747257																								0	0	83	1000	0	3791	true	0	0	0	0	0	0	83	0	0	257	0	0	0	0	2791	0	0	false	0	0	0	http://www.halsteadbank.com	
747435	5502	0	0	0	5502	236	true	0	0	0	0	345	0	5724	0	0	0	232	0	false	0	4	0						236						0	0	0	0	0												0	hnbfl.com	
747743																								4	0	0	0	0	0	true	0	0	0	4	0	0	0	0	0	643	1	0	0	0	0	0	0	false	0	0	0	http://www.landmands.com	
747846																								0	0	221	1000	0	5150	true	0	0	0	0	0	0	0	0	221	1911	2	0	0	2900	1250	0	0	true	0	0	0	http://www.pbsb1863.com	
748254																								0	0	0	2000	0	4291	true	0	0	0	0	0	0	0	0	0	437	0	0	0	0	2281	0	0	true	0	10	0	http://www.bankcherokee.com	
748357																								0	0	15	0	0	1253	false	0	0	0	0	0	0	8	0	7	611	1	0	0	0	1253	0	0	false	0	0	0		
748441																								0	0	274	0	0	9950	false	0	0	0	0	1	273	0	0	0	1267	1	0	0	6000	3930	0	0	false	0	20	0	www.warrenbanktrust.com	
748647																								0	0	272	15000	0	20100	true	0	0	0	0	0	210	50	0	12	1111	0	0	0	0	4500	0	600	true	0	0	0	http://www.burlbank.com	
748964																								0	0	39	13	0	2067	true	0	0	0	0	0	0	0	0	39	794	0	0	0	23	2031	0	0	true	0	0	0	www.txbank.com	
749046																								0	0	114	0	0	397	true	0	0	0	0	0	0	114	0	0	1261	1	0	0	0	0	0	0	false	0	397	0	http://www.psbnetbank.com	
749121																								1468	0	303	15000	0	23000	true	0	0	0	1468	0	0	0	0	303	1688	1	0	0	4000	4000	0	0	true	0	0	0	www.ucbi.com	
749242																								7729	0	3690	36951	0	142675	true	0	0	0	7729	8	0	1554	75	2053	33160	11	0	0	52275	48179	0	0	true	0	5270	0	www.renasantbank.com	
749550																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	false	0	0	0		
749635																								0	0	174	0	0	98196	true	0	0	0	0	0	0	174	0	0	10359	4	0	0	15000	83196	0	0	true	0	0	0	www.auburnbank.com	
749840																								0	0	57	0	0	0	true	0	0	0	0	0	0	0	0	57	10	1	0	0	0	0	0	0	false	0	0	0	http://www.fsblv.com	
749943																								0	0	314	0	0	0	false	0	0	0	0	0	0	132	0	182	386	0	0	0	0	0	0	0	false	0	0	0		
749952																								0	15	224	0	0	0	false	52	0	15	0	0	0	83	0	89	1791	2	0	0	0	0	0	0	false	0	0	0		
750051																								0	0	152	0	0	5000	true	0	0	0	0	0	0	0	0	152	455	0	0	0	0	5000	0	0	true	0	0	0	www.northstarbank.com	
750127																								0	0	0	17000	0	43700	true	0	0	0	0	0	0	0	0	0	5152	4	0	0	19700	7000	0	0	true	0	0	0	http://www.pbkc.com	
750154																								0	0	0	0	0	706	true	0	0	0	0	0	0	0	0	0	467	0	0	0	0	706	0	0	false	0	0	0	www.fsb-wise-co.com	
750239																								89	0	0	21000	89	28000	true	0	0	0	0	0	0	0	0	0	5152	2	89	0	2000	5000	0	0	true	0	0	0	www.gsb.com	
750305																								1180	0	0	6548	519	175919	true	0	0	0	661	0	0	0	0	0	33728	6	519	0	12784	155706	0	0	false	0	881	0	www.danversbank.com	
750341																								84	28	0	2000	84	26277	true	0	0	28	0	0	0	0	0	0	2036	1	84	0	3431	20846	0	0	true	0	0	0	http://www.hastingscitybank.com	
750444																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	false	0	0	0		
750846																								0	0	154	0	0	1700	true	0	0	0	0	0	0	0	0	154	752	2	0	0	1600	100	0	0	true	0	0	0	www.bankssb.com	
750864	0	0	0	0	0	0	true	0	0	0	0	211	0	0	0	0	0	0	0	false	0	0	0						0						0	0	0	0	0												0	http://www.citibanamex.com	
751254																								0	433	0	3550	0	18750	true	0	0	433	0	0	0	0	0	0	125	0	0	0	4400	10800	0	0	false	0	0	0	http://Progrowth.com	
751656																								0	0	155	600	0	2966	true	0	0	0	0	0	0	0	0	155	1033	0	0	0	2150	216	0	0	true	0	0	0	http://frandsenbank.com	
751759																								3741	0	720	0	0	60965	true	0	0	0	3741	24	0	0	0	696	5452	2	0	0	8915	52050	0	0	false	0	0	0	http://fsbcentex.com	
751852																								0	0	1134	4000	0	7500	true	0	0	0	0	0	0	370	0	764	3678	1	0	0	500	0	1000	0	false	0	2000	0	www.centralbankkc.com	
751955																								0	0	113	6577	0	14113	false	0	0	0	0	0	0	26	0	87	787	1	0	0	2066	3220	0	0	true	0	2250	0		
752644																								0	0	266	4000	0	11653	true	0	0	0	0	0	0	190	0	76	6138	1	0	0	6700	953	0	0	true	0	0	0	http://www.mechanicsbankms.com	
752653																								0	0	338	0	0	1250	true	0	0	0	0	0	0	338	0	0	6805	3	0	0	0	1250	0	0	false	0	0	0	http://www.richlandbank.net	
752831																								0	0	1224	267	0	10823	true	0	0	0	0	618	0	238	0	368	469	0	0	0	345	10211	0	0	false	0	0	0	http://www.bankofmadisonga.com	
752970																								3045	0	4725	55000	3045	193201	true	0	0	0	0	0	0	1504	0	3221	705	0	3045	0	60000	42000	0	36201	true	0	0	0	www.wbpr.com	
753052																								0	0	186	0	0	0	false	0	0	0	0	0	0	86	0	100	209	0	0	0	0	0	0	0	false	0	0	0		
753324																								0	0	0	10100	0	50100	true	0	0	0	0	0	0	0	0	0	10291	4	0	0	25000	15000	0	0	true	0	0	0	http://www.bankofclarke.com	
753351																								139	54	0	2500	0	6843	true	0	0	54	139	0	0	0	0	0	342	0	0	0	0	1000	7	235	false	0	3101	0	http://minnwestbank.com	
753548																								0	0	413	3000	0	10500	true	0	0	0	0	0	213	0	0	200	1395	1	0	0	4500	3000	0	0	true	0	0	0	http://www.scottcountystatebank.com	
753641																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	false	0	0	0		
753856																								0	0	25	0	0	0	false	0	0	0	0	0	0	0	0	25	238	0	0	0	0	0	0	0	false	0	0	0		
754068																								0	0	0	5860	0	5860	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	www.e-ienb.com	
754246																								0	0	32	0	0	0	false	0	0	0	0	17	0	0	0	15	195	0	0	0	0	0	0	0	false	0	0	0	http://FNBLOGAN.COM	
754433																								0	0	561	0	0	5800	true	0	0	0	0	0	0	0	0	561	4259	2	0	0	2000	3800	0	0	false	0	0	0	http://mutualbanking.com	
754536																								0	0	0	4	0	1026	false	0	0	0	0	0	0	0	0	0	35	0	0	0	27	995	0	0	false	0	0	0		
754657																								0	0	900	0	0	5000	true	0	0	0	0	0	0	0	0	900	6	0	0	0	5000	0	0	0	true	0	0	0	www.fnbmtvernon.com	
754826																								0	0	415	0	0	67	true	0	0	0	0	0	0	193	0	222	2167	1	0	0	0	0	0	0	false	0	67	0	www.vintoncountybank.com	
754853																								0	65	98	23300	0	23300	true	0	65	0	0	0	0	98	0	0	3963	2	0	0	0	0	0	0	true	0	0	0	www.fnbhutch.com	
754929																								10598	0	390	0	0	0	true	0	0	0	10598	136	0	24	0	230	2572	1	0	0	0	0	0	0	false	0	0	0	www.nbbank.com	
755047																								175	0	1674	0	175	1481	true	0	0	0	0	25	0	780	0	869	5391	3	416	0	0	1481	0	0	false	0	0	0	http://www.fnbsite.com	
755252																								0	0	112	4000	0	11956	true	0	0	0	0	8	0	15	0	89	1814	0	0	0	238	7718	0	0	true	0	0	0	http://www.ckbonline.com	
755421																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	650	1	0	0	0	0	0	0	false	0	0	0	http://www.bluegrassvalleybank.com	
755458																								0	0	200	17650	0	25913	true	0	0	0	0	0	0	0	0	200	1370	0	0	0	4100	4163	0	0	true	0	0	0	http://www.fnbplainview.com	
755850																								30	567	283	1835	30	6665	true	0	0	567	0	0	0	0	0	283	6157	4	30	0	3830	1000	0	0	true	0	0	0	http://www.fnbpipe.com	
756316																								559	0	0	2440	559	7440	true	0	0	0	0	0	0	0	0	0	2007	1	581	0	5000	0	0	0	true	0	0	0	unitedbankna.com	
756343																								0	0	27	0	0	0	true	0	0	0	0	27	0	0	0	0	93	0	0	0	0	0	0	0	false	0	0	0	www.malvernbank.com	
756848																								363	0	49	3100	0	6100	false	0	0	0	363	0	0	49	0	0	1000	1	0	0	2500	500	0	0	false	0	0	0		
757377																								393	0	0	0	393	0	false	0	0	0	0	0	0	0	0	0	75	0	393	0	0	0	0	0	true	0	0	0		
757452																								961	0	67	18500	0	36500	true	0	0	0	961	0	0	67	0	0	1025	0	0	0	12900	5100	0	0	false	0	0	0	www.fscbank.com	
757612																								0	0	0	8750	0	11981	false	0	0	0	0	0	0	0	0	0	1903	1	0	0	1750	1481	0	0	false	0	0	0	http://www.fnbmarysville.com	
757779																								27	0	19	4680	27	5955	true	0	0	0	0	0	0	19	0	0	0	0	27	0	275	1000	0	0	false	0	0	0	http://www.mcs-bank.com	
758703																								761	0	0	28000	318	218500	true	0	0	0	443	0	0	0	0	0	2428	3	318	0	67000	123000	500	0	true	61477	0	0	www.cambridgesavings.com	
758721																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1285	0	0	0	0	0	0	0	false	0	0	0	http://www.marshallnationalbank.com	
758842																								0	0	0	2000	0	2000	true	0	0	0	0	0	0	0	0	0	2913	3	0	0	0	0	0	0	true	0	0	0	http://www.citizensbankia.com	
758851																								0	0	488	0	0	0	true	0	0	0	0	0	0	270	0	218	54	0	0	0	0	0	0	0	false	0	0	0	http://www.firstbanklake.com	
759045																								0	0	0	0	0	17842	true	0	0	0	0	0	0	0	0	0	94	0	0	0	8856	8986	0	0	false	0	0	0	http://WWW.FIRSTEAGLENB.COM	
759250																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	false	0	0	0		
759540																								0	0	0	0	0	2307	true	0	0	0	0	0	0	0	0	0	2699	2	0	0	2000	307	0	0	false	0	0	0	www.nmsbank.com	
759625																								31	751	80	0	0	0	true	0	0	751	31	0	0	80	0	0	1766	2	0	0	0	0	0	0	true	0	0	0	http://www.bankofbotetourt.com	
760108																								143	0	0	30300	143	100858	false	0	0	0	0	0	0	0	0	0	450	0	177	0	36000	34465	29	0	true	0	64	0	http://www.stratabank.com	
760210																								0	0	22	0	0	0	false	0	0	0	0	0	22	0	0	0	860	0	0	0	0	0	0	0	false	0	0	0	http://www.farmersmerchants-bank.com	
760331																								0	2014	0	0	0	0	false	0	0	2014	0	0	0	0	0	0	1227	1	0	0	0	0	0	0	false	0	0	0	www.brannenbanks.com	
760340																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	452	1	0	0	0	0	0	0	false	0	0	0		
760434																								0	0	0	4500	0	5500	true	0	0	0	0	0	0	0	0	0	1438	3	0	0	1000	0	0	0	false	0	0	0	www.ipavastatebank.com	
760649																								303	0	0	0	0	34	true	0	0	0	303	0	0	0	0	0	1824	2	0	0	0	0	0	0	false	0	34	0	http://www.audubonstatebank.com	
760854																								0	0	347	0	0	0	true	0	0	0	0	0	0	99	0	248	229	0	0	0	0	0	0	0	true	0	0	0	www.smbonline.com	
760939																								0	0	218	0	0	0	true	0	0	0	0	0	0	218	0	0	515	4	0	0	0	0	0	0	false	0	0	0	www.firstbankofpike.com	
760957																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	http://www.fsbrosemount.com	
761244																								0	0	20	4000	0	5000	true	0	0	0	0	0	20	0	0	0	557	0	0	0	1000	0	0	0	true	0	0	0	http://www.belgradestatebank.com	
761347																								0	0	0	1000	0	4788	true	0	0	0	0	0	0	0	0	0	1575	1	0	0	3288	500	0	0	false	0	0	0	http://www.mitchellbank.com	
761459																								0	0	0	0	0	1600	false	0	0	0	0	0	0	0	0	0	235	2	0	0	1600	0	0	0	false	0	0	0	http://www.pinecountrybank.com	
761543																								116	0	0	1405	0	7085	true	0	0	0	116	0	0	0	0	0	4859	2	0	0	1355	2055	0	0	false	0	2270	0	http://tricountybt.com	
761806	49492	0	1355	1197970	6525	2557897	true	0	0	0	42967	6947	4	9944	0	289884	316287	61	0	true	0	753695	0						2557897						0	0	316	0	1039												0	http://www.websteronline.com	
761833																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1367	3	0	0	0	0	0	0	false	0	0	0	http://www.corebanking.net	
761851																								0	0	797	10376	0	15376	true	0	0	0	0	152	0	375	0	270	0	0	0	0	2000	3000	0	0	false	0	0	0	www.fibmn.com	
761954																								0	0	25	0	0	0	true	0	0	0	0	0	0	0	0	25	503	0	0	0	0	0	0	0	false	0	0	0	colemanbank.com	
762045																								8	0	94	5871	0	18991	true	0	0	0	8	0	0	94	0	0	2927	2	0	0	11120	2000	0	0	false	0	0	0	http://www.statesavingsonline.com	
762054																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	163	1	0	0	0	0	0	0	false	0	0	0	WWW.LONESTARSTATEBANK.COM	
762353																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	false	0	0	0		
762447																								1438	0	485	8000	0	31000	true	0	0	0	1438	0	0	230	0	255	16729	4	0	0	5000	18000	0	0	true	0	0	0	http://www.firstmid.com	
762625																								0	0	42	0	0	0	true	0	0	0	0	0	0	42	0	0	993	0	0	0	0	0	0	0	false	0	0	0	http://www.firstandcitizensbank.com	
762661																								62739	0	3719	1305000	62739	1306428	false	0	0	0	0	0	0	3420	0	299	0	0	68329	0	0	0	0	1428	false	0	0	0		
763211																								0	0	14	0	0	0	false	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	false	0	0	0		
763556																								0	0	228	600	0	600	true	0	0	0	0	0	0	0	0	228	1524	1	0	0	0	0	0	0	false	0	0	0	http://www.plazaparkbank.com	
763752																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	false	0	0	0		
763930																								0	0	0	8039	0	15033	true	0	0	0	0	0	0	0	0	0	10528	7	0	0	4431	2563	0	0	false	0	0	0	www.fmb.net	
764030																								4544	14	1877	39000	0	101700	true	0	0	14	4544	26	0	440	0	1411	36807	24	0	0	0	62700	0	0	true	0	0	0	http://www.amerisbank.com	
764058																								0	0	1100	5000	0	20995	true	0	0	0	0	1100	0	0	0	0	37	0	0	0	5500	6000	0	4495	true	0	0	0	http://www.highlandbanks.com	
764067																								0	0	293	146	0	3343	true	0	0	0	0	0	0	43	0	250	570	0	0	0	584	2613	0	0	false	0	0	0	www.anbmp.com	
764142																								0	0	152	320	0	19843	true	0	0	0	0	147	0	5	0	0	2606	2	0	0	1178	18286	33	26	false	0	0	0	http://www.federationbankia.com	
764151																								0	0	90	0	0	0	false	0	0	0	0	0	0	0	0	90	57	0	0	0	0	0	0	0	false	0	0	0		
