"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
568443	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	0	0	0	41	0	0																	
568470	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	221	0	0	Debit Card Income																
568751	22	0	10	18	6	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	5	0	6	4	60	11	0				TOTAL ACCOUNT PROCESSING EXPENSE													
568854	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	1	0	0	4	15	6	0																	
568939	14	5	18	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	24	0	0	9	0	11	18	92	20	0																	
569253	32	0	0	1	2	0	0	0	18	24	0	0	0	0	0	0	0	0	0	0	0	false	14	0	0	0	24	3	0	27	42	0				Telephone & Telegraph	Business Promotion												
569422	0	0	0	0	0	0	0	0	79	84	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	241	93	0				Consulting fees	Taxes other than income tax												
569459	8	0	4	5	1	6	4	1	11	10	7	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	7	2	4	80	12	0	Exchange Fees	Return Check Charges	MC/VISA Fees	ATM/Debit Care Expense	Audits & Exams	Charitable Contributions											
569534	0	0	0	0	0	162	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	69	0	34	163	39	0	Secondary market fee income			Professional Fees													
569945	7	0	4	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	16	2	18	210	10	0																	
570231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-540	0	0	5065	0	0	0	0	0															Impact of adoption of EITF 06-5		
570558	42	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	14	0	0	0	0	0	0	57	54	0																	
570651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	0	0	0	24	7	0																	
570745	4	1	11	3	12	0	0	0	4	11	6	0	0	0	0	0	0	0	0	0	0	false	13	0	0	0	0	2	0	0	9	0				EXPENSE OTHER PROPERTY	TELEPHONE	SERVICE CHARGE CORRESPONDENTS											
571135	4	2	11	1	2	0	0	0	8	3	3	0	0	0	0	0	0	0	0	0	0	false	6	0	0	1	0	11	2	7	8	0				FIDELITY BOND	EXAMINATION AND AUDIT FEES	STATE ASSESSMENTS											
571153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	6	0																	
571265	0	0	0	0	0	324	84	0	107	299	0	0	0	0	0	0	0	0	0	0	0	false	0	-31	0	0	0	0	0	0	0	0	Merchant Bankcard	Fees on Real Estate Loans sold		Software Maintenance and Amortization	Merchant Bankcard										Miscellaneous CPA yer-end adjustments decreasing Equity Capital		
571443	14	0	7	21	2	12	0	0	41	21	36	0	0	0	0	0	0	0	0	0	0	false	6	0	0	1	0	2	14	28	9	0	OTHER INCOME NOT ITEMIZED			CPA 27;  ATM NETWORK 14	OREO EXP 10; TELEPHONE 11	OTHER EXPENSES NOT ITEMIZED											
571920	25	0	27	0	0	0	0	0	29	19	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	91	0	0				Franchise Tax	Consultant Fees												
571957	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	18	4	0																	
572338	7	0	8	1	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	false	10	0	0	0	21	1	0	19	17	0				Other Operating Expenses													
572347	3	0	6	0	3	2	5	0	9	2	2	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	1	1	17	0	0	exchange and collection	Loan Administrative Fees		core deposit intangible amortization	ATM Settlement	Equipment Purchases											
572374	0	0	0	0	0	1613	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	456	0	0	Commission Income Travel	POS Fee Income															
572459	24	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	19	0	0	11	13	8	5	44	0	0																	
572655	34	0	0	0	0	22	47	0	21	17	16	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	23	0	20	0	CHECK CARD INCOME	OTHER INCOME		EQUIPMENT MAINTENANCE	ATM EXPENSE	MISCELLANEOUS EXPENSE											
572776	0	0	4	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	3	0	0				AUDIT AND EXAMINATION	SUPERVISORY EXAMINATIONS AND ASSESSMENTS												
573036	101	0	0	0	0	87	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	101	0	0	0	Fee income from mortgage loans (held for sale)			ATM processing & settlement charges													
573335	0	0	0	0	0	0	0	0	45	37	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	96	40	0				Account & audit fees	State franchise tax												
573559	8	0	5	5	1	2	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	5	0	1	2	13	12	0	Tib Stock Dividend			Audit Fees	Fidelity Insurance												
574051	2	0	5	4	0	0	0	0	5	4	4	0	0	0	0	0	0	0	0	0	0	false	2	0	0	1	0	0	0	15	5	0				courrier fees	examination fees	insurance											
574471	105	0	0	0	0	73	0	0	84	0	0	0	0	0	0	0	0	0	0	-384	0	false	0	18	0	0	0	0	0	159	0	0	MORTGAGE DEPARTMENT INCOME			PROFESSIONAL SERVICES								TRANSFER OF ALLOWANCE FOR UNUSED LOAN COMMITMENTS TO LIABILITIES			2006 AUDIT ADJUSTMENTS POSTED IN 1ST QUARTER 2007		
574556	6	0	0	8	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	9	5	0				Computer Expense	Surety Bonds, Directors, Officers Liability												
574949	0	0	0	43	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-491	0	0	30	0	0	0	0	0	Insurance Income														Adjust to prior years defered tax		
574976	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Checkcard Interchange Fees																
575133	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	11	20	0																	
575254	898	0	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Debit Card Fees																
575348	27	9	12	32	5	0	0	0	31	27	44	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	0	3	0	55	20	0				Bad Check & Miscellaneous Other Losses	Local Property and Bank Shares Tax	Audit & Examination Fees											
575375	29	0	20	22	2	8	1	0	16	19	10	0	0	0	0	0	0	0	0	0	0	false	15	0	0	0	0	0	28	12	18	0	Income from late charges	Income from mortgage life		ATM Fees	Accounting, Audit & Supervisor Fees	Insurance & Dues											
575647	3	0	5	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
575656	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	34	0	0	MISC INCOME																
575759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	53	0	0	0	0	0																	
575834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
575955	3	0	31	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	13	0	0	0	22	8	4	50	20	0																	
576037	0	0	18	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	50	0	0				Amortization Expense - Deposit Premium													
576130	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
576354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	35	0	0																	
576439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	76	0	0	0	0	0																	
576541	50	0	15	0	7	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	false	33	0	0	19	0	9	54	177	23	0				PROFESSIONAL FEES LESS LEGAL													
576608	54	51	46	14	12	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	false	61	0	0	13	39	24	25	0	82	0				E-FUNDS													
576644	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	false	0	268	0	0	0	0	7	22	0	0				ATM & CHECK CARD COSTS											book basis of mortgage servicing rights		
576653	25	0	17	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	6	15	6	34	64	10	0																	
576710	0	0	0	0	0	4709	0	0	6684	0	0	0	0	0	0	0	0	-843	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Interchange income			Mamangement Fee						Adoption FIN 48 - No restatement Of Financials							
576952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	186	0	0																	
577128	349	0	0	0	0	756	0	0	506	425	0	0	0	0	0	0	0	2	0	0	0	false	0	0	0	0	411	0	0	0	0	0	Card Services Income			Data Processing and Software Expense	Franchise Taxes					Additional Capital Contribution							
577137	0	0	0	0	0	87	222	0	65	67	189	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Telecommunication Fees	Transfer Fees		Consulting Fees	Audit & Examination Fees	Correspondent Bank Interest & Charges											
577230	44	0	12	16	3	4	3	24	29	25	24	0	0	0	0	0	0	0	0	0	0	false	17	0	0	0	0	0	0	43	15	0	Miscellaneous Income	CD Penalties	Discount & Premiums on Loans	Computer Maintenance & Services	Telephone	Mileage Expense											
577472	31	0	0	0	0	0	0	0	27	38	28	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	29	0	0	134	0	0				Consulting Fees	ATM Charges	Director Retirement Expense											
578116	39	0	29	7	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	25	0	0	8	7	8	67	108	57	0																	
578237	32	0	5	4	2	11	19	0	26	21	16	0	0	0	0	0	0	0	0	0	0	false	11	39	0	0	0	5	5	46	16	0	Other Service Charges	Misc Other		Exam & Audit	Bank Service Charges	Phone									Audit Adjustment		
578255	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000	0	561	0	false	0	0	0	0	0	0	0	0	0	0										Capital Contribution from Bank Holding Company		Allowance for Loan and Lease Losses as a result of the acquisition of FNB Lamesa					
578554	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	61	0	0																	
578741	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	35	0	0				Health Insurance Premium Expense													
578862	11	0	26	2	1	7	2	0	7	7	4	0	0	0	0	0	0	0	0	0	0	false	3	0	0	3	0	0	20	38	8	0	CHECK CASHING FEE	EARNED INSURANCE SERVICE FEE		INSURANCE   BONDING	AUDIT FEES	STATE EXAM FEES											
579140	8	0	5	0	2	9	0	0	4	8	5	0	0	0	0	0	0	0	0	0	0	false	12	0	0	0	0	0	9	0	17	0	Other Service Charges			Missouri Division of Finance assessment	Business Development	Miscellaneous Expenses											
579319	12	0	12	1	1	0	0	0	14	10	12	0	0	0	0	0	0	0	0	0	0	false	6	0	0	1	0	5	11	0	6	0				franchise tax	audit fees	atm expense											
579364	56	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	163	81	0				TELEPHONE & DATA TRANSMISSION													
579636	14	0	0	0	0	0	0	0	11	13	15	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	19	0	15	0	21	0				Accounting fees	ATM Processing fees	Other Real Estate Owned Mgt. Expense											
580155	21	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	34	0	0				INTER-COMPANY ALLOCATION													
580548	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Core Deposit Premium Amortization Expense													
580623	325	8	196	206	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	129	0	0	115	582	66	136	2419	180	0																	
580726	71	0	77	51	16	248	240	0	132	139	113	0	0	0	0	0	0	0	0	0	0	false	66	0	0	15	72	14	15	0	54	0	Origination fees	Recapture of allowance for unfunded loans		Phone	Consulting	Other outside											
580847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
581237	18	0	4	0	2	17	0	0	35	13	10	0	0	0	0	0	0	0	0	0	0	false	12	0	0	2	0	1	91	47	15	0	Debit Card Income			ATM Expense	Telephone Expensse	Fidelity Ins.											
581358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	14	0	0	105	13	0																	
582177	18	0	43	13	4	0	0	0	37	39	0	0	0	0	0	0	0	0	0	0	0	false	15	0	0	2	27	11	5	93	13	0				BANK ACCOUNT CHARGES	AUDIT AND ACCOUNTING EXPENSES												
582234	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
582654	3	0	11	1	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	0	8	2	1	7	0				Other Bank Charges and Debit Card Fees													
582766	1	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	2	0	0	0	0																	
582953	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
583138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
583268	33	0	9	5	3	43	25	0	24	0	0	0	0	0	0	0	0	0	0	0	0	false	16	0	0	2	0	4	27	86	22	0	Loan Origination and Commitment fees	Other Income		Audit Expense													
583352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	45	0																	
583745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
583754	5	0	13	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	2	5	19	6	0																	
583905	91	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	96	0	0	Option Income																
584377	0	0	0	0	0	194	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	163	0	0	428	0	0	VISA Network Interchange Income			Taxes Paid Business and Occupancy													
584724	56	0	0	0	0	83	0	0	66	0	0	0	0	0	0	0	0	4828	0	0	0	false	0	0	0	0	80	0	0	0	0	0	Data Processing Income			Ohio Corporate Franchise Tax Expense						Bank Owned Life Insurance Downstreamed from Holding Company							
584920	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	1314	0	0	Merchant Discount Mastercard																
585235	0	0	35	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	80	0	0				OCC & FDIC Assessment Fees													
585749	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	48	0	0	0	61	0																	
586027	0	0	0	0	0	0	0	0	144	22	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	89	0	0	43	0	0				STATE FRANCHISE TAXES	MANAGEMENT FEES												
586175	0	0	152	0	0	281	409	174	167	182	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Merchant Discounting	Credit Card  / Debit Card Interchange	Other Income	Debit Card Interchange	Merchant Interchange Expense												
586205	0	0	0	0	0	751	0	0	925	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-1957	0	0	0	0	0	0	0	0	Mastermoney fee income			Corporate support											Adoption of FIN 48		
586241	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-4	0	0	0	0	0	27	0	0				insurance and surety bond4											adj. by CPA		
586335	6	0	13	13	0	3	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	0	3	3	4	7	0	Other Inc-Exchange-Cash Over-Ck Cashing Fee			Misc Exp													
586858	0	0	0	0	0	20	239	0	68	91	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Other loan income	Branch Partner Income		Equipment Expense	Commission Expense												
586960	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	22	61	0	0																	
587350	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	16	0	51	14	0																	
587574	1	0	4	7	2	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	0	0	8	1	0				Accounting Fees	Insurance	Travel & Meetings											
587677	66	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	13	0	10	3	119	0	0																	
587743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	27	0	0	0	0	0																	
587752	0	0	0	31	13	0	0	0	18	36	19	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	0	0	0	15	0	0				Accounting Expense	Professional Services Expense	Supplies Expense, Telephone Expense											
587800	841	0	0	0	0	0	0	0	1372	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0				Professional Services													
588058	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	47	75	0	0																	
588245	0	0	0	44	0	17	63	20	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	26	0	0	Loan Processing Fees	FHLB Servicing Fees	FHLB Agent Fees														
588348	4	0	3	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	3	0	0	6	11	3	0																	
588441	55	46	0	0	0	56	0	0	71	114	44	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	46	0	0	0	0	0	Debit card fee income			Software expense	Communication & transportation	Correspondent & processing											
588553	0	0	0	31	0	730	611	201	141	44	32	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	0	0	0	157	12	0	Instal Loan Afil Proces-Acctg	Call Cntr Cust Service	Department Expense To/From Afil	Credit, Abstracting and Title Report Fees	Processing Fees To/From Bankcard Division	Data Network											
589158	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	2	0	0	0	0	Data Processing Fees																
589439	0	0	5	0	5	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	0	0	0	20	6	0				Outside Services													
589523	0	0	0	0	0	0	0	0	91	78	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				ATM/Debit Card Processing	Other Real Estate Owned Expense												
589943	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				FS Operating Expense													
590145	1	2	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	0	0	2	1	0	4	0				OCC Assessments													
590220	74	0	0	0	0	74	0	0	611	135	79	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	111	55	0	PO INTERCHANGE FEES			SUPPORT FEE TO PARENT COMPANY	MANAGEMENT FEE TO PARENT COMPANY	ELECTRONIC BANKING											
590248	80	0	0	0	0	0	0	0	60	133	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	129	0	0				Inter Company Operation Expense	Inter Company Loan Servicing Expense												
590640	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	129	0	0	Income from debit cards																
590855	0	0	0	0	0	227	0	0	235	382	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	In House Attorney Fees			Other Outside Services	SBA Referral Fees												
590949	10	4	7	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	15	-34	-41	0	0	8	6	0	16	0															RECLASSIFICATION OF MARKETABLE EQUITY STOCK PER BKD	RESERVE FUNDING ERROR PER BKD	
591209	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	100	0	0																	
591320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	71	0	0	33	0	0	0	0	0	0																	
591357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
591366	44	0	32	2	14	34	0	0	81	37	0	0	0	0	0	0	0	0	0	0	0	false	20	0	0	9	31	15	16	14	37	0	Mortgage Center Income			Contract Services	Professiional Services												
591740	4	0	0	0	0	0	0	0	5	3	6	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	3	0	0	0	0				Armored cr service	Iowa Transfer Systems	Service Fees Correpondent Banks											
591825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	false	0	0	0	0	0	0	0	514	0	0												Adjustment to reserve for loan loss for unfunded committments					
591852	0	0	0	0	0	61	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	42	96	0	0	Miscellaneous Income	Income Non Balance Sheet Loans															
591937	404	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	139	0	0																	
592439	0	0	0	41	0	41	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	52	0	0	COMMISSION LOAN DEPARTMENT			MEALS AND ENTERTAINMENT													
592448	8	4	0	11	8	0	0	0	129	12	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	3	0	2	0	0	11	0				Consultant Services	Dues & Subscriptions												
592550	4	0	14	3	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	2	26	9	1	10	9	0	Debit/Credit Card Interchange																
592644	0	0	0	0	0	77	0	0	51	59	0	0	0	0	0	0	0	0	0	0	0	false	48	0	0	0	0	0	0	61	0	0	VISA Misc Income			ATM Exchange	VISA Misc Expense												
592831	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	false	0	2	0	0	21	0	0	16	0	0				State of Il Exam Fees											Tax refund from the previous year		
592859	0	0	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	0	false	5	0	0	0	0	0	3	0	0	0				ATM/Debit Card expense	Accounting and Audit	P & C Insurance											
593007	0	0	0	0	0	0	0	0	2758	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	188	0	0	0	0	0				Corporate Overhead Allocation													
593052	87	0	83	0	0	554	177	0	246	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	267	0	0	BIN Rental	Annual Fees		Employee Benefits & 401K													
593249	20	0	27	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	23	-319	0	11	45	15	23	67	22	0															FAS 159 Early Adoption		
593333	11	0	16	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	8	0				Correspondent Bank Fees													
593351	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Service charges			Audits													
593753	197	0	0	0	0	0	0	0	148	175	445	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Management Fees	Affliate Service Charges	Amortization of Purchase Premium and Fees											
593771	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	0	0	10	6	0																	
593865	1091	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	false	640	0	0	0	0	0	0	551	0	0										CAPITAL CONTRIBUTION							
593940	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	42	11	0				AUDIT, TAX & ACCOUNTING													
593977	4	0	7	1	1	0	0	0	8	9	4	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	0	6	21	3	0				audit and exam expense	atm expense	insurance											
594433	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	342	0	0																	
594451	1	0	7	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	1	3	0	5	0																	
594853	96	0	0	0	0	0	0	0	48	145	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	63	0	48	0				ATM EXPENSE	ADVALOREM TAXES												
594938	26	0	35	22	5	0	0	0	41	96	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	0	14	33	55	39	0				Professional Fees	Deferred Compensation												
594947	74	0	22	65	14	196	118	154	46	0	0	0	0	0	0	0	0	0	0	95	0	false	51	0	0	58	130	15	0	300	73	0	Contingency income TVG	Income from Asset Manager	Income from % owned of data processor	Telephone								Acquired the Acuity loan portfolio and allocated allowance as part of closing					
595038	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Telephone													
595337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
595430	0	0	0	0	0	96	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	145	0	144	505	0	0	Credit Card Fees			Credit Card Expenses													
595449	2	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	0	0	4	0	32	10	0																	
595560	0	0	27	0	0	22	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	36	0	0	128	22	0	Debit Card Fee Income			P & L Charge-Off													
595869	0	0	0	0	0	1034	1292	0	944	0	0	0	0	0	0	0	0	0	0	432	0	false	0	-8524	0	0	0	0	0	0	0	0	Wire Transfer Fee	L/C Commission		Low Income Housing -Operating Loss								Allowance for loan   lease losses from acquisition of UHB			Implementation of Fin No. 48		
595944	4	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	3	1	1	18	3	0																	
