"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
736662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
736877	90	0	29	66	75	0	0	0	32	41	28	0	0	0	0	0	0	0	0	0	0	false	62	0	0	0	66	29	171	119	36	0	0	0	81	62	74				BANK SERVICE CHARGE EXPENSE	EMPLOYEE / DIRECTORS EXPENSE	SCORECARD REWARDS											
737548	173	0	0	5	0	23	0	0	103	67	60	0	0	0	0	0	0	0	0	0	0	false	37	0	0	7	52	18	62	0	41	0	63	18	0	0	47	Mortgage Closing Fee			Software Maintenance / Support	Internet Banking Expense 25 / Officer Salary Cont Life Ins 42	Mastercard Visa Expense											
737632	36	0	41	39	43	0	0	0	92	80	25	0	0	0	0	0	0	0	0	0	0	false	29	0	0	0	0	0	18	70	44	0	80	42	67	0	50				CORRESPONDENT BANK CHARGES AND OTHER INSURANCE	COMPUTER LICENSE FEES	OTHER LOSSES											
737753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
738013	90	0	0	0	219	7	23	0	137	56	62	0	0	0	0	0	0	0	0	0	0	false	0	0	0	11	0	0	5	0	55	0	88	0	0	0	64	MISC FEE INCOME	BUSINESS ELECTRONIC BANKING FEES		APPRAISAL EXPENSE	COURIER SERVICE	CHECK CARD PROCESSING											
738040	131	0	30	59	328	79	0	0	27	29	-118	0	0	0	0	0	0	0	0	0	0	false	53	0	0	0	88	66	0	120	47	0	103	47	0	30	62	Data Processing Services			Travel Expens	Insurance Expense	LCM valuation gain on loans held for sale											
738143	59	0	0	0	53	44	0	0	35	27	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	BOLI Income			Services	BOLI Expense												
738255	15	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	11	8	4	0	11	0	11	10	0	10	7																	
738303	50	0	73	0	177	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	false	45	0	0	0	111	0	42	166	42	0	0	0	104	72	48				Non-contracted guards													
738611	0	0	9	0	6	18	11	10	11	0	0	0	0	0	0	0	0	0	0	8	0	false	7	0	0	0	0	0	0	13	0	0	0	15	0	6	6	Mortgage Agent Fees	Debit Card Income	Merchant Credit Card Income	Equipment Service, Maintenance, Rental								Reduce Off Balance Sheet ALLL					
738657	3	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	1	0	5	7	33	4	0	0	0	0	2	2																	
738769	0	0	37	0	94	0	0	0	30	27	0	0	0	0	0	0	0	0	0	0	0	false	33	0	0	26	106	0	0	0	0	0	82	34	0	29	66				Depreciation - Computer Software	Deferred Director Fee Compensation												
739159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
739346	4	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	6	0	6	7	0	0	0	2	0	0																	
739355	23	0	17	5	7	0	0	0	24	0	0	0	0	0	0	0	0	3000	0	0	0	false	9	0	0	1	0	0	5	81	28	0	33	4	4	29	8				Software Maintenance						Capital Contribution							
739430	61	0	27	31	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	16	0	0	0	36	0	25	0	37	0	0	24	19	47	22																	
739560	538	0	0	185	276	83	0	42	193	0	190	0	0	0	0	0	0	0	0	0	0	false	460	0	0	0	210	0	56	0	182	0	258	0	787	345	265	Merchant Fee Income		Referral Fees	Donations		Deferred Compensation											
739832	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	0	0	11	10	18	15	0	0	0	0	0	0																	
739850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
740249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
740258	3	0	1	14	17	0	0	0	5	125	14	0	0	0	0	0	0	275	300	0	0	false	3	0	0	1	3	0	2	18	5	0	0	14	0	-1	2				EXAMINATION EXPENSE	ORE EXPENSE	MISC EXPENSES				TRANSFER REAL ESTATE	CASH INVESTMENT						
740931	0	0	0	864	599	0	0	0	1135	7579	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	4092	0	0	3421	0				OREO expenses	Misc loan expenses												
741068	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	false	0	12	0	0	0	0	0	131	0	0	46	0	0	0	0				Exam fee											Mark to Market		
741152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0																	
741330	239	0	0	0	211	135	36	0	95	280	149	0	0	0	0	0	0	5000	0	0	0	false	84	0	0	0	57	0	0	215	102	0	0	0	82	0	188	INTERCHANGE FEES	Servicing fees		Entertainment	Risk Management Insurance	Minority interest expense				CAPITAL INJECTION							
741358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
741639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
741648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0																	
741657	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Amort - EDP Software													
741844	0	0	0	0	30	0	0	0	28	25	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0				LEGAL EXPENSES	REPOSSESSED PROPERTY EXPENSE												
741871	2654	221	0	831	3977	428	261	449	1038	1160	1451	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	1406	182	426	3247	0	0	0	0	0	0	0	Merchant Terminal rent and processing fees	Fees on acceptances and the issuance of letters of credit	Net recoveries on stop pays, etc.	Travel and Entertainment	Delivery and other outside services	Net shortages/losses (overdraws, fraud, robbery, etc.)											
741956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
742056	0	0	27	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	32	36	0	0	0	0	0	31	0																	
742355	7	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	4	11	0	5	15	14	0	0	11	0	0	6																	
742542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0																	
742560	0	0	40	0	0	185	200	36	37	250	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	CMS Services Charges	Foreign Exchange Profit	Other Misc. Operating Income	Software Maintenance	CMS Expenses												
742636	0	0	0	0	70	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0				Ad Valorem Taxes													
742944	28	5	17	6	36	0	0	0	6	15	0	0	0	0	0	0	0	0	0	0	0	false	15	0	0	6	67	5	1	102	13	0	10	18	0	9	0				Employee Training	OCC Assessment												
743053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0																	
743679	0	0	0	0	248	115	64	0	42	54	210	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	91	0	0	106	0	0	69	0	Appraisal and Doc Fees	Income - Non-Qualified Plan		Service Agreements	Mortgage Appraisal Expenses	Contributions											
743857	91	0	0	0	70	0	0	0	40	54	0	0	0	0	0	0	0	9664	0	0	0	false	0	0	0	0	0	0	0	99	48	0	0	0	0	0	0				OREO Exp	Loan Expenses					Capital injection from Holding Company							
743950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	-18	0	0	0	0	0	0	0	0	0	0	0	0																AUDITORS PRIOR YEAR FIT ADJUSTMENT TO RETAINED EARNINGS	
744144	22	0	11	21	32	0	0	0	0	18	22	0	0	0	0	0	0	0	0	0	0	false	14	0	0	9	30	9	7	79	18	0	1	12	75	37	22	Intermediary/Origination Fees			Data Processing Other	Dues & Subscriptons	Other Insturance											
744238	35	0	0	0	44	266	0	0	172	24	18	0	0	0	0	0	0	0	0	0	0	false	24	0	0	11	0	0	0	58	22	0	77	34	0	28	15	Secondary Market Loan Fee Income			Intercompany Expenses	Contributions	OREO Expense											
744256	0	0	0	0	31	41	0	0	40	41	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	32	0	0	34	0	27	47	0	0	0	DATA PROCESSING FEES			DONATIONS/MEMORIALS	SOFTWARE/COMPUTER MAINTANCE												
744854	34	4	50	0	0	0	0	0	34	44	95	0	0	0	0	0	0	0	0	0	0	false	42	0	0	0	0	0	0	89	77	0	35	0	0	0	59	0			Public Relations	Due From Charges	FDIC Assessment											
745150	6	0	1	1	3	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	1	0	2	0	8	1	0	3	1	0	5	2	Other Income			Other Expense													
745347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0																	
745570	0	0	39	36	81	0	0	0	27	81	0	0	0	0	0	0	0	0	0	0	0	false	27	0	0	0	70	0	0	71	0	0	0	0	27	0	47				BankCard Expenses	OREO Expenses												
745646	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	26	0	0	32	0	0	0	0	0	0	0																	
745954	3	0	4	18	0	17	0	0	6	18	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	0	3	0	3	0	0	23	11	0	3	QUALITY LEASE			REPO EXPENSE	INSURANCE												
746054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
746157	15	0	12	6	30	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	4	0	1	3	15	11	0	18	0	0	10	0	MORTGAGE SERVICE RELEASE PREMIUM			CORRESPONDENT BANK SERVICE CHGS													
746223	0	0	0	66	0	49	0	0	39	40	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	Life Ins. Earnings- Bank Owned Life Ins.			Examination Assessment	Provision for unfunded commitments												
746429	0	0	0	0	24	107	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	33	0	72	30	24	0	0	45	0	0	37	Origination Fees - Secondary Mortgage Department			Corporate Franchise Taxes													
746513	49	0	25	31	59	0	0	0	143	34	37	0	0	0	0	0	0	0	0	0	0	false	38	0	0	0	31	0	45	324	32	0	141	21	3	66	95				FRANCHISE TAX	CORRESPONDENT BANK SERVICE CHARGES	OREO EXPENSE											
746755	31	0	0	0	83	7	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	0	5	0	51	14	0	0	0	0	0	14	Loan Origination Fee Income	Income on Sold Loans															
746942	8	1	2	6	4	1	0	0	24	9	1	0	0	0	0	0	0	0	0	0	0	false	6	0	0	4	0	0	0	15	5	0	0	0	0	0	6	FHLB DIV			SC & PREM AMORT	ED & DUES	DONATIONS & MISC											
747051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0																	
747257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	false	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0										Capital Infusion							
747435	15	8	89	254	337	231	17	16	3519	210	0	0	0	0	0	0	0	0	0	0	0	false	22	1068	0	0	0	0	0	96	43	0	0	124	165	0	136	Wire Transfer Fees	Euro - AMEX	Commission - Standby Letters of Credit	Chg-off of Other Foreclosed Assets	Prepayment Penalty										FSP FAS 115-2 and FAS 124-2 Changes		
747743	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	20	0	0	0	23	0	0	0																	
747846	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0																	
748254	0	0	0	0	321	18	12	0	33	109	92	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	63	24	98	0	0	0	0	0	0	58	32	Visa Merchant Fees	Customer Service Fees		Computer Expense	Loan Related Expense	Foreclosed Property Expense											
748357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
748441	19	0	22	13	4	15	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	1	0	6	9	29	27	0	4	14	0	1	13	Loan Document Preparation fee			Trust Department Expense	State Bank Assessment												
748964	10	0	20	11	11	4	4	0	20	18	52	0	0	0	0	0	0	0	0	0	0	true	22	0	0	6	32	6	7	26	40	0	3	32	15	17	15	Exchange Fees	All other non-int income		Charitable Contributions	Due From analysis Fees	All other non-int expense											
749046	135	0	0	138	195	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	48	80	0	0	0	103	0	58	76				Other Real Estate owned expenses													
749242	563	0	0	552	1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	366	0	0	0	165	179	0	1329	0	0	1291	0	0	0	502																	
749550	2	0	9	2	6	1	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	false	10	0	0	0	0	1	2	47	13	0	0	0	0	0	0	Exchange			Bank Service Charges	OCC Assessment												
749635	110	0	64	147	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	39	0	0	0	98	0	97	0	0	0	87	83	0	91	0																	
749840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
749943	16	0	12	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	3	1	0	26	0	8	0	0	0	0																	
749952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0																	
750051	12	11	6	39	53	0	0	0	51	16	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	4	0	23	0	141	17	0	50	10	1	31	9				COMPUTER SOFTWARE MAINTENANCE & LISENSE	EMPLOYEE EDUCATION/SCREENING												
750127	14	0	20	3	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	23	0	0	8	0	41	29	162	22	0	1	25	0	10	16																	
750154	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	30	0	42	0	32	0	0	0	0	0	0																	
750239	0	0	57	0	770	54	28	12	201	58	0	0	0	0	0	0	0	0	0	0	0	false	76	0	0	0	0	107	0	83	0	0	132	0	80	81	69	LC Income	Merchant fees	Fees on Wires/Drafts/Cables	Software expense	Comprehensive insurance												
750305	201	0	122	128	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	70	0	0	20	136	11	110	19	40	0	194	128	226	152	158																	
750341	36	0	28	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	26	0	0	0	54	0	0	136	0	0	0	0	42	36	25																	
750444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
750846	11	9	3	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	0	6	2	2	43	10	0	0	0	0	0	0	MISC																
750864	2122	0	0	0	0	5822	1283	347	235	-516	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	389	0	0	3362	0	0	559	0	0	303	0	Money Transfer Services Revenue	Credit Card Service charges and fees	Profit/Loss currency trading	Provision - Credit Card Fraud Losses	Adjustment to Allowance for Credit Loss on off-balance sheet expenses									OTHER NON INTEREST INCOME: FOREIGN CURRENCY TRANSLATION GAIN $322			
751254	0	0	0	29	44	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	59	34	0	27	0	40	0	0				OREO EXpense													
751656	23	0	7	5	88	0	0	0	129	21	0	0	0	0	0	0	0	0	0	0	0	false	40	0	0	12	52	6	96	99	38	0	0	76	0	42	32				Item processing charges	Correspondent bank charges												
751759	322	0	51	222	205	28	120	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	false	75	0	0	0	0	0	245	260	70	0	0	127	58	191	231	CREDT CARD MERCHANT DISCOUNT	INT RATE FLOOR FEE								CAPITAL CONTRIBUTION FROM HOLDING COMPANY							
751852	76	0	8	6	29	1	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	false	22	0	0	12	21	5	58	113	28	0	40	30	0	47	14	Miscellaneous Income			ORE Expense													
751955	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
752644	18	0	19	4	56	0	0	0	38	24	0	0	0	0	0	0	0	0	0	0	0	false	17	0	0	2	23	4	42	69	40	0	0	4	0	23	0				Amortization of Tax Credits	Directors' Retirement												
752653	143	1	27	27	38	20	2	2	19	11	6	0	0	0	0	0	0	0	0	0	0	false	25	0	0	1	32	2	74	129	25	0	2	0	95	0	14	Non Customer Fee	Wire Transfer Fee	Early Withdrawal Penalty	Insurance	Correspondent Service Charges	Seminars, Schools, Conventions											
752831	0	0	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0																	
752970	1612	0	0	1651	9660	453	0	0	2726	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	1305	0	0	0	1968	1025	766	1775	0	LOSS ON BROKER DEPOSITS AT FAIR VALUE			MUNICIPAL LICENSE TAXES													
753052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
753324	116	0	36	37	126	26	0	0	68	96	75	0	0	0	0	0	0	0	0	0	0	false	64	0	0	0	0	0	200	0	83	0	97	55	0	44	43	fees on letters of credit			computer software	visa expense	bank franchise taxes											
753548	26	0	0	0	0	0	0	0	51	30	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	35	62	0	0	0	0	0	0	0				Professional Services	Real Estate Owned Expense												
753641	0	0	11	0	5	4	0	0	5	12	3	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	2	1	0	5	0	0	13	0	3	0	Miscellaneous Income			General Insurance	Services Purchased	Computer Expense											
753856	5	0	0	62	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	3	0	59	5	0	2	3	3	5	5				State Exam													
754068	14	0	9	29	37	10	4	0	39	31	17	0	0	0	0	0	0	0	0	0	0	false	12	0	0	2	0	12	7	106	23	0	0	24	20	10	20	Merchant Bankcard Fee Income	Wire Transfer Fees		Customer Service Expenses	Travel Expense	Corresponding Bank Charges											
754246	3	2	11	1	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	0	4	3	5	0	4	20	4	3	2				Education													
754433	191	3	98	240	815	179	36	0	0	0	0	0	0	0	0	0	0	5100	0	0	0	false	63	0	0	1	0	10	50	278	68	0	16	159	481	30	93	Misc Income	International Income								Capital Infusion							
754536	9	0	60	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	1	0	10	4	46	22	0	8	0	0	10	6																	
754826	94	0	0	98	210	0	0	0	0	0	215	0	0	0	0	0	0	0	0	2574	0	false	81	0	0	35	0	0	0	475	83	0	0	0	10	0	55						Franchise Tax						Merger of First Bremen Bank's reserve for loan loss balance.					
754853	71	0	0	244	313	9	91	43	86	61	0	0	0	0	0	0	0	0	0	0	0	false	71	0	0	0	0	36	10	215	74	0	26	0	0	0	0	ACH ORIGINATION FEES	DATA CENTER INC DIVIDEND	CASH SERVICES CORRESPONDENT BANKS	CHECK PROCESSING CHARGES	TRUST OPERATING EXPENSE												
754929	0	0	82	0	121	350	0	0	285	226	0	0	0	0	0	0	0	0	0	0	0	false	92	0	0	0	172	30	100	322	79	0	275	0	0	380	64	BANKCARD MERCHANT INCOME			AFFILIATE EXPENSE	FRANCHISE TAXES												
755047	0	0	0	166	315	0	0	0	66	56	85	0	0	0	0	0	0	0	0	44	0	false	60	0	0	29	0	0	154	107	43	0	0	126	91	53	60				Amortization Expense	Insurance	Loan and Collection Expense						Allow off B/S reported on RC-G					
755252	40	0	36	0	62	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	false	27	0	0	0	0	0	0	33	52	0	63	36	0	88	41				Ad valorem taxes													
755421	0	0	15	0	6	11	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	0	0	0	10	7	0	0	7	0	0	0	Miscellaneus			Franchise Tax													
755458	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				OUTSIDE SERVICE EXPENSE													
755850	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	29	0	0	30	0	0	0	0	0	0	0				Management Fees													
756343	4	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	0	6	1	0	18	6	0	0	4	0	1	2																	
756848	10	0	9	6	69	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	false	10	0	0	4	0	3	22	9	11	0	0	0	0	0	0				CDARS Transaction Fees													
757377	138	0	41	0	166	169	0	0	30	32	42	0	0	0	0	0	0	0	0	0	0	false	37	0	0	0	0	61	0	177	39	0	19	62	43	0	0	DEATH BENEFIT PROCEEDS-COLI			LOAN EXPENSES	EMPLOYEE TRAINING	CORRESPONDENT BANK CHARGES											
757452	0	0	0	0	44	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	31	0	0	0	0	0	0	0	27	0	46	0	0	0	0	MPF Loan Fee Income																
757612	11	0	55	5	79	0	0	0	66	0	0	0	0	0	0	0	0	0	0	495	0	false	30	0	0	0	82	0	12	40	40	0	47	38	0	38	31				PA state shares tax								Allowance acquired through business combination					
757779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	40	0	0	0	33	0	0	0																	
758703	408	0	133	0	561	34	0	0	166	166	141	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	405	22	47	254	123	0	151	102	0	243	174	Management fee			Professional services expense	Web banking expense	Software maintenance											
758842	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
758851	3	10	3	41	13	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	0	7	28	2	0	0	0	0	0	6				other expenses													
759045	0	43	0	0	80	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	43	0	0	94	0	0	0	0	0	0	0				OTHER REAL ESTATE OWNED EXPENSE													
759250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
759540	16	0	21	15	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	39	19	0	0	15	0	0	7				Security													
759625	31	0	0	0	50	36	0	0	49	28	0	0	0	0	0	0	0	0	0	0	0	false	26	0	0	0	0	0	0	28	0	0	61	39	0	57	35	Management fee from subsidiaries			Programming and software maintenance	Other Real Estate Expense												
760108	0	0	0	107	61	83	0	0	45	84	98	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	51	0	31	281	0	0	30	82	0	106	0	Visa Debit Card Fees			OREO expenses	State assessment	Merger expenses											
760210	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	11	0	0	6	13	0	0																	
760331	4	0	5	6	53	40	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	false	53	0	0	29	0	42	41	780	14	0	95	35	0	28	0	Gain on Brannen Properties Equity			Management Fee- Brannen Banks													
760340	2	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	1	0	4	7	0	7	0	0	6	0	8	4																	
760434	0	0	0	0	0	27	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	Doc Prep			Accpunt fees													
760649	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0																	
760854	144	0	48	15	165	28	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	false	93	0	0	24	112	20	55	196	108	0	270	21	9	172	72	Other customer service fees			Other outside service fees													
760939	11	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	0	0	0	62	0	0	0	20	0	0	0																	
760957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0																	
761178	35	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0				Loan Expense													
761244	62	0	0	0	69	35	0	0	40	84	27	0	0	0	0	0	0	0	0	0	0	false	38	0	0	0	0	0	158	0	73	0	0	0	0	130	25	Points on loans sold			Miscellaneous Expense	Decrease in Value of Life insurance	Loss on Other Assets											
761347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0																	
761459	23	0	5	1	18	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	3	0	0	4	13	21	0	6	4	14	1	6				conferences													
761543	17	0	6	0	43	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	false	10	0	0	0	0	1	17	68	12	0	4	13	1	4	5				Management Fees paid to Holding Company													
