"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADG894	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB527	
646471	2	0	12	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	24	0	0	0	12	0	0	0	0																
646556	34	0	0	0	CONF	224	0	0	26	0	0	0	0	0	0	0	0	319	0	0	0	false	0	0	0	0	0	0	102	26	0	0	29	0	0	0	0	Real Estate loan fees			software						Capital contribution from holding company						
646743	184	0	0	0	CONF	416	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	false	61	0	0	0	0	0	0	71	0	78	99	0	0	161	0	Loan fees				OREO Expense											
646837	79	0	0	234	CONF	0	0	0	63	151	127	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	262	119	0	0	84	0	0	124	0				Blanket Bond	OREO Expense	OREO Valuation										
646958	27	0	46	35	CONF	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	false	22	0	11	0	5	73	103	27	0	0	0	14	43	0	0										Injection of capital from holding company						
647218	261	0	448	0	CONF	283	476	213	261	414	0	0	0	0	0	0	0	0	0	0	0	false	165	0	0	0	0	218	336	0	0	641	0	0	569	268	0	Title Co Revenue	Secondary Mortgage - Misc Revenue	Mastercard Merchant Income	Mastercard Processing Expenses	Bank Franchise Taxes											
647245	0	0	33	47	CONF	99	0	0	45	34	80	0	0	0	0	0	0	400	0	0	0	true	28	0	0	0	0	0	0	43	0	0	0	0	0	0	0	BOLI			INTERNET BANKING	CONTRIBUTIONS	OTHER RE & ASSETS				ADDITION TO SURPLUS				RI-E 2  MASTERCARD EXPENSE      29		
647414	45	0	49	0	CONF	0	0	0	33	42	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	34	195	46	0	45	34	54	64	30	0				OCC	Foreclosure & ORE											
647432	184	0	0	747	CONF	0	0	0	945	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	89	379	724	0	0	0	0	0	0	0	0				EXPENSES OF OTHER REAL ESTATE												
647759	71	0	27	0	CONF	0	0	0	32	33	0	0	0	0	0	0	0	0	0	0	0	false	36	0	0	112	0	135	31	42	0	0	0	0	97	41	0				Travel & lodging	Software depr											
647955	27	0	40	34	CONF	0	0	0	82	37	37	0	0	0	0	0	0	375	0	0	0	false	0	0	0	0	5	0	0	29	0	0	40	0	0	0	0				Loan & Repo/Depreciation	Computer Software	Insurance				Capital Transfer From FSB Holding Company						
648055	261	0	69	2	CONF	0	0	0	272	60	57	0	0	0	0	0	0	0	0	0	0	false	99	0	53	13	22	171	549	71	0	543	57	48	169	55	0				Management Fee - Holding Company	Misc Loan Expense	Charitable Contributions										
648130	288	0	95	326	CONF	19	126	168	169	94	568	0	0	0	0	0	0	0	0	0	0	false	105	0	0	513	64	117	1302	191	0	0	216	195	60	183	0	Penalties on CDs	Wire Transfer Fees	Other Income	Loan / Credit Expenses	State Assessment Fees	Other Expense										
648242	596	0	0	354	CONF	55	31	0	655	180	481	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	29	0	362	289	0	34	0	0	307	215	0	Exchange fees	Other Income		Taxes - Other	Education and development	Other-than-temporary-impairment charge on equity securities										
648251	62	0	75	0	CONF	0	0	0	108	52	0	0	0	0	0	0	0	0	0	0	0	false	63	0	0	102	29	0	0	103	0	156	52	0	107	91	0				Software maintenance	Professional services											
648345	0	0	36	0	CONF	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	57	0	0	29	29	0	0	0	0				Debit card expense												
648550	43	0	65	32	CONF	33	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	false	36	21	0	0	7	68	86	38	0	0	24	0	0	53	0	LATE FEES ON LOANS			0CC ASSESSMENT											INCOME TAX ADJUSTMENTS	
648952	0	0	77	61	CONF	206	20	0	171	41	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	86	0	102	193	0	0	0	0	0	77	0	0	Mastercard Visa Income	Customer Service Income		Mastercard Visa Program	Insurance Expense											
649342	63	0	92	0	CONF	40	0	0	95	31	0	0	0	0	0	0	0	0	0	0	0	false	34	0	6	-26	6	4	0	62	0	4	0	126	0	0	0	Real Estate Loan fees			Maintenance and Software support	Insurance											
649351	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	3	6	64	0	0	0	0	0	0	0	0																
649632	6	0	14	18	CONF	0	0	0	29	26	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	0	2	9	118	10	0	0	26	0	0	9	0				MAINTENANCE   REPAIR - EQUIPMENT	LIABILITY INSURANCE - BONDS											
649650	132	0	32	1	CONF	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	false	37	0	20	0	25	8	189	27	0	53	43	17	28	36	0				Management Fee - Holding Company												
649874	0	0	45	138	CONF	0	0	0	43	72	146	0	0	0	0	0	0	201	4000	0	0	false	0	0	0	0	0	36	198	30	0	0	40	51	0	62	0				Insurance	MEC Penalty	Foreclosure | OREO Expense				Unallocated ESOP Shares	Additional Capital from Holding Company					
650674	393	0	0	0	CONF	499	59	80	569	2959	0	0	0	0	0	0	0	0	0	0	0	false	411	0	55	0	0	0	1157	0	0	611	0	0	0	368	0	Merchant Services	Interest Penalties	Insurance Claim Proceeds	Professional Fees	Foreclosure											
650955	0	0	23	0	CONF	0	0	0	0	9	13	0	0	0	0	0	0	0	0	0	0	false	3	0	3	0	0	0	38	5	0	0	0	0	0	0	0					ACCOUNTING FEES	CORRESPONDENT SERVICE CHARGES										
651103	750	0	0	533	CONF	160	132	157	1513	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	77	554	40	80	759	319	-68	106	558	423	0	459	0	MERCHANT SERVICES	SWEEP FEES	LETTER OF CREDIT	CREDIT AND COLLECTION												
651121	0	0	93	0	CONF	42	77	46	172	118	200	0	0	0	0	0	0	0	0	0	0	false	115	0	52	170	0	0	718	153	0	0	0	0	0	0	0	Other Income Fees	M/L Trans. Origin Fees   Servicing Prem	Misc. Income	Courier Fees (90)   Collection/Repo Fees (82)	Donations	Misc. Expense										
651149	0	0	0	0	CONF	0	0	0	30	33	36	0	0	0	0	0	0	0	0	0	0	false	0	0	0	35	0	0	106	25	0	0	0	0	0	0	0				Donations	Dues & Subscriptions	Meetings & Conventions										
651158	11	0	27	2	CONF	0	0	0	23	14	13	0	0	0	0	0	0	0	0	0	0	false	25	0	10	0	5	5	8	29	0	0	7	0	4	0	0				Correspondent Bank Charges	Telephone	State Assessment										
651354	0	0	0	0	CONF	0	0	0	27	36	0	0	0	0	0	0	0	200	0	0	0	false	0	0	0	0	0	0	87	0	0	0	27	52	0	0	0				INTERNET BANKING FEES	OTHER REAL ESTATE EXPENSES					CAPITAL INJECTION						
651448	0	0	0	0	CONF	18	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Real Estate Commission			Franchise Tax												
651457	0	0	27	0	CONF	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	25	0	38	0	0	0	0	0				Visa M/C Expense												
651541	0	0	29	35	CONF	0	0	0	110	56	46	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	36	52	30	0	0	36	0	0	0	0				repossessed assets	donations	other outside services										
651756	0	0	0	0	CONF	0	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	49	0	0	110	0	0	0	0	0				Outside Servies												
651859	1188	0	0	0	CONF	643	0	0	545	0	0	0	0	0	0	0	0	0	0	0	0	false	335	0	91	0	0	0	754	444	0	967	0	0	0	303	0	Cost Recovery Pricing Application			Repo Property Expense												
651952	59	0	59	0	CONF	26	0	0	98	37	46	0	0	0	0	0	0	0	0	0	0	false	36	0	0	45	0	97	117	47	0	0	90	118	54	47	0	over-accrual of 2008 ICP			Computer Software Expense	OCC Exam Fees	Internet Banking Expense										
652043	90	0	0	37	CONF	0	0	0	134	45	37	0	0	0	0	0	0	0	0	0	0	false	68	0	0	199	0	0	160	98	0	0	0	0	0	0	0				OREO expenses	Insurance & surety bonds	Association dues										
652351	463	2	81	60	CONF	0	0	0	371	197	165	0	0	0	0	0	0	0	0	0	0	false	240	0	112	97	41	148	1022	187	0	714	194	0	236	111	0				Management Fee	Miscellaneous Loan Expense	Charitable Contributions										
652445	0	0	0	33	CONF	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	43	0	0	224	39	0	73	81	0	0	0	0				Miscellaneous												
652753	34	0	37	0	CONF	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	false	42	0	0	26	0	117	105	38	0	0	0	0	46	40	0				Correspondent bank charges												
652874	547	0	0	435	CONF	1277	365	3087	90	1762	115	0	0	0	0	0	0	10000	0	0	0	false	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	Agency Services Fees	Structuring/Arrangement Fees	Mortgage Wholesale Income	Franchise Tax Expense	Provision for Loss on ORE	TDSML Assessments				Capital Contribution						
652959	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
653134	186	0	185	0	CONF	39	55	0	202	0	0	0	0	0	0	0	0	0	0	0	0	false	78	0	28	0	33	84	0	130	0	128	0	184	118	63	0	INCOME CREDIT LIFE	MISCELLANEOUS INCOME		OTHER PROPERTY TAXES/CAPITAL												
653349	91	0	81	193	CONF	0	0	0	758	0	0	0	0	0	0	0	0	4000	0	2257	0	false	34	0	0	178	36	139	913	115	0	0	0	0	0	193	0				Services Fee						Capital Contribution		Balance from merger of CBNA Memphis to CB N.MS on 3/31/09				
653433	0	0	0	0	CONF	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	false	47	0	0	121	0	0	0	0	0	0	0	0	0	0	0				DEFERRED COMPENSATION EXPENSE												
653611	130	0	98	113	CONF	71	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	false	111	0	0	169	0	166	0	179	0	222	0	0	225	122	0	consolidated return items			PA shares tax												
653648	290	259	63	525	CONF	808	777	440	1901	225	213	0	0	0	0	0	0	1000	0	0	0	false	210	0	91	513	112	499	105	182	0	0	424	324	107	336	0	BANK SERVE FEE INCOME	ORIGINATION FEES	COMMITMENT FEES	OTHER REAL ESTATE EXPENSE	FUNDING FEES	CORRESPONDENT BANK CHARGES				CAPITAL INJECTION						
653947	63	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	34	0	0	44	0	0	169	0	0	76	28	48	0	0	0																
654047	27	0	36	0	CONF	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	32	66	0	0	0	62	0	0	0	0				ORE expenses												
654252	142	17	12	43	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	100	0	40	52	15	24	614	189	0	112	72	0	2	52	0																
654300	234	0	66	0	CONF	0	0	0	64	77	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	102	0	0	157	67	0	93	152	111	54	71	0				Other Computer Expense	Now Expense											
654542	0	0	42	0	CONF	0	0	33	61	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0			Misc	Software Exp												
655156	9	0	28	12	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	9	5	0	0	6	0	40	9	0	0	0	0	0	8	0															TAX EFFECT - PROFIT SHARING PLAN AMENDMENT	
655530	2	0	6	0	CONF	0	0	0	8	7	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	13	0	0	27	2	0	0	9	0	0	0	0				LIFE INSURANCE (PREMUIM KEY MAN (B.O.L.I.)	CORRESPONDENT BANK CHARGES											
655651	10	0	35	10	CONF	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	1	36	4	8	87	15	0	0	37	0	5	6	0				Exp-Life Ins-SCE												
655660	82	0	0	0	CONF	54	0	0	112	48	0	0	0	0	0	0	0	650	0	0	0	false	55	0	0	0	0	67	234	68	0	118	0	0	0	107	0	Secondary Market			Db Card Processing	Bank Services					Capital injection from parent						
655839	162	0	98	67	CONF	26	0	0	73	57	0	0	0	0	0	0	0	0	0	0	0	false	78	0	0	0	0	235	0	120	0	0	57	0	150	151	0	Miscellaneous fees			Insurance	Public relations											
655857	29	0	0	0	CONF	34	0	0	31	25	0	0	0	0	0	0	0	0	0	0	0	false	29	0	0	0	0	102	103	52	0	0	0	0	78	0	0	Account Analysis Charges			Correspondent Bank Charges	Dues & Subscriptions											
656032	140	39	48	0	CONF	25	0	0	66	58	30	0	0	0	0	0	0	0	0	0	0	false	51	0	0	0	0	38	0	75	0	83	0	0	0	63	0	Deluxe Commissions			Software Expense	Maintenance Contracts	Education										
656153	8	19	8	0	CONF	597	4	0	26	0	0	0	0	0	0	0	0	0	0	0	0	false	16	0	3	6	7	6	34	19	0	0	0	54	3	6	0	Life Insurance benefit	Interest on life inurance benefit		ORE Expenses												
656247	27	0	8	10	CONF	3	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	31	1	2	53	16	0	0	0	0	0	3	0	Exchange & Commissions			Education & Donations	Auto & Travel											
656359	190	0	0	101	CONF	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	false	80	0	0	157	0	123	190	0	0	200	0	0	0	0	0				ORE Expenses												
656470	245	0	132	142	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	230	0	86	362	0	58	457	139	0	1714	132	0	1218	0	0																
656649	80	0	84	26	CONF	0	0	0	120	242	49	0	0	0	0	0	0	0	0	0	0	false	87	0	12	0	46	65	568	75	0	0	93	42	0	61	0				Check Clearing	Loan Operating	Other RE										
656658	33	0	24	7	CONF	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	26	0	10	31	12	24	276	34	0	0	31	31	42	69	0	Data Processing Service Fees															
656733	3412	0	0	0	CONF	41105	4547	10222	28376	4000	0	0	0	0	0	0	0	150000	0	0	0	false	0	0	0	0	0	0	7109	0	0	22671	0	0	11025	0	0	Operating lease income	Loan fees	Acquisition related gain	Depreciation on leased equipment	Impairment related charges					Capital contribution						
656742	50	4	60	78	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	false	38	0	11	0	12	94	191	38	0	0	35	20	67	14	0												per examiner request				
657178	36	0	106	53	CONF	0	0	0	39	54	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	118	0	0	0	36	27	0	0	0				Insurance Premiums	Directors Medical Fees											
657365	1016	0	0	1702	CONF	1939	986	217	0	0	0	0	0	0	0	0	0	6000	0	0	0	false	0	0	210	695	0	0	4675	0	0	267	0	0	0	0	0	Remittance fee	L/C related fee	Loan related service fee income							Capital downstream from parent						
657459	210	0	0	0	CONF	373	116	0	267	557	230	0	0	0	0	0	0	0	0	133	0	false	322	0	0	1695	145	0	807	232	0	0	0	0	0	340	0	debit card revenue	merchant services		travel & entertainment	insurance expense	debit card expense						LLR committments per FDIC exam				
657758	0	0	35	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	31	0	0	0	0	47	150	34	0	0	0	29	0	0	0																
657954	37	0	7	11	CONF	0	0	0	34	31	0	0	0	0	0	0	0	0	0	0	0	false	22	0	0	18	7	2	30	47	0	40	1	1	11	62	0				Insurance	Other Fees   Services											
658540	61	0	0	171	CONF	0	0	0	125	102	71	0	0	0	0	0	0	0	0	0	0	false	73	0	0	0	0	0	177	147	0	0	0	0	0	75	0				ORE Writedowns	Charitable	Sundries										
658559	735	0	0	592	CONF	0	0	0	5721	0	0	0	0	0	0	0	0	6000	0	0	0	false	0	0	0	0	65	0	672	0	0	455	0	0	0	0	0				Affiliated Expenses						Capital Contribution						
658924	58	0	85	51	CONF	0	0	0	75	84	0	0	0	0	0	0	0	0	0	0	0	false	66	0	55	0	0	140	0	61	0	0	0	59	92	33	0				Loan Committee Fees	Franchise Tax											
659042	53	3	21	46	CONF	16	27	7	39	41	44	800	800	0	0	0	0	800	0	0	0	false	6	0	5	0	5	13	82	28	0	10	21	11	51	10	0	MISC CUSTOMER SERVICE	MISC. INCOME	LATE CHARGES	TRANSPORTATION & COURIER	OTHER INSURANCE & EXPENSES	CLEARING HOUSE & OTHER OUTSIDE SERVICES	ADDITIONAL CAPITAL INJECTION			ADDITIONAL CAPITAL INJECTION						
659257	692	0	0	2836	CONF	348	446	440	0	0	0	0	0	0	0	0	0	35000	0	0	0	false	0	0	266	0	0	1801	2276	732	0	2934	839	0	0	2349	0	Penalty for early withdrawal	Wire Transfer fees	Merchant Processing							Capital Injection						
659341	56	0	0	0	CONF	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	false	75	0	0	0	0	61	395	139	0	171	71	62	0	174	0				Collection & Repo Expense												
659453	53	0	22	0	CONF	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	false	24	0	0	42	0	10	50	31	0	18	64	0	0	41	0				Internet Banking												
659538	117	0	95	139	CONF	57	30	50	199	154	85	30	0	0	0	0	0	6600	0	0	0	false	82	0	28	140	35	26	221	0	0	255	86	0	136	93	0	Secondary Market Mortgage Fees	CD Redemption Fee	Internet Banking ($23m) and Loan Fees Collected ($27m)	Other Outside Services	Internet Banking	Item Processing	Life Insurance Proceeds			Transfer of CPP Funds to Bank						
659556	0	0	34	0	CONF	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	false	31	0	0	37	0	0	101	46	0	0	26	0	0	0	0				Other Real Estate												
659622	0	0	0	437	CONF	114	53	41	1299	267	209	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	349	355	0	0	0	233	0	0	0	17	Other Income	Wire transfer fee	Merchant fee	Oreo expense	Loan Expense	Misc. expense										
659640	3	0	11	4	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	-6	2	0	0	0	68	7	0	0	0	0	0	0	0															2008 expenses booked in 2009	
659734	0	0	65	0	CONF	0	0	0	36	25	0	0	0	0	0	0	0	0	0	0	0	false	26	0	0	0	0	0	135	0	0	0	26	0	0	36	0				Exam Fees	Fed and Other Bank Services											
659855	3372	0	0	0	CONF	1022	213	713	7366	1556	2063	0	0	0	0	0	0	0	0	17258	0	false	1759	0	877	1459	401	0	8324	1665	0	4464	0	0	0	0	0	Other Income	Foreign Exchange	Other Comissions	Management Fees	Misc Loan Expense	Visa Debit Card Expense						ALLL adjustment due to merge				
660066	0	0	38	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0																
660253	32	0	0	1	CONF	117	0	0	8	9	0	0	0	0	0	0	0	575	0	0	0	false	12	0	0	0	2	1	52	29	0	1	18	0	13	23	0	Secondary Market Loan Origination Fees			Blanket Surety Bond	Education and Association Dues					Capital Increase from transfer from holding Company						
660271	243	0	59	18	CONF	4	5	0	137	74	280	0	0	0	0	0	0	0	0	0	0	false	53	0	0	37	20	11	205	74	0	143	68	0	22	95	0	Credit card merchant fees	Miscellaneous income		Loss recognized on non-marketable equity security	Checking account products expenses	Miscellaneous expenses										
660570	30	0	114	4	CONF	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	15	0	5	106	3	16	539	27	0	8	149	49	1	80	0	Income from Late Charges															
660655	335	0	0	522	CONF	71	0	0	655	313	218	0	0	0	0	0	0	0	0	0	0	false	391	0	145	0	90	736	1212	420	0	1534	0	0	278	441	0	EXTERNAL SWEEP INCOME			CORRESPONDENT SERVICE CHARGES	COURIER EXPENSE	COLLECTION EXPENSE										
660927	94	0	103	76	CONF	88	30	27	0	64	63	0	0	0	0	0	0	0	0	0	0	false	0	0	0	111	0	0	437	120	0	0	0	113	133	0	0	Visa Check Card Commission	Other Income	Exchange Commission and Fees	Repossession Expense	Bonds and Insurance	Courier Expense										
661157	2	0	0	16	CONF	0	0	0	19	3	4	0	0	0	0	0	0	0	0	0	0	false	8	0	2	0	1	0	17	8	0	8	0	0	0	3	0				Correspondent Bank Fees	Insurance Bond	Donations										
661223	50	0	128	20	CONF	53	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	false	49	0	0	0	13	63	12	63	0	0	55	14	58	57	0	Rental Income			Other Taxes												
661308	996	0	0	2234	CONF	765	2792	0	2600	2131	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	764	0	0	5607	1469	0	0	948	0	0	1172	0	Miscellaneous Other Income	Loan Commitments Fees		Pension Trust Advisory Fees	Outside Consultants											
661858	28	0	0	0	CONF	108	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	Exchange   Tax Prep Fees			Computer Fees												
662350	29	0	35	23	CONF	0	0	0	23	10	9	0	0	0	0	0	0	0	0	0	0	false	22	0	0	41	4	10	85	44	0	17	0	0	6	17	0				Service charges	Meals & entertainment	Loan collection										
662369	1439	0	633	404	CONF	546	114	-1120	942	2196	0	0	0	0	0	0	0	20434	0	0	0	true	0	0	103	1211	0	217	1003	498	0	1627	469	0	648	853	0	Leasing	Wire transfer fees	WNC Low Income Housing Tax Expense	Deposit services	Loan Services					Cash from parent				RI-E Continued 1k Currency Orders 309		
662453	389	0	0	0	CONF	73	0	0	218	183	0	0	0	0	0	0	0	0	0	0	0	false	0	0	93	0	0	111	1430	141	0	1233	0	0	410	0	0	Draft Discount			Loan Processing	Management Services											
662640	253	0	125	34	CONF	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	149	0	45	369	64	357	293	138	0	221	68	34	130	75	0	Deferred Comp															
662659	0	0	0	187	CONF	34	11	55	168	55	55	0	0	0	0	0	0	348	1952	0	0	false	0	0	0	69	16	39	185	67	0	82	89	0	54	71	0	EARNINGS LLC	BROKERED PAR PREMIUM	FRANCHISE TAX REFUND PRIOR PERIODS	ORE EXPENSE	ARMOUR CAR	DEBIT CARD EXPENSE				HC an asset to the Bank in the amount of $348,228.04	HC invested cash in the bank					
662949	69	29	0	0	CONF	0	0	0	106	485	0	0	0	0	0	0	0	0	0	0	0	false	76	0	0	0	61	0	469	0	0	237	0	0	134	0	0				Correspondent Fees	OREO Expense											
663058	270	0	0	214	CONF	157	24	0	1364	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	44	172	26	46	578	0	0	315	0	0	190	266	0	MV Adj on interest rate hedges	wire transfer fees		management fee expense												
663245	1175	0	0	0	CONF	1033	3173	2333	3985	971	785	0	0	0	0	0	0	0	0	0	0	false	906	0	0	443	0	0	0	586	0	5634	0	0	0	787	0	R/E Origination Fees	Bankcard Merchant Discount Fees	Premium on Sale of Student Loans	Management Fees	AIR Miles Expenses	Bankcard Authorization Charges										
663450	36	0	33	0	CONF	2	9	0	69	15	12	0	0	0	0	0	0	0	0	0	0	false	22	0	0	0	5	43	9	13	0	0	0	0	31	0	0	EARLY WITHDRAWAL PENALTIES ON CDS	OTHER CUSTOMER SERVICE FEES/CHECK AND WIRE FEES		HOLDING COMPANY SERVICE FEES	CORRESPONDENT BANK CHARGES	CHARITABLE CONTRIBUTIONS										
663638	11	0	30	5	CONF	1	3	0	1	20	0	0	0	0	0	0	0	0	0	0	0	false	11	0	2	0	6	3	22	20	0	5	12	0	3	0	0	Insurance Premium	Exchange		Donations	Miscellaneous											
663647	0	0	0	0	CONF	175	15	0	306	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	183	0	0	317	69	17	38	57	104	0	0	0	Secondary Marketing Origination Fees	Misc. Customer Services		Misc. Exp												
663656	12	0	51	43	CONF	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	false	29	0	0	9	12	14	22	42	0	90	52	0	69	41	0				Bank Service Charges												
663722	16	0	3	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	17	0	0	0	7	0	240	51	0	0	80	0	0	16	0																
663768	40	0	12	46	CONF	16	0	0	29	31	42	0	0	0	0	0	0	0	0	0	0	false	38	0	6	0	6	2	153	53	0	59	46	0	57	107	0	Exchange & Fees			OCC Assessment	Bank Service Charges	Insurance - Other										
663834	0	510	0	7920	CONF	1706	2251	0	3608	4369	11342	0	0	0	0	0	0	15350	0	0	0	false	0	0	0	2951	0	0	3828	0	0	547	0	1591	0	0	0	Miscellaneous Income	Wire Transfer Fees		Commercial Loan Expense	Misc Losses and Charge offs	Other Real Estate Expense				Capital contribution from parent holding company						
663955	30	0	0	0	CONF	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	false	28	0	0	0	0	0	28	44	0	42	0	0	34	0	0				Loan Inspection Expenses												
664206	669	0	411	377	CONF	50	76	125	0	0	0	0	0	0	0	0	0	0	0	0	0	false	466	0	103	0	255	157	2440	455	0	32	504	0	666	466	0	Wire Fees	Total Government Fee Income	NQDC Earnings Gains/Losses													
664336	0	0	0	106	CONF	1749	0	0	106	177	378	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	136	589	0	0	0	0	0	0	0	0	INCOME INTEREST RATE FLOOR			AMORTIZATION INTEREST RATE FLOOR	INSURANCE	OREO/SPECIAL ASSETS EXPENSES PAID										
664457	35	0	0	32	CONF	14	0	0	25	7	0	0	0	0	0	0	0	580	0	-3	-10	false	10	0	0	11	3	5	139	16	0	29	27	0	0	5	0	Misc Handling Fees			Comptroller of the Currency	Investment Center Expense					Transfer from parent company to increase capital		Reserve for Unfunded Commitments	OREO Reserve			
664653	0	0	82	84	CONF	35	34	0	98	70	79	0	0	0	0	0	0	0	0	0	0	false	87	0	0	0	0	0	0	73	0	48	70	0	0	81	0	Foreign Currency valuation Adj	Mortgage Fee Income		Business Travel	OCC Asssessment	Misc. Losses										
664756	2506	314	0	1893	CONF	0	0	0	4680	0	0	0	0	0	0	0	0	352	0	0	0	false	1685	0	940	966	569	0	2689	1746	0	0	0	0	2374	0	0				Communications (Telephone and Courier)						Deferred Tax adjustment due to acquisition						
664831	59	0	0	49	CONF	25	0	0	29	27	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	28	124	0	0	22	66	0	56	0	0	Recovery of prior year loss on forgery			Bank Insurance expense	Subscriptions & Dues											
665146	46	0	0	0	CONF	63	0	0	0	226	80	0	0	0	0	0	0	1855	0	552	0	false	55	0	0	126	0	0	195	68	0	0	0	45	0	0	0	OTHER MISC. INCOME				OTHER RE/ASSET EXPENSE & REPOSSESSION EXPENSE	OTHER MISC. EXPENSE				CAPITAL INJECTION FROM PARENT CO.		BEG. BAL ALLL FOR PURCHASE OF FMB BANK IN CEDAR RAPIDS				
665258	16	0	37	13	CONF	0	0	0	31	22	23	0	0	0	0	0	0	0	0	0	0	false	15	0	0	37	0	0	55	22	0	0	21	0	22	0	0				software Amortization	Supervision Exam Fee	FDIC Special Assessment										
665865	83	0	78	9	CONF	19	12	12	24	75	40	0	0	0	0	0	0	0	0	0	0	false	91	0	0	0	20	80	332	155	0	0	64	17	0	93	0	Misc. Fees	Wire & Fees	FASB 91	State Annual Assessment	Franchise Tax	Service Fees										
