"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFN5513	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	TEXT4087	
597751																										4607	1976	0	0	0	true	4607	0	0	1976	0	0	2424	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://fnbjacksboro.com	
598002																										0	38	0	0	227	true	0	0	0	38	0	0	685	0	0	0	true	0	132	0	0	0	0	0	0	132	0	0	95	0	132	true	false	http://www.walpolebank.com	
598048																										1042	1795	5000	315	9000	true	727	83	0	426	0	1286	7395	3	378	0	true	0	0	0	5000	2000	2000	0	0	0	0	0	0	0	0	true	false	http://www.snbt.com	
598132																										0	4	0	0	0	false	0	4	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
598534																										4752	21239	0	693	85900	true	1289	9549	0	9216	0	2474	465	0	727	2770	true	0	8400	0	2500	47500	27500	0	0	8400	0	0	0	0	0	false	false	www.lionbank.com	
598543																										0	0	500	0	515	true	0	0	0	0	0	0	43	0	0	0	false	0	15	0	500	0	0	0	0	15	0	0	0	450	15	true	false	www.sibleystatebank.com	
598646																										0	380	0	0	3	true	0	0	0	0	0	380	620	0	0	0	false	0	3	0	0	0	0	0	0	3	0	0	0	0	0	true	false	http://www.tuscolanational.com	
598954																										0	5879	34000	0	120505	true	0	3866	175	1427	0	411	16896	5	0	0	false	0	505	0	34000	76000	10000	0	0	505	0	0	0	0	505	true	true	www.jbt-stl.com	
599643																										46	871	0	0	5800	true	46	136	0	735	0	0	729	0	0	0	false	0	0	0	0	3800	2000	0	0	0	0	0	0	0	0	true	false	http://farmersstatebk.com	
599755																										0	0	0	0	0	true	0	0	0	0	0	0	1727	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	www.comfirstbank.net	
599764																										15761	7059	45819	1335	115599	true	14426	2631	0	332	0	4096	3441	2	1335	0	true	0	1	0	45819	32961	20284	16534	0	1	0	0	0	0	0	true	false	www.anbtx.com	
600129																										0	8	3500	0	7373	true	0	0	0	0	0	8	3290	1	0	0	false	0	0	0	3500	0	0	3873	0	0	0	0	0	0	0	true	false	www.progbank.com	
600419																										263	958	14049	263	70283	true	0	0	0	236	596	126	6025	2	263	0	true	0	0	0	14049	30245	23599	2390	15000	0	0	0	0	0	0	true	false	http://www.kishbank.com	
600651																										0	130	0	0	0	true	0	0	0	130	0	0	4492	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	www.asbpierre.com	
601032																										0	25	0	0	0	true	0	0	0	25	0	0	112	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.fairviewstate.com	
601041																										0	0	0	0	0	false	0	0	0	0	0	0	652	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://fsbbc.com	
601050																										15060	7535	402579	1470	800905	true	13590	3616	0	2204	129	1586	438492	9	1470	0	true	1384010	867	0	469579	151250	51717	127389	300000	867	103	0	0	0	180	true	true	www.commercebank.com	
601153																										0	55	4500	0	5500	true	0	0	0	55	0	0	3300	1	0	0	false	0	0	0	4500	500	500	0	0	0	0	0	0	0	0	false	false	http://www.fmsbonline.com	
601416																										1342	696	0	1282	32146	true	60	0	0	538	0	158	636	0	1351	0	true	0	32000	0	80	66	0	0	0	32000	0	0	0	0	32000	true	false	www.five-starbank.com	
601434																										0	45	0	0	0	false	0	0	0	0	0	45	559	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
601443																										0	698	0	0	0	true	0	147	0	446	0	105	12	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	www.bankofmauston.com	
601564																										14	40	3000	0	8000	true	14	0	0	40	0	0	4986	3	0	0	false	0	0	0	3000	0	5000	0	0	0	0	0	0	0	0	false	false	http://www.treatyoakbank.com	
601658																										682	0	0	0	5000	false	682	0	0	0	0	0	6405	1	0	0	false	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	false	false	http://www.abctsecure.com/	
601733																										0	79	0	0	0	true	0	0	0	79	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://PEOPLESSOUTHERN.COM	
602048																										0	3015	0	0	1015	true	0	360	0	78	0	2577	4360	1	0	0	true	0	0	0	0	0	0	981	0	34	0	0	0	0	34	false	false	www.thestatebank.com	
602150																										557	734	0	0	0	true	557	0	734	0	0	0	118	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.jsbbank.com	
602356																										0	4179	0	0	0	true	0	3672	0	507	0	0	1110	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.epeoples.com	
602543																										337	134	0	0	0	true	337	0	0	134	0	0	4154	4	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.petefishskiles.com	
602842																										0	0	0	0	2	false	0	0	0	0	0	0	130	1	0	0	false	0	2	0	0	0	0	0	0	2	0	0	0	0	2	false	false		
603232																										0	0	0	0	0	false	0	0	0	0	0	0	624	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
603540																										0	125	1250	0	5030	true	0	0	0	125	0	0	2277	1	0	0	false	0	30	0	1250	2500	1250	0	0	30	0	0	0	0	30	true	false	http://www.brcbank.com	
603559																										45	371	1179	0	2895	true	45	0	0	0	0	371	145	0	0	0	true	0	0	0	1179	528	1023	165	0	0	0	0	0	0	0	false	false	http://www.fsbphillipsburg.com	
603755																										0	0	0	0	2000	true	0	0	0	0	0	0	418	1	0	0	false	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	false	false	http://fsbjunction.com	
604024																										0	193	2000	0	2392	true	0	0	0	34	0	159	2687	1	0	0	true	0	0	0	2000	41	351	0	0	0	0	0	0	0	0	true	true	http://minsterbank.com	
604033																										0	47	0	0	0	false	0	0	0	47	0	0	192	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
604547																										0	0	0	0	4774	true	0	0	0	0	0	0	148	0	0	0	true	0	0	0	2750	500	1500	0	0	24	0	0	0	0	24	true	false	http://www.heartlandbanks.com	
604556																										0	4868	0	0	32500	true	0	1280	0	2116	0	1472	294	0	0	0	false	0	0	0	0	4000	0	28500	32500	0	0	0	0	0	0	true	true	www.ravallibank.com	
604640																										0	0	0	0	2000	true	0	0	0	0	0	0	461	1	0	0	false	0	0	0	0	0	2000	0	0	0	0	0	0	14	0	true	false	http://www.watermanbank.org	
605133																										0	7409	0	0	31000	true	0	7303	0	0	0	106	2170	1	0	0	false	0	0	0	21000	10000	0	0	21000	0	0	0	0	0	0	false	false	www.believeinyourbank.com	
605610																										20	0	13500	20	32000	true	0	0	0	0	0	0	0	0	20	0	false	0	0	0	13500	10500	4000	4000	3000	0	0	0	0	0	0	true	false	www.SawyerSavings.com	
605656																										47	6146	0	0	21022	true	47	2400	37	1213	0	2496	185	0	0	0	true	0	0	0	0	0	0	0	0	14500	3000	3522	0	0	21022	true	false	firststateks.com	
606046	56574	62072	203500	32227	502832	true	24347	199743	16	32227	0	true	0	200000	203500	4281	50000	28500	0	200000	0	16457	94	0	0					502832			27414	0	25557	0	9101								0										0		true	true	www.bancorpsouth.com	
606073																										0	249	150	0	9765	false	0	0	0	169	0	80	630	0	0	0	false	0	0	0	150	2128	5487	2000	0	0	0	0	0	0	0	false	false		
606653																										0	4084	6000	0	14000	true	0	0	0	0	0	4084	8214	6	0	0	false	0	0	0	6000	8000	0	0	0	0	0	0	0	0	0	false	false	www.ibyourbank.com	
607146																										0	1131	6500	0	22200	true	0	0	0	0	0	1131	501	1	0	0	false	0	0	0	6500	6300	1700	7700	0	0	0	0	0	0	0	false	false	http://www.centralstatebankia.com	
607333																										1237	2548	0	1237	9000	true	0	1122	0	0	1426	0	7573	1	1237	0	true	0	0	0	6000	3000	0	0	0	0	0	0	0	0	0	true	false	mwbonline.com	
608358																										0	0	0	0	0	true	0	0	0	0	0	0	657	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.garfieldcountybank.com	
608367																										0	0	0	0	0	true	0	0	0	0	0	0	211	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.fsbvan.com	
608451																										0	68	0	0	0	true	0	0	0	68	0	0	168	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.fnbkemp.com	
608844																										89	360	0	0	2500	true	89	63	0	297	0	0	8952	4	0	0	false	0	0	0	2500	0	0	0	0	0	0	0	0	0	0	false	false	www.stbkil.com	
609010																										0	444	0	0	0	true	0	0	0	0	0	444	1642	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.elmerbank.com	
609373																										162	333	24000	162	32000	true	0	0	0	333	0	0	2479	4	201	0	false	0	0	0	24000	8000	0	0	0	0	0	0	0	0	0	true	false	http://WWW.VALLEYSAVINGSBANK.COM	
609467																										184	0	16000	0	27500	true	0	0	0	0	0	0	0	0	0	184	false	0	0	0	16000	9500	2000	0	0	0	0	0	0	0	0	false	false	http://upbnet.com	
609609																										1479	6928	0	1479	0	true	0	0	0	0	0	6928	1490	1	1479	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.bnbbank.com	
609645																										0	0	0	0	0	false	0	0	0	0	0	0	518	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
609832																										997	115	0	0	10000	true	997	0	0	115	0	0	3854	2	0	0	true	0	0	0	2750	3250	4000	0	0	0	0	0	0	0	0	true	false	http://tompkinsstatebank.com	
610128																										2469	133	0	0	0	false	2469	18	0	115	0	0	4652	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	www.bsvnet.com	
610164																										75	4350	12511	0	36050	true	75	2054	0	691	0	1605	10981	3	0	0	false	0	0	0	12511	23053	486	0	0	0	0	0	0	0	0	true	false	www.herringbank.com	
610539																										0	215	0	0	2812	false	0	0	0	0	0	215	1738	4	0	0	false	0	0	0	82	1598	632	500	0	0	0	0	0	0	0	false	false	N/A	
610557																										0	458	0	0	536	true	0	458	0	0	0	0	1821	1	0	0	false	0	0	0	0	124	0	412	0	0	0	0	0	0	0	true	false	www.threeriversbankmontana.com	
610913																										215	100	5	164	708	true	51	0	0	100	0	0	0	0	164	0	false	0	31	0	5	14	90	568	0	31	0	0	0	850	31	false	false	www.fnbgrayson.com	
611031																										11	3197	0	0	13600	true	11	618	0	2161	0	418	2206	2	0	0	false	0	0	0	0	0	0	10000	0	3600	0	0	0	0	0	false	false	http://tpbeatonton.com	
611246																										0	0	500	0	1000	true	0	0	0	0	0	0	956	2	0	0	false	0	0	0	500	500	0	0	0	0	0	0	0	0	0	false	false	http://www.fsbcp.com	
611451																										550	350	500	550	3370	true	0	0	0	130	0	220	4773	1	655	0	true	0	0	0	500	1000	1870	0	0	0	0	0	0	0	0	false	false	www.thirdnationalbank.com	
612159																										46	0	0	0	0	false	46	0	0	0	0	0	1089	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
612346																										0	70	2500	0	10250	true	0	0	0	0	0	70	644	0	0	0	false	0	0	0	2500	2250	1000	4500	0	0	0	0	0	0	0	false	false	http://www.bankiowabanks.com	
612364																										0	0	0	0	2955	false	0	0	0	0	0	0	0	0	0	0	false	0	2955	0	0	0	0	0	0	2955	0	0	0	0	0	false	false	www.firesidebank.com	
612551																										0	839	0	0	10000	true	0	91	0	331	0	417	1213	0	0	0	false	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	true	false	www.prvb.com	
613008																										17260	6491	63049	2165	398636	true	15095	0	0	2396	0	4095	58535	7	2165	0	true	0	2418	0	63049	133750	80514	118905	176000	2418	0	0	0	0	2418	true	true	http://www.rocklandtrust.com	
613156																										33	581	4419	0	7103	true	33	0	0	581	0	0	253	0	0	0	true	0	0	0	4419	0	0	2261	0	423	0	0	0	0	0	true	false	www.fnbmontana.com	
613334																										0	2	0	0	0	true	0	0	0	2	0	0	331	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.fnbgtown.com	
613343																										1931	0	0	0	0	true	1931	0	0	0	0	0	427	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	1322	0	false	false	WWW.CNBIL.COM	
613400																										1162	440	50490	1162	303395	true	0	0	0	440	0	0	23727	7	1162	0	true	0	0	0	50490	85000	67889	100016	0	0	0	0	0	0	0	true	false	http://www.bankatpeoples.com	
613464																										0	4033	7500	0	24000	false	0	806	0	0	605	2622	19	0	0	0	false	0	0	0	7500	3500	13000	0	0	0	0	0	0	0	0	false	false	http://www.goldensecurity.com	
613558																										0	5570	5600	0	81000	true	0	1957	0	1152	0	2461	16742	2	0	0	true	0	0	0	5600	54000	6400	15000	0	0	0	0	0	0	0	true	false	www.montgomerybank.com	
613754																										0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		
613839																										0	5640	0	0	9167	true	0	4891	0	749	0	0	2312	2	0	0	false	0	0	0	0	5500	3500	167	0	0	0	0	0	0	0	false	false	exchangebankshares.com	
613950																										0	193	0	0	0	true	0	60	133	0	0	0	1266	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.1stnb.com	
614256																										310	0	0	0	7478	true	310	0	0	0	0	0	516	1	0	0	false	0	0	0	0	2900	4578	0	600	0	0	0	0	0	0	true	false	http://www.fnbofks.com	
614313																										4994	1748	13000	1714	39869	true	3280	0	0	531	0	1217	2797	2	1714	0	true	0	0	0	18500	10120	11249	0	0	0	0	0	0	0	0	true	false	www.thebank-sbt.com	
614340																										335	2074	2500	220	17500	true	115	994	0	584	95	401	1922	0	220	0	true	0	0	0	2500	5500	500	1000	0	4000	0	4000	0	0	8000	false	false	http://www.csbbank.com	
614368																										0	3045	0	0	0	true	0	2599	0	265	0	181	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.fnbweatherford.com	
614751																										0	95	0	0	1000	true	0	95	0	0	0	0	643	0	0	0	false	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	true	false	www.manhattanbank.com	
614948																										41	0	2127	41	6270	true	0	0	0	0	0	0	208	0	41	0	true	0	26	0	2127	2144	301	1672	0	26	0	0	0	0	26	true	true	http://www.1nbcarlyle.com	
615217																										0	1844	9000	0	29306	true	0	0	0	1844	0	0	12863	2	0	0	false	0	306	0	9000	20000	0	0	0	306	0	0	0	0	306	true	true	http://northsidebankandtrust.com	
615253																										0	0	0	0	0	true	0	0	0	0	0	0	2294	2	0	0	false	6	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	www.fsbmalta.com	
615459																										0	0	0	0	10000	true	0	0	0	0	0	0	6654	3	0	0	false	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	false	false	http://www.mobank.com	
615851																										0	150	57	0	1527	true	0	0	0	150	0	0	156	0	0	0	false	0	0	0	57	0	0	1470	0	0	0	0	0	0	0	true	false	www.fsbwesty.com	
615954																										0	686	7021	0	33193	true	0	150	0	150	0	386	4584	2	0	0	false	0	0	0	7021	6922	5847	13403	0	0	0	0	0	0	0	false	false	http://www.familyofbanks.com	
616036																										1107	253	0	0	306	true	1107	238	0	15	0	0	4288	3	0	0	true	0	0	0	0	0	0	0	0	306	0	0	0	0	306	false	false	www.ayeee.com	
616148																										0	0	1000	0	2965	true	0	0	0	0	0	0	2651	2	0	0	true	0	0	0	1000	1215	750	0	0	0	0	0	0	0	0	true	false	http://WWW.FNBFAIRFIELDIOWA.COM	
616410																										33	5248	0	33	64428	true	0	0	0	5248	0	0	10497	3	33	0	true	0	0	0	4560	42836	13327	3453	0	252	0	0	0	0	0	false	false	http://www.dcbfinancialcorp.com	
616540																										109	48	1000	0	2000	true	109	0	0	28	0	20	420	0	0	0	false	0	0	0	1000	1000	0	0	0	0	0	0	0	583	0	true	false	http://www.securitysavingsbank.com	
616755																										0	0	1000	0	1000	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	false	false	http://www.efirstbank.com	
616849																										0	0	250	0	1850	false	0	0	0	0	0	0	183	0	0	0	false	0	0	0	250	1600	0	0	1500	0	0	0	0	0	0	true	false		
617024																										5434	19031	84000	0	138200	true	5434	3462	0	3765	7498	4306	18414	9	0	0	true	0	1500	0	104000	17700	15000	0	73000	1500	0	0	0	0	1500	true	true	http://www.newbridgebank.com	
617051																										0	0	0	0	3500	true	0	0	0	0	0	0	165	0	0	0	false	0	0	0	3500	0	0	0	0	0	0	0	0	0	0	true	false	http://www.citizensbank-texas.com	
617145																										0	60	2000	0	5803	true	0	0	0	60	0	0	271	0	0	0	false	0	2000	0	2506	1038	28	231	0	2000	0	0	0	0	0	false	false	http://www.citizenshickman.com	
617275																										0	6372	0	0	0	true	0	6372	0	0	0	0	18	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://holladaybank.com	
617341																										0	0	0	0	0	true	0	0	0	0	0	0	326	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://walkerbank.com	
617538																										0	67	0	0	0	true	0	0	0	67	0	0	281	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.glasfordbank.com	
617743																										172	0	0	0	2500	true	172	0	0	0	0	0	1199	1	0	0	true	0	0	0	0	2500	0	0	0	0	0	0	0	0	0	true	true	http://www.fnbfontanelle.com	
618544																										96	129	0	96	3000	true	0	0	0	129	0	0	849	0	96	0	false	0	0	0	0	1000	2000	0	0	0	0	0	0	100	0	false	false	www.exchangestatebank.com	
618647																										0	473	312	0	1022	true	0	56	0	182	235	0	63	0	0	0	false	0	0	0	312	26	28	656	656	0	0	0	0	0	0	true	false	http://www.fnbshen.com	
618740																										1187	0	0	576	25	true	611	0	0	0	0	0	5610	3	576	0	false	0	25	0	0	0	0	0	0	25	0	0	0	0	25	false	false	www.ohiovalleyfg.com	
618807																										13032	6809	40000	11765	610000	true	1267	2436	0	2600	0	1773	567	0	19947	0	true	0	0	0	40000	200000	205000	165000	280000	0	0	0	0	0	0	true	false	http://salemfive.com	
619327																										0	952	0	0	50000	true	0	0	0	290	0	662	5145	3	0	0	false	0	5000	0	10000	5000	20000	10000	35000	5000	0	0	0	0	5000	false	false	http://www.farmersbankva.com	
619457																										0	2	0	0	0	true	0	2	0	0	0	0	1345	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.flintcreekvalleybank.com	
619701																										852	2087	49500	14	158500	true	838	1179	0	388	0	520	5015	3	26	0	true	0	0	0	49500	52500	32500	24000	93500	0	0	0	0	0	0	false	false	http://www.avidiabank.com	
619859																										0	2265	617	0	26117	true	0	20	0	90	0	2155	1401	0	0	0	true	0	0	0	617	6000	6500	13000	0	0	0	0	0	0	0	true	false	www.fcnbanks.com	
620015																										0	449	0	0	0	true	0	449	0	0	0	0	440	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.firstnationalbankjackson.com	
620752																										0	2043	0	0	0	true	0	2043	0	0	0	0	65	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.thehometownbank.com	
620930																										313	1606	0	313	6100	true	0	995	0	508	0	103	556	1	313	0	false	0	0	0	600	4000	1500	0	0	0	0	0	0	0	0	false	false	www.1st-nationalbank.com	
621151																										0	851	0	0	0	true	0	398	0	453	0	0	3	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.fsbbrush.com	
621245																										0	80	0	0	2900	true	0	0	0	0	0	80	503	0	0	0	false	0	0	0	1900	0	1000	0	2900	0	0	0	0	0	0	true	true	http://www.waylandstbank.com	
621357																										0	0	0	0	0	true	0	0	0	0	0	0	1563	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.statebankofdekalb.com	
621375																										8234	8920	0	7466	25000	true	768	897	0	3452	0	4571	7223	2	7466	0	true	0	0	0	5000	20000	0	0	0	0	0	0	0	0	0	true	true	http://www.nwbank.com	
621441																										124	572	0	0	2326	true	124	0	0	497	0	75	4035	2	0	0	false	0	426	0	0	0	0	1900	0	426	0	0	0	0	426	true	true	www.bvnb.com	
621674																										15	0	0	0	0	true	0	0	0	0	0	0	6028	3	0	15	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	http://www.fcb.la	
622037																										0	0	2000	0	2000	false	0	0	0	0	0	0	765	0	0	0	false	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	false	false	www.yourfnbj.com	
622653																										0	0	0	0	0	true	0	0	0	0	0	0	2001	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.ClassicBanking.com	
622756																										1343	0	10000	0	10000	true	1343	0	0	0	0	0	4241	2	0	0	false	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	false	false	http://www.collegiatepeaksbank.com	
622774																										0	36718	0	0	0	true	0	18118	0	2754	0	15846	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	www.cbutah.com	
623052																										0	0	0	0	87	true	0	0	0	0	0	0	0	0	0	0	false	0	87	0	0	0	0	0	0	87	0	0	0	0	0	true	false	www.lamesanb.com	
623445																										13689	9213	36245	4239	200386	true	9450	1452	0	1026	0	6735	10555	4	5158	0	true	0	0	0	36245	43484	45000	75657	0	0	0	0	0	0	0	true	false	http://www.mainsourcebank.com	
623454																										2317	6	0	0	35000	true	2317	0	0	6	0	0	6727	3	0	0	true	0	0	0	15000	0	0	20000	0	0	0	0	0	0	0	false	false	www.thebankandtrust.com	
623548																										0	100	0	0	0	true	0	0	0	100	0	0	583	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	http://www.claycitybanking.com	
624152																										0	1760	300	0	1850	true	0	1760	0	0	0	0	21	0	0	0	false	0	0	0	300	550	1000	0	0	0	0	0	0	0	0	true	false	www.firststatebanksd.com	
624246																										0	919	5187	0	14044	true	0	797	0	122	0	0	3629	4	0	0	true	0	8	0	5187	4583	2441	1825	0	8	0	0	0	0	8	true	true	www.fortmadisonbank.com	
624563																										0	0	0	0	0	false	0	0	0	0	0	0	525	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
624648																										0	0	0	0	0	true	0	0	0	0	0	0	1154	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	www.fsbfostoria.com	
624956																										56	114	0	0	450	true	56	0	0	114	0	0	113	0	0	0	false	0	0	0	68	0	225	157	0	0	0	0	0	0	0	true	false	www.valleybankronan.com	
625056																										0	0	0	0	9	true	0	0	0	0	0	0	129	0	0	0	false	0	0	0	0	0	0	0	0	9	0	0	0	0	0	false	false	http://www.1stsecurityroundup.com	
625065																										0	2133	0	0	0	true	0	1707	0	426	0	0	234	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	citizensbank.net	
625140																										0	147	0	0	35268	true	0	0	0	0	0	147	6776	3	0	0	true	0	0	0	0	0	0	35268	0	0	0	0	0	0	0	true	false	http://www.lcbtrust.com	
625159																										253	856	0	0	0	true	253	0	0	40	0	816	13439	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.ibc.com	
625449																										1133	2000	10270	0	10719	true	1133	2000	0	0	0	0	328	0	0	0	false	0	0	0	10280	209	230	0	0	0	0	0	0	0	0	true	false	http://www.wlsb-ia.com	
625654																										470	4883	0	0	10000	true	470	3737	115	633	0	398	9268	5	0	0	true	0	0	0	0	0	10000	0	10000	0	0	0	0	0	0	true	true	http://www.countryclubbank.com	
625757																										0	0	0	0	0	true	0	0	0	0	0	0	593	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.nsbashland.com	
625850																										0	3592	30000	0	58300	true	0	0	0	3592	0	0	557	0	0	0	false	0	0	0	30000	23300	5000	0	0	0	0	0	0	0	0	true	false	http://www.bankov.com	
625953																										0	208	121	0	528	true	0	0	0	0	0	208	545	0	0	0	false	0	0	0	121	407	0	0	0	0	0	0	0	0	0	false	false	http://www.bankofwinnfield.com	
626101																										788	2147	10000	788	99979	true	0	1917	0	230	0	0	13	0	965	0	true	0	0	0	10000	43909	27848	18222	20000	0	0	0	0	0	0	true	false	www.sbdanbury.com	
626941																										3255	1582	0	156	73	true	3099	405	0	650	0	527	1607	0	244	0	true	0	73	0	0	0	0	0	0	73	0	0	0	0	73	false	false	http://www.gotocsb.com	
627108																										0	306	0	0	0	true	0	0	0	306	0	0	2608	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.capeannsavings.com	
627377																										0	0	1000	0	7200	false	0	0	0	0	0	0	281	0	0	0	false	0	0	0	1000	3600	2600	0	0	0	0	0	0	0	0	true	false		
627407																										0	2004	16000	0	63225	true	0	470	0	848	0	686	3681	2	0	0	true	0	0	0	42000	21000	0	225	0	0	0	0	0	0	0	false	false	www.southbridgesavingsbank.com	
627425																										3232	1196	5000	3232	23000	true	0	0	0	1196	0	0	842	0	4956	0	false	0	0	0	5000	6000	6000	6000	0	0	0	0	0	0	0	true	true	http://www.fsb-wv.com	
627658																										2069	6730	0	0	27000	true	2069	5009	0	1523	0	198	27460	6	0	0	false	0	0	0	0	0	25000	2000	0	0	0	0	0	0	0	true	true	www.abtexas.com	
627854																										0	150	0	0	1323	false	0	0	0	0	0	150	0	0	0	0	false	0	0	0	0	0	0	1323	0	0	0	0	0	0	0	false	false		
628039																										2072	860	0	0	0	true	2072	0	0	324	0	536	1224	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.bankofhazlehurst.com	
628123																										0	41	15000	0	27104	true	0	0	0	41	0	0	4580	1	0	0	false	0	61	0	15000	12000	0	0	0	61	43	0	0	0	104	true	false	http://www.thebankofglenburnie.com	
628178																										0	15875	0	0	20032	true	0	9332	0	4729	0	1814	3881	1	0	0	true	0	0	0	0	20032	0	0	0	0	0	0	0	0	0	false	false	www.heritagebank.com	
628356																										0	1531	0	0	3000	true	0	1531	0	0	0	0	4063	2	0	0	false	0	0	0	0	1000	0	2000	3000	0	0	0	0	0	0	true	false	http://www.sterlingbank.ws	
628552																										0	55	0	0	0	true	0	3	0	52	0	0	2483	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	www.winnsborobank.com	
628730																										0	31185	0	0	0	true	0	31185	0	0	0	0	1706	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.fsnbga.com	
629148																										0	468	2347	0	7678	true	0	20	0	334	0	114	251	0	0	0	false	0	0	0	2347	0	2331	3000	0	0	0	0	0	0	0	false	false	www.bankofcavecity.com	
629353																										0	20	0	0	8500	true	0	0	0	20	0	0	3218	2	0	0	true	0	0	0	0	8500	0	0	0	0	0	0	0	0	0	true	false	flnb.com	
