"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	
3302451												CONF																																																																																																																																																																								1996	0	0	0	13116	32479	0	73	0	5563	27212	0	0	0	0	5714	0	0	0	0	0	0	73	73	488	23504	3837	902	4801	0	0	0.2073	0.5003	0.4939	0	0	0	5641	73	-78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11421	
3303298												CONF																																																																																																																																																																								158505	0	0	0	2769522	15559247	0	76240	0	3542795	15355714	0	0	0	0	920250	0	4551	6308	742277	8586	0	76240	76240	558568	2878767	3368492	214424	6133356	0	0	0.066715	0.105702	0.096945	0	0	0	844010	76240	-14520	13923	1034851	43750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19716	0	0	8706040	
3303476												CONF																																																																																																																																																																								1457	0	0	0	8924	96242	0	980	0	12489	91075	0	0	0	0	13483	0	0	0	19722	0	0	936	936	113	13001	43472	2028	40694	0	0	0.1378	0.1801	0.1676	0	0	0	12547	936	-58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	74847	
3303917												CONF																																																																																																																																																																								748	0	0	0	4472	29125	0	214	0	9014	23184	0	0	0	0	9242	0	0	0	61	0	0	214	214	394	5390	1507	2613	22069	339	0	0.389406	0.385614	0.376685	0	0	0	9028	214	-14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	23967	
3303944												CONF																																																																																																																																																																								555	0	0	1837	296	12207	0	112	0	6555	13227	0	0	0	0	6670	0	0	0	1170	0	0	112	112	53	4619	0	207	7647	0	0	0.4958	0.7285	0.7163	0	0	0	6558	112	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9156	
3303953												CONF																																																																																																																																																																								1199	0	0	0	21968	24687	0	0	0	3947	24461	0	0	0	0	4037	0	0	0	0	0	0	0	0	273	24500	0	66	66	0	0	0.165038	0.812928	0.812928	0	0	0	4037	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4966	
3306280												CONF																																																																																																																																																																								6304	0	0	0	8191	90029	0	731	0	18642	74249	0	0	0	0	19394	0	0	0	0	0	0	731	731	0	25416	0	2955	65346	0	0	0.2514	0.2754	0.265	0	0	0	18663	731	-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70429	
3306299												CONF																																																																																																																																																																								1352	0	0	0	0	24059	0	198	0	12158	22085	0	0	0	0	12356	0	0	0	0	0	0	198	198	217	5750	8440	254	9850	0	0	0.5505	0.8118	0.7988	0	0	0	12158	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15220	
3306598												CONF																																																																																																																																																																								1062	0	0	0	6727	50733	0	505	0	10528	47259	60	0	0	0	11049	0	0	0	0	0	0	505	505	176	8731	7439	1688	34910	0	0	0.223111	0.273571	0.261068	0	0	0	10544	505	-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40388	
3307371												CONF																																																																																																																																																																								4109	0	0	4904	0	27770	0	125	0	8076	22219	0	0	0	0	7673	0	0	0	0	0	0	125	125	5005	13315	3199	1139	6378	0	528	0.348	0.7172	0.7055	0	0	0	7548	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10699	
3307410												CONF																																																																																																																																																																								2928	0	0	0	5475	54531	0	589	0	11133	45357	0	0	0	0	11727	0	0	0	12401	0	0	589	589	1821	13320	2914	1119	37070	0	0	0.2456	0.2474	0.235	0	0	0	11138	589	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47403	
3308145												CONF																																																																																																																																																																								702	0	0	0	0	32417	0	262	0	9725	28499	0	0	0	0	9987	0	0	0	3089	0	0	262	262	108	5059	0	1182	27509	0	0	0.3412	0.3322	0.3235	0	0	0	9725	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30066	
3308314												CONF																																																																																																																																																																								881	0	0	0	4473	23089	0	225	0	11113	21405	0	0	0	0	11306	0	0	0	0	0	0	181	181	73	10979	0	1658	12262	0	0	0.5197	0.7844	0.7718	0	0	0	11125	181	-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	14414	
3308471												CONF																																																																																																																																																																								986	0	0	0	8293	31003	0	217	0	7988	28291	0	0	0	0	8296	0	0	0	736	0	0	217	217	195	12605	2323	1112	16188	0	0	0.2856	0.4066	0.396	0	0	0	8079	217	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20403	
3308529												CONF																																																																																																																																																																								1068	0	0	0	0	24973	0	217	0	6998	19199	0	0	0	0	7215	0	0	0	2088	0	0	217	217	0	4448	3489	442	17251	0	0	0.3645	0.3447	0.3344	0	0	0	6998	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20930	
3308574												CONF																																																																																																																																																																								172	0	0	0	0	18420	0	187	0	5361	17792	0	0	0	0	5528	0	0	0	553	0	0	167	167	49	2775	6602	941	9181	0	0	0.3013	0.415	0.4025	0	0	0	5361	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13319	
3309393												CONF																																																																																																																																																																								1608	0	0	0	3456	21772	0	152	0	8738	20084	0	0	0	0	8931	0	0	0	0	0	0	152	152	1151	7871	1998	1679	10947	0	0	0.4371	0.6606	0.6493	0	0	0	8779	152	-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13520	
3309571												CONF																																																																																																																																																																								1352	0	0	0	21750	133985	0	1219	0	13571	93915	0	0	0	0	14816	0	0	0	9340	0	0	1159	1159	1495	21751	58067	762	53891	0	0	0.1454	0.1612	0.1486	0	0	0	13657	1159	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	91885	
3309768												CONF																																																																																																																																																																								1834	0	0	0	9663	30508	0	119	0	6858	27594	0	0	0	0	6637	0	0	0	2606	0	0	119	119	78	19558	1139	1199	9540	0	385	0.2396	0.434	0.4262	0	0	0	6518	119	-45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15292	
3310287												CONF																																																																																																																																																																								242	0	0	0	3642	4752	0	0	0	4677	4719	0	0	0	0	4690	0	0	0	0	0	0	0	0	0	2745	1159	714	714	0	0	0.9939	2.5448	2.5448	0	0	0	4690	0	-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1843	
3311145												CONF																																																																																																																																																																								2295	0	0	0	0	41192	0	385	0	15935	37186	0	0	0	0	16320	0	0	0	5340	0	0	385	385	226	13176	0	2888	28175	0	0	0.4285	0.4875	0.476	0	0	0	15935	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33480	
3311181												CONF																																																																																																																																																																								418	0	0	0	1964	22561	0	158	0	9040	20313	0	0	0	0	9226	0	0	0	9952	0	0	158	158	916	5607	0	450	16224	0	0	0.4464	0.4125	0.4055	0	0	0	9068	158	-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22365	
3311789												CONF																																																																																																																																																																								4347	0	0	580	0	129495	0	40	0	10877	118440	0	0	0	0	10932	0	0	3250	978	0	0	55	55	1599	3696	108124	288	16116	120000	0	0.0918	0.1497	0.1489	0	0	0	10877	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73031	
3312124												CONF																																																																																																																																																																								401	0	0	0	3466	22765	0	263	0	5507	21426	0	0	0	0	4893	0	0	0	710	0	0	127	127	347	3719	17540	685	685	0	0	0.230654	0.486237	0.473616	0	0	0	4766	127	-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	10063	
3313943												CONF																																																																																																																																																																								45064	0	0	0	0	60111	0	0	0	35636	54247	0	0	0	0	35636	0	0	0	0	0	0	0	0	304	45064	0	14743	14743	0	0	0.6569	1.5001	1.5001	0	0	0	35636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23756	
3314043												CONF																																																																																																																																																																								216	0	0	0	0	6688	0	11	0	4802	5639	0	0	0	0	4813	0	0	0	151	0	0	11	11	42	5090	0	645	1567	0	0	0.851569	1.808719	1.804585	0	0	0	4802	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2661	
3314119												CONF																																																																																																																																																																								1216	0	0	0	0	13877	0	123	0	3453	10946	0	0	0	0	3576	0	0	0	0	0	0	123	123	1198	263	2649	865	9890	165	0	0.3155	0.3174	0.3064	0	0	0	3453	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11268	
3316739												CONF																																																																																																																																																																								515	0	0	0	2985	10110	0	52	0	4696	9176	0	0	0	0	4756	0	0	0	0	0	0	52	52	0	4625	1585	704	3960	0	0	0.5126	0.8376	0.8285	0	0	0	4704	52	-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5678	
3317192												CONF																																																																																																																																																																								411	0	0	0	0	34110	0	237	0	10295	28856	0	0	0	0	10532	0	0	0	3894	0	0	237	237	93	9168	372	2624	24714	0	0	0.3568	0.3672	0.3589	0	0	0	10295	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28681	
3317932												CONF																																																																																																																																																																								3136	0	0	12120	11371	88901	0	546	0	10393	84654	0	0	0	0	11003	0	0	0	0	0	0	546	546	1053	47571	1001	1458	39919	0	0	0.1235	0.2204	0.2094	0	0	0	10457	546	-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49934	
3320576												CONF																																																																																																																																																																								5095	0	0	0	0	19335	0	32	0	7447	17615	0	0	0	0	7479	0	0	0	648	0	0	32	32	60	6465	0	2563	12842	0	0	0.4228	0.5173	0.515	0	0	0	7447	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14459	
3320781												CONF																																																																																																																																																																								1006	0	0	0	0	81048	0	500	0	19813	63478	0	0	0	0	20156	0	0	0	9786	0	0	500	500	111	1636	1804	1037	77840	0	0	0.3104	0.2393	0.2334	0	0	0	19656	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84218	
3322347												CONF																																																																																																																																																																								679	0	0	0	5848	21122	0	162	0	4663	14710	0	0	0	0	4858	0	0	0	0	0	0	162	162	5012	1739	0	1586	14567	0	0	0.3192	0.3257	0.3149	0	0	0	4696	162	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14915	
3322468												CONF																																																																																																																																																																								651	0	0	0	0	18574	0	147	0	8156	14854	0	0	0	0	8127	0	0	0	4243	0	0	147	147	105	3361	454	1014	14801	0	176	0.5437	0.456	0.4478	0	0	0	7980	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17822	
3322561												CONF																																																																																																																																																																								4354	0	0	0	3029	25914	0	155	0	12730	21856	0	0	0	0	12885	0	0	0	1629	0	0	155	155	331	12612	0	734	13126	0	0	0.5824	0.7827	0.7732	0	0	0	12730	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16463	
3324994												CONF																																																																																																																																																																								171	0	0	0	11501	29034	0	172	0	16565	27667	0	0	0	0	16784	0	0	0	6092	0	0	172	172	577	13514	2065	1989	13097	0	0	0.6004	0.8443	0.8357	0	0	0	16612	172	-47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19879	
3325759												CONF																																																																																																																																																																								1119	0	0	16646	2754	65001	0	760	0	31297	48410	0	0	0	0	31898	0	0	0	0	0	0	601	601	1360	20376	0	1696	44025	0	0	0.6465	0.6654	0.6528	0	0	0	31297	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	47941	
3327164												CONF																																																																																																																																																																								10165	0	0	6013	0	45321	0	190	0	19882	42881	0	0	0	0	20071	0	0	0	0	0	0	189	189	90	26387	4604	559	14428	0	0	0.4637	0.9079	0.8994	0	0	0	19882	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22107	
3328376												CONF																																																																																																																																																																								607	0	0	0	3936	20768	0	22	0	14826	14126	0	0	0	0	14848	0	0	0	50	0	0	22	22	0	19394	111	619	1285	0	0	1.0496	2.8417	2.8375	1.0496	2.8375	2.8423	14826	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5225	
3329663												CONF																																																																																																																																																																								5626	0	0	1498	5209	59087	0	456	0	11996	56680	0	0	0	0	12452	0	0	0	600	0	0	456	456	2880	23501	0	2867	33174	0	0	0.2116	0.3251	0.3132	0	0	0	11996	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38299	
3329702												CONF																																																																																																																																																																								1569	0	0	9784	1491	36842	0	150	0	12595	26430	0	0	0	0	12752	0	0	0	2014	0	0	150	150	180	15376	10599	1668	10837	0	0	0.4768	0.6307	0.6233	0	0	0	12602	150	-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20219	
3333594												CONF																																																																																																																																																																								941	0	0	0	0	14023	0	62	0	7638	9916	0	0	0	0	7514	0	0	0	536	0	0	62	62	34	7565	0	1421	6486	0	186	0.7659	0.9089	0.9014	0	0	0	7452	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8267	
3333848												CONF																																																																																																																																																																								472	0	0	3984	0	61686	0	392	0	13987	47236	179	0	0	0	14379	0	0	0	12224	0	0	392	392	1870	24200	1794	4502	34214	139	0	0.2961	0.3119	0.3034	0	0	0	13987	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46099	
3335598												CONF																																																																																																																																																																								284	0	0	0	0	9259	0	38	0	7722	7126	0	0	0	0	7618	0	0	0	615	0	0	38	38	77	6192	612	421	2416	0	142	1.0853	1.7849	1.776	0	0	0	7580	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4268	
3336607												CONF																																																																																																																																																																								4368	0	0	0	0	13452	0	35	0	12456	13271	0	0	0	0	12492	0	0	0	0	0	0	36	36	337	9062	0	524	4089	0	0	0.9386	2.1169	2.1108	0	0	0	12456	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5901	
3337097												CONF																																																																																																																																																																								7760	0	0	1621	24912	122709	0	844	0	20927	94497	0	0	0	0	21813	0	0	0	0	0	0	844	844	7760	50764	0	1753	65085	0	0	0.2219	0.2899	0.2787	0	0	0	20969	844	-42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75238	
3338357												CONF																																																																																																																																																																								2738	0	0	5439	992	26814	0	85	0	10031	23241	0	0	0	0	10127	0	0	0	1137	0	0	94	94	4643	16379	554	528	5326	0	0	0.4317	1.0676	1.0577	0	0	0	10033	94	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9486	
3338656												CONF																																																																																																																																																																								11088	0	0	0	25889	409283	0	1365	0	64774	399077	0	0	0	0	38393	0	0	0	45635	0	0	1365	1365	1984	46025	25439	13373	309453	0	0	0.0997	0.1073	0.1034	0	0	0	37028	1365	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357932	
3338704												CONF																																																																																																																																																																								435	0	0	0	1476	13064	0	73	0	8981	13325	0	0	0	0	8750	0	0	0	0	0	0	73	73	67	7181	0	1034	5904	0	304	0.6664	1.1921	1.1822	0	0	0	8677	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7340	
3338843												CONF																																																																																																																																																																								1088	0	0	5998	0	27115	0	44	0	18456	25731	0	0	0	0	18504	0	0	0	1446	0	0	48	48	155	20156	0	1896	6848	0	0	0.7173	1.5949	1.5908	0	0	0	18456	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11602	
3339046												CONF																																																																																																																																																																								1228	0	0	0	18574	100324	0	766	0	38589	96211	0	0	0	0	39435	0	0	0	14793	0	0	766	766	87	30182	0	1794	70901	0	0	0.4019	0.4676	0.4585	0	0	0	38669	766	-80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84334	
3339925												CONF																																																																																																																																																																								841	0	0	0	4928	22230	0	98	0	6704	16212	0	0	0	0	6815	0	0	0	0	0	0	98	98	111	11235	4580	1111	6415	0	0	0.4143	0.6223	0.6133	0	0	0	6717	98	-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10952	
3340903												CONF																																																																																																																																																																								251	0	0	0	977	36987	0	773	0	16006	27881	0	0	0	0	16297	0	0	0	1250	0	0	286	286	214	18798	519	1636	18234	0	0	0.5743	0.7278	0.715	0	0	0	16011	286	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	22392	
3342671												CONF																																																																																																																																																																								364	0	0	3241	1175	41261	0	283	0	18405	33899	0	0	0	0	18692	0	0	0	6219	0	0	283	283	1560	16184	400	1258	23404	0	0	0.5431	0.6239	0.6145	0	0	0	18409	283	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29960	
3343146												CONF																																																																																																																																																																								604	0	0	0	15019	38247	0	111	0	10733	35682	0	0	0	0	10979	0	0	0	2324	0	0	111	111	261	28654	1293	671	8285	0	0	0.3046	0.6938	0.6868	0	0	0	10868	111	-135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15825	
3344321												CONF																																																																																																																																																																								295	0	0	0	0	32736	0	110	0	9635	20263	0	0	0	0	9745	0	0	0	5585	0	0	110	110	101	20932	180	712	11633	180	0	0.4755	0.5623	0.556	0	0	0	9635	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17330	
3344536												CONF																																																																																																																																																																								8697	0	0	0	0	45028	0	353	0	7158	30240	0	0	0	0	7511	0	0	0	0	0	0	353	353	1953	8771	2015	599	32644	0	0	0.2367	0.2101	0.2003	0	0	0	7158	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35742	
3344611												CONF																																																																																																																																																																								158583	0	0	0	0	12887881	0	228	0	417725	2799495	0	0	0	0	417953	0	0	0	0	0	0	228	228	12450	11751282	1063868	12375	60509	0	0	0.149214	0.14203	0.141953	0	0	0	417725	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2942699	
3345065												CONF																																																																																																																																																																								1917	0	0	0	8925	33061	0	149	0	12576	29322	0	0	0	0	12774	0	0	0	0	0	0	149	149	110	12202	1348	2640	19599	0	0	0.4306	0.5511	0.5447	0	0	0	12625	149	-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23177	
3345168												CONF																																																																																																																																																																								923	0	0	0	23873	80354	0	231	0	28226	69787	0	0	0	0	28545	0	0	750	2989	0	0	231	231	1525	41305	15535	1755	22220	0	0	0.4057	0.7115	0.7058	0	0	0	28314	231	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40119	
3345449												CONF																																																																																																																																																																								0	0	0	0	49094	110875	0	185	0	97481	71737	0	0	0	0	97506	0	0	0	0	-25	0	0	0	54930	18194	4424	1294	33095	0	0	1.359215	2.452303	2.452303	0	0	0	97506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	39761	
3345944												CONF																																																																																																																																																																								2540	0	0	4807	4585	46296	0	229	0	20205	31733	0	0	0	0	20454	0	0	565	3669	0	0	229	229	59	29097	2819	679	14570	0	0	0.6373	0.8552	0.8457	0	0	0	20225	229	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23916	
3346268												CONF																																																																																																																																																																								4836	0	0	491	0	20986	0	178	0	10122	14429	0	0	0	0	10298	0	0	0	449	0	0	176	176	49	6418	4269	430	10428	0	0	0.7015	0.7319	0.7194	0	0	0	10122	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14070	
3346286												CONF																																																																																																																																																																								90	0	0	0	0	15177	0	0	0	10507	14011	0	0	0	0	10507	0	0	0	0	0	0	0	0	90	0	0	133	15087	0	0	0.7499	0.6964	0.6964	0	0	0	10507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15087	
3348468												CONF																																																																																																																																																																								1709	0	0	0	5941	44444	0	375	0	11340	33750	973	0	0	0	11715	0	0	0	5889	0	0	375	375	124	11384	1719	3300	31592	0	0	0.336	0.3094	0.2995	0	0	0	11340	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37869	
3348888												CONF																																																																																																																																																																								11077	0	0	0	937	184236	0	1919	0	32741	145229	0	0	0	0	34669	0	0	0	0	0	0	1919	1919	160	31104	3300	1822	151591	0	0	0.2255	0.2064	0.195	0	0	0	32750	1919	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167965	
3349072												CONF																																																																																																																																																																								10756	0	0	0	0	139461	0	0	0	126761	141612	0	0	0	0	21656	0	0	0	0	0	0	0	0	3820	10756	0	19780	19780	0	0	0.5932	0.9875	0.9875	0	0	0	21656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21931	
3349241												CONF																																																																																																																																																																								721	0	0	0	26995	48963	0	279	0	8891	23302	0	0	0	0	9170	0	0	0	2983	0	0	279	279	80	27636	8114	759	13412	0	0	0.3816	0.3814	0.3698	0	0	0	8891	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24040	
3349429												CONF																																																																																																																																																																								22	0	0	0	998	13552	0	120	0	12277	14359	0	0	0	0	12397	0	0	0	0	0	0	120	120	0	998	0	3411	12674	0	0	0.855	0.9629	0.9536	0	0	0	12277	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12874	
3350546												CONF																																																																																																																																																																								5583	0	0	0	999	35703	0	225	0	10112	32229	0	0	0	0	10338	0	0	0	3214	0	0	225	225	765	12948	4216	1232	18000	0	0	0.3138	0.4253	0.4161	0	0	0	10113	225	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24305	
3350724												CONF																																																																																																																																																																								1293	0	0	0	14478	147902	0	1290	0	41865	112392	0	0	0	0	42107	0	0	0	0	0	0	1290	1290	211	40979	15145	4858	92890	0	1068	0.3667	0.3875	0.3756	0	0	0	40817	1290	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108659	
3350779												CONF																																																																																																																																																																								356	0	0	0	7965	15111	0	48	0	7002	13630	0	0	0	0	7050	0	0	0	0	0	0	48	48	141	9630	0	1138	5388	0	0	0.5137	0.9574	0.9508	0	0	0	7002	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7364	
3351440												CONF																																																																																																																																																																								1540	0	0	0	0	12075	0	2	0	7487	7540	0	0	0	0	7489	0	0	0	0	0	0	2	2	394	11203	0	333	480	0	0	0.993	2.7523	2.7516	0	0	0	7487	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2721	
3351598												CONF																																																																																																																																																																								3424	0	0	0	0	15592	0	12	0	12706	16385	0	0	0	0	12718	0	0	0	0	0	0	12	12	78	10881	1534	1460	3110	0	0	0.7755	2.1011	2.0991	0	0	0	12706	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6053	
3352577												CONF																																																																																																																																																																								403	0	0	0	249	51573	0	460	0	15215	42351	0	0	0	0	15675	0	0	0	0	0	0	460	460	115	9902	3459	1335	38557	0	0	0.3593	0.3709	0.36	0	0	0	15215	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42267	
3353154												CONF																																																																																																																																																																								3890	0	0	0	0	3998	0	0	0	3498	3999	0	0	0	0	3498	0	0	0	0	0	0	0	0	105	3890	0	2	2	0	0	0.8747	4.4846	4.4846	0	0	0	3498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	
