"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADJ447	RIADJ536	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB527	
577137	0	54	227	459	CONF	77	192	89	-215	-447	315	0	0	0	0	0	0	0	0	0	0	false	0	0	0	142	0	0	0	0	0	0	330	520	0	119	0	0	Telecommunication Fees	Transfer Fees	Other Miscellaneous Income	OREO Expenses	Release of Unfunded Committment Reserve	Intercompany Charges										
577230	5	0	14	4	CONF	1	0	0	43	28	26	0	0	0	0	0	0	0	0	0	0	false	13	0	0	0	0	1	67	15	0	0	45	18	6	37	0	0	Miscellaneouse Income			Computer Maintenance & Services	Mileage Expenses	Dues & Subscriptions										
577472	67	0	42	25	CONF	44	0	0	55	54	36	0	0	0	0	0	0	0	0	0	0	false	0	-8	0	75	0	0	190	38	0	74	0	58	117	0	0	0	Adjustment to FV of Mortgage Servicing rights			Courier Expense	Directors Retirement	Insurance Bond Premium									12-31-09 RE was overstated due to an unrecorded loss on the sale of assets	
578116	94	0	68	39	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	51	0	19	42	13	43	247	138	0	106	177	46	71	53	0	0																
578237	6	0	14	28	CONF	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	false	26	0	0	0	6	0	92	21	0	0	61	10	24	16	0	0					MAINTENANCE CONTRACTS											
578255	205	0	0	197	CONF	36	32	139	247	205	105	0	0	0	0	0	0	0	0	0	0	false	145	0	0	180	29	499	102	137	0	0	0	0	170	0	0	0	Exchange Fees	Factoring Fees	Income from Other Real Estate Owned	Business Promotion	Travel	Amortization - Computer Software										
578554	0	0	0	122	CONF	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	false	31	0	0	0	0	0	141	0	0	0	44	0	0	0	0	0				ORE Expense												
578741	0	0	62	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	70	0	0	0	35	0	0	0	0	0																
578862	26	0	22	4	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	5	0	0	49	88	14	0	0	18	0	0	0	0	0																
579140	0	0	0	0	CONF	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	46	0	32	0	0	0	0	0	0	0	0				Software License Fees												
579319	13	0	26	1	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	2	0	5	30	0	11	0	8	24	1	23	6	0	0																
579364	46	0	72	58	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	43	0	22	0	15	135	464	88	0	111	121	0	0	210	0	0																
579636	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	41	0	73	0	28	0	0	35	0	31	0	0	0																
580155	69	0	0	45	CONF	0	0	0	205	309	0	0	0	0	0	0	0	1250	0	0	0	false	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0				REPO Expense	Inter-Company Allocation					Capital Contribution in form of cash						
580548	98	35	0	0	CONF	0	0	0	34	123	38	0	0	0	0	0	0	0	0	0	0	false	39	0	0	102	0	0	151	0	0	69	0	0	0	60	0	0				Education and Training	Deferred Compensation	FRC Ticket Charges										
580726	98	109	154	254	CONF	317	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	false	108	0	39	149	27	40	139	120	90	246	144	102	109	340	0	0	Origination fees			Other outside services												
580847	7	0	25	0	CONF	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	false	15	0	0	0	0	0	102	13	0	0	0	0	0	0	0	0				Other Expenses												
580874	63	0	82	46	CONF	18	27	0	47	57	0	0	0	0	0	0	0	0	0	0	0	false	46	0	0	29	0	62	90	54	0	114	92	59	97	0	0	0	Wire transfer fees	New England Mortgage Insurance Exchange income		Software maintenance contract expense	Vermont State Franchise Tax expense											
581237	7	0	6	0	CONF	0	0	0	67	31	0	0	0	0	0	0	0	0	0	0	0	false	19	0	3	0	3	195	35	14	0	88	7	6	34	38	0	0				Jack Henry Services	Debit Card Expense											
581358	0	0	0	0	CONF	0	0	0	28	40	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0				ATM	Service Agreements											
582177	58	0	62	0	CONF	0	0	0	56	234	0	0	0	0	0	0	0	0	0	0	0	false	42	0	0	57	0	0	212	46	0	0	66	75	0	41	0	0				BANK ACCOUNT CHARGE	REO EXPENSE											
582654	8	0	21	10	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	8	4	4	13	0	0	17	0	5	5	0	0																
582766	0	0	4	8	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0																
582953	88	0	31	76	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	38	0	0	0	0	40	0	48	0	0	53	0	0	0	0	0																
583138	0	0	0	0	CONF	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	49	0	0	0	0	0	59	0	0	39	0	0	0				ONLINE BANKING/BILLPAY												
583268	68	0	28	40	CONF	61	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	false	30	0	3	0	9	22	209	73	0	101	61	8	67	80	0	0	LOAN ORIGINATION & COMMITMENT FEES			PROVISION FOR VALUATION OF ORE												
583352	66	0	78	0	CONF	0	0	0	87	52	78	0	0	0	0	0	0	0	0	0	0	false	76	0	14	0	22	55	124	90	0	233	49	50	118	76	0	0				BUSINESS DEVELOPEMENT	EXAMINATION FEES	SL LENDER ORIGINATION FEES										
583745	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
583754	10	0	23	11	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	3	15	44	11	0	0	18	1	0	8	0	0																
583905	111	0	101	0	CONF	205	0	0	116	92	145	0	0	0	0	0	0	0	0	0	0	false	137	0	0	127	0	0	268	131	0	0	0	122	0	132	0	0	Bank Fees			Donations	Public Relations	Losses on Interest Rate Caps										
584377	0	0	0	0	CONF	173	0	0	306	163	172	0	0	0	0	0	0	0	0	0	0	true	0	0	66	302	101	80	351	278	0	715	0	0	430	367	0	0	Merchant services discount received			Business and occupancy taxes paid	Item processing expenses	Lease servicing expenses								Schedule RI-E, item 2.o., Other real estate owned expenses 335		
584724	166	0	96	0	CONF	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	false	97	0	28	208	28	0	0	139	0	0	95	0	179	237	0	0				Ohio Corporated Franchise Tax												
584920	0	0	0	281	CONF	213	304	205	186	145	0	0	0	0	0	0	0	0	0	0	0	false	0	0	189	0	0	150	2704	189	0	1104	0	0	0	223	0	0	Commissions from Uvest	Commissions on Mortgages	Check cashing (126) and Other services charges & fees(79)	Taxes Other	Contributions											
585235	0	0	48	28	CONF	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	false	28	0	0	0	27	53	218	26	0	0	31	0	0	0	0	0				OCC & FDIC Assessments/Fees												
585749	135	0	0	47	CONF	0	0	0	57	32	0	0	0	0	0	0	0	0	0	0	0	false	33	0	27	56	0	0	89	128	0	195	42	0	43	49	0	0				NETWORK ADMINISTRATION	INSURANCE AND SURETY BONDS											
586027	0	0	0	44	CONF	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	false	30	0	0	147	0	0	174	28	0	0	32	0	0	34	0	0				STATE FRANCHISE TAXES												
586241	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0																
586335	9	0	33	25	CONF	11	0	0	1	229	0	0	0	0	0	0	0	0	0	0	0	false	17	0	0	0	11	8	16	22	0	3	30	0	19	12	0	0	Exchange-Ck Cashing-Ck Sales-Other Inc-Dr Crd Inc			Net Cash Over/Short	Misc Expense											
586858	59	0	0	61	CONF	124	225	0	116	724	70	0	0	0	0	0	0	700	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Finance Charge Income	Service Charge Income		Equipment	Loan Expense	Interest Expense				Capital Injection by Parent Holding Company						
586960	0	0	36	0	CONF	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	105	128	0	0	0	0	0	55	25	0	0				Other Non-Recurring Expenses												
587350	81	60	0	300	CONF	36	256	0	84	581	169	0	0	0	0	0	0	5000	0	0	0	false	85	0	0	0	0	0	136	64	0	93	0	0	0	73	0	0	Rent from Bank Owned Facilities	Other Miscellaneous Income		Other Real Estate	Intercompany Fees/Services	Loan Collection Costs				Capital Contribution from Parent						
587677	127	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	28	0	11	7	353	0	0	0	0	0	0	0	0	0																
587743	0	0	0	33	CONF	0	0	0	29	77	33	0	0	0	0	0	0	0	0	0	0	false	27	0	0	64	0	0	29	0	0	0	0	230	0	0	0	0				Correspondent Charges	OREO/Loan Legal Expense	Insurance										
587752	25	0	0	0	CONF	24	59	62	33	18	27	0	0	0	0	0	0	520	0	0	0	false	17	0	0	0	4	4	71	28	0	0	26	45	4	25	0	0	SBA PENALTY	SBA PACKAGING	SBA SERVICING	SBA BROKER FEES	TRAINING	TRAVEL				CAPITAL INJECTION						
587800	1955	0	0	0	CONF	76	0	0	4111	0	0	0	0	0	0	0	0	0	0	0	0	false	544	0	0	0	174	223	0	631	0	110	0	0	926	518	0	0	Reverse Mortage Fee			Professional Services												
588058	53	0	38	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	43	0	0	0	0	220	144	50	0	0	38	0	108	80	0	0																
588245	0	0	0	91	CONF	19	87	42	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	Loan processing fees	FHLB servicing fees	FHLB agent fees													
588348	13	0	3	25	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	6	0	0	12	23	10	0	10	10	0	19	11	0	0																
588441	100	0	38	54	CONF	65	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	false	47	0	0	89	25	0	49	55	0	273	62	0	113	118	0	0	FNMA Loan Fees			Software expense												
589158	0	0	0	35	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	25	0	0	0	93	0	0	0	0	0	0	0	0																
589439	0	0	0	0	CONF	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0				Outside Services												
589523	95	0	0	0	CONF	79	0	0	74	213	0	0	0	0	0	0	0	0	0	0	0	false	113	0	35	207	40	196	347	143	0	123	79	0	245	88	0	0	CHECK CASHING FEES			SOFTWARE DEPRECIATION	OREO EXPENSE											
589943	261	0	0	0	CONF	669	36	0	67	0	0	0	0	0	0	0	0	0	0	0	0	false	126	0	0	176	0	0	88	121	0	221	64	0	75	171	0	0	LSBFS Real Estate Commission Income	Debit Card Fee Income		Debit Card 1% cash back expense												
590145	2	0	2	0	CONF	0	0	0	14	7	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	2	2	0	4	0	0	5	0	1	0	0	0				OCC Assessment	Bank Service Charges											
590220	206	0	0	139	CONF	245	32	0	1719	254	102	0	0	0	0	0	0	0	0	0	0	true	75	0	0	94	0	0	239	113	0	72	0	71	95	69	0	0	POS INTERCHANGE FEES	LOAN INSURANCE COMMISSION		SUPPORT FEES TO PARENT	MANAGEMENT FEES TO PARENT	CREDIT CARD EXPENSE								FORECLOSED REAL ESTATE EXPENSE $88 ELECTRONIC BANKING $75		
590248	161	0	0	0	CONF	62	52	0	44	0	0	0	0	0	0	0	0	0	0	0	0	false	87	0	0	57	0	0	137	75	0	161	61	0	97	87	0	0	Inter company Deposit / Loan servicing	Inter company Risk / Credit / Audit		Misc loan collection expense												
590640	0	0	66	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	32	0	280	64	0	121	130	0	0	0	0	0																
590855	0	0	0	134	CONF	-1932	258	639	382	387	1290	0	0	0	0	0	0	6825	0	0	0	false	0	0	0	0	0	0	211	0	0	154	82	0	0	0	0	0	Valuation Adj for HFS Loans	In House Atty Fees	Guar Svc Asset Creation  (7a and Other)	Other Outside Svcs	SBA Referral Fees	SBA Liquidation Exp				Capital Injection						
590949	40	13	17	2	CONF	5	6	0	21	47	20	0	0	0	0	0	0	0	0	0	0	false	29	0	0	0	8	50	49	35	0	0	50	0	42	27	0	0	Wire Transfer Fees	Money Order and Other Fees		Telephone Expense	Dues & subscriptions	Service Charge Other Banks										
591209	91	0	66	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	33	382	34	26	9	0	210	38	0	9	0	0	0	0	0	0															FASB 158 Pension Accounting Adjustment	
591320	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	174	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0																
591357	9	0	21	10	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	13	0	1	0	0	3	92	36	0	0	24	0	0	31	0	0																
591366	145	0	75	44	CONF	54	26	0	231	75	0	0	0	0	0	0	0	2750	0	0	0	false	58	0	17	104	13	167	47	65	0	0	57	43	93	34	0	0	Service Release Premiums	Other Operating Revenue		Contract Services	Internet Banking Expense					First Sonora Bancshares Capital Contribution						
591740	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
591825	806	0	0	456	CONF	0	0	0	5086	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	144	498	0	0	1587	0	0	1326	0	531	909	0	0	0				OREO Expense												
591852	92	0	0	0	CONF	0	0	0	55	28	0	0	0	0	0	0	0	0	0	0	0	false	37	0	0	0	0	214	205	30	0	0	0	0	56	47	0	0				Professional Fees	OCC Examination Fees											
591937	314	0	131	144	CONF	1130	0	0	170	94	0	0	0	0	0	0	0	7000	0	0	0	false	0	0	19	0	55	74	380	131	0	264	125	0	145	111	0	0	SETTLEMENT OF LAWSUIT			OTHER REAL ESTATE OWNED	INTERNET BANKING					MOVED EXCESS CASH FROM HOLDING COMPANY TO BANK						
592439	0	0	0	1373	CONF	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	COMMISSIONS TRAVEL DEPARTMENT															
592448	43	0	19	25	CONF	0	0	0	372	317	0	0	0	0	0	0	0	0	0	0	0	false	8	0	2	0	3	0	23	82	0	0	143	94	25	105	0	0				Insurance	Consultant Services											
592550	7	0	25	23	CONF	0	0	0	23	43	0	0	0	0	0	0	0	0	0	0	0	false	19	0	6	51	9	5	24	19	0	64	13	27	17	16	0	0				Credit Card Processing Expenses	Repo/Foreclosure Expenses											
592644	136	0	73	79	CONF	225	0	0	184	401	0	0	0	0	0	0	0	0	0	0	0	false	87	0	0	64	45	38	143	103	0	0	0	0	119	87	0	0	VISA MISC INC			VISA/MC Expense	Misc ORE Expenses											
592859	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
593007	0	0	0	0	CONF	981	125	126	7901	1164	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	718	121	144	0	0	0	0	0	0	0	0	0	0	Debit Card #350512	Portfolio Mgmt fee income #360610	Check Upcharge Income #360602	Corporate Overhead Expense #480817	OREO Writedown Expense #470732											
593052	127	0	171	102	CONF	335	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	93	0	0	0	0	92	150	91	0	0	0	0	0	0	0	0	Other Credit Card Income	Annual Fees														
593249	47	0	77	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	45	0	0	179	28	132	109	71	0	59	38	0	92	0	0	0																
593333	0	0	33	0	CONF	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	Reimbursement of legal fees   real estate taxes paid on problem loan															
593351	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
593753	543	0	0	0	CONF	213	61	111	735	243	162	0	0	0	0	0	0	0	0	0	0	false	0	0	59	0	66	98	222	205	0	467	0	0	0	203	0	0	Standby Letters of Credit	Merchant Fees on CreditCard for Charge Sales	Loan commitment Fees recognized during the commitment period	Management Fees	Contributions	Armored Car Services										
593771	0	0	0	62	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
593865	1357	238	0	813	CONF	0	0	0	90	0	0	0	0	0	0	0	0	15827	0	0	0	false	1186	0	252	430	146	649	632	335	0	646	434	0	1584	755	0	0				RESERVE FOR UNFUNDED COMMITMENTS						CAPITAL CONTRIBUTION						
593940	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0																
593977	4	0	13	4	CONF	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	15	44	5	0	0	11	0	25	2	0	0				insurance												
594433	316	200	265	125	CONF	43	0	0	900	260	205	0	0	0	0	0	0	0	0	0	0	false	240	0	65	171	89	794	331	194	0	0	97	0	154	273	0	0	WIRE TRANSFER FEES			MANAGEMENT FEES	OUTSIDE SERVICES	BILL PAY EXPENSE										
594451	2	0	14	5	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	2	5	41	5	0	0	9	0	3	0	0	0																
594853	257	26	138	99	CONF	0	0	0	259	60	0	0	0	0	0	0	0	0	0	0	0	false	57	0	0	128	0	233	67	110	0	0	114	0	114	86	0	0				Ad Valorem	Unrecorded Liability Expense											
594938	96	0	68	14	CONF	42	9	41	60	0	0	0	0	0	0	0	0	0	0	0	0	false	48	0	0	0	16	11	109	73	0	47	35	6	24	64	0	0	Debit Card Issuance Fees	Exchange	Interest Collected from Non-Accrual Loan in Prior Years	Deferred Compensation Expense												
594947	95	0	157	313	CONF	738	77	268	0	0	0	0	0	0	0	0	0	0	0	0	0	true	111	0	0	177	38	0	746	116	0	51	91	0	0	124	0	0	Income from % owned insurance	Income from Asset Mgr	Income from % owned data processor											In the second quarter, our 49% minority owned data processor recorded a stock option exercise which resulted in an increase to equity due to the stock option accounting rules		
595038	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
595337	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-22	0	false	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0												Allowance for DDA losses				
595430	129	0	51	91	CONF	0	0	0	23	210	0	0	0	0	0	0	0	0	0	0	0	false	57	0	28	260	62	407	1368	82	0	49	37	0	0	39	0	0				Card Expenses	FIFC Expenses											
595449	4	0	18	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	0	0	0	133	15	0	0	15	0	0	0	0	0																
595869	1716	460	0	2518	CONF	1722	2027	-7660	3183	4225	2984	0	0	0	0	0	0	94000	0	0	0	false	0	0	0	0	1085	0	1570	0	0	0	0	1604	0	646	0	0	Wire transfer fees	L/C commissions	Interest Rate Swap -net loss	OREO expenses	Operating expenses -Low Income Housing	Write-down on loan held for sale				Additional capital contribution from parent holding company						
595944	11	0	10	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	5	1	2	31	8	0	0	9	0	0	0	0	0																
595953	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0																
596062	167	10	174	35	CONF	50	24	0	33	51	31	0	0	0	0	0	0	0	0	0	0	false	88	0	51	88	26	396	25	92	0	0	20	0	250	83	0	0	R/E PROCESSING FEES	MORT LOAN ORG FEES		LOAN COLLECTION & REPO	COMPTROLLER OF THE CURRENCY	DELIVERY SERVICE										
596156	55	33	49	24	CONF	14	37	5	59	33	45	0	0	0	0	0	0	0	0	0	0	false	39	0	20	0	18	20	200	38	0	88	42	28	55	52	0	0	MORTGAGE FEES	WIRE TRANSFER FEES	PENALTY CDS	SOFTWARE LICENSE	CORRESPONDANT FEES	FRANCHISE TAX										
596455	58	0	20	28	CONF	-48	0	0	47	29	36	0	0	0	0	0	0	0	0	0	0	false	40	0	3	0	11	85	152	68	0	0	13	1	0	65	0	0	OTHER REAL ESTATE GAINS LOSS			SERVICE BUREAU FEES	LOANS AND COLLECTIONS	TRAVEL AND ENTERTAINMENT										
596642	0	0	28	0	CONF	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	32	0	0	0	0	0	40	0	0				OREO Expense												
596848	595	0	0	300	CONF	247	156	0	222	231	187	0	0	0	0	0	0	0	0	0	0	false	0	0	0	147	0	0	687	204	0	802	0	0	751	229	0	0	Fees on Mortgage Loans Sold	Debit Card Transaction Fees		Repossession Expense	Expense of Trust Service Referrals	Community Support/Contributions										
596978	68	0	30	0	CONF	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	false	39	0	0	95	0	0	135	0	0	26	41	0	0	28	0	0				Item processing												
597041	30	0	0	38	CONF	0	0	0	0	0	0	0	0	0	0	0	0	1325	0	0	0	false	0	0	0	0	0	0	0	24	0	0	0	0	0	20	0	0										Additional Paid In Capital						
597256	2	0	0	0	CONF	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0				auto   Travel	correspondent fees											
597313	48	0	94	216	CONF	0	0	0	35	29	0	0	0	0	0	0	0	4442	0	0	0	false	66	0	0	75	7	304	169	83	0	18	62	0	136	63	0	0				BOLI Expense	Travel					Capital Contribution						
597452	0	0	35	39	CONF	0	0	0	41	29	30	0	0	0	0	0	0	0	0	0	0	false	61	0	0	0	0	97	117	52	0	0	60	0	54	34	0	0				Internet related expenses	Employee and Officer Travel	Advalorem tax										
597546	120	0	50	15	CONF	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	false	29	0	0	75	0	13	237	40	0	66	42	0	57	46	0	0				CDARS FEES												
597555	0	0	0	0	CONF	528	0	0	433	95	89	0	0	0	0	0	0	0	0	0	0	false	0	0	34	0	47	29	662	73	0	179	0	0	0	72	0	0	Trust Referral Fees			Management Fees	Other Tax Expense	Bank Examination Fees										
597658	0	0	55	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	54	25	0	0	0	0	0	0	0	0																
597751	126	0	0	153	CONF	149	37	0	57	79	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	485	72	0	0	143	92	0	62	0	0	Loan Fees	Late Charges		Insurance	Other Foreclosed Asset Expense											
598002	77	0	64	0	CONF	125	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	false	94	0	0	0	0	0	163	126	0	365	79	0	240	0	0	0	Charter Holdings Earnings			Internet Bill Payment												
598048	0	0	0	0	CONF	93	27	0	142	42	50	0	0	0	0	0	0	0	0	0	0	false	70	0	0	0	0	0	305	45	0	0	0	117	0	0	0	0	Checkcard Fee Income	Merchant servicing fees		ORE & repo property expense and Problem loans foreclosure & repo expense	Compltrollers assessment	Checkcard processing expense										
598132	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0																
598534	446	0	0	449	CONF	435	759	2139	1179	410	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	656	0	75	0	0	0	0	0	1142	0	546	0	0	Loan Proc Fee - Earned	Check CD Interchange Fee	Mortgage Origination Fee Income	Misc Other Operating	Other Insurance Expense											
598543	0	0	0	0	CONF	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	Debit Card Income															
598646	1	0	24	15	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	0	16	4	130	23	0	0	0	0	0	0	0	0																
598954	15	185	48	188	CONF	43	30	0	399	186	51	0	0	0	0	0	0	3000	0	0	0	false	65	0	10	0	23	51	389	73	0	21	80	0	0	21	0	0	Debit Card Fees	Credit Card, Traveler Checks and Wire Transfer Fees		Other Real Estate Expenses	Expenses on Non-Accrual Assets	Service Charges on Correspondent Accounts				Capital infusion from bank holding company.						
599643	20	0	30	17	CONF	31	17	0	551	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	1	37	10	4	33	22	0	19	28	13	23	17	0	0	Legacy Investments(FInancial Services Center)	Misc. Service Charges		Misc. Expenses												
599755	9	0	9	4	CONF	1	1	0	22	11	10	0	0	0	0	0	0	0	0	0	0	false	13	0	5	0	2	6	56	9	0	0	5	0	0	12	0	0	INSURANCE DIVIDEND	i PAY INCOME		DUES AND SUBSCRIPTIONS	CORRESPONDENT BANK SERVICE CHARGES	PRIOR YEAR STUDENT LOAN EXPENSES										
599764	987	1099	0	0	CONF	0	0	0	929	2193	2037	0	0	0	0	0	0	0	0	0	0	false	0	0	139	445	0	316	0	412	0	2336	0	795	988	934	0	0				LOANS AND COLLECTION EXPENSE	ORE EXPENSE	PREPAYMENT FEE - FHLB										
600129	0	0	0	0	CONF	0	0	0	148	44	43	0	0	0	0	0	0	0	0	0	0	false	78	0	26	52	29	131	0	82	0	0	138	57	0	111	0	0				Service expense	Miscellaneous expense	Comptroller assessment										
600419	185	0	0	0	CONF	278	0	0	192	195	0	0	0	0	0	0	0	0	0	0	0	false	94	0	38	196	0	113	680	97	0	0	92	142	0	93	0	0	Fees on loans sold			State Taxes	Writedown on OREO											
600651	39	0	75	0	CONF	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	32	0	0	0	0	38	0	0	0				travel and entertainment expenses												
601032	10	0	14	7	CONF	2	0	0	5	4	4	0	0	0	0	0	0	0	0	0	0	true	5	0	0	22	1	0	0	6	0	0	7	0	0	3	0	0	Miscellaneous			Other Bank Insurance	Other Real Estate Expenses	Correspondent Bank Fees								The Bank continues to experience some loss carry-forwards for income tax purposes and we have estimated that we will not have to pay any cash income taxes for 2010.  Therefore no income tax expenses have been recognized on this call report.		
601041	19	0	11	16	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	18	0	0	0	5	0	70	25	0	0	0	0	0	0	0	0																
