"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD4635	RIAD4815	RIADB522	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	LOSSES CHARGED TO RESERVE	CHG IN ALLOW FOR LN&LS LOSS/ADJUSTMT	BEGIN BALANCE (MOST RECENT) IN ALLL	
102342	735	0	1	1	0	735	
102539	310	35	1	6	0	280	
102557	371	200	0	0	0	171	
103134	784	0	6	1	0	779	
103255	3080	0	172	181	0	3089	
103536	2689	20	83	15	0	2601	
103554	219	15	1	86	0	289	
103563	111	5	0	0	0	106	
103602	381	19	27	13	0	348	
103862	286203	35746	16114	58377	0	292720	
104038	2581	144	6	108	0	2539	
104056	447	5	0	2	0	444	
104234	593	15	12	60	0	626	
104430	1482	60	19	15	0	1418	
104542	113	6	9	44	0	142	
104663	737	15	3	0	0	719	
105026	906	30	39	64	50	851	
105044	103	0	5	3	0	101	
105053	526	17	4	15	0	520	
105071	1129	110	17	79	0	1081	
105222	1104	150	10	45	0	989	
105530	766	0	3	2	-19	784	
105549	6160	1466	57	848	18	5467	
105633	863	15	3	0	0	845	
105950	2987	150	37	163	0	2963	
106359	3762	250	261	418	0	3669	
106377	2147	150	0	0	0	1997	
106452	1521	50	11	68	0	1528	
106519	305	18	1	15	0	301	
106546	615	75	18	61	0	583	
106555	108	0	0	0	0	108	
106658	654	35	35	35	0	619	
107057	193	0	0	0	0	193	
107141	468	30	5	0	0	433	
107150	231	0	1	6	0	236	
107226	424	0	0	0	0	424	
107244	6740	354	43	263	0	6606	
107431	963	75	11	70	0	947	
107459	64	0	0	0	0	64	
107758	495	0	1	21	0	515	
108157	2031	130	20	435	0	2316	
108250	1241	73	0	15	0	1183	
108269	585	15	18	11	0	563	
108522	2169	30	0	0	0	2139	
108652	106	2	0	0	0	104	
108746	114	0	3	11	0	122	
108951	705	23	4	6	0	684	
109136	1801	90	14	65	0	1762	
109154	221	3	0	0	0	218	
109453	263	0	0	6	0	269	
109574	451	3	2	0	0	446	
109659	512	61	9	53	0	495	
109855	383	5	0	0	0	378	
110057	776	100	30	3	0	649	
110066	34	3	0	4	0	35	
110356	120	4	0	0	0	116	
110404	317	30	0	1	0	288	
110413	2083	119	16	81	0	2029	
110655	224	0	1	5	0	228	
110758	3401	1578	206	3025	0	4642	
110936	759	420	0	120	0	459	
110945	717	0	4	2	0	715	
111157	191	0	0	0	0	191	
111205	2494	0	19	0	0	2475	
111559	295	15	11	29	0	298	
111661	512	10	5	11	0	508	
111942	893	60	0	0	0	833	
111951	190	18	0	0	0	172	
111979	1485	60	2	32	0	1455	
112163	2799	155	146	80	0	2578	
112332	477	0	56	60	0	481	
112444	1355	30	11	18	0	1332	
112510	170	25	1	0	0	144	
112556	310	35	9	0	0	266	
112837	180778	18000	5690	21042	-123	178253	
112855	24145	7360	993	7751	-2954	26497	
112976	317	0	0	0	0	317	
113003	2157	0	0	0	0	2157	
113030	1003	75	44	19	0	903	
113151	2153	45	32	4	0	2080	
113441	3386	75	7	15	0	3319	
113601	1459	158	0	0	0	1301	
113740	4298	30	15	49	0	4302	
113759	453	50	0	45	0	448	
113937	988	105	10	81	0	954	
114149	840	45	7	0	0	788	
114158	2033	0	72	10	0	1971	
114251	325	-2	2	0	0	325	
114260	7900	241	192	233	0	7700	
114457	575	104	24	78	0	525	
114644	307	0	0	1	0	308	
114756	297	18	0	0	0	279	
114774	81	0	0	0	0	81	
114840	2090	0	131	98	0	2057	
114859	340	0	0	0	0	340	
115100	1078	0	4	0	0	1074	
115146	680	0	72	0	0	608	
115155	371	15	8	16	0	364	
115221	1616	110	67	12	0	1451	
115342	1299	75	1	44	0	1267	
115575	847	30	0	2	0	819	
115641	9407	150	132	550	0	9675	
116077	800	22	3	0	0	775	
116358	283	6	2	0	0	275	
116554	72	4	0	0	0	68	
116639	449	5	10	6	0	440	
116732	426	40	9	28	0	405	
116741	392	15	0	4	0	381	
117038	398	0	74	7	0	331	
117216	2393	75	35	41	0	2324	
117458	1016	90	17	26	0	935	
117672	281	0	0	7	0	288	
117841	910	19	0	16	0	907	
118156	718	138	9	186	0	757	
118174	1185	9	2	2	0	1176	
118352	160	0	21	0	0	139	
118660	1219	37	0	0	0	1182	
118736	1199	25	317	348	0	1205	
119153	955	30	8	8	0	925	
119274	752	75	2	186	0	861	
119331	1389	0	113	17	0	1293	
119528	1484	46	11	33	0	1460	
119779	1995	270	0	6	0	1731	
120542	1167	0	2	7	211	961	
120609	1695	45	0	2	0	1652	
120636	3761	0	109	20	0	3672	
120654	57	0	0	0	0	57	
120953	1961	0	10	40	0	1991	
121576	1103	75	21	31	0	1038	
121642	9004	800	71	867	0	9000	
121651	719	0	387	56	0	388	
121709	1436084	381680	28886	350144	0	1375662	
121857	279	0	2	1	0	278	
121914	811	60	16	77	0	812	
122153	541	0	39	48	0	550	
122546	172	15	2	1	0	156	
122630	148	19	5	56	0	180	
122658	1348	-15	14	23	0	1372	
122751	194	0	3	1	0	192	
122854	835	105	6	44	0	768	
123178	1250	250	0	0	0	1000	
123440	316	10	2	13	0	317	
123646	5856	225	116	148	0	5663	
124344	1767	14	148	253	0	1858	
124353	165	2	0	0	0	163	
124513	4012	120	1	31	0	3922	
124773	143	3	0	7	0	147	
124830	556	0	2	71	0	625	
125154	944	120	24	186	0	986	
125453	912	26	16	118	0	988	
125538	1207	15	0	0	0	1192	
125855	1166	100	78	207	52	1143	
125958	125	0	1	0	0	124	
126012	1156	30	6	49	0	1169	
126049	660	51	19	4	0	594	
126254	558	9	12	10	0	547	
126553	1028	75	1	1	0	953	
126740	1290	45	14	75	0	1306	
126834	2205	180	95	486	0	2416	
126955	673	8	2	36	0	699	
127055	520	7	1	24	0	536	
127224	884	15	2	10	0	877	
127260	16198	0	130	13	0	16081	
127701	391	0	7	0	0	384	
128164	718	85	3	1	0	631	
128258	245	0	0	1	0	246	
128511	1473	0	0	2627	0	4100	
128904	52446	1710	699	1034	0	51071	
128959	727	9	9	27	0	736	
129349	857	15	4	28	0	866	
129358	102	0	0	0	0	102	
129394	3721	1525	43	816	0	2969	
129479	1361	50	1	0	0	1310	
129732	2589	150	2	0	0	2437	
129853	1600	32	34	66	0	1600	
129910	1083	49	17	17	0	1034	
130345	2343	90	1	15	0	2267	
130541	5032	352	34	132	0	4778	
130635	3122	195	23	19	0	2923	
130813	955	30	83	120	0	962	
130943	12897	1350	235	1172	-44	12528	
131034	848	29	0	1	0	820	
131155	741	45	11	64	0	749	
131351	1831	100	0	2	0	1733	
131360	22417	250	0	0	0	22167	
131418	2296	90	97	155	0	2264	
131436	1729	15	9	15	0	1720	
131520	2208	45	0	11	0	2174	
131650	3579	0	3	28	304	3300	
131717	234	15	2	8	0	225	
131753	380	18	6	0	0	356	
131940	163	6	0	0	0	157	
132107	2841	225	25	251	0	2842	
132152	285	30	0	27	0	282	
132219	415	21	1	1	0	394	
132376	114	20	0	1	0	95	
132415	31848	3624	51	0	0	28173	
132442	656	15	10	2	0	633	
132451	577	12	1	0	0	564	
132554	9217	800	71	1108	0	9454	
132741	2442	1440	42	582	0	1542	
132778	144	6	11	17	0	144	
132853	1281	80	5	1	0	1197	
132938	777	30	17	98	0	828	
133243	17	0	0	0	0	17	
133270	5893	450	102	498	0	5839	
133850	3919	574	87	505	0	3763	
133971	1780	0	5	0	0	1775	
134156	497	15	2	9	0	489	
134400	2966	75	4	2	0	2889	
134437	2469	180	14	39	0	2314	
134455	459	15	8	8	0	444	
134848	788	0	1	0	0	787	
135359	53	0	1	1	0	53	
135751	283	0	4	0	0	279	
135836	631	30	0	75	0	676	
135854	210	0	1	0	0	209	
136048	328	0	3	1	0	326	
136338	699	34	6	17	0	676	
136459	272	0	0	0	0	272	
136655	440	0	3	4	0	441	
137120	453	485	1	314	0	281	
137205	5000	322	75	247	0	4850	
137447	1421	0	6	14	0	1429	
137456	345	3	0	1	0	343	
137559	632	85	1	10	0	556	
137643	489	57	7	47	0	472	
137652	590	23	8	4	0	563	
137821	592	0	19	16	0	589	
137915	32197	1250	19	42	0	30970	
138051	142	0	17	0	0	125	
138136	1574	60	23	76	0	1567	
138163	929	30	1	3	0	901	
138211	5592	180	54	193	1857	3694	
138257	729	0	97	11	0	643	
138350	282	0	5	0	0	277	
138510	9885	397	195	530	0	9823	
138556	354	24	1	1	0	330	
138725	99	0	4	11	0	106	
138752	149	0	0	0	0	149	
138930	648	8	10	16	0	646	
139133	716	10	8	66	0	764	
139432	261	0	1	7	0	267	
139478	2038	0	0	0	0	2038	
139544	403	6	0	6	0	403	
139553	1088	14	6	53	-12	1133	
139656	243	20	2	32	0	253	
139740	4101	193	14	300	0	4194	
139834	348	5	46	13	0	310	
139843	2670	150	4	177	0	2693	
139852	438	240	6	321	0	513	
139900	12506	973	206	191	0	11518	
139955	278	12	0	1	0	267	
140018	7774	499	213	346	0	7408	
140157	913	30	30	11	0	864	
140362	2505	45	10	0	-104	2554	
140513	1921	0	0	0	-212	2133	
140634	281	0	4	3	0	280	
141211	735	12	0	0	0	723	
141341	913	45	5	14	0	877	
141350	139	0	1	0	0	138	
141453	141	0	0	2	0	143	
141556	10280	1300	240	717	0	9457	
141734	7498	450	91	362	579	6740	
141958	447	70	8	75	0	444	
142049	721	40	10	116	0	787	
142656	900	75	12	69	0	882	
142955	2016	351	35	87	0	1717	
143000	11936	546	314	1343	0	12419	
143158	242	15	8	0	0	219	
143653	274	9	5	0	0	260	
143662	7298	260	34	92	0	7096	
143859	572	8	130	122	0	556	
143952	812	0	7	0	0	805	
144034	1220	88	8	26	0	1150	
144043	2432	150	44	123	0	2361	
144052	1275	30	14	31	0	1262	
144155	1520	60	13	20	0	1467	
144436	383	0	17	27	0	393	
144856	1190	39	4	19	0	1166	
144913	439	0	3	4	0	440	
144959	405	20	3	15	0	397	
144968	3170	132	0	2	0	3040	
145059	337	3	0	0	0	334	
145255	347	0	5	0	0	342	
145545	595	30	18	35	0	582	
145554	701	125	1	91	0	666	
145657	699	100	212	390	0	777	
145741	847	3	2	3	0	845	
145750	647	45	2	18	0	618	
145835	749	0	0	0	0	749	
145844	575	0	0	0	0	575	
145956	354	40	7	300	0	607	
146056	153	0	1	3	0	155	
146243	400	18	0	0	0	382	
146458	320	7	20	0	0	293	
146533	121	15	18	12	0	100	
146618	506	30	94	354	0	736	
146654	708	0	64	106	0	750	
146663	6926	150	29	46	0	6793	
146850	248	0	71	0	0	177	
147053	318	35	0	30	0	313	
147633	289	45	12	0	0	232	
147651	652	35	5	29	0	641	
147679	580	15	0	0	0	565	
147839	3125	225	15	14	-8	2907	
147857	727	40	1	5	0	691	
147914	974	30	30	34	0	948	
147923	605	0	0	0	0	605	
148144	276	0	0	0	0	276	
148238	1062	213	18	258	0	1089	
148340	445	30	0	0	0	415	
148528	10169	465	59	505	0	10150	
148555	352	0	0	0	0	352	
148715	2757	583	97	208	0	2285	
148809	947	22	0	0	0	925	
148920	177	0	0	2	0	179	
149150	533	15	3	0	0	515	
149235	1810	180	8	236	0	1858	
149253	1066	300	32	549	0	1283	
149271	767	7	0	0	0	760	
149945	295	0	0	0	0	295	
150035	5344	255	54	287	0	5322	
150044	2290	180	18	112	0	2204	
150071	22751	400	65	253	632	21907	
150156	123	0	0	12	0	135	
150334	131	21	2	30	0	138	
150352	217	6	1	0	0	210	
150576	4603	140	5	63	0	4521	
150727	588	0	11	30	0	607	
150754	582	25	13	22	0	566	
151331	3032	150	5	7	0	2884	
151546	707	15	7	1	0	686	
151555	396	30	2	0	0	364	
151751	1935	125	2	31	0	1839	
151818	3344	180	29	150	0	3285	
151957	583	15	1	0	0	567	
152048	367	4	15	1	0	349	
152057	710	45	3	39	0	701	
152235	1394	30	6	25	1	1382	
152253	723	21	2	5	0	705	
152431	203	7	0	30	0	226	
152440	524	134	19	151	0	522	
152673	497	13	0	180	0	664	
152712	2811	30	44	50	0	2787	
152851	210	80	0	80	0	210	
153054	2150	45	20	76	0	2161	
153353	1628	140	135	265	0	1618	
153652	150	10	2	12	0	150	
154154	755	0	26	14	0	743	
154220	982	18	0	22	0	986	
154257	80	18	3	4	0	63	
154770	3093	70	139	18	0	2902	
155049	118	0	1	0	0	117	
155245	1139	50	23	74	0	1140	
155263	2769	225	8	148	0	2684	
155441	554	24	3	6	0	533	
155517	413	9	0	0	0	404	
155759	156	0	1	0	0	155	
156055	257	23	1	12	0	245	
156457	118	0	0	0	0	118	
156635	187	135	27	160	0	185	
156877	638	15	0	0	0	623	
156916	11299	925	43	603	0	10934	
156952	563	103	20	163	0	603	
157155	405	34	3	29	0	397	
157379	372	6	0	0	0	366	
157605	13158	250	142	10	0	12776	
157650	172	13	2	0	0	157	
157744	590	60	11	24	0	543	
157838	4408	299	159	522	0	4472	
157856	42	3	0	8	0	47	
157904	2813	100	0	51	0	2764	
158554	112	3	0	1	0	110	
158741	526	4	0	4	0	526	
158750	331	0	31	74	0	374	
158947	756	45	0	7	0	718	
158974	489	0	0	0	0	489	
159243	211	38	5	2	0	170	
159476	489	12	0	0	0	477	
159627	350	30	9	49	0	360	
159636	3973	331	65	113	0	3690	
159645	319	3	0	0	0	316	
159953	1077	0	8	18	0	1087	
160333	1368	418	75	680	0	1555	
160360	1011	0	2	9	0	1018	
160454	229	14	1	8	0	222	
160557	223	0	0	0	0	223	
160614	0	0	0	0	0	0	
160650	1251	75	1	1	0	1176	
160959	3123	165	19	54	0	2993	
161022	7772	412	131	537	0	7766	
161031	122	0	2	13	0	133	
161107	1853	0	3	63	0	1913	
161273	2227	0	39	7	0	2195	
161415	203000	7000	0	23000	0	219000	
161433	912	30	6	107	0	983	
161527	5473	89	72	247	0	5559	
161602	4905	438	104	349	0	4712	
162337	1883	191	64	229	0	1857	
162878	179	0	0	0	0	179	
163343	572	15	6	8	0	559	
163370	732	1	2	0	0	729	
163549	2629	165	1	2	0	2465	
163745	1520	105	13	56	0	1458	
163857	607	0	30	46	0	623	
163923	5547	73	69	201	0	5606	
164032	1417	35	1	45	0	1426	
164153	507	25	0	108	0	590	
164331	737	30	5	0	0	702	
164377	511	52	1	58	6	510	
164742	115	9	0	0	0	106	
164854	1180	22	11	7	0	1154	
164957	424	240	0	437	0	621	
164975	236	0	0	0	0	236	
165039	1055	12	25	39	0	1057	
165356	169	0	0	0	0	169	
165628	14313	860	257	1292	0	14488	
165758	323	13	0	0	0	310	
165806	3072	113	4	64	0	3019	
166072	829	77	14	49	0	787	
166111	892	31	11	32	0	882	
166531	775	0	23	32	0	784	
166652	2736	90	4	17	0	2659	
166737	1486	15	0	30	0	1501	
166803	10140	-113	113	354	0	10494	
166849	339	0	2	0	0	337	
167060	3346	75	2	63	0	3332	
167257	2296	165	47	244	0	2328	
167453	510	24	1	8	0	493	
167556	331	30	1	7	0	307	
167565	0	0	0	0	0	0	
167752	130	3	1	0	0	126	
167855	676	0	13	0	0	663	
167864	1390	0	5	18	0	1403	
168320	1716	15	0	8	0	1709	
168357	52	2	0	0	0	50	
168366	267	15	11	16	0	257	
168441	991	0	80	5	0	916	
168571	296	7	3	15	0	301	
168731	1693	85	3	24	0	1629	
168759	563	15	5	0	0	543	
169073	2088	34	1	37	0	2090	
169233	643	30	18	45	0	640	
169251	119	0	0	0	-31	150	
169327	944	15	3	1	0	927	
169354	2301	0	200	5	0	2106	
169569	959	50	16	0	0	893	
169653	41318	3300	1091	6735	0	43662	
169756	1439	212	71	394	0	1550	
169859	106	0	20	0	0	86	
169952	784	43	5	13	0	749	
170051	6048	0	171	29	0	5906	
170257	212	0	0	4	0	216	
170332	583	27	4	0	0	552	
170640	148	0	16	1	0	133	
170716	46490	4896	1762	9383	0	49215	
170912	655	34	1	25	0	645	
170976	189	0	0	0	0	189	
171133	4091	440	40	99	0	3710	
171227	3481	225	8	117	0	3365	
171348	1435	45	6	5	0	1389	
171656	446	45	26	56	0	431	
171759	244	3	1	4	0	244	
171768	368	18	12	27	0	365	
171852	278	9	1	6	0	274	
172000	2244	101	5	46	0	2184	
172158	284	7	0	0	0	277	
172251	191	4	1	0	0	186	
172354	360	30	15	64	0	379	
172363	5398	219	6	72	0	5245	
172457	1289	180	8	131	0	1232	
172747	1968	75	2	550	0	2441	
172804	3018	180	12	48	0	2874	
172840	910	216	7	13	0	700	
172859	240	30	1	30	0	239	
173306	1076	30	3	7	0	1050	
173333	1928789	192169	46671	232543	703569	1218923	
173342	518	30	3	0	0	485	
173454	1419	8	3	8	0	1416	
173548	357	4	3	12	0	362	
173557	1694	50	5	14	0	1653	
173575	1096	98	0	0	0	998	
173641	1093	0	1	4	0	1096	
173717	1925	154	22	102	0	1851	
173801	8243	200	3	19	0	8059	
173838	1623	60	23	58	0	1598	
173959	185	0	3	0	0	182	
174321	125	0	0	0	0	125	
174367	581	15	12	23	-1	578	
174406	476	33	3	2	28	414	
174451	882	90	33	88	0	847	
174648	365	15	0	0	0	350	
175056	533	0	5	5	0	533	
175140	1342	22	4	2	0	1318	
175458	110	4	1	1	0	106	
175560	2242	19	6	9	0	2226	
175609	1260	30	2	0	0	1228	
175672	1075	2	18	0	0	1055	
176053	382	0	1	0	0	381	
176101	1445	55	7	50	0	1433	
176240	763	60	30	24	0	697	
176325	337	30	7	5	0	305	
176437	531	60	6	32	0	497	
176464	2017	150	74	147	0	1940	
176642	564	12	1	0	0	551	
177078	2035	45	10	24	376	1628	
177135	159	3	0	0	0	156	
177443	670	15	109	1	0	547	
177500	258	20	4	2	0	236	
177546	299	10	0	0	0	289	
177555	114	0	0	0	0	114	
177742	388	11	2	1	0	376	
177751	2780	0	4	0	0	2776	
177920	2049	39	6	33	0	2037	
177948	6538	42	102	125	0	6519	
177957	647	0	3	17	0	661	
178020	128505	5328	3506	8834	0	128505	
178057	93	0	0	1	0	94	
178150	964	60	75	1	0	830	
178244	384	20	1	0	0	363	
178271	256	0	0	0	0	256	
178356	298	3	1	10	0	304	
178561	749	30	11	265	0	973	
178851	830	15	8	1	0	808	
179148	509	15	4	0	0	490	
179335	1375	48	12	60	0	1375	
179559	776	30	45	50	0	751	
179700	1783	60	7	4	0	1720	
179755	643	40	3	21	0	621	
180041	512	38	14	31	0	491	
180078	1485	119	0	9	0	1375	
180144	354	0	50	97	0	401	
180153	848	42	1	12	0	817	
180201	348	6	0	8	0	350	
180416	1405	75	0	47	0	1377	
180443	495	0	0	0	0	495	
180537	508	38	41	52	0	481	
180649	2874	97	0	15	0	2792	
180845	443	15	4	2	-10	436	
181169	3814	125	31	34	0	3692	
181347	893	65	0	26	0	854	
181404	2793	-149	48	66	0	2960	
181459	6879	2558	48	2186	0	6459	
181758	362	45	5	27	0	339	
181851	3095	240	74	298	583	2496	
181963	774	0	12	41	0	803	
182054	865	0	31	9	0	843	
182157	222	0	1	0	0	221	
182175	316	2	2	1	0	313	
182353	192	0	2	0	0	190	
182401	512	0	0	0	0	512	
182456	0	0	0	0	0	0	
182540	2194	135	6	38	0	2091	
182652	46	0	0	2	0	48	
182951	455	69	7	6	0	385	
183042	422	0	0	0	0	422	
183051	242	0	7	5	0	240	
183154	529	0	36	46	0	539	
183668	2537	0	72	2	0	2467	
183770	421	8	0	38	0	451	
183846	1376	30	9	8	0	1345	
183958	1431	38	46	17	0	1364	
184142	2007	60	3	7	0	1951	
184245	1904	-8	28	64	0	1948	
184263	1168	60	0	0	0	1108	
184375	3265	150	10	46	0	3151	
184656	323	0	1	4	0	326	
184759	329	0	11	0	0	318	
184937	5302	366	33	211	0	5114	
185037	1754	125	162	62	0	1529	
185251	337	0	25	36	0	348	
185448	315	0	0	0	0	315	
185457	151	-50	2	0	0	199	
185514	3286	0	5	42	0	3323	
185859	3067	60	6	0	0	3001	
186221	3462	150	221	558	0	3649	
186548	385	15	1	14	0	383	
186557	102	57	3	60	0	102	
186650	351	4	1	2	0	348	
186717	2283	0	0	10	0	2293	
186744	3444	105	41	73	0	3371	
186838	1343	160	33	32	0	1182	
186856	175	5	18	36	0	188	
187358	142	0	5	3	0	140	
187451	212	0	6	3	0	209	
187648	36	0	1	0	0	35	
187947	442	6	0	19	0	455	
188056	2778	150	46	139	0	2721	
188261	544	15	5	2	0	526	
188364	791	30	2	27	0	786	
188430	213	10	1	0	0	202	
188449	248	0	1	31	0	278	
188720	883	30	22	30	0	861	
188739	296	0	0	5	0	301	
188757	204	2	3	1	0	200	
188917	367	0	0	4	0	371	
188926	488	0	1	18	0	505	
189044	1744	0	14	19	0	1749	
189129	5769	298	69	2058	0	7460	
189352	9330	427	38	406	0	9271	
189419	3438	150	29	23	0	3282	
189530	817	30	38	29	0	778	
189549	803	15	0	16	0	814	
189745	818	60	7	49	0	800	
189820	651	0	0	4	0	655	
189950	317	25	0	0	0	292	
190246	150	0	5	1	0	146	
190451	1125	60	6	43	0	1102	
190554	566	0	8	0	0	558	
190563	496	130	7	29	0	388	
190639	1273	49	0	0	0	1224	
190648	1184	30	8	20	0	1166	
190732	1757	275	18	165	0	1629	
190947	553	0	14	22	0	561	
190956	781	25	1	0	0	755	
191177	2503	34	18	98	0	2549	
191355	2754	0	5	32	0	2781	
191449	180	0	1	0	0	179	
191458	153	2	0	6	0	157	
191663	8390	750	99	666	0	8207	
191805	150	19	0	42	0	173	
191832	290	0	3	3	0	290	
191935	2757	99	1	4	0	2661	
191944	960	60	67	80	0	913	
192147	1637	60	20	23	0	1580	
192156	861	0	0	0	0	861	
192352	3419	150	27	49	0	3291	
192558	829	24	10	2	0	797	
192606	790	15	4	0	0	771	
192651	150	0	0	0	0	150	
192857	522	30	24	19	0	487	
193162	259	90	0	41	0	210	
193247	305	0	2	0	0	303	
193452	1335	120	43	15	0	1187	
193461	887	21	0	1	0	867	
193470	33132	12650	282	7932	0	28132	
193537	1112	75	5	17	0	1049	
193649	1202	0	2	17	0	1217	
193809	2730	25	3	141	0	2843	
194253	5532	-600	172	742	0	6702	
194440	616	15	0	0	0	601	
194936	3324	0	27	3	0	3300	
195072	6453	150	115	107	0	6295	
195111	1972	173	9	62	0	1852	
195157	444	0	28	1	0	417	
195353	2747	225	45	24	0	2501	
195456	361	0	49	51	148	215	
195634	1293	58	10	17	0	1242	
195867	12538	600	31	290	0	12197	
196257	85	3	0	0	0	82	
196350	255	0	0	13	0	268	
196426	1540	54	9	24	0	1501	
196743	1313	45	1	9	-72	1348	
196752	25	1	0	0	0	24	
196800	1000	0	0	0	0	1000	
197142	1306	30	33	32	0	1275	
197254	204	25	4	0	0	175	
197302	4016	0	197	0	0	3819	
197357	129	0	0	7	0	136	
197478	25556	717	165	724	1550	23848	
197571	1016	15	0	0	0	1001	
197740	264	0	2	27	0	289	
197759	772	139	3	130	0	760	
198046	563	0	3	1	0	561	
198103	385	3	0	0	0	382	
198149	2091	30	2	234	0	2293	
198251	183	7	5	3	0	174	
198448	1037	0	1	11	0	1047	
198671	25391	0	52	689	3874	22154	
198831	1435	70	7	19	0	1377	
198859	593	3	0	5	0	595	
198934	704	67	1	16	0	652	
198961	650	76	6	132	0	700	
199052	464	0	0	10	0	474	
199137	140	3	0	0	0	137	
199351	48	3	0	0	0	45	
199436	823	50	1	113	0	885	
199454	298	0	0	0	0	298	
199463	195	10	4	14	0	195	
199940	1029	30	6	0	0	993	
200042	101	2	0	15	0	114	
200435	4520	100	12	30	0	4438	
200547	375	21	7	27	0	374	
200631	1190	20	1	12	0	1181	
200640	6247	240	7	0	0	6000	
201049	722	22	4	0	0	696	
201124	91	6	1	6	0	90	
201254	812	30	21	56	0	817	
201441	178	0	0	5	0	183	
201638	1340	150	0	0	0	1190	
201647	628	12	56	15	0	575	
201834	4980	120	3	0	0	4857	
202251	186	15	5	16	0	182	
202514	1030	55	25	12	0	962	
202541	735	10	1	0	0	724	
202550	1197	112	4	12	0	1093	
202907	15401	1236	450	1686	787	14614	
202970	350	21	1	7	0	335	
203052	315	15	27	37	0	310	
203333	6789	252	44	81	-18	6592	
203418	2216	45	32	191	0	2330	
203575	395	6	1	3	0	391	
203753	576	10	0	0	0	572	
203847	828	0	2	8	0	834	
204004	20829	600	308	277	0	20198	
204237	1579	168	127	300	0	1584	
204808	161	-75	8	35	0	263	
204826	1041	63	29	69	0	1018	
205159	302	0	11	0	0	291	
205243	1238	45	32	4	0	1165	
205337	10467	0	984	139	0	9622	
205346	982	30	1	0	0	951	
205430	615	0	24	39	0	630	
205458	498	20	1	0	0	477	
205542	599	0	0	1	0	600	
205654	4849	450	8	230	0	4621	
206156	817	0	193	31	0	655	
206567	0	0	0	0	0	0	
206772	1252	0	2	1	0	1251	
206950	218	13	1	2	0	206	
207041	298	5	7	9	0	295	
207050	1237	158	3	0	0	1076	
207452	988	0	18	18	0	988	
207555	742	46	6	66	0	756	
207564	242	20	4	5	0	223	
207845	2733	110	16	389	826	2170	
207872	542	0	3	2	0	541	
207957	87	0	1	0	0	86	
208057	2633	75	16	0	0	2542	
208169	4288	90	2	0	0	4196	
208244	72541	4000	1176	5175	1381	71159	
208329	10246	550	239	862	0	10319	
208347	151	5	0	0	0	146	
208440	309	0	0	0	0	309	
208459	473	0	1	11	0	483	
208655	998	22	6	0	0	970	
208927	54389	2283	158	742	0	52690	
208972	173	15	1	1	0	158	
209139	1089	101	37	61	0	1012	
209148	1149	50	217	251	0	1133	
209335	485	185	11	168	0	457	
209362	506	0	3	0	0	503	
209447	352	5	28	69	0	388	
209559	1011	0	2	0	0	1009	
209652	1995	352	3	6	0	1646	
209830	366	53	16	48	0	345	
209858	967	49	3	5	0	920	
210238	2859	300	104	705	0	3160	
210256	248	0	0	41	0	289	
210434	125210	4633	694	332	0	120215	
210443	293	0	1	2	0	294	
210452	118	4	0	0	0	114	
210555	773	45	10	47	0	765	
211114	1427	27	14	42	0	1428	
211338	681	5	11	8	0	673	
211543	218	0	1	2	0	219	
211628	2216	105	4	35	0	2142	
211851	315	15	0	7	0	307	
211954	512	0	20	298	0	790	
212018	987	18	5	2	0	966	
212120	543	0	14	96	0	625	
212335	473	15	27	10	0	441	
212344	473	0	16	26	0	483	
212456	451	1	6	1	0	445	
212465	636503	99121	7250	78702	-115	608949	
212522	3154	30	16	106	0	3214	
213538	622	30	6	8	0	594	
213912	525	20	1	12	0	516	
213921	349	0	6	7	0	350	
213958	226	12	0	0	0	214	
214106	867	15	17	57	0	892	
214414	7133	171	117	315	0	7160	
214571	285	9	0	3	0	279	
214722	2707	255	0	3	0	2455	
214807	442000	51000	0	5000	-9000	405000	
214843	984	15	1	16	0	984	
215130	2516	70	219	13	0	2240	
215251	294	7	4	9	0	292	
215345	1734	75	13	19	0	1665	
215354	918	0	8	11	0	921	
215363	2193	0	116	218	0	2295	
215523	415	32	5	35	0	413	
215653	209	8	0	0	0	201	
215662	2805	336	72	474	0	2871	
215710	2514	60	1	44	0	2497	
215756	1744	0	3	1	0	1742	
215952	315	5	0	0	0	310	
216100	8817	250	89	10	0	8488	
216164	234	13	2	13	0	232	
216230	805	0	2	3	0	806	
216258	352	0	2	0	0	350	
216445	578	15	1	11	0	573	
216632	708	50	4	9	0	663	
216922	8386	220	36	98	335	7893	
216968	527	0	2	0	0	525	
217059	438	0	2	0	0	436	
217479	1074	90	11	94	0	1067	
217620	1327	15	4	35	0	1343	
218131	2364	75	10	54	0	2333	
218261	277	0	9	1	0	269	
218757	48	0	2	0	0	46	
218775	85	5	0	0	0	80	
218832	213	0	0	0	0	213	
218850	204	0	6	15	0	213	
218878	356	0	0	4	0	360	
219044	134	6	0	0	0	128	
219259	708	133	26	232	0	781	
219343	6496	375	86	202	0	6237	
219651	1097	30	138	39	0	968	
219857	199	0	1	0	0	198	
220040	747	9	4	2	0	736	
220059	1266	360	21	67	0	952	
220527	5115	429	36	63	0	4713	
220545	3959	150	22	86	0	3873	
220554	321	24	2	5	0	300	
220844	177	4	0	0	0	173	
221476	1809	147	31	203	0	1834	
