"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD5523	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
698144	0	0	0	123	0	97	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	false	0	93	0	0	0	168	0	0	171	100	Visa Check Card Income                                                                                                                                                                           			Bank Franchise Tax                                                                                                                                                                               													
698229	37	0	28	18	6				44				0		0		0					false	0	26			5	0	5	13	103	42				Employee Relations/Activities                                                                                                                                                                    													
698322	0	0	0	0	0	4459	0	0	825	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	FEES ON RETAIL AND WHOLESALE MORTGAGE LOANS                                                                                                                                                      			HOLDING COMPANY MANAGEMENT FEES                                                                                                                                                                  													
698546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	23	0	0	0	0																	
698649	55	0	49	14	10	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	false	0	37	0	0	0	0	17	33	286	94				Professional Fees                                                                                                                                                                                													
698957	23	0	0	0	0								0		0		0	1000				false	0	0			0	0	0	0	78	19										Holding Co loan inc                                                                                                                                                                              							
699105	189	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1700	10000	0	0	false	0	0	0	0	0	0	0	0	435	0										Capital to parent MHC upon MHC formation in May                                                                                                                                                  	Capital infusion from MHC from Trust Preferred proceeds                                                                                                                                          						
699132	0	0	0	0	0	13	12	0	16	18	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	LOAN FEES AND LATE FEES                                                                                                                                                                          	FEES AND COMMISSIONS                                                                                                                                                                             		SERVICE CHARGE CORRESPONDENT BANKS                                                                                                                                                               	INVESTMENT ADVISORY FEES                                                                                                                                                                         												
699253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	40	0																	
699534	91	0	0	0	0	749			267				0		0		0					false	0	0			0	0	0	0	273	0	Origination Fees on Loans                                                                                                                                                                        			Other Real Estate Expense                                                                                                                                                                        													
699552	52	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	339	0	0	0	false	0	0	0	0	0	0	0	0	123	0				Corporate Fees                                                                                                                                                                                   						Additional Paid-in Capital                                                                                                                                                                       							
700140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	0	false	0	0	0	0	0	0	0	0	43	0												VEVERKA LOAN RECOVERY OF JAN 02 ERROR                                                                                                                                                            					
700252	0	0	53	0	0	23	0	0	25	24	30	0	0	0	0	0	0	0	0	0	0	false	0	28	0	0	0	50	0	0	0	0	EXCHANGE                                                                                                                                                                                         			DIRECTOR & COMMITTEE BONUS                                                                                                                                                                       	OFFICER INT EXPEN ON DEFERR CO                                                                                                                                                                   	CONSULTING FEES                                                                                                                                                                                  											
700337	73	1	18	107	10	0	0	0	219	62	103	0	0	0	0	0	0	0	0	0	0	false	0	49	0	0	20	0	27	15	109	71				Other Professional Fees                                                                                                                                                                          	Audit and Tax                                                                                                                                                                                    	Other Data Processing                                                                                                                                                                            											
700430	15	0	26	16	9	153	21	0	220	69	76	0	0	0	0	0	0	0	0	0	0	false	0	25	0	0	0	25	3	0	15	0	Secondary market loan fees                                                                                                                                                                       	Late charges                                                                                                                                                                                     		Fraud loss; fraudulent official check                                                                                                                                                            	Consultant fees 33; Telephone 36                                                                                                                                                                 	Service contracts                                                                                                                                                                                											
700458	13	0	20	48	0	0	0	0	15	18	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	30	17				Examination & audit fees                                                                                                                                                                         	Correspondent Bank fees                                                                                                                                                                          												
700672	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	418	0	0	153	0																	
700739	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	162	0																	
701062	1233	0	0	0	0	641	0	0	848	664	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Bank owned life insurance                                                                                                                                                                        			Software expense                                                                                                                                                                                 	Minority interest                                                                                                                                                                                												
701222	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	167	0				consulting fees                                                                                                                                                                                  													
701240	0	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	145	Mortgage Lending Fees                                                                                                                                                                            																
701259	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	77	205	0	MASTER MONEY DEBIT CARD FEE INCOME                                                                                                                                                               																
701651	14	4	8	12	3	2	0	0	13	8	11	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	2	0	2	4	33	17	stock dividends                                                                                                                                                                                  			ATM Exp                                                                                                                                                                                          	Telephone                                                                                                                                                                                        	contact services                                                                                                                                                                                 											
701736	186	0	0	0	0	264			156	167			0		0		0					false	0	0			0	0	0	0	292	166	Non-bank mortgage fees                                                                                                                                                                           			Contract Labor                                                                                                                                                                                   	Brand Land Amortization                                                                                                                                                                          												
701745	3	0	3	6	2	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	false	0	5	0	0	0	8	1	0	4	5	exchange                                                                                                                                                                                         			auto & travel                                                                                                                                                                                    													
701839	37	0	7	7	6	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	false	0	25	0	0	8	12	7	26	104	48				Deferred Compensation Benefit Accrual                                                                                                                                                            													
701857	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	false	3	10	0	0	0	0	0	0	39	9				Split Dollar Insurance                                                                                                                                                                           													
701950	73	0	0	0	0	38			52				0		0		0					false	0	0			0	0	0	0	121	47	INTERCHANGE INCOME #46420 YTD                                                                                                                                                                    			PUBLIC RELATIONS/CONTR. YTD #5766057670                                                                                                                                                          													
702050	3	0	8	5	2	1	1		19	2	2		0		0		0					false	0	4			0	0	1	1	0	4	OTHER SC, COMMS, AND FEES                                                                                                                                                                        	MISC INCOME                                                                                                                                                                                      		MISC. EXPENSE                                                                                                                                                                                    	INS AND SURETY BONDS                                                                                                                                                                             	TELEPHONE AND TELEGRAPH                                                                                                                                                                          											
702117	0	0	0	0	0	0	0	0	22102	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	-267	0	0	0	0	2638	0	0				Management Fees                                                                                                                                                                                  											Adj to include capital of financial subsidiary                                                                                                                                                   		
702229	0	0	29	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	false	0	14	0	0	0	0	0	0	33	26				Automated Overdraft Privilege                                                                                                                                                                    													
702359	8	0	15	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	14	0	0	5	0	4	8	0	25																	
702612	0	0	0	0	75	0	0	0	215	934	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	360	0				OTHER TAXES                                                                                                                                                                                      	AFFILIATE MANAGEMENT FEES                                                                                                                                                                        												
702751	45	6	77	21	5	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	23	0	0	3	0	8	9	81	31	Other Income-Executive Retirement                                                                                                                                                                																
702836	0	0	65	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	8	0	43	0	Exchange                                                                                                                                                                                         	Other Income                                                                                                                                                                                     															
702854	38	0	6	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	53	0	0	10	39	15	48	148	63																	
702911	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	220	0				State Franchise Taxes                                                                                                                                                                            													
702966	6	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	0	0	0	0	0	19																	
703039	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0	0	0	0	0	0	false	0	19	0	0	0	0	0	0	40	14				Telephone and Telegraph                                                                                                                                                                          	Micellaneous Expense                                                                                                                                                                             												
703141	159	0	56	14	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	203	0	0	81	0	38	152	553	177																	
703310	58	0	0	61	0	603	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	false	0	55	0	0	0	0	0	0	98	65	Sirianni Mortgage Corp.-Mortgage Fee Income                                                                                                                                                      			Application, Appraisal and Credit report fees                                                                                                                                                    													
703347	34	0	12	6	7	21	7	16	19	86	11	0	0	0	0	0	0	0	0	0	0	false	0	18	0	0	5	0	8	2	83	16	Credit card income                                                                                                                                                                               	Collections & exchange                                                                                                                                                                           	Management fees                                                                                                                                                                                  	OCC Assessments                                                                                                                                                                                  	Management fees                                                                                                                                                                                  	Examinations & audits                                                                                                                                                                            											
703440	0	0	0	0	0								0		0		0					false	0	0			0	0	0	0	0	0																	
703552	0	0	0	0	7	0	0	0	9	5	7	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	3	0	0	0	27	13				Service charges - correspondent banks                                                                                                                                                            	Loan Review & Audit Expense                                                                                                                                                                      	Telephone & Travel expenses                                                                                                                                                                      											
703767	196	0	0	0	0	271	359	0	119	229	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	145	0	0	382	0	Mortgage Fee Income                                                                                                                                                                              	Rent - Equipment Leased to Others                                                                                                                                                                		Audit and Accounting                                                                                                                                                                             	Depreciation & Provision for Losses on Equipment Leased                                                                                                                                          												
704326	4	0	6	1	9	25	0	0	66	27	0	0	0	0	0	0	0	0	0	0	0	false	0	17	0	0	0	0	0	0	88	18	EXCHANGE                                                                                                                                                                                         			GENERAL EXPENSE                                                                                                                                                                                  	INSURANCE                                                                                                                                                                                        												
704447	22	0	9	19	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	15	0	0	7	0	28	16	74	46																	
704559	0	0	0	0	0	72	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	400	0	Debit Card Interchange                                                                                                                                                                           			Auditing Expenses                                                                                                                                                                                													
704737	0	0	0	0	0				32	23			0		0		0					false	0	0			0	0	0	0	113	25				audit/consulting                                                                                                                                                                                 	insurance (D & O, Blanket Bond, etc)                                                                                                                                                             												
704755	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	44	0				Deferred comp                                                                                                                                                                                    													
704906	92	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	40	0	0	0	false	0	0	50	0	0	89	0	0	288	88				AUDITS & EXAMS                                                                                                                                                                                   						Purchase RRP stock                                                                                                                                                                               					quarter ending 12/21/02 the investment in subsidiary was                                                                                                                                         		
704942	13	0	0	0	12	11	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	false	0	15	0	0	0	0	0	0	42	0	fees on loans                                                                                                                                                                                    			management fees                                                                                                                                                                                  													
705444	0	0	27	0	0	0	30	0	46	0	0	0	0	0	0	0	0	0	0	0	0	false	0	28	0	0	0	0	0	0	79	0				EXAM/AUDIT EXPENSE                                                                                                                                                                               													
705453	4	0	9	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	2	0	6	1	service charge (other)                                                                                                                                                                           	c d interest penalty                                                                                                                                                                             															
705556	33	0	23	21	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	35	0	0	7	0	1	6	87	33																	
705565	0	0	21	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	false	0	25	0	0	0	21	0	48	24	30				TELEPHONE                                                                                                                                                                                        													
705958	15	0	12	25	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	21	0	0	0	44	11	0	30	29																	
706030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	35	0																	
706058	22	0	0	0	0	0	111	0	25	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	25		Secondary Mkt, MHFA fees                                                                                                                                                                         		Depreciation - software                                                                                                                                                                          													
706067	44	4	32	271	11	37	0	0	46	37	0	0	0	0	0	0	0	0	0	0	0	false	0	32	0	0	15	0	7	16	131	53	Other Loan Income                                                                                                                                                                                			Telephone Lines                                                                                                                                                                                  	Armored Car  & Delivery                                                                                                                                                                          												
706151	54	0	21	12	6	46			23	24	20		0		0		0					false	0	13			2	0	5	23	126	20	Other Income                                                                                                                                                                                     			Telephone                                                                                                                                                                                        	S.C.Bank Accounts                                                                                                                                                                                	Courier Service                                                                                                                                                                                  											
706236	57	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	182	53																	
706254	45	22	15	30	28	0	0	0	85	25	107	0	0	0	0	0	0	0	0	0	0	false	0	53	0	0	0	0	11	21	29	68				OUTSIDE SERVICES                                                                                                                                                                                 	OTHER INSURANCE AND ASSESSMENTS                                                                                                                                                                  	OTHER GENERAL EXPENSE                                                                                                                                                                            											
706366	108	0	0	168	0	0	0	0	78	68	57	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	60	0	0	60	77				Accounting and Auditing Fees                                                                                                                                                                     	Other Insurance                                                                                                                                                                                  	Armored Car and Courier                                                                                                                                                                          											
706450	4	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	0	11	3	0	0	18																	
706656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	25	31	-10	0	0	0	21	45	22															Deferred Tax Accrual                                                                                                                                                                             	Under accrual 2002 income taxes                                                                                                                                                                  	
707354	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	266	0	0	0	0	Secondary Market Income                                                                                                                                                                          																
707372	56	0	69	92	0	0	0	0	172	128	118	0	0	0	0	0	0	0	0	0	0	true	0	104	0	0	0	0	0	0	599	169				Financial Audit Fees                                                                                                                                                                             	State Filing Fees                                                                                                                                                                                	Distribution Fees                                                                                                                                                                                											
707840	19	1	5	10	3	13	0	0	69	16	31	0	0	0	0	0	0	0	0	0	0	false	0	26	0	0	2	0	3	2	92	16	Secondary Market Income                                                                                                                                                                          			Management Fees                                                                                                                                                                                  	Website Hosting Expense                                                                                                                                                                          	Bank Share Taxes                                                                                                                                                                                 											
708052	9	0	10	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	15	0	0	3	0	3	6	38	25																	
708137	113	0	50	6	9	0	0	0	55	0	0	0	0	0	0	0	0	0	0	-43	10	false	0	34	0	0	16	0	9	71	211	41				Telephone and Data Communications Expense                                                                                                                                                        								Charged-Off DDA Accounts                                                                                                                                                                         	Recoveries on Charged-Off DDA Accounts                                                                                                                                                           				
708164	28	0	30	0	0	27	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	85	29	FEES ON SOLD MORTGAGE LOANS                                                                                                                                                                      			ATM EXPENSES                                                                                                                                                                                     													
708333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	40	0	0	0	0	0	0	67	29																	
708379	0	0	42	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	152	0	BOOKKEEPING/TAX PREP                                                                                                                                                                             																
708454	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	122	0	Secondary Market Income                                                                                                                                                                          																
708753	3	0	34	4	2	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	false	0	5	0	0	0	0	0	0	11	17				ST ASSESS/FRAN TAX                                                                                                                                                                               	INS. BDS                                                                                                                                                                                         												
709031	0	0	0	0	0	0	0	0	75	81	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	76	0				Imaging expenses                                                                                                                                                                                 	Management contract fees                                                                                                                                                                         												
709125	0	0	0	0	0	115	128	0	90	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	291	0	Fees - Merchant cards                                                                                                                                                                            	Fees - Check cards                                                                                                                                                                               		Credit Card Charges                                                                                                                                                                              													
709143	0	0	0	0	0	121			113				0		0		0					false	0	0			0	77	0	0	0	0	Option Income                                                                                                                                                                                    			Holding Company Fees                                                                                                                                                                             													
709358	0	0	0	65	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	MISC. INCOME                                                                                                                                                                                     																
709451	23	0	14	9	5	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	12	0	0	5	0	9	3	0	14	Interest Recovery from prior years                                                                                                                                                               																
709554	30	0	0	46	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	41	34				Software Depreciation                                                                                                                                                                            													
709602	302	193	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	241	383	0																	
709639	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	-959	130	0	0	0	0	0	0															RECORD LIABILITIES FOR EMPLOYEE BENEFIT PLAN AS OF 12-31                                                                                                                                         	ADJ DEFERRED TAX AS OF 12-31-00                                                                                                                                                                  	
709648	81	0	53	0	0	106	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	55	63	Service fees - Loans                                                                                                                                                                             			Management Fees                                                                                                                                                                                  													
709675	0	0	0	0	0	65	57	0	48	76	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	54	62	Foreign exchange fees                                                                                                                                                                            	Wire transfer fees                                                                                                                                                                               		Telephone                                                                                                                                                                                        	Electronic Banking expenses                                                                                                                                                                      												
709956	0	0	0	12	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	false	0	15	0	0	0	0	0	0	0	13				CORRESP. BANK FEE                                                                                                                                                                                													
710176	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	89	0				OREO Expense                                                                                                                                                                                     													
710251	120	0	0	83	0	312	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	72	0	0	0	382	82	Debit card processing                                                                                                                                                                            			Debit card processing                                                                                                                                                                            													
710859	122	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	66																	
711472	0	0	0	821	0	1554	1535	563	852	349	302	0	0	0	0	0	0	0	0	-24	0	true	0	0	0	0	0	0	0	0	0	255	Total Merchant Income                                                                                                                                                                            	Total Cardholder Income                                                                                                                                                                          	Overdraft Charges-DDA                                                                                                                                                                            	Total Merchant Expense                                                                                                                                                                           	Telephone Long Distance Line                                                                                                                                                                     	Other Real Estate Owned Expense                                                                                                                                                                  						Loss Allow-off bal sheet exposure (RC-G)                                                                                                                                                         					
711520	0	0	29	0	0				25	27	26		0		0		0					false	0	29			0	0	0	0	0	43				Accounting and Auditing                                                                                                                                                                          	Courier Service                                                                                                                                                                                  	Bank Franchise Tax                                                                                                                                                                               											
711548	0	0	0	0	0	0	72	0	68	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		BOLI (BANK OWNED LIFE INSURANCE) INCOME                                                                                                                                                          		Computer Software Maintenance                                                                                                                                                                    													
711753	22	0	20	16	3	5	5	2	12	8	9	0	0	0	0	0	0	0	0	0	0	false	0	12	0	0	0	0	6	2	53	16	Documentary Fees                                                                                                                                                                                 	Credit Life                                                                                                                                                                                      	Late Fees                                                                                                                                                                                        	Communication Expenses                                                                                                                                                                           	Meeting Travel & Rec - Employee                                                                                                                                                                  	Dues & Education                                                                                                                                                                                 											
711801	154	0	0	0	0	0	0	0	146	105	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	100	0	0	372	0				Telephone                                                                                                                                                                                        	Processing Fees                                                                                                                                                                                  												
711959	0	0	10	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	4	0				office supplies                                                                                                                                                                                  	travel & auto                                                                                                                                                                                    												
712031	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	124	0	117				Business Mgr Fees                                                                                                                                                                                													
712059	0	0	0	0	0	0	0	0	158	50	0	0	0	0	0	0	0	0	0	0	0	false	0	0	-35	0	0	0	0	0	193	65				Bank Holding Company Management Fees                                                                                                                                                             	Telephone                                                                                                                                                                                        										cash surrender charge of prior periods                                                                                                                                                           		
712648	16	16	6	66	22	17	0	0	8	27	0	0	0	0	0	0	0	0	0	0	0	false	0	28	0	0	0	0	2	4	77	20	Exchange                                                                                                                                                                                         			Telephone                                                                                                                                                                                        	Contributions                                                                                                                                                                                    												
