"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG167	RCONG168	TEXTA545	
621674								0	2167		0	0	55078		206829	537	264075	0			50969	75		
622037								0	5861		886	3	56627		69815	275	133189	0			8133	7		
622653								0	1804		0	0	26138		20593	86	48535	0			0	0		
622756								0	1701		0	0	47657		22263	113	71621	0			6642	12		
622774								0	38713		21007	29	208576		214448	877	482744	0			12206	15		
622831								0	17767		385	1	188066		174060	326	380278	0			1778	5		
623052								0	9126		0	0	87874		98079	344	195079	0			15224	20	NO	
623445							594186	0	75736		1342	4	967412		676681	2083	1721171	0	1712144	0	43190	38		
623454								0	4305		0	0	128565		132351	483	265221	0			0	0		
623548								0	3210		0	0	38800		19647	72	61657	0			259	1		
624152								0	2896		0	0	17574		17597	57	38067	0			555	1		
624246								0	5147		0	0	56798		26694	127	88639	0						
624563								0	830		0	0	13895		14757	42	29482	0						
624648								0	2982		0	0	19928		25473	123	48383	0			949	2		
624956								0	2894		837	2	34040		14751	88	52522	0						
625056								0	1850		0	0	24742		9083	40	35675	0						
625065								0	3530		0	0	60076		47441	117	111047	0			2681	6		
625140								0	3494		0	0	63745		38720	100	105959	0			9600	14		
625159								0	3734		0	0	107926		187080	644	298740	0			10718	32		
625449								0	4105		0	0	34067		31633	78	69805	0			2386	5		
625654								0	9433		401	1	201328		295270	1017	506432	0			87244	133		
625757								0	6325		493	1	85158		59387	200	151363	0			3285	4		
625850								0	20777		605	2	145130		59165	286	225677	0						
625953								0	2816		0	0	61569		36904	133	101289	0			9030	18		
626101								0	43347		6115	13	268399		150309	857	468170	0			7455	17		
626941								0	11335		895	1	108959		46692	216	167881	0			14823	22		
627108								0	32009		6075	16	159003		75748	467	272835	0			0	0		
627377								0	1041		0	0	14694		4304	37	20039	0						
627407								0	22447		2657	8	208017		83310	466	316431	0			1492	5		
627425								0	4565		482	1	71841		45935	187	122823	0			9088	8		
627658							256454	0	53028		625	2	488514		354898	1411	897065	0	898361	0	39190	66		
627854								0	19608		0	0	81910		46008	137	147526	0			1455	3		
628039								0	4091		0	0	30307		41306	104	75704	0			15698	11		
628123								0	32509		1443	5	211302		25215	161	270473	4			3899	10		
628178								0	14242		560	2	226970		167996	267	409767	0			28690	25		
628356								0	10824		0	0	84553		49550	186	144927	0			2916	6		
628552								0	3383		0	0	56910		30223	101	90516	0			1622	4	no	
628730								0	7341		344	1	61038		54969	162	123693	0			8061	11		
629148								0	3547		330	1	47326		23254	70	74457	0			0	0		
629353								0	10342		254	1	102518		86921	285	200035	0			19629	34		
629522								0	5239		0	0	85533		32255	134	123027	0			2390	4		
629746								0	3252		506	1	35241		31146	142	70327	182			0	0		
629849								0	2827		259	1	22063		12498	65	37647	0			1672	4		
630041								0	358		0	0	13944		2347	11	16649	0			0	0		
630340								0	2074		567	1	13148		14714	63	30503	0			0	0		
630555								0	5268		681	2	192331		135276	477	333556	0			21621	29		
630658								0	10024		577	2	133848		54258	219	198721	14			17687	23		
631039								0	6516		588	2	83630		48685	139	139418	0			5015	10		
631150								0	3205		621	2	64567		42213	197	110606	0			6626	23		
631422								0	39577		4147	12	324466		320473	895	688663	0			39039	62		
632139								0	0		0	0	6382		2952	21	9334	0			0	0		
632410								0	17285		1554	4	208624		217022	605	445169	685			20354	39		
632607								0	25033		366	1	242459		137995	641	405853	0			3862	9		
632858								0	3814		591	2	101228		307919	241	413552	0			24974	20		
633154								0	14348		0	0	223688		184003	646	431633	9594			34168	47		
633341								0	2325		375	1	14619		12618	53	29937	0			768	2		
633501							53052	0	66250		2005	6	678637		309397	1761	1056289	0	1030218	0	27360	54		
633640								0	4201		0	0	67875		45091	201	117167	0			7651	17		
633837								0	15572		1250	4	82921		80081	191	181534	1710			0	0		
634272								0	17546		761	2	121358		101313	409	240978	0	239123	0	7098	15		
634357								0	5503		0	0	69454		34343	117	109299	0			1422	1		
634544								0	3526		578	1	34506		10602	57	49212	0			648	2		
634656								0	1308		750	1	18253		8820	33	29131	0			0	0		
634731								0	4904		0	0	28349		22260	93	55513	0			5604	3		
634946								0	794		0	0	19963		3142	22	23899	0			0	0		
634955								0	7597		0	0	82325		69756	232	159678	0					NO	
635457								0	3586		0	0	28739		12344	53	44669	0						
635840								0	5645		0	0	82591		35509	208	123745	0			720	2		
635859							382102	0	261564		4263	12	2533710		776740	3626	3576277	0	3436765	0	49961	86		
635907								0	29046		9692	21	145465		245816	762	430019	0			5300	12		
636753								0	1287		0	0	23338		11627	63	36252	0						
636771							390756	0	76821		1184	4	1435839		594279	2510	2108123	0	2250308	0	123633	145		
637451	2961933	222455	2648258	232262	136455	140549	1073657	0	36286		4660	11	1224370		1474162	3569					285820	367		
637554								0	8207		313	1	73501		80340	239	162361	0			7029	15		
637750								0	1146		0	0	36743		20981	91	58870	0			914	3		
638047								0	14005		1052	2	124889		55127	286	195073	0			3389	8		
638131								0	12179		299	1	97030		37778	163	147286	0			5977	12		
638346								0	1331		0	0	21187		5499	32	28016	0			3311	4		
638355								0	4543		6242	10	73661		53822	292	138268	0			5396	14		
638850								0	3064		0	0	45939		56559	159	105562	0			5942	13		
639343								0	8083		0	0	87061		28186	135	123330	0						
639549								0	8327		322	1	109646		54477	226	172772	0			3076	8		
639567								0	0		0	0	5562		0	0	5562	0			0	0		
639633								0	6750		0	0	81004		45599	186	133353	0			4985	9		
639651								0	1489		0	0	30983		18716	81	51188	0						
639857								0	828		0	0	13010		15343	35	29181	0			0	0		
639950								0	4357		586	2	37572		24421	114	66936	0			1747	4		
640143								0	3714		0	0	30309		28694	93	62718	0			3940	5		
640152								0	1445		0	0	18997		29353	132	49795	0			4916	7		
640246								0	11225		0	0	148064		64839	241	224128	0			6371	16		
640442								0	4701		709	2	64019		16822	87	86251	0			0	0		
640554								0	315		0	0	22110		10885	56	33310	0			730	2		
640956								0	5918		737	2	49784		41712	160	98151	0			4674	5		
641047								0	5266		262	1	35462		15104	86	56094	0			0	0		
641252								0	5319		0	0	42645		37574	146	85538	0			0	0		
641355								0	2740		0	0	87093		143009	437	232913	71			44275	68		
641364								0	0		0	0	22005		11750	49	33755	0			2292	3		
641449								0	7358		283	1	48656		28207	100	84504	0			911	2		
641476							124682	0	25454		1844	5	566408		417749	1299	1011455	0	984499	27	26315	49		
641579								0	8770		278	1	73443		34402	226	116893	0						
641775								0	34588		852	2	246920		109232	664	391592	0			0	0		
642259								0	21746		508	2	309796		290748	1286	622798	0			54184	97		
642370								0	29020		2727	9	411259		253515	1301	696521	0	700506	0	4159	10		
642437								0	11162		267	1	62166		43707	164	117302	0			7122	12		
642549								0	45647		2835	4	305394		398332	833	752208	0			45342	51		
642857								0	8803		1058	2	116958		53115	222	179934	0			2312	6		
642866								0	1514		0	0	55564		38211	178	95289	0			5335	12		
643274								0	1997		0	0	10334		2659	19	14990	0						
643340								0	11236		656	2	131796		57963	248	201651	0			6621	8		
643368								0	2017		0	0	16678		9543	61	28238	0			683	2		
643452								0	4063		308	1	55793		36470	181	96634	0			7220	11		
643546								0	4577		265	1	41503		22956	102	69301	0	68208	0				
643658								0	1211		0	0	45657		31030	140	77898	0			1335	3		
644057								0	2507		0	0	23349		5092	28	30948	0			1483	2		
644132								0	13742		1731	5	137847		60409	292	213729	0			4864	9		
644141								0	3948		259	1	38120		22874	97	65201	0			448	1		
644178							47823	0	27595		1401	5	665038		311497	1654	1005531	0	946450	0	68517	115		
644440								0	941		0	0	10019		13970	62	24930	0						
644459								0	562		0	0	10582		11454	30	22598	0			2744	2		
644646								0	8062		425	1	67988		22667	102	99142	0			3729	8		
644776								0	6929		568	2	52477		14742	87	74716	0			2292	3		
644842								0	3564		276	1	35865		27011	115	66716	0	66716	0	2054	5		
644936								0	2144		507	1	39381		20271	44	62303	0			2635	5		
644963								0	1389		0	0	25287		10270	56	36946	0			0	0		
645054								0	31787		1935	6	174641		181375	457	389738	0			14952	17		
645157								0	1831		302	1	44499		30887	116	77519	0			1960	4		
645317								0	21819		524	2	272108		372612	940	667063	0			39935	77		
645465								0	3271		0	0	66003		52015	240	121289	0			0	0		
645540								0	14393		259	1	100633		54876	277	170161	0			2687	7		
645625							410407	0	229696		6808	17	2234973		1032758	4735	3512651	8416	3553617	8358	102484	188		
645661								0	1853		0	0	18849		81120	192	101822	0			0	0		
646042								0	3893		543	2	41340		15540	85	61316	0			0	0		
646145								0	10434		261	1	73101		27695	138	111491	0			1727	3		
646444								0	9733		0	0	192590		97123	725	299825	379			2016	4		
646453								0	119		365	1	8687		15031	46	24203	0			5051	2		
646471								0	3171		0	0	6518		815	5	10504	0						
646556								0	4078		0	0	32368		16405	79	52851	0			2288	6		
646743								0	14812		953	2	124949		84098	168	224812	0			4531	11		
646837								0	676		0	0	19827		75102	158	95605	0			7419	13		
646958								0	3584		0	0	19434		11394	31	34412	0			2115	6		
647218								0	28971		699	2	195096		131513	533	356279	0			11018	23		
647245								0	10098		259	1	64584		37385	180	112326	0			4581	12		
647414								0	3882		0	0	47625		28601	88	80108	0			1350	3		
647432								0	24053		263	1	290528		254663	1009	569507	0			12986	23		
647759								0	2863		0	0	42016		12556	71	57435	0			730	2		
647955								0	1807		737	2	18423		18568	107	39535	0			295	1		
648055								0	7838		262	1	127148		50717	263	185965	0			7480	18		
648130								0	10564		1185	3	163389		311427	1068	486565	0			0	0		
648242								0	24554		602	2	284962		273475	901	583593	0						
648251								0	5483		301	1	79691		62622	226	148097	0			14851	14		
648345								0	2595		0	0	30194		6468	39	39257	0			902	2		
648550								0	1864		0	0	36125		18531	78	56520	0			806	2		
648952								0	2006		0	0	47325		39395	172	88726	0			11445	25		
649342								0	6849		0	0	53756		43168	130	103773	0			6708	8		
649351								0	1187		0	0	12073		7438	34	20698	0			0	0		
649632								0	597		426	1	9878		4628	29	15529	0			923	2		
649650								0	2839		0	0	67518		43606	214	113963	0			4236	9		
649874								0	6598		0	0	51211		19313	80	77122	0			6166	3		
650674								0	29386		1791	7	373259		360914	1633	765351	0			14839	28		
650955								0	0		0	0	7537		1523	9	9060	0						
651103							1165816	0	22525		275	1	391353		1247869	1718	1662022	0	1643304	0	262839	296		
651121								0	12885		604	2	100938		66733	236	181160	0			7815	11		
651149								0	2213		0	0	32073		11845	59	46131	0			350	1		
651158								0	4808		679	1	40653		20710	124	66939	89			2262	6		
651354								0	2381		278	1	21362		10506	30	34527	0			2527	3		
651448								0	0		0	0	27		500	1	527	0			0	0		
651457								0	2230		0	0	18032		7042	34	27304	0			1471	2		
651541								0	1292		0	0	36660		40365	141	78317	0			8320	10		
651756								0	4848		0	0	62462		76567	239	143877	0			4274	13		
651859							256165	0	29750		608	2	679464		442362	1783	1152184	0	1158101	0	82515	113		
651952								0	6143		0	0	50297		37091	175	93531	0			4391	10		
652043								0	17977		1097	3	107675		50574	226	177323	0			5710	11		
652351								0	29184		5059	9	311181		201922	791	547346	0			27586	53		
652445								0	5790		0	0	52356		25015	98	83161	0			3423	6		
652753								0	4084		0	0	54234		29524	153	87842	0			5377	10		
652874								0	1909		276	1	233579		176329	425	412093	0	384541	0	49949	27		
652959								0	1373		308	1	11635		4840	37	18156	0						
653134								0	6727		279	1	86661		104548	367	198215	0			7507	14		
653349								0	25070		1623	4	112998		101089	376	240780	0			8336	13		
653433								0	5132		254	1	60848		24420	76	90654	0						
653611								0	16762		255	1	168606		55490	263	241113	0			0	0		
653648							599638	0	34022		1521	5	575342		661877	1868	1272762	0	1235530	0	131084	261		
653947								0	8072		0	0	72085		25692	114	105849	0			4774	9		
654047								0	3495		0	0	27423		13010	61	43929	0			620	2		
654252								0	8764		338	1	123757		103871	391	236730	0						
654300								0	7305		276	1	70465		36035	225	114081	0			0	0		
654542								0	4023		290	1	37852		17176	88	59341	0			3442	7		
655156								0	969		0	0	17235		5486	37	23690	0			0	0		
655530								0	1155		0	0	8319		3327	18	12801	0	12462	0	924	2		
655651								0	399		0	0	35658		16796	85	52853	0			524	2		
655660								0	7344		1229	4	85795		130971	395	225339	0			19024	29		
655839								0	17657		3510	7	119654		132804	590	273625	0			23186	18		
655857								0	4777		753	2	39028		25104	107	69662	0			4102	9		
656032								0	8581		258	1	74553		39563	165	122955	0			4024	7		
656153								0	4172		306	1	20944		15176	83	40598	0			672	2		
656247								0	790		0	0	26202		5845	37	32838	0			785	2		
656359								0	5938		287	1	83898		65131	256	155585	331			11160	16		
656470								0	36250		2545	8	257304		203041	969	499140	0			23598	28		
656649								0	5484		0	0	132672		89743	325	227899	0			32655	40		
656658								0	952		0	0	24293		28442	102	53687	0			8987	15		
656733	6518683	0	6491180	0	0	0	2154718	0	251213		8637	22	3469678		2789155	10514					424715	567		
656742								0	4385		0	0	60665		34136	129	99186	0			291	1		
657178								0	8915		0	0	68434		21335	151	98686	0			0	0		
657365							971684	0	9290		817	2	1913736		1166381	4734	3090224	0	2895079	0	73494	201		
657459								0	54687		1620	4	410309		242452	924	709068	0			7543	13		
657758								0	4383		0	0	49097		32994	141	86474	0						
657954								0	3255		0	0	33112		18619	118	54986	0			301	1		
658540								0	5901		0	0	70891		79903	259	156695	0	169363	0	21776	28		
658559							481940	0	51525		5170	17	349937		742874	2474	1149506	0	1033591	0	43196	74		
658924								0	6338		0	0	75943		25058	160	107339	0			1521	4		
659042								0	1549		0	0	23241		14905	55	39695	0			0	0		
659257							623365	0	108606		4311	14	1285096		1861997	7583	3260010	0	3400479	0	138091	169		
659341								0	9391		969	1	134801		52308	244	197469	0						
659453								0	3959		0	0	39195		24955	103	68109	0			2829	6		
659538								0	8991		416	1	145984		113267	517	268658	0	272796	0	14650	29		
659556								0	2919		253	1	41806		29447	144	74425	0						
659622								0	4009		0	0	137959		123637	409	265605	0			24967	33		
659640								0	0		0	0	7107		7668	34	14775	0						
659734								0	7899		0	0	50931		29334	118	88164	1						
659855							2322444	0	110706		9218	19	1229625		3053566	7964	4440867	37752	4348674	42351	292222	376		
660066								0	247		0	0	21420		28481	91	50148	0			2864	4		
660253								0	0		0	0	21705		6959	42	28664	0						
660271								0	1310		0	0	82531		38315	162	122156	0			3750	7		
660570								0	28305		1412	4	92918		59364	270	181999	0			576	2		
660655							610413	0	32942		631	2	576738		716949	1914	1355016	27756	1360700	28048	94180	138		
660927								0	10428		1113	3	95556		77158	323	184255	0			10446	24		
661157								0	939		0	0	11121		5481	43	17541	0			0	0	NO	
661223								0	17048		2825	7	76998		47981	221	144853	0			2053	5		
661308	2646528	0	2502713	0	0	0	1157633	0	124727		3946	12	1004413		1513442	2698					219804	296		
661858								0	6698		532	2	23832		12165	55	43227	0			593	1		
662350								0	3012		0	0	27483		16894	58	47389	0			2240	5		
662369							364567	0	15373		1813	5	483875		570184	1223	1071245	0	953388	0	69756	112		
662453								0	8288		0	0	212178		161202	773	381669	0	369621	0	16393	33		
662556								0	951		0	0	20519		7416	39	28886	0			286	1		
662640								0	18529		432	1	292593		135809	651	447363	0			0	0		
662659								0	4779		0	0	88011		40020	215	132810	0			6293	20		
662949								0	12112		0	0	142670		80391	371	235173	0			31673	51		
663058								0	13492		479	1	215298		142621	660	371890	0			8898	19		
663245							334054	0	52620		2610	8	607643		471557	1631	1134430	0	1113023	0	120174	94		
663450								0	2952		0	0	27411		12070	59	42433	0			1253	3		
663638								0	3405		0	0	24591		16536	88	44532	0			0	0		
663647								0	10636		2136	5	130504		149703	411	292979	0			6272	15		
663656								0	3216		0	0	40733		19518	109	63467	0			2815	4		
663722								0	1074		0	0	15573		7525	39	24172	0						
663768								0	2356		0	0	37116		23445	84	62917	0			2364	6		
663834							1637745	0	123282		4995	16	1743390		2324184	7978	4195851	0	3972840	0	184148	318		
663955								0	2269		0	0	49669		22821	88	74759	0			4025	6		
664206							412374	0	115102		22490	56	711747		657306	2915	1539108	32463	1548266	32819	39625	35		
664336								0	1876		0	0	237100		86276	304	325252	0			19600	35		
664457								0	901		0	0	23193		8180	35	32274	0			764	2		
664653								0	511		0	0	64546		19314	64	84371	0			4148	8		
664756							1401022	0	272841		11921	25	3406958		3658974	13957	7350694	0	6437138	0	421550	675		
664831								0	3435		0	0	35951		41263	180	80649	0			2922	7		
665146								0	13378		1057	4	95673		39778	187	149886	0			1848	5		
665258								0	2220		0	0	19360		24499	66	46079	0			2445	5		
665865								0	9949		552	2	140070		70863	381	221434	0			11748	20		
665931	7724933	310649	7187670	336054	310649	336054	4628995	0	71392		23462	54	1133017		6186413	14083					819278	666		
666031	456736	29940			29940			0	1554		0	0	158026		267216	784					21658	36		
666059								0	1826		0	0	8696		16423	76	26946	0	26689	0	643	2		
666273								0	5690		0	0	28141		7167	44	40998	0			0	0		
666358								0	2476		0	0	31521		21079	90	55076	0			3783	6		
666554								0	16806		0	0	174505		88752	299	280063	0			16979	29		
666657							767016	0	35305		719	2	838414		830262	2766	1704702	0	1693092	0	219219	252		
666844								0	3840		0	0	50821		29537	136	84198	0						
667029								0	7019		558	1	92681		40806	156	141064	0			3090	7		
667252								0	1108		0	0	13180		7153	41	21441	0			944	2		
667346								0	5141		285	1	35915		12843	75	54184	0	55372	0	1025	2		
667458								0	0		0	0	8517		4380	20	12897	0			1731	2		
667524								0	13858		1717	5	54402		28379	134	98390	34			1532	5		
667551								0	1313		0	0	29781		8816	77	39910	0			1019	3		
667757								0	28997		3893	6	352307		384090	1126	769287	0			57608	75		
667832								0	4758		0	0	46177		19636	109	70571	0			3135	8		
667850								0	540		0	0	14991		5173	29	20704	0			0	0		
667869								0	817		0	0	105253		229969	701	336038	0			83563	90		
668053								0	758		0	0	17875		12044	72	31444	767			681	1		
668147								0	4198		0	0	49941		40454	138	94593	0			831	2		
668352								0	287		0	0	5281		3391	16	8959	0			1559	4		
668848								0	27602		1443	5	79288		74381	316	182714	0			6575	13		
669443							231175	0	71930		3414	11	459064		432856	1632	967264	0	962337	0				
669555								0	19615		2287	6	185257		115880	511	323039	0			5534	12		
670159								0	724		259	1	18129		40595	82	59707	0			5069	3		
670421								0	739		0	0	14407		8114	40	23260	0			1367	4		
670430								0	4906		255	1	65372		48100	179	118633	0			0	0		
670467								0	11545		977	3	212609		147499	644	372630	0			24028	45		
670560								0	0		0	0	0		0	0	0	0						
670654								0	967		251	1	15950		6588	36	23756	0			513	1		
670748								0	2048		493	1	29499		21584	73	53624	0			2200	4		
671053								0	1725		0	0	16197		8784	45	26706	0			1379	2		
671147								0	12584		1084	4	170038		112451	530	296157	0	293196	0	6281	14		
671334								0	38789		255	1	284176		367890	1163	691110	0			21799	28		
671464							600709	0	3771		0	0	795514		825485	2200	1624768	0	1545619	0	101533	152		
671558								0	22271		571	2	299054		120146	551	442042	0			20147	14		
671576							392025	0	22460		0	0	3801828		651293	2593	4475581	0	4547668	0	71603	66		
671857								0	1478		0	0	9803		9585	48	20866	0			0	0		
672041								0	998		0	0	10924		2330	18	14252	0			0	0		
672238								0	3258		0	0	27453		7404	39	38115	0						
672247								0	11667		607	2	81059		38011	175	131344	0			2339	6		
672359								0	1790		396	1	16240		9116	34	27542	0			281	1		
672537								0	11205		377	1	107008		81569	339	200159	0			10745	19		
673132								0	39759		2427	7	255494		182602	737	480282	0			0	0		
673178								0	5021		976	2	39845		25234	120	71076	0			1203	2		
673244								0	6835		1163	3	52238		26089	80	86325	0			1283	4		
673431								0	8732		6678	7	125486		175338	334	316235	0			0	0		
673440							220188	0	101857		3032	10	1360769		455563	1177	1921221	0	1903451	0	64654	85		
673851								0	3036		0	0	23879		25715	151	52630	0						
673909								0	31553		2378	7	255857		237598	1070	527386	0	515068	0				
673963								0	11279		259	1	129139		136398	591	277076	0	269800	0	39958	73		
674344								0	4356		282	1	33281		12256	67	50175	0			258	1		
674849								0	10983		589	2	105534		84940	309	202046	0			3415	6		
675042								0	3567		553	2	37720		18006	60	59846	0						
675051								0	1411		2534	1	22943		40689	96	67577	0			6936	11		
675079								0	2302		0	0	46385		14281	96	62968	0			329	1		
675248								0	5857		0	0	26876		25169	109	57902	0			5971	8		
675332	120262401	6751126	119600314	7897997	6679670	7880548	29304746	0	2967633		168990	485	58092345		52282307	163637					16715857	11997		
675341								0	2076		0	0	11228		10061	51	23365	0			1345	4		
675659								0	4069		257	1	38011		35034	148	77371	0			3119	4		
675855								0	651		285	1	13047		9716	56	23699	0			0	0		
675949								0	3833		0	0	67346		91682	235	162861	0			8545	12		
676049								0	8621		353	1	61486		78936	304	149396	0						
676151								0	6527		1224	4	76458		44687	139	128896	0			6982	11		
676160	1713268	41659	1528018	42018	40619	41727	788460	0	8171	486	0	0	429914	21609	1233524	2553					120725	129		
676245								0	10292		0	0	54103		16809	55	81205	0			4888	5		
676656	8641316	1323641	8358928	1440487	1323641	1440487	3369127	0	111790		3798	11	2204579		4997508	11677					1266423	1520		
677354								0	3352		0	0	27732		28445	117	59529	0			10692	17		
677448								0	3362		0	0	35477		24234	115	63073	0			792	2		
677644								0	15324		2573	5	195826		143079	704	356802	1			11918	19		
677756								0	1947		0	0	26272		15993	54	44212	0			2526	2		
678043								0	13335		1580	5	91083		91026	265	197024	0			0	0		
678052								0	891		0	0	21550		7138	48	29579	0			0	0		
678070								0	22114		1241	3	112721		38150	172	174226	0						
678258								0	2551		701	1	21006		14266	58	38524	0						
678454								0	11552		10459	18	56733		24209	149	102953	0						
678557								0	2770		0	0	33153		18647	59	55093	523						
678717							61731	0	50029		6500	13	483817		330181	1207	870527	0	842437	0	35938	35		
678744								0	3578		0	0	46967		26662	92	77206	0			3244	6		
678931								0	2027		0	0	35587		13346	69	50960	0			0	0		
679246								0	4677		0	0	27137		15013	56	46827	0	46014	0	605	1		
679451								0	1659		354	1	16617		6126	35	24756	0			0	0		
679648								0	3064		0	0	28454		15262	61	46780	0						
679826								0	8186		0	0	367713		371885	1330	747783	0			33017	59		
680055								0	2668		261	1	74712		76859	298	154500	0			3677	10		
680130								0	2926		0	0	117650		162237	348	282813	0			0	0		
680149								0	2950		0	0	33417		21992	96	58359	0						
680354								0	7980		523	1	85799		218048	466	312350	0			68733	15		
680457								0	13657		469	1	185013		133171	601	332310	0			13797	30		
680747								0	8309		1010	3	45315		12577	71	67211	0			0	0		
680813								0	50626		5770	14	418046		175889	926	650331	0			8966	20		
680952								0	412		0	0	12654		20100	27	33166	0					FIRST NATIONAL BANK COLORADO CITY TEXAS	
681043								0	3154		0	0	42542		28225	142	73921	0			5740	10		
681249								0	3515		0	0	17072		4045	21	24632	0						
682143								0	11589		0	0	163605		81713	308	256907	0			4795	11		
682545								0	2197		0	0	31084		17006	75	50287	0	52054	0	976	2		
682563							4756048	0	131603		2933	9	4157391		7386696	19938	11678623	0	11036852	0	2736425	3170		
682611							1762298	0	601022		14796	49	5354767		3117895	12236	9088480	0	9245099	0	241978	412		
682648								0	17662		1351	4	56934		25009	117	100956	0			2779	6		
683449								0	17639		373	1	84012		108378	354	210402	0			4986	12		
683814								0	5436		1309	4	54627		46863	192	108235	0						
684325								0	5597		0	0	79994		65838	141	151943	512			0	0		
684455								0	2872		0	0	66399		40594	176	109865	0			1505	4		
685023								0	5573		999	3	35940		10524	78	53036	0						
685368								0	10249		0	0	84082		50062	227	144392	0			11554	23		
685555							0	0	2939		0	0	49576		26057	124	78573	0	84575	0	6362	10		
685649								0	12227		678	2	93247		80385	336	186537	0			1484	5		
685658								0	6920		1705	3	104674		100489	459	213788	0	209776	0	17527	37		
685733								0	1890		0	0	23073		6387	42	31350	0			0	0		
686271							161654	0	28067		1664	5	627239		297258	1048	954228	0	945617	0	27623	54		
686440								0	4140		0	0	53485		22744	126	80369	0			3908	5		
686459								0	2379		251	1	30533		8189	45	41352	0			0	0		
686655								0	8651		0	0	112281		58446	200	179378	0			8805	17		
686758								0	46		0	0	46738		30124	117	76908	0			8028	13		
686963								0	3512		0	0	60605		64644	311	128761	0			9394	18		
687009							686477	0	71169		2401	8	1090174		904546	3226	2068290	0	2061088	0	95848	168		
687054								0	1638		0	0	18455		19716	90	39809	0			0	0		
687250								0	3511		0	0	16804		4111	28	24426	0			369	1		
687474								0	16025		789	2	139734		83149	396	239697	0			2661	3		
687830								0	4074		0	0	26809		10833	52	41716	0			3047	6		
687858								0	18506		275	1	374960		130283	453	524025	0			18682	27		
687951								0	25041		1981	4	193325		181307	682	401796	142			17401	34		
688079	9386000	1389000	11138000	527000	1389000	527000	1508000	0	0		0	0	6439000		1558000	498					245000	358		
688257								0	3119		0	0	87067		61902	204	152088	0			16472	25		
688453								0	1120		0	0	22906		16367	68	40393	0			2878	6		
688556								0	2673		890	3	30672		41278	96	75513	0			16207	12		
689209							168739	0	85879		5272	15	413871		243118	1119	748140	0	743002	0	5731	13		
689302								0	20349		1250	4	254120		456755	1089	732472	0			69935	88		
689357								0	9051		356	1	155093		105635	346	270135	0			53244	59		
689740								0	17356		1121	3	253621		151810	588	423908	0			21612	19		
689759								0	2145		0	0	14736		37677	92	54558	0			23126	28		
691042								0	550		0	0	16448		19494	65	36492	0			2664	4		
691079								0	8537		256	1	181418		131316	646	321527	0			10872	26		
691556								0	13454		258	1	83858		48063	164	145632	0			5842	9		
691743								0	3724		584	1	32635		11755	61	48698	0						
691958								0	1369		0	0	17183		9969	37	28521	0			0	0		
692450								0	5372		251	1	62113		24931	113	92667	0			6117	9		
692478								0	9841		1694	3	60373		62903	231	134812	0			1249	4		
692704								0	0		0	0	0		0	0	0	0						
692946								0	16180		608	2	176449		116127	394	309364	0			8141	20		
693224							611618	0	61447		5916	11	716686		736233	2798	1520282	0	1398538	0	243194	329		
693345							418341	0	92931		3329	9	843232		593876	1766	1575730	42362	1539341	36440	138298	178		
693662								0	1587		0	0	227021		496535	1177	725143	0			61954	98		
693952								0	3528		0	0	68167		21884	142	93579	0	93949	0	1403	4		
694146								0	807		0	0	12261		4464	19	17532	0			2363	6		
694771								0	0		0	0	11535		4992	28	16527	0						
694847								0	9298		534	2	96570		94018	263	200420	0						
694904							2754765	0	716992		32521	82	7653175		5335269	14673	13737957	0	14005089	0	100668	151		
695134								0	7354		648	2	153198		94092	343	255292	0			30044	42		
695349								0	12558		253	1	106813		46271	220	165895	0			2571	5		
695648								0	2352		276	1	18177		7871	32	28676	0			2041	4		
695705								0	10081		0	0	186154		156531	644	352767	0			0	0		
695732								0	1512		0	0	40367		25779	108	67658	0			3522	6		
695947								0	3089		1478	3	23364		7752	21	35683	0						
696047								0	4895		935	3	38154		19702	111	63685	0			1069	2		
696168								0	0		0	0	114846		71852	463	186698	0			0	0		
696430								0	27095		577	2	248683		343908	882	620263	0			40075	42		
696551								0	1706		476	1	22815		32682	54	57679	0			16007	11		
696645								0	1976		0	0	31953		27103	103	61032	0			586	2		
697035								0	3673		0	0	33846		13179	34	50698	0			588	1		
697147								0	8491		0	0	86541		87330	230	182362	0			269	1		
697156								0	6564		251	1	60182		32798	128	99795	0			9188	9		
697231								0	10173		2377	4	128769		108837	383	250156	0			22446	29		
697633	42119859	4179328	41032897	3100277	4164899	3085848	13556219	0	526716		17023	44	16755086		20641706	53514					2967719	3410		
697754								0	18019		2591	4	229911		461300	1370	711821	0			95793	143		
697763							1611982	0	46006		997	3	1335972		1728353	4502	3111328	0	3132619	0	458282	746		
697950								0	1752		0	0	24182		11616	79	37550	0	37187	0	2501	6		
697978								0	28342		3124	8	285282		210341	943	527089	0			19891	22		
698144								0	22693		944	2	205706		101070	449	330417	4			12289	21		
698322								0	20240		0	0	158304		104159	572	282703	0			0	0		
698546								0	5177		0	0	48702		24875	96	78754	0			1717	4		
698649								0	19489		2163	4	90425		64750	240	176827	0			8783	14		
698957								0	1489		0	0	16810		9132	36	27431	0			1312	2		
699105								0	12345		763	2	157102		97530	465	267740	0			8044	15		
699132								0	1506		0	0	37049		136657	197	175212	0			0	0		
