"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	
484057																																																																																																																																																																																				2726	0	0	0	19279	40933	0	239	0	5946	43490	0	0	0	0	6459	0	0	99	0	0	0	239	239	0	20815	5703	727	15071	0	0	0.143	0.2918	0.281	0	0	0	6220	239	-274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22136	
484141																																																																																																																																																																																				3937	0	0	400	18852	68032	0	507	0	7036	66089	0	0	0	0	7639	0	0	0	118	0	0	506	506	1460	23685	16000	1953	27556	0	0	0.1079	0.1886	0.1761	0	0	0	7133	506	-97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40497	
484422	16500000	0	10460000	0	108334000	472143000	0	2629000	0	47374000	475183000	1717000	140000	62281000	31472000	41027000	359934000	40046000	2428000	115232000	-357000	9700000	2787000	12487000	18589000	134777000	83834000	20634000	182454000	6232000	0	0.062738	0.10732	0.074656	0.06262	0.074521	0.107041	28540000	12487000	-305000	9520000	913627000	695518000	22007000	13408000	0	0	0	0	0	0	927000	4888000	459000	22707000	8540000	715000	29892000	0	0	382285440	454907000	0	116000	87000	67000	1575000	255941000	681000	6360540	6360540	35178000	35178000	0	1843000	890000	32445000	0	780000	20273000	3000	0	0	0	0	0	4780000	11660000	60000	0	0	0	0	0	-817000	4100000	95470000	3692000	5889000	2509000	4000	0	2204000	1515000	0	6751000	19200000	77209000	152781000	31472000	0	0	0	0	49726000	21954000	1144000	5265000	729000	52489000	1214000	0	31000	0	1183000	343400	0	178000	0	165400	140000	0	0	140000	62281000	62281000	0	0	0	0	0	0	0	0	6586000	6586000	0	388000	6086000	112000	22515000	22515000	3000	7000	19719000	2786000	57616000	0	1153000	968000	55495000	9444000	9878000	10570000	90317000	148255000	122067000	281140940	0	29651000	61033500	281140940	382285440	1810000	3182000	6567000	28543000	58000	0	15574000					450673000																																																								
484459																																																																																																																																																																																				808	0	0	15342	0	34349	0	186	0	3758	33613	0	0	0	0	3892	57	0	0	0	0	0	186	186	492	23613	1717	935	8713	0	52	0.1104	0.2723	0.2593	0	0	0	3706	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14295	
484927																																																																																																																																																																																				2045	0	0	8500	7264	45307	0	182	0	5898	45759	0	0	0	0	6316	0	0	0	0	0	0	182	182	1908	16637	10234	704	16946	0	0	0.13405	0.248759	0.241591	0	0	0	6134	182	-236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25390	
485054																																																																																																																																																																																				1535	0	0	0	9675	42176	0	513	0	3416	41398	0	0	0	0	3375	0	0	0	0	0	0	382	382	900	12444	1582	1884	27340	0	0	0.0733	0.1107	0.0981	0	0	0	2993	382	-160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	30499	
485139																																																																																																																																																																																				7973	0	0	0	7029	84041	0	710	0	5733	84642	0	0	0	0	6657	0	0	0	0	0	0	686	686	2951	18816	24944	2664	38278	0	0	0.0705	0.1213	0.1088	0	0	0	5971	686	-238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	54862	
485214																																																																																																																																																																																				3859	0	0	0	16340	89801	0	815	0	9731	92284	0	0	0	0	10358	0	0	35	4386	0	0	815	815	2140	19428	19466	2355	49866	0	0	0.1034	0.1573	0.145	0	0	0	9543	815	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65828	
485353																																																																																																																																																																																				13065	0	0	0	11309	60456	0	292	0	5934	58078	0	0	0	0	6412	0	0	200	4416	0	0	292	292	1230	19670	8368	2052	31666	0	0	0.1054	0.1523	0.1454	0	0	0	6120	292	-186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42092	
485456																																																																																																																																																																																				7141	0	0	2658	116969	384314	0	2980	0	33671	378155	0	0	0	0	38285	0	0	25	12534	0	0	2980	2980	5960	129174	43261	10410	211538	0	0	0.0934	0.1435	0.1323	0	0	0	35305	2980	-1719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266768	
485559																																																																																																																																																																																				946591	0	0	383	2733473	36292580	0	189705	0	2853087	37496362	40560	0	0	2146557	3441714	10772976	231	30450	2861692	-77	790108	200354	990462	636339	7028696	5380326	2990144	22978944	4435343	0	0.0662	0.1154	0.0822	0.0667	0.0813	0.1119	2451252	990462	-39112	34090	772547	4061665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98880	0	0	29815998	
485652																																																																																																																																																																																				11977	0	0	340	9300	308265	0	2761	0	39194	303627	0	0	0	0	30359	0	0	0	16355	0	0	2761	2761	11887	41181	34194	19006	212186	0	0	0.0945	0.1242	0.1129	0	0	0	27598	2761	-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244390	
485858																																																																																																																																																																																				979	0	0	2613	0	10977	0	203	0	1107	11376	0	0	0	0	1158	0	0	0	408	0	0	84	84	110	4407	1903	310	4727	0	33	0.094684	0.17424	0.161601	0	0	0	1074	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	6646	
485867																																																																																																																																																																																				18478	0	0	0	80299	199318	0	1280	0	14820	190327	0	0	0	0	17010	0	0	0	1955	0	0	1280	1280	10685	92018	11404	2967	87404	0	0	0.0827	0.1508	0.1395	0	0	0	15730	1280	-1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112764	
486248																																																																																																																																																																																				2203	0	0	0	7398	19589	0	130	0	2140	19528	0	0	0	0	2393	0	0	0	1990	0	0	130	130	396	10315	1334	490	7859	0	0	0.1159	0.2066	0.1954	0	0	0	2263	130	-123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11584	
486752																																																																																																																																																																																				828804	0	0	0	5850177	44011444	0	1654359	0	13640049	42115158	0	0	0	0	10860479	747617	0	0	0	39087	0	846768	846768	162700	2319728	13176	5025164	38343511	0	0	0.259409	0.212137	0.195597	0	0	0	10013711	846768	74148	42974	1736922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51659	0	807591	51195708	
486837																																																																																																																																																																																				1106	0	0	0	5373	21196	0	139	0	9983	18895	0	0	0	0	10164	0	0	0	0	0	0	139	139	429	7628	1575	1616	11703	0	0	0.5306	0.7251	0.7152	0.5305	0.7151	0.7251	10025	139	-42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14017	
487142																																																																																																																																																																																				3351	0	0	0	26489	82256	0	706	0	8896	81784	0	0	0	0	9171	0	0	0	1709	0	0	632	632	0	27898	19183	2118	35201	0	0	0.1053	0.1793	0.1669	0	0	0	8539	632	-323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	51154	
487236																																																																																																																																																																																				7529	0	0	0	11442	69684	0	772	0	8707	67430	0	0	0	0	9427	0	0	0	0	0	0	541	541	0	25337	15330	3329	30061	0	0	0.1318	0.2189	0.2064	0	0	0	8886	541	-179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	43062	
487357																																																																																																																																																																																				8575	0	0	0	57490	402864	0	3220	0	39541	403233	0	0	0	0	37945	0	0	0	5773	0	0	3123	3123	14789	58613	187502	14863	140461	0	0	0.0876	0.1521	0.1396	0	0	0	34822	3123	-936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	249515	
487843																																																																																																																																																																																				2445	0	0	0	4115	62707	0	257	0	5631	61798	15	0	0	0	5967	0	0	0	0	0	0	257	257	1664	6431	19971	3726	34977	0	0	0.0924	0.129	0.1235	0	0	0	5710	257	-79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46252	
488055																																																																																																																																																																																				596	0	0	0	6906	17665	0	166	0	1956	17260	0	0	0	0	2158	0	0	0	0	0	0	126	126	0	8599	1940	329	7400	0	0	0.117729	0.214726	0.202189	0	0	0	2032	126	-76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	10050	
488167																																																																																																																																																																																				40348	0	0	0	208838	1089542	0	8401	0	102335	1090625	591	0	0	0	81178	0	0	1389	1850	0	0	8401	8401	24303	240140	117654	53366	687698	0	0	0.068764	0.101563	0.091052	0.068726	0.091009	0.101467	72777	8401	-2706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	799291	
488318	33649	0	0	0	0	488058	0	2011	0	57692	506888	0	0	0	0	57046	0	0	0	2084	0	0	2011	2011	24016	296033	0	30490	170020	0	0	0.1091	0.2477	0.239	0	0	0	55035	2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230269	504231	0	0	0	0	0	139530	0	0	0	0	0	0	0	0	0	0	0	2657	0	0	0	0	0	0	24016	9633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139530	0	0	0	0	0	30490	0	0	0	0	-2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1042	0	0	0	1042	0	0	0	24016	296033	0	171062	0	59207	0	171062	230269	0	286400	286400	55035	0	0	33649					487541																																																								
488420																																																																																																																																																																																				3912	0	0	0	32140	67254	0	309	0	7099	68975	0	0	0	0	7795	0	0	0	0	0	0	379	379	3423	33085	15450	1959	16117	0	0	0.1075	0.2559	0.2435	0	0	0	7416	379	-317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30459	
488439																																																																																																																																																																																				46136	0	0	3379	48868	1618510	0	19739	0	178508	1567995	0	0	0	0	157080	0	0	5671	0	0	0	17400	17400	28097	96058	259494	85218	1215999	2686	0	0.091366	0.113038	0.100516	0	0	0	139680	17400	-370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2339	1389624	
488653																																																																																																																																																																																				7366	0	0	763	16234	78121	0	694	0	6417	75580	791	0	0	0	6944	0	0	0	1767	0	0	657	657	2058	26030	8646	3956	41951	0	0	0.0836	0.1323	0.1198	0	0	0	6287	657	-254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	52485	
488756																																																																																																																																																																																				1518	0	0	0	5285	21581	0	269	0	2385	22108	0	0	0	0	2645	0	0	0	0	0	0	202	202	0	6255	1399	962	14236	0	0	0.1108	0.1641	0.1516	0	0	0	2443	202	-124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	16120	
489016																																																																																																																																																																																				5063	0	0	512	24791	93020	0	689	0	9185	93720	0	0	0	0	10290	0	0	0	0	0	0	689	689	2657	28806	22095	2813	40854	0	0	0.1025	0.1783	0.1664	0	0	0	9601	689	-457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57715	
489128																																																																																																																																																																																				22011	0	0	585	282701	942090	0	7244	0	91071	955135	0	0	0	0	131461	0	0	22621	1193	0	29500	7244	36744	64036	244813	173341	22448	473184	0	0	0.0992	0.2117	0.1525	0	0	0	94717	36744	-4182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	620898	
489155																																																																																																																																																																																				1541	0	0	4298	0	30765	0	146	0	2258	29348	0	0	0	0	2404	0	0	0	1889	0	0	146	146	20	13865	1499	730	15527	0	0	0.0769	0.1202	0.1129	0	0	0	2258	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19995	
489249																																																																																																																																																																																				1938	0	0	9265	0	29231	0	104	0	4662	28472	0	0	0	0	4766	0	0	10	0	0	0	104	104	3567	11134	5399	268	9235	0	0	0.1637	0.3361	0.3287	0	0	0	4662	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14181	
489548																																																																																																																																																																																				20036	0	0	0	31238	309880	0	2809	0	33366	302208	0	0	0	0	36365	0	0	0	11663	0	0	2809	2809	3893	63448	68626	22321	177014	0	0	0.111	0.143	0.1319	0	0	0	33556	2809	-259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	254355	
489623																																																																																																																																																																																				64870	0	0	57280	364372	1999103	24	24536	0	118727	1952749	0	0	0	0	142298	0	0	3479	0	0	20000	17178	37747	38232	592995	233782	92983	1129985	1139	0	0.054436	0.104101	0.076487	0	0	0	104551	37747	-2212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7358	1366920	
489641																																																																																																																																																																																				2931	0	0	0	19936	73273	0	406	0	12057	70773	0	0	0	0	12496	0	0	0	0	0	0	406	406	349	0	0	2930	73330	0	0	0.1708	0.1704	0.1649	0	0	0	12090	406	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73330	
489735																																																																																																																																																																																				1448	0	0	0	8528	113957	0	938	0	7537	108519	0	0	0	0	8626	0	0	0	0	0	0	938	938	506	18254	30491	1755	65795	0	0	0.0708	0.1019	0.0908	0	0	0	7688	938	-151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84692	
489913	2192157	0	0	140	532103	75051579	0	2117556	0	21917751	73186818	0	0	0	6104	10941254	0	0	0	29048	0	1250000	1083640	2333640	535007	2929876	852442	6851646	56779882	0	0	0.1437	0.1277	0.1005	0.1433	0.1	0.1267	8607614	2333640	5406	73976	0	30084	0	20128	0	0	0	0	0	0	0	0	0	1196	37106	0	78977	0	1033916	85687063	59882087	0	98663	121220	144751	0	50769913	2309991	28874888	28874888	0	0	0	0	0	0	0	0	12464087	840644	0	0	0	0	0	25	2192132	0	0	0	140	0	0	357190	0	171009	0	3904	0	0	0	0	0	0	0	0	845581	49924332	6104	0	0	0	0	23109050	15708634	534982	6927	6861	13954372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14524	0	0	0	14524	0	0	78977	535007	2929876	931419	85669294	0	585975	465710	85669294	86720979	0	559668	559668	9448258	49332	0	2192157					75051579																																																								
490115																																																																																																																																																																																				2567124	0	0	0	317588	4490917	0	15119	0	942789	4655879	0	0	0	0	958150	0	0	0	53	0	0	15119	15119	169964	2531797	6444	320033	1797831	0	0	0.2026	0.4152	0.4087	0	0	0	943031	15119	-1746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	2307439	
490179																																																																																																																																																																																				1446	0	0	137	6810	43001	623	52	0	7587	43235	0	0	0	0	7408	0	0	0	0	0	0	52	675	776	9211	29895	1001	2427	0	0	0.15573	0.385492	0.350367	0	0	0	6733	675	854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19217	
490348																																																																																																																																																																																				2055	0	0	0	5007	82265	0	1223	0	6740	83461	0	0	0	0	7553	0	0	0	0	0	0	774	774	721	7088	30470	3673	45248	0	0	0.0812	0.1219	0.1094	0	0	0	6779	774	-39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	61975	
490450																																																																																																																																																																																				55995	0	0	354488	134143	925530	0	6438	0	98189	910613	10	0	0	0	103757	600	0	2347	14473	0	0	4208	4208	499858	99088	55951	26574	279132	594	0	0.109321	0.310246	0.297663	0	0	0	99549	4208	-1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2230	334435	
490535																																																																																																																																																																																				8362	0	0	17408	32298	179948	0	2014	0	23847	178104	0	0	0	0	26052	0	0	0	0	0	0	1578	1578	7936	49302	21331	6085	104020	1707	0	0.1374	0.2071	0.1945	0	0	0	24474	1578	-627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	125808	
490544																																																																																																																																																																																				778	0	0	8004	0	22494	0	414	0	2707	22365	0	0	0	0	2874	0	0	0	71	0	0	167	167	26	10663	2627	1271	9591	0	0	0.121	0.2197	0.2069	0	0	0	2707	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	13083	
490843																																																																																																																																																																																				2628	0	0	79	45986	85947	0	464	0	8229	85071	81	0	0	0	9258	0	0	0	1859	0	0	464	464	0	42251	3015	1542	42042	0	0	0.103372	0.174857	0.166094	0	0	0	8794	464	-565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52946	
490937																																																																																																																																																																																				18083	0	0	0	6085	114417	0	1760	0	10105	116257	0	0	0	0	11165	0	0	897	5028	0	0	1002	1002	2888	25332	32094	4857	55921	0	0	0.087418	0.140476	0.127869	0	0	0	10163	1002	-58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758	79480	
490955																																																																																																																																																																																				270	0	0	1651	0	5671	0	41	0	510	5796	0	0	0	0	551	0	0	0	0	0	0	41	41	88	1833	1315	238	2476	0	0	0.088	0.1574	0.1457	0	0	0	510	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3501	
491224																																																																																																																																																																																				1036457	0	0	621130	2126467	12709802	0	109405	0	1051430	12594165	1459	0	0	0	1232463	18152	0	6592	365193	0	125000	109311	234311	1388835	2794808	1261028	666684	7332558	19618	0	0.0797	0.141	0.1142	0.0795	0.1139	0.1405	998152	234311	-17743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5359	8739531	
491251																																																																																																																																																																																				1644	0	0	0	8455	72035	0	562	0	6217	72776	343	0	0	0	5608	0	0	0	1787	0	0	562	562	846	9224	26352	4166	35004	0	0	0.0706	0.1111	0.0999	0	0	0	5046	562	-151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50486	
491402																																																																																																																																																																																				6369	0	0	0	74230	275137	0	915	0	30589	275668	0	0	0	0	32477	0	0	0	0	0	0	915	915	5979	65497	116963	18547	89223	0	0	0.114493	0.201667	0.195985	0	0	0	31562	915	-973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161043	
491569																																																																																																																																																																																				63585	0	0	16570	145111	1830116	19	17525	0	150208	1728523	0	0	0	0	161812	0	0	353	70265	0	0	17525	17544	47443	381123	133576	76702	1280282	48609	0	0.083825	0.105542	0.094099	0	0	0	144268	17544	-1522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1533151	
491653																																																																																																																																																																																				881	0	0	0	6760	20339	0	93	0	2216	20614	0	0	0	0	2230	0	0	0	0	0	0	93	93	788	5197	4623	624	9942	0	0	0.1037	0.1627	0.156	0	0	0	2137	93	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13703	
491822																																																																																																																																																																																				4003	0	0	17976	44913	154088	0	1768	0	15708	155025	0	0	0	0	17720	0	0	0	0	0	0	934	934	3843	74614	42297	5630	36761	0	0	0.1083	0.24	0.2273	0	0	0	16786	934	-1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	834	73848	
491934																																																																																																																																																																																				6152	0	0	25	18764	185347	62	1751	0	14816	186585	0	0	0	0	16801	0	0	472	5403	0	0	1751	1813	1203	33672	28222	8542	124326	0	0	0.0803	0.1134	0.1012	0	0	0	14988	1813	-174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148109	
492650																																																																																																																																																																																				2406	0	0	0	29301	98661	0	2524	0	8004	99261	0	0	0	0	9050	0	0	0	0	0	0	974	974	1296	14361	21119	6046	64482	0	0	0.0814	0.1185	0.1058	0	0	0	8076	974	-72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1550	76364	
492810																																																																																																																																																																																				1372	0	0	1099	12236	63573	0	473	0	5609	63944	0	0	0	0	6405	0	0	0	0	0	0	473	473	606	11289	20604	3062	31760	0	0	0.092769	0.140977	0.130566	0	0	0	5932	473	-323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45433	
493013																																																																																																																																																																																				8991	0	0	0	23669	159901	0	686	0	13127	156221	0	0	0	0	13996	0	0	0	0	0	0	686	686	7810	23019	55395	9528	74639	0	0	0.0852	0.1248	0.1187	0	0	0	13310	686	-183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112153	
493077																																																																																																																																																																																				2897	0	0	0	16303	58831	347	352	0	7316	59575	0	0	0	0	7692	0	0	0	2537	0	0	352	699	386	19019	29222	1719	10397	0	0	0.117381	0.25571	0.232472	0	0	0	6993	699	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30081	
493143																																																																																																																																																																																				639	0	0	0	3571	27777	0	279	0	2418	27745	0	0	0	0	2713	0	0	0	971	0	0	279	279	0	4134	2962	1475	20977	0	0	0.0877	0.1141	0.1024	0	0	0	2434	279	-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23771	
493152																																																																																																																																																																																				5369	0	0	2733	9164	90109	0	1261	0	9408	88892	0	0	0	0	10054	0	0	0	0	0	0	898	898	1499	19005	5834	4111	64839	0	0	0.1034	0.1407	0.1281	0	0	0	9156	898	-115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	71448	
493741																																																																																																																																																																																				12820	0	0	5345	48230	223988	0	1651	0	23127	176844	0	0	0	0	20906	0	0	0	11222	0	0	1651	1651	1430	62564	28282	13905	133363	0	0	0.1115	0.1256	0.1157	0	0	0	19255	1651	-246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166420	
493844																																																																																																																																																																																				5024	0	0	0	8104	210002	0	2700	0	20500	213602	0	0	0	0	22744	0	0	0	0	0	0	2162	2162	2804	13562	58028	6866	138414	0	0	0.0964	0.1319	0.1194	0	0	0	20582	2162	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538	172386	
494168																																																																																																																																																																																				2707	0	0	30154	0	46816	0	254	0	5051	46979	28	0	0	0	5279	0	0	0	0	0	0	228	228	1094	34089	933	930	10954	0	0	0.107516	0.289752	0.277238	0	0	0	5051	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	18219	
494261																																																																																																																																																																																				71731	0	0	0	147913	2088225	0	15633	0	343330	2067305	630	0	0	0	203355	0	0	7754	386017	0	0	18509	18509	25607	242564	77791	64034	1600619	0	0	0.096922	0.106335	0.096656	0	0	0	184846	18509	-1668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1912408	
494654																																																																																																																																																																																				2049	0	0	0	6787	26019	0	505	0	2622	26095	0	0	0	0	2886	0	0	0	0	0	0	181	181	845	13437	274	1685	12093	0	0	0.10366	0.19042	0.178477	0	0	0	2705	181	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	15156	
495044																																																																																																																																																																																				8351	0	0	8932	0	63758	0	448	0	13599	63540	0	0	0	0	14047	0	0	287	0	0	0	448	448	740	18217	12700	1499	32549	0	0	0.214	0.3291	0.3186	0	0	0	13599	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42686	
495277																																																																																																																																																																																				14591	0	0	0	43858	194505	0	1388	0	21160	204492	0	0	0	0	22781	0	0	315	10352	0	0	1388	1388	3513	56190	9882	7444	126668	164	0	0.104623	0.153727	0.144361	0	0	0	21393	1388	-247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148191	
495352																																																																																																																																																																																				19129	0	0	0	46988	361157	0	3239	0	31738	356059	0	0	0	0	35185	0	0	0	24366	0	0	3239	3239	6606	80021	27561	12772	250424	1049	0	0.0897	0.1203	0.1092	0	0	0	31946	3239	-208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292558	
495419																																																																																																																																																																																				11857	0	0	0	115784	355785	29	2003	0	30572	349422	0	0	0	0	30101	0	0	885	5896	0	0	2003	2032	8375	96543	103947	16249	146857	325	0	0.0811	0.1352	0.1261	0	0	0	28069	2032	-792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222615	
495558																																																																																																																																																																																				6577	0	0	21085	919	58330	0	660	0	5865	59592	20	0	0	0	6258	0	0	0	0	0	0	402	402	1039	28162	6488	2006	23287	0	0	0.098268	0.196212	0.183608	0	0	0	5856	402	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	31894	
