"IDRSSD"	RCFD0010	RCFD1350	RCFD1395	RCFD1651	RCFD1727	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD2243	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3819	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB528	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB613	RCFDB614	RCFDB616	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB645	RCFDB646	RCFDB647	RCFDB648	RCFDB649	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB674	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCON0010	RCON1350	RCON1395	RCON1651	RCON1727	RCON1754	RCON1773	RCON2170	RCON2221	RCON2243	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3819	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	
628730																																																																																																																																																																																	3515	12829	0	0	0	0	13435	89463	0	0	854	0	9876	88279	0	0	0	0	10271	0	0	0	225	0	0	0	830	830	768	26557	2998	3928	59473	0	0	0.1073	0.1548	0.1422	0.0000	0.0000	0.0000	9441	830	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	
628758																																																																																																																																																																																	43632	363000	0	0	0	0	44316	1022300	0	0	8910	0	141158	1027923	86	0	0	0	150064	0	0	21593	35	280221	0	0	8910	9510	14488	454259	14005	33023	547506	12305	0	0.1367	0.1880	0.1761	0.0000	0.0000	0.0000	140554	9510	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
629148																																																																																																																																																																																	3231	1435	0	0	0	1061	9729	60253	0	0	427	0	5725	60683	0	0	0	0	6040	0	0	41	0	0	0	0	395	395	0	30498	9307	4458	20793	0	0	0.0930	0.1911	0.1790	0.0000	0.0000	0.0000	5645	395	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	32	
629353																																																																																																																																																																																	4197	6300	0	0	0	27139	50330	152848	0	0	414	0	21068	148559	0	0	0	0	21212	0	0	26	0	0	0	0	414	414	21915	57239	18628	6366	55071	0	0	0.1400	0.2796	0.2742	0.0000	0.0000	0.0000	20798	414	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
629522																																																																																																																																																																																	4538	22721	0	0	0	10439	6885	102517	0	0	1049	0	8311	104029	50	0	0	0	8915	0	0	125	125	362	0	0	717	717	2836	40310	22899	3041	37500	0	82	0.0789	0.1562	0.1437	0.0000	0.0000	0.0000	8198	717	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	
629746																																																																																																																																																																																	1683	1108	0	0	0	13914	399	64410	0	0	718	0	8321	64935	0	0	0	0	8942	0	0	707	0	0	0	0	627	627	1508	10831	10919	2067	41861	0	0	0.1281	0.1785	0.1657	0.0000	0.0000	0.0000	8315	627	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	
629849																																																																																																																																																																																	718	172	0	0	0	0	8945	18139	0	0	116	0	2170	18016	0	0	0	0	2245	0	0	0	0	0	0	0	114	114	336	8555	3800	355	5505	0	0	0.1183	0.2463	0.2338	0.0000	0.0000	0.0000	2131	114	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
630041																																																																																																																																																																																	864	1150	0	0	0	1500	201	15943	0	0	91	0	2109	16137	0	0	0	0	2201	0	0	0	0	0	0	0	91	91	2205	1826	5835	950	6167	0	0	0.1308	0.2329	0.2233				2110	91	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
630153																																																																																																																																																																																	2656	785	0	0	0	0	11546	68128	0	0	1015	0	6357	68667	0	0	0	0	6713	0	0	247	0	0	0	0	629	629	1028	7098	23793	1863	36780	161	0	0.0886	0.1344	0.1218	0.0000	0.0000	0.0000	6084	629	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	
630340																																																																																																																																																																																	3541	1720	0	0	0	949	2493	31096	0	0	235	0	3680	30422	0	0	0	0	3891	0	0	3	8	0	0	0	235	235	200	7515	11194	1189	12383	0	0	0.1202	0.1997	0.1877	0.0000	0.0000	0.0000	3656	235	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
630555																																																																																																																																																																																	10585	8554	0	0	0	6376	16845	238172	0	0	1757	0	19630	230961	0	0	0	0	21295	0	0	1690	8371	14059	0	0	1757	1757	3421	46399	31887	17488	158130	0	0	0.0846	0.1085	0.0996				19538	1757	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
630658																																																																																																																																																																																	14299	15725	0	0	0	43631	65365	198111	0	0	510	0	28777	187543	0	0	0	0	25384	0	0	283	0	1188	0	0	510	510	22029	119821	19724	7550	32761	0	0	0.1349	0.3768	0.3692	0.0000	0.0000	0.0000	24874	510	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
630948																																																																																																																																																																																	9418	0	0	0	0	0	25626	243293	0	0	2008	0	22038	255575	0	0	0	0	23861	0	0	686	0	0	0	0	2008	2008	2833	28702	38929	10919	174564	1264	0	0.0855	0.1190	0.1090				21853	2008	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
631039																																																																																																																																																																																	3243	978	0	0	0	0	10654	97170	0	0	1577	0	6284	96664	0	0	0	0	7022	0	0	787	0	0	0	0	1031	1031	1071	9629	15931	5389	71823	0	0	0.0620	0.0857	0.0731	0.0000	0.0000	0.0000	5991	1031	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	
631150																																																																																																																																																																																	8143	4350	0	0	0	0	25141	105318	0	0	680	0	11065	105638	0	0	0	0	11654	0	0	20	0	1327	0	0	680	680	6124	34713	13925	3514	51097	0	0	0.1039	0.1774	0.1671	0.0000	0.0000	0.0000	10974	680	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
631244																																																																																																																																																																																	2885	2265	0	0	0	2948	15357	92526	0	0	948	0	8040	90226	0	0	0	0	8718	0	0	0	70	0	0	0	860	860	2117	14904	20882	5746	55351	0	0	0.0872	0.1269	0.1143	0.0000	0.0000	0.0000	7858	860	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	
631422																																																																																																																																																																																	19352	40925	0	0	0	29657	111871	511461	0	0	3762	0	49047	502351	0	0	0	0	51978	0	0	719	137	12128	0	0	3762	3762	7130	191317	90879	18523	224512	0	0	0.0960	0.1666	0.1545	0.0000	0.0000	0.0000	48216	3762	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
632139																																																																																																																																																																																	544	579	0	0	0	2360	355	9559	0	0	62	0	1404	9746	0	0	0	0	1466	0	0	0	0	0	0	0	62	62	974	2867	896	134	4884	0	0	0.1441	0.2483	0.2378	0.0000	0.0000	0.0000	1404	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
632353																																																																																																																																																																																	1348	7199	0	0	0	180	6988	81593	0	0	1000	0	6500	81831	0	0	0	0	7297	0	0	176	0	44	0	0	853	853	715	14758	3660	3159	63375	0	0	0.0787	0.1071	0.0946	0.0000	0.0000	0.0000	6444	853	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	
632410																																																																																																																																																																																	12163	29150	0	0	0	949	87615	337876	0	0	1758	0	29535	340426	0	0	0	0	31121	0	0	2711	0	0	0	0	1758	1758	15036	77544	78548	9643	168246	1003	0	0.0863	0.1379	0.1301	0.0000	0.0000	0.0000	29363	1758	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
632607																																																																																																																																																																																	23452	0	0	0	0	0	118640	366347	0	0	1671	0	36688	355983	0	0	0	0	37430	0	0	0	220	11820	0	0	1671	1671	8003	69092	155351	15858	134154	1072	0	0.1005	0.1616	0.1544	0.0000	0.0000	0.0000	35759	1671	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	
632625																																																																																																																																																																																	13784	4232	0	0	0	597	42650	232888	0	0	3816	0	38169	230512	0	0	0	0	36123	0	0	0	232	9586	0	0	1815	1815	33017	27724	74282	5614	97578	0	0	0.1511	0.2523	0.2396	0.0000	0.0000	0.0000	34308	1815	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2001	
632652																																																																																																																																																																																	1757	0	0	0	0	3183	6892	39206	0	0	335	0	3560	38402	0	0	0	0	3423	0	0	0	0	226	0	0	335	335	479	10219	3341	1929	24999	0	0	0.0813	0.1187	0.1071	0.0000	0.0000	0.0000	3088	335	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
632755																																																																																																																																																																																	13682	5365	0	0	0	5128	51677	167952	0	0	856	0	12855	163705	0	0	0	0	13212	0	0	315	0	0	0	0	856	856	4319	45188	28066	5810	90630	0	0	0.0756	0.1159	0.1084	0.0000	0.0000	0.0000	12356	856	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
632858																																																																																																																																																																																	2207	7845	0	0	0	0	625	42285	0	0	206	0	4450	40933	0	0	0	0	4654	0	0	260	0	347	0	0	206	206	25	10648	4198	4417	27616	0	0	0.1087	0.1442	0.1378	0.0000	0.0000	0.0000	4448	206	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
633154																																																																																																																																																																																	24932	21900	0	0	0	27423	20857	277946	0	0	3190	0	30692	266908	0	0	0	0	29509	0	0	459	976	982	0	0	2013	2013	17365	108830	27530	12038	124050	0	0	0.1042	0.1846	0.1720	0.0000	0.0000	0.0000	27496	2013	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1177	
633341																																																																																																																																																																																	1006	0	0	0	0	466	4464	24736	0	0	173	0	1953	24837	0	0	0	0	1963	0	0	110	0	0	0	0	173	173	383	4376	11172	1286	8900	0	110	0.0724	0.1273	0.1161	0.0000	0.0000	0.0000	1790	173	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
633501																																																																																																																																																																																	40502	0	0	0	0	0	94706	583512	0	0	3723	0	52539	566555	0	0	0	0	53659	0	0	1309	0	23012	0	0	3723	3723	34481	88485	242803	12883	218131	0	0	0.0883	0.1450	0.1349	0.0000	0.0000	0.0000	49936	3723	1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
633640																																																																																																																																																																																	25971	0	0	0	0	15956	18435	141641	0	0	784	0	15117	125407	0	0	0	0	15720	0	0	207	0	0	0	0	784	784	34701	16033	25631	4153	65745	3887	0	0.1191	0.1918	0.1822				14936	784	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
633659																																																																																																																																																																																	66785	109293	0	0	0	0	639014	2182238	0	0	14105	0	193771	2152654	0	0	0	0	170316	0	0	0	3254	47470	0	0	14105	14105	113594	740083	334430	72801	967111	4952	0	0.0736	0.1302	0.1195	0.0000	0.0000	0.0000	156211	14105	6620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
633837																																																																																																																																																																																	7898	0	0	0	0	325	24915	161524	0	0	1404	0	12553	157491	0	0	0	0	13652	0	0	93	0	1850	0	0	1404	1404	737	25925	41879	12661	94014	0	0	0.0779	0.1127	0.1011	0.0000	0.0000	0.0000	12248	1404	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	
634245																																																																																																																																																																																	5094	6559	0	0	0	0	20759	183650	0	0	1484	0	15413	181388	0	0	0	0	16781	0	0	2256	52	3952	0	0	1484	1484	3182	37964	15622	7861	128366	0	0	0.0843	0.1134	0.1033				15297	1484	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
634272																																																																																																																																																																																	10478	0	0	0	0	0	28047	206408	0	0	2572	0	17462	206028	0	0	0	0	17726	0	0	1651	20	9693	0	0	1767	1767	2087	40940	75285	4652	89052	0	0	0.0780	0.1261	0.1135	0.0000	0.0000	0.0000	15959	1767	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	
634348																																																																																																																																																																																	3769	8300	0	0	0	5872	6555	227584	0	0	2658	0	15963	228065	0	0	0	0	20988	0	0	776	632	390	0	2500	2574	5074	3240	22520	8325	4391	196082	1708	0	0.0698	0.1019	0.0773	0.0000	0.0000	0.0000	15914	5074	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	
634357																																																																																																																																																																																	2867	1225	0	0	0	0	14612	93442	0	0	735	0	8477	88992	0	0	0	0	9093	0	0	175	0	0	0	0	713	713	738	13390	51480	3764	28407	0	0	0.0942	0.1596	0.1471	0.0000	0.0000	0.0000	8380	713	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	
634544																																																																																																																																																																																	2458	905	0	0	0	0	13427	56271	0	0	500	0	5345	56258	0	0	0	0	4868	0	0	0	0	0	0	0	454	454	1967	16367	8951	2180	28556	374	0	0.0794	0.1343	0.1217	0.0000	0.0000	0.0000	4414	454	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	
634656																																																																																																																																																																																	701	0	0	0	0	1168	2314	24752	0	0	351	0	1797	24430	163	0	0	0	1974	0	0	0	0	241	0	0	245	245	168	4129	4229	872	16510	0	0	0.0708	0.1012	0.0887	0.0000	0.0000	0.0000	1729	245	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	
634731																																																																																																																																																																																	1815	3740	0	0	0	0	17578	46587	0	0	128	0	7335	45956	0	0	0	0	7206	0	0	0	225	111	0	0	128	128	2301	15051	6348	1469	22627	0	0	0.1540	0.2487	0.2442	0.0000	0.0000	0.0000	7078	128	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
634946																																																																																																																																																																																	563	484	0	0	0	4354	16996	33291	0	0	182	0	3798	33748	0	0	0	0	3835	0	0	0	0	433	0	0	175	175	3477	13779	9918	531	6091	0	0	0.1085	0.2736	0.2611	0.0000	0.0000	0.0000	3660	175	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	
634955																																																																																																																																																																																	3995	900	0	0	0	0	31823	108588	0	0	798	0	13636	109781	178	0	0	0	14589	0	0	90	380	2397	0	0	798	798	10118	24655	20372	2291	54086	0	0	0.1256	0.2063	0.1950	0.0000	0.0000	0.0000	13791	798	-155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
635176																																																																																																																																																																																	937	0	0	0	0	0	6036	66659	0	0	307	0	4762	69422	0	0	0	0	5062	0	0	0	0	3200	0	0	307	307	470	7981	50637	2016	7883	0	0	0.0682	0.1391	0.1306	0.0000	0.0000	0.0000	4755	307	-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
635457																																																																																																																																																																																	2546	0	0	0	0	8026	0	28386	0	0	113	0	2573	29499	0	0	0	0	2686	0	0	60	0	350	0	0	113	113	985	10058	7693	1171	9763	0	0	0.0872	0.1701	0.1630	0.0000	0.0000	0.0000	2573	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
635840																																																																																																																																																																																	5561	0	0	0	0	0	28016	88745	0	0	1215	0	6988	83507	0	0	0	0	6745	0	0	0	313	1513	0	0	709	709	8066	24395	10462	7411	45718	4366	0	0.0723	0.1201	0.1075	0.0000	0.0000	0.0000	6036	709	938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583	
635859																																																																																																																																																																																	306475	0	0	0	0	0	782585	2711354	0	0	35256	0	223223	2699022	222	0	0	0	229438	0	0	5088	25	119349	0	0	21015	21015	221457	806465	497563	83208	1206325	1391	0	0.0775	0.1376	0.1250	0.0000	0.0000	0.0000	208423	21015	5062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14241	
635907																																																																																																																																																																																	7753	2900	0	0	0	6963	72500	244023	1150	0	976	0	38873	233576	0	0	0	0	38686	0	0	85	259	0	0	0	976	2126	8457	33653	92511	10010	107937	0	0	0.1565	0.2402	0.2270	0.0000	0.0000	0.0000	36560	2126	2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
636043																																																																																																																																																																																	244499	1235021	0	0	0	0	2953696	8493769	0	0	54314	0	947364	8904796	171	0	76002	0	973117	0	0	171191	2693	353688	0	0	54314	54314	893604	3076280	782657	275806	3768247	0	0	0.1034	0.1618	0.1528				918803	54314	2721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2731	0	
636342																																																																																																																																																																																	1047	106	0	0	0	0	48493	67486	0	0	164	0	9572	69145	0	0	0	0	10031	0	0	0	0	0	0	0	164	164	6080	44863	7781	1235	9222	0	0	0.1427	0.4542	0.4468	0.0000	0.0000	0.0000	9867	164	-295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
636575																																																																																																																																																																																	6887	12630	0	0	0	0	22554	117786	0	0	3042	0	10167	120114	0	0	0	0	10863	0	0	0	1293	0	0	0	1104	1104	1384	36527	3595	5247	78913	0	407	0.0815	0.1253	0.1125	0.0000	0.0000	0.0000	9759	1104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1938	
636753																																																																																																																																																																																	1487	5250	0	0	0	6989	6263	45483	0	0	596	0	8528	44963	0	0	0	0	8870	0	0	0	0	0	0	0	373	373	288	18587	2067	1012	25089	0	0	0.1890	0.2995	0.2869	0.0000	0.0000	0.0000	8497	373	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	
636771																																																																																																																																																																																	10882	1800	0	0	0	0	65730	462993	0	0	2661	0	38462	449661	0	0	0	0	33561	62113	0	0	0	3161	-1590	0	2661	2661	6759	35726	218267	12566	195132	7424	7980	0.0700	0.1070	0.0985	0.0000	0.0000	0.0000	30900	2661	1166	15	93000	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	6	0	
637246																																																																																																																																																																																	1824	0	0	0	0	3724	14779	82758	0	0	702	0	13032	83351	0	0	0	0	13656	0	0	580	0	0	0	0	702	702	407	18060	8487	2187	56388	0	0	0.1554	0.2107	0.1998	0.0000	0.0000	0.0000	12954	702	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
637451																																																																																																																																																																																	65404	2130	0	0	0	108799	54999	1285566	0	0	9562	0	97528	1236905	0	0	0	0	98446	32232	0	7086	0	40297	0	0	9562	9562	88305	212145	225304	46450	760264	168623	0	0.0724	0.1046	0.0945	0.0724	0.0945	0.1046	88884	9562	-245	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	
637554																																																																																																																																																																																	4010	4884	0	0	0	0	36544	136184	0	0	867	0	11389	136289	0	0	0	0	11924	0	0	116	26	8966	0	0	867	867	15893	19566	27594	4513	73666	0	0	0.0811	0.1242	0.1152	0.0000	0.0000	0.0000	11057	867	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
637750																																																																																																																																																																																	4645	925	0	0	0	1624	10174	43371	0	0	484	0	5980	41200	0	0	0	0	6243	0	0	0	0	769	0	0	343	343	3152	14671	3660	1887	22274	0	0	0.1432	0.2288	0.2163				5900	343	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	
638047																																																																																																																																																																																	3690	5332	0	0	0	2222	23879	120284	0	0	1226	0	10919	116530	0	0	0	0	11715	0	0	0	551	0	0	0	997	997	838	29216	35056	3506	56093	0	0	0.0920	0.1473	0.1348	0.0000	0.0000	0.0000	10718	997	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	
638131																																																																																																																																																																																	5594	8438	0	0	0	2810	59822	164883	0	0	829	0	20068	157007	0	0	0	0	20656	0	0	50	155	0	0	0	829	829	8462	66748	35932	4110	54182	0	0	0.1263	0.2412	0.2316	0.0000	0.0000	0.0000	19827	829	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	
638346																																																																																																																																																																																	1605	875	0	0	0	5945	0	47292	0	0	407	0	4069	47961	0	0	0	0	4476	0	0	0	0	1110	0	0	407	407	379	10402	10503	1172	26415	0	0	0.0848	0.1305	0.1186	0.0000	0.0000	0.0000	4069	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
638355																																																																																																																																																																																	4331	15100	0	0	0	0	21114	111081	0	0	614	0	8581	107974	0	0	0	0	9054	0	0	99	0	0	0	0	614	614	3170	40391	17797	5288	50196	0	0	0.0782	0.1346	0.1255	0.0000	0.0000	0.0000	8440	614	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
638850																																																																																																																																																																																	6328	5100	0	0	0	0	66456	138160	0	0	939	0	20628	125725	0	0	0	0	20361	0	0	0	65	13916	0	0	939	939	4269	70804	9629	2204	52490	0	0	0.1545	0.2595	0.2475				19422	939	1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	
639053																																																																																																																																																																																	2876	692	0	0	0	5788	0	34435	0	0	243	0	3216	33377	0	0	0	0	3106	0	0	0	0	1406	0	0	242	242	451	3704	12316	1357	18207	0	0	0.0867	0.1205	0.1111	0.0000	0.0000	0.0000	2864	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
639343																																																																																																																																																																																	5565	7840	0	0	0	15274	83	123794	0	0	934	0	11501	123796	0	0	0	0	11425	0	0	39	0	0	0	0	934	934	10510	17694	49773	7551	46667	2475	0	0.0854	0.1521	0.1397	0.0000	0.0000	0.0000	10491	934	-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	
639549																																																																																																																																																																																	2264	0	0	0	0	0	35552	131021	0	0	819	0	11727	128699	680	0	0	0	11957	0	0	0	0	722	0	0	819	819	8880	15869	37559	5554	68597	0	0	0.0865	0.1313	0.1223	0.0000	0.0000	0.0000	11138	819	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
639567																																																																																																																																																																																	5094	14000	0	0	0	0	0	201722	0	0	39592	0	30019	199527	0	0	0	0	31739	0	0	0	0	0	0	0	1720	1720	83916	19064	9045	12615	129289	0	0	0.1505	0.3182	0.3009	0.0000	0.0000	0.0000	30019	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37872	
639633																																																																																																																																																																																	9191	0	0	0	0	0	45662	123573	0	0	687	0	14471	123320	0	0	0	0	14644	0	0	0	548	0	0	0	687	687	3486	24753	28115	2812	67049	0	0	0.1132	0.1696	0.1617	0.0000	0.0000	0.0000	13957	687	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
639651																																																																																																																																																																																	1392	2707	0	0	0	0	12096	46346	0	0	300	0	5341	48048	0	0	0	0	5485	0	0	98	0	168	0	0	300	300	251	13123	7020	1465	26096	0	0	0.1079	0.1697	0.1604	0.0000	0.0000	0.0000	5185	300	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
639857																																																																																																																																																																																	1281	1830	0	0	0	0	6207	18663	0	0	234	0	2032	18077	110	0	0	0	2137	0	0	0	0	456	0	0	124	124	2215	6789	3476	625	6386	0	0	0.1114	0.2220	0.2091	0.0000	0.0000	0.0000	2013	124	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	
639950																																																																																																																																																																																	4385	9700	0	0	0	0	24970	63327	0	0	608	0	7105	63145	0	0	0	0	7260	0	0	0	0	169	0	0	331	331	5808	37113	3341	1960	17406	0	0	0.1097	0.2760	0.2634	0.0000	0.0000	0.0000	6929	331	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	
640143																																																																																																																																																																																	2064	11915	0	0	0	1001	5669	46342	0	0	269	0	7049	46006	0	0	0	0	3976	0	0	3	0	0	0	0	269	269	1489	17903	6505	1010	17339	0	0	0.0867	0.1645	0.1533	0.0000	0.0000	0.0000	3707	269	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
640152																																																																																																																																																																																	2725	9275	0	0	0	1530	9058	38183	0	0	118	0	4549	35201	0	0	0	0	4619	0	0	0	30	90	0	0	118	118	1116	21015	2177	1610	13919	0	0	0.1279	0.2397	0.2336	0.0000	0.0000	0.0000	4501	118	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
640170																																																																																																																																																																																	57141	2725	0	0	0	76	38262	1705421	182	0	3074	0	83065	1865311	0	0	0	0	115484	1233204	0	0	0	0	0	0	3074	5978	12534	300443	822774	105862	563962	947987	0	0.0588	0.1112	0.1055	0.0000	0.0000	0.0000	109506	5978	508	5885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5885	0	0	
