"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD5523	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADC231	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
500256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	34	0																
500407	153	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	210	0	0	0	180	0				Parent Company fees                                                                                                                                                                              												
500658	0	0	15	0	0	19	13	0	17	15	16	0	0	0	0	0	0	0	0	0	false	0	14	0	0	0	0	0	0	42	21	0	Collection and exchange fees                                                                                                                                                                     	MC-Visa income                                                                                                                                                                                   		Courier service                                                                                                                                                                                  	Contract labor/Security                                                                                                                                                                          	Telephone                                                                                                                                                                                        										
501039	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	9	0	0	0	0	0	0	29	19	0																
501105	11263	0	0	0	0							0		0		0					false	0	0			0	16136	0	0	0	0	0																
501132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
501440	12	0	22	7	27	28	78	83	1051	118	37	0	0	0	0	0	0	0	0	0	false	0	18	0	0	20	0	16	56	125	75	0	Customer Service Fees                                                                                                                                                                            	Check Card Income                                                                                                                                                                                	Miscellaneous Income                                                                                                                                                                             	Management Fees                                                                                                                                                                                  	Telephone Expense                                                                                                                                                                                	Club Account/Senior Account Expense                                                                                                                                                              										
501459	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	98	0	0	289	0	0				MGT Fees                                                                                                                                                                                         												
501655	11	0	15	0	0	0	0	0	8	11	25	0	0	0	0	0	0	0	0	0	false	0	8	0	0	0	0	0	0	0	0	0				INSURANCE & SECURITY BONDS                                                                                                                                                                       	CORRESPONDING BANK CHARGES                                                                                                                                                                       	COMPUTER EXPENSE                                                                                                                                                                                 										
501758	0	0	0	44	0	0	0	0	84	32	0	0	0	0	0	0	1350	0	254	0	true	0	33	0	0	0	0	0	0	172	33	0				Management Fees                                                                                                                                                                                  	Professional Fees - Other                                                                                                                                                                        				Capital surplus injection by parent                                                                                                                                                              		See comment below                                                                                                                                                                                					
501767	17	1	26	85	9	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	false	0	42	0	0	8	28	9	37	102	28	0				Insurance-Keyman, Directors's Benefit, Split Dollar                                                                                                                                              												
501815	83	0	0	71	0	0	0	0	88	0	0	0	0	0	0	0	1994	0	0	0	false	0	0	0	0	0	82	0	113	0	97	0				ATM CHARGES                                                                                                                                                                                      					SECURITIES TRANSFERRED TO BANK FROM SUBSIDIARY                                                                                                                                                   							
502111	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	78	0	0				Audit & Exams                                                                                                                                                                                    												
502157	0	0	0	31	0	41			29			0		0		0	2200				false	0	0			0	0	0	0	55	0	0	INVESTMENT CENTER COMMISSIONS                                                                                                                                                                    			Investment Center Expenses                                                                                                                                                                       					THERE WAS A $2.2MM CAPITAL INJECTION.                                                                                                                                                            							
502353	14	0	28	121	21	103	27	18	98	60	27	0	0	0	0	0	0	0	0	0	false	0	30	0	0	0	80	0	0	0	109	0	Merchant Credit Card                                                                                                                                                                             	Recoveries                                                                                                                                                                                       	Collection Fees                                                                                                                                                                                  	Merchant Credit Card Expenses                                                                                                                                                                    	Computer Software Depreciation                                                                                                                                                                   	Telephone and Communications                                                                                                                                                                     										
502447	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	67	22	0				Dues and Fees                                                                                                                                                                                    												
502559	29	0	9	2	3							0		0		0					false	0	12			5	0	8	14	12	25	0																
502643	5	0	4	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	9	0	0	2	0	0	0	3	8	0																
502652	0	0	13	0	0	1	0	0	7	5	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	4	0	0	0	0	C D Penalty                                                                                                                                                                                      			Service Charges Correspondent Banks                                                                                                                                                              	CPA & Professional                                                                                                                                                                               											
502746	60	0	55	0	7	0	0	0	39	61	0	0	0	0	0	0	0	0	0	0	false	0	23	0	0	4	23	7	25	0	52	0				Correspondent Bank Service Charges                                                                                                                                                               	Software Support                                                                                                                                                                                 											
502849	0	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
502858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	63	0																
503453	214	0	18	7	34	0	0	0	993	0	0	0	0	0	0	0	0	0	0	0	false	0	34	0	0	94	0	42	7	670	69	0				Corporate Operational Fees                                                                                                                                                                       												
503547	15	0	11	29	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	false	0	15	0	0	0	0	0	0	0	0	0				ATM & DEBIT CARD EXPENSE                                                                                                                                                                         												
503640	3	0	7	1	1	0	0	0	7	4	2	0	0	0	0	0	0	0	0	0	false	0	7	0	0	0	0	2	0	5	6	0				Service Agreements - FRB/MIB                                                                                                                                                                     	Bank Exams                                                                                                                                                                                       	Service Agreements - Courier                                                                                                                                                                     										
504142	0	0	44	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Data Processing Fees                                                                                                                                                                             															
504311	78	0	67	0	0				22			0		0		0					false	0	0			0	0	0	0	222	0	0				Amoritization of servicing fees                                                                                                                                                                  												
504450	0	0	45	44	0	15	0	0	24	24	18	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	84	0	0	Serv charges - Collections                                                                                                                                                                       			Telephone                                                                                                                                                                                        	Examination/Audit Fees                                                                                                                                                                           	Comptroller Assessment Fee                                                                                                                                                                       										
504535	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	30	0																
504647	6	0	16	2	2	5	1	0	3	9	5	0	0	0	0	0	0	0	0	0	false	0	11	0	0	1	0	7	0	11	5	0	Interchange fees                                                                                                                                                                                 	Fees for sale of travelers checks, money orders, etc`                                                                                                                                            		Telephone                                                                                                                                                                                        	Audit, tax, accounting & examination fees                                                                                                                                                        	Training, conferences, etc.                                                                                                                                                                      										
504713	101212	0	0	0	0	277268	229137	76449	139823	92616	0	-21573	0	0	0	0	-1000000	61577	12727	0	false	0	0	0	0	0	0	0	0	79684	0	-58803	Merchant fees                                                                                                                                                                                    	Interchange fee income                                                                                                                                                                           	commercial loan fees                                                                                                                                                                             	Merger charges                                                                                                                                                                                   	intercompany consumer operations expense                                                                                                                                                         				Surpluss returned to parent                                                                                                                                                                      	Capital injection                                                                                                                                                                                	Purchase loan loss provision                                                                                                                                                                     					
505121	0	0	0	0	0	554	0	0	6293	1005	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	1544	0	0	Interchange fees                                                                                                                                                                                 			Affiliate related expense                                                                                                                                                                        	Taxes other than income                                                                                                                                                                          											
505242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
505457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	9	0	0	0	0	0	0	0	0	0																
505550	24	0	0	0	0	0	0	0	22	30	26	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	22	121	34	0				Telephone expense                                                                                                                                                                                	Correspondent Bank Charge Expense                                                                                                                                                                	Courier and Freight Expense                                                                                                                                                                      										
505756	0	0	0	15	0	0	0	0	19	150	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Travel & Entertainment                                                                                                                                                                           	Contingency Expense                                                                                                                                                                              											
505831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
505859	0	0	0	0	0	131	0	0	112	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	590	0	0	Mastercard Merchant Discount                                                                                                                                                                     			Mastercard Merchant Expense                                                                                                                                                                      												
505916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
506052	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Visa/Mastercard Expense                                                                                                                                                                          												
506230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	28	0																
506249	0	0	0	0	0	0	0	0	383	993	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Professional services (legal, audit, exam, other consult                                                                                                                                         	Intercompany data & item processing/operations/brokerage                                                                                                                                         											
506838	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	84	0	0	174	74	0	Fixed Rate Mtg. Loan Origination Fee Income                                                                                                                                                      															
506922	0	0	0	0	0	776			1247			0		0		0					false	0	0			0	0	0	0	0	0	0	Visa Check Transactions                                                                                                                                                                          			Computer Accounting Services                                                                                                                                                                     												
507068	0	0	0	0	0	539	535	0	494	593	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Debit card incoming interchange                                                                                                                                                                  	Life insurance income                                                                                                                                                                            		Software expense                                                                                                                                                                                 	Benefit equalization plan expense                                                                                                                                                                											
507152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
507255	0	0	0	0	0	195	0	0	107	0	0	0	0	0	0	0	0	0	0	0	false	0	61	0	0	0	0	0	0	79	70	0	Data Processing Fees                                                                                                                                                                             			Telephone                                                                                                                                                                                        												
507330	128	213	0	120	0	718	194	0	241	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	910	330	133	0	Other loan fee                                                                                                                                                                                   	Customer service fee                                                                                                                                                                             		Telephone                                                                                                                                                                                        												
507349	10	0	12	0	2	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0	false	0	7	0	0	1	0	2	0	20	9	0				DUES AND ANNUAL CHARGES                                                                                                                                                                          	INSURANCE AND SURETY BONDS                                                                                                                                                                       											
507509	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	177	0	0	603	0	0																
507666	0	0	12	0	9	35607	0	0	1576	12907	17804	0	0	0	0	0	0	0	0	0	false	0	38	0	0	0	0	0	0	781	48	0	DCA - Premium fee                                                                                                                                                                                			Third party Vendor services                                                                                                                                                                      	DCA - Administration fee                                                                                                                                                                         	DCA - Provision expense                                                                                                                                                                          										
507947	37	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	16	0	0	6	0	9	8	40	31	0																
508270	0	0	42	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				External audit                                                                                                                                                                                   												
508346	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	false	0	84	0	0	0	0	0	0	0	95	0									rounding                                                                                                                                                                                         							
508355	37	0	0	0	0				52			0		0		0					false	0	0	-485		0	0	0	0	60	41	0				Insurance                                                                                                                                                                                        										Deffered Comp Liab                                                                                                                                                                               		
508841	39	0	39	14	9	30	12	0	59	42	36	0	0	0	0	0	0	0	0	0	false	0	27	0	0	6	0	8	4	6	31	0	Credit card fee income                                                                                                                                                                           	Income on debit card                                                                                                                                                                             		Telephone expense                                                                                                                                                                                	Directors  insurance                                                                                                                                                                             	Other outside service fees                                                                                                                                                                       										
508878	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1622	0	false	0	0	0	0	0	0	0	0	358	0	0											To correct specific reserves (per exam)                                                                                                                                                          					
509138	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	102	69	0																
509231	0	0	0	0	0	129	0	0	182	0	0	0	0	0	0	0	1000	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Loan participation fee income                                                                                                                                                                    			Software amortization                                                                                                                                                                            					Capital Contribution from Parent Company                                                                                                                                                         							
509400	82	0	75	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	false	0	60	0	0	0	167	0	0	83	75	0				Miscellaneous Expense                                                                                                                                                                            												
509642	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
509811	0	0	0	0	0	1825	0	0	1166	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	1698	0	0	Loan Processing Fees                                                                                                                                                                             			KY Bank Franchise Tax                                                                                                                                                                            												
509857	46	0	16	5	4	3	1	0	16	17	15	0	0	0	0	0	0	0	0	0	true	0	10	0	0	4	0	0	9	3	19	0	Miscellaneous                                                                                                                                                                                    	Exchange                                                                                                                                                                                         		Seminars                                                                                                                                                                                         	Travel & Lodging                                                                                                                                                                                 	Charitable                                                                                                                                                                                       										
509950	380	0	0	0	0	435	0	0	629	0	0	0	0	0	0	0	1450	0	0	0	false	0	0	0	0	0	0	0	0	0	395	0	FEES ON SOLD LOANS                                                                                                                                                                               			DONATIONS                                                                                                                                                                                        					CAPITAL CONT. FROM HOLDING COMPANY                                                                                                                                                               							
510330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	80	0	0																
510460	0	0	34	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	false	0	0	4	-16	0	0	0	0	0	0	0				Audit Fees                                                                                                                                                                                       										YE 2001 Federal Tax Adjustment                                                                                                                                                                   	YE 2001 Franchise Tax Adjustment                                                                                                                                                                 	
510648	32	0	52	0	0	79	0	0	92	0	0	0	0	0	0	0	400	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Fleet Loan Aministration                                                                                                                                                                         			Depreciation                                                                                                                                                                                     					TRANSACTION WITH PARENT                                                                                                                                                                          							
510871	3561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
510938	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	207	93	0																
510947	15	0	12	10	7	23	0	0	25	0	0	0	0	0	0	0	0	0	0	0	false	0	11	0	0	2	28	5	4	15	21	0	FMHA SERVICE FEE                                                                                                                                                                                 			OTHER REAL ESTATE EXPENSE                                                                                                                                                                        												
511618	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Kentucky Franchise Tax                                                                                                                                                                           												
511832	38	6	24	64	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	48	0	0	0	0	11	3	144	36	0																
512839	0	0	0	0	0	3	0	0	23	23	0	0	0	0	0	0	0	0	0	0	false	0	0	-16	0	0	0	17	22	78	33	0	Miscellaneous                                                                                                                                                                                    			Insurance                                                                                                                                                                                        	ATM                                                                                                                                                                                              									FINAL TAX & PREPAID PENSION ADJ                                                                                                                                                                  		
513050	0	0	0	0	0	198	118	0	75	0	0	0	0	0	0	0	0	0	0	0	false	0	52	0	0	0	0	0	0	129	0	0	Fees of Loans Sold-LPO                                                                                                                                                                           	LPO Fees Collected                                                                                                                                                                               		Fees Paid-LPO                                                                                                                                                                                    												
513256	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Supplies                                                                                                                                                                                         												
513322	5	0	15	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	11	0	0	0	0	0	3	69	8	0																
513340	0	0	85	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	90	0	0	0	0	0																
513546	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	38	-15	0	0	0	0	0	0	0	0														ADJUSTMENTS DUE TO 2001 TAX                                                                                                                                                                      		
513854	15	0	0	0	0	0	0	0	15	15	29	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Consulting Expense                                                                                                                                                                               	Accounting Expense                                                                                                                                                                               	Service Rental Contracts                                                                                                                                                                         										
513920	0	0	11	0	0	17	0	0	8	15	20	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	7	26	9	0	SECONDARY MARKET FEES                                                                                                                                                                            			FEDERAL RESERVE BANK OF CLEVELAND SERVICE CHARGE                                                                                                                                                 	ATM PROCESSING                                                                                                                                                                                   	FRANCHISE TAX                                                                                                                                                                                    										
513957	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	false	0	15	0	0	0	0	0	0	15	0	0				Consulting Fees                                                                                                                                                                                  												
514048	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	70	0	0	0	0	0																
514057	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
514066	336	0	0	0	0	759	0	0	597	665	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	335	0	0	Gross Merchant Credit Card Proc Fees                                                                                                                                                             			Professional Services                                                                                                                                                                            	Merchant Credit Card Proc Fees                                                                                                                                                                   											
514132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	131	125	0																
514253	4	0	18	0	3	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	false	0	12	0	0	0	0	4	0	0	10	0				sundries                                                                                                                                                                                         												
514356	0	0	0	0	0	26	13	0	11	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	LOAN PROCESSING FEES                                                                                                                                                                             	PRIORITY CLUB INCOME                                                                                                                                                                             		CORRESPONDANT BANK CHARGES                                                                                                                                                                       												
514440	55	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	15	0	0	0	0	0	0	0	0														Year End Tax Adj.                                                                                                                                                                                		
514655	56	0	52	2	48	0	62	0	83	36	0	0	0	0	0	0	0	0	0	0	false	0	29	0	0	22	0	14	15	226	52	0		Mortgage Service Release Fees                                                                                                                                                                    		Mpact Fees                                                                                                                                                                                       	Other Professional Fees                                                                                                                                                                          											
514909	1092	0	0	0	0	1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	1192	0	0	0	0	0	MERCHANT SERVICE CENTER-CREDIT CARD PROCESSING FEES                                                                                                                                              															
514936	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	167	0	0	brokered loan fees                                                                                                                                                                               															
515054	0	0	0	0	0	58	0	0	51	80	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	79	47	0	Miscellaneous Income                                                                                                                                                                             			Telephone Expenses                                                                                                                                                                               	Professional Services                                                                                                                                                                            											
515250	8	0	34	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	18	0	0	0	0	6	8	0	13	0																
515353	78	0	20	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	22	0	0	0	0	0	0	115	70	0																
516042	266	0	0	0	0	580			1733			0		0		0					false	0	0			0	0	0	161	623	0	0	Fees from affiliates - mtge loan orig.                                                                                                                                                           			Holding co. admin & processing fees                                                                                                                                                              												
516154	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	21	0	0				Insurance and Bonds                                                                                                                                                                              												
516305	181	0	0	0	0	0	0	0	128	248	123	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	127	0				Communication expense                                                                                                                                                                            	Indirect Lending Marketing expense                                                                                                                                                               	ATM/Debit Card Network Fee expense                                                                                                                                                               										
516855	21	0	0	60	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	31	0	0	0	0	4	0	119	33	0																
517049	99	0	15	133	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	75	0	0	0	298	18	16	0	98	0																
517348	5	0	40	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	31	0	0	2	0	6	3	86	23	0																
517357	35	0	44	0	0	0	0	0	27	16	22	0	0	0	0	0	0	0	0	0	false	0	16	0	0	0	0	0	0	20	31	0				Telephone & Fax                                                                                                                                                                                  	Courier                                                                                                                                                                                          	Audit/Tax/Accounting Fees                                                                                                                                                                        										
517423	83	1	30	146	96	39			134			0		0		0			-10		false	0	45			7	0	14	0	206	47	0	OTHER                                                                                                                                                                                            			AUDIT & CONSULTING                                                                                                                                                                               							RETURNED CHECK                                                                                                                                                                                   					
517441	0	0	0	0	0							0		0		0					false	0	0			0	0	0	0	0	0	0																
517834	0	0	0	145	0	0	0	0	184	0	0	0	0	0	0	0	550	0	0	0	false	0	0	0	0	0	0	0	0	317	0	0				Services fee                                                                                                                                                                                     					Paid in capital for Holding Company                                                                                                                                                              							
517900	937	0	0	0	0	1758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	1094	0	0	0	0	0	Intercorporate allocation income                                                                                                                                                                 															
518037	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				DATA PROCESSING/AUDIT/MANAGEMENT FEES                                                                                                                                                            												
518073	8	0	0	0	0	0	0	0	10	17	0	0	0	0	0	0	0	0	0	0	false	0	0	3	0	0	0	0	0	36	7	0				Misc Operating Income                                                                                                                                                                            	Audit & Accounting Expense                                                                                                                                                                       									Prior Period Adjustment per CPA                                                                                                                                                                  		
518279	0	0	20	0	14	0	0	0	14	27	14	0	0	0	0	0	0	0	0	0	false	0	14	0	0	0	0	0	0	0	19	0				Telephone                                                                                                                                                                                        	CPA/Audit                                                                                                                                                                                        	Insurance                                                                                                                                                                                        										
