"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4522	RIAD4769	RIAD5523	RIAD6373	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
555238	0	0	0	0	0	0	0	0	69	110	0	0	0	0	0	0	12	0	0	false	0	0	0	0	0	0	0	0	0	0	174				AUDIT, TAX & ACCOUNTING FEES                                                                                                                                                                     	FEES AND EXPENSE ON ORE                                                                                                                                                                          				SETTLEMENT OF DERIVATIVE LAWSUIT                                                                                                                                                                 						
555256	36	0	29	30	18	222	38	0	70	59	43	0	0	0	0	0	-7	0	0	false	0	0	43	0	0	9	0	16	9	70	59	Subsidiary Earnings                                                                                                                                                                              	Recoveries                                                                                                                                                                                       		Computer Services                                                                                                                                                                                	Stationary Print & Supply                                                                                                                                                                        	Postage & Freight                                                                                                                                                                                			Operating Capital for Holding Company                                                                                                                                                            						
555658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	98	0															
555724	0	0	111	105	0	0	0	0	184	124	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	163	0				Franchise Tax                                                                                                                                                                                    	Backroom Processing                                                                                                                                                                              										
555836	0	0	88	0	0	10	6	0	34	0	0	0	0	0	0	0	0	0	0	false	0	0	20	0	0	0	0	17	0	95	27	other income                                                                                                                                                                                     	profit & loss                                                                                                                                                                                    		miscellaneous expense                                                                                                                                                                            											
556011	0	0	0	133	0	154	0	0	118	148	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	RECOVERY OF FEES FROM BANKRUPTCIES                                                                                                                                                               			ATM PROCESSING EXPENSES                                                                                                                                                                          	PENNSYLVANIA SHARES TAX                                                                                                                                                                          										
556459	149	0	0	144	0	172	0	0	265	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	162	0	0	583	300	Misc.Inc.-Franchise tax ref.,401(k) match forfeiture,law                                                                                                                                         			Loan & Collection Expense                                                                                                                                                                        											
556815	414	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	294	0	0	0	0				Net other real estate owned expense                                                                                                                                                              											
556936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	57	0	0	0	64	0	0	137	60															
556945	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
557045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3300	0	150	false	0	0	0	0	0	0	0	0	0	160	0									CAPITAL INFUSION                                                                                                                                                                                 		EST OF RESERVE FOR LOANS ACQUIRED                                                                                                                                                                				
557317	15	0	46	27	39	6	15	0	74	47	25	0	0	0	0	0	0	0	0	false	0	0	32	0	0	0	0	5	15	38	42	CD PENALTY INCOME                                                                                                                                                                                	COLLECTION FEES                                                                                                                                                                                  		PA SHARES TAX                                                                                                                                                                                    	BANK CHARGES                                                                                                                                                                                     	INSURANCES                                                                                                                                                                                       									
557438	0	0	45	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Deferred Directors Comp                                                                                                                                                                          											
557456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	470	0															
557858	0	0	0	0	0	6802	0	0	4627	3193	2572	0	0	0	0	0	0	0	637	false	0	0	0	0	0	0	0	0	3414	5379	0	Cardholder Interchange Income                                                                                                                                                                    			 Cardholder Interchange Expense - Merchants                                                                                                                                                      	Management Fees                                                                                                                                                                                  	Professional Services                                                                                                                                                                            					Merger with Will Rogers Bank                                                                                                                                                                     				
557933	90	0	109	58	45	303	0	0	0	0	0	0	0	0	0	0	1424	0	0	false	0	0	128	157	0	54	0	46	83	1327	155	Apprasial Fee Income                                                                                                                                                                             								Capital injection form parent holding company                                                                                                                                                    				Change in accounting treatment of employee stock options                                                                                                                                         		
558172	606	0	0	504	0	0	0	0	708	584	1801	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Severance Agreements                                                                                                                                                                             	Outside Service                                                                                                                                                                                  	Preferred Stock Dividend                                                                                                                                                                         									
558257	29	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	24	0															
558453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
558462	0	0	37	0	0	31	0	0	36	84	0	0	0	0	0	0	70	0	0	false	0	0	59	0	0	0	0	0	0	0	52	SALE OF ASSET                                                                                                                                                                                    			TELEPHONE EXPENSES                                                                                                                                                                               	MISCELLANEOUS EXPENSE                                                                                                                                                                            				HOLDING COMPANY CAPITAL CONTRIBUTION TO UNCERTIFIED SURP                                                                                                                                         						
558556	123	0	0	172	0	361	1018	372	212	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	253	131	Commercial Orig. Fees&Mortg. Admin. Fee                                                                                                                                                          	Mortg. origination & S.R.P.                                                                                                                                                                      	Tax Refund Defer 97, 98, 99, 00                                                                                                                                                                  	Subsidary Mortgage Appraisal Fees                                                                                                                                                                											
559058	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	4	0	0	0															
559254	67	0	0	0	0	150	0	0	64	121	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	50	76	Credit Card Interchange & Process Fees                                                                                                                                                           			Professional Fees                                                                                                                                                                                	Credit Card Interchange & Process Fees                                                                                                                                                           										
559553	0	0	0	0	0	147	0	0	142	0	0	0	0	0	0	0	0	0	0	false	0	0	88	-17	0	0	0	21	0	0	0	MERCH DISC ON RECEIVABLES                                                                                                                                                                        			COMPUTER PROCESSING EXPENSE                                                                                                                                                                      									ERRORS FROM PRIOR YEARS                                                                                                                                                                          		
559777	3315	0	94	663	319	381	667	627	2600	1702	2316	-206	0	0	0	0	35000	0	0	false	0	-529	1076	0	0	89	0	96	0	1	806	Fee income & serv charge credit cards                                                                                                                                                            	Merchant processing fees                                                                                                                                                                         	Point of sale terminals fees                                                                                                                                                                     	Servicing expense                                                                                                                                                                                	Telephone expenses                                                                                                                                                                               	Municpal license tax                                                                                                                                                                             			Capital contribution                                                                                                                                                                             						
559852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	179	108															
560120	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				State of Ohio Franchise Tax                                                                                                                                                                      											
560214	15	0	27	0	6	5	0	0	84	91	0	0	0	0	0	0	0	0	0	false	0	0	7	0	0	0	0	4	0	0	15	CREDIT LIFE DIVIDEND                                                                                                                                                                             			OUTSIDE SERVICES                                                                                                                                                                                 	FRANCHISE TAX                                                                                                                                                                                    										
560353	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	130	0															
560438	0	0	0	0	0	30	0	0	25	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	27	Tax refund                                                                                                                                                                                       			Insurance and Bonds                                                                                                                                                                              											
560830	0	0	77	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	27				Management Contract                                                                                                                                                                              											
561145	66	0	18	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	37	0	0	9	0	20	0	287	76															
561239	8	0	5	9	4	6	0	0	20	27	0	0	0	0	0	0	0	0	0	false	0	0	23	0	0	0	0	3	0	10	25	Exchange                                                                                                                                                                                         			Training and Education                                                                                                                                                                           	Bank Service Fees                                                                                                                                                                                										
561574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	275	0															
561659	145	0	14	41	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	160	0	0	20	0	55	47	676	243															
561864	50	0	66	53	9	279	53	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	28	0	0	0	0	3	1	216	53	SBA  Premium Fees                                                                                                                                                                                	Miscellaneous Loan Income                                                                                                                                                                        													
561958	30	4	48	91	0	27	6	0	31	37	0	0	0	0	0	0	0	0	0	false	0	0	46	0	0	4	0	14	15	69	46	Other Service Charges                                                                                                                                                                            	Other Income, Recoveries, Etc.                                                                                                                                                                   		Dues, Fees, Subscriptions, Seminars                                                                                                                                                              	Insurance and Bonds                                                                                                                                                                              										
562058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	460	0															
562553	148	0	54	91	62	0	0	0	103	82	0	0	0	0	0	0	0	0	0	false	0	0	87	0	0	0	33	14	47	0	113				Consulting Fees                                                                                                                                                                                  	Telephone                                                                                                                                                                                        										
562870	170	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	8900	0	0	false	0	0	0	0	0	0	0	0	0	434	193				Telephone Expense                                                                                                                                                                                					Cap. Cont./Holding Co/TstPfd                                                                                                                                                                     						
563233	0	0	0	0	0	272	0	0	254	0	0	0	0	0	0	0	-325	0	0	false	0	0	0	0	0	0	0	0	0	270	0	GAIN MTG OANS                                                                                                                                                                                    			OFFICE SUPPLIES                                                                                                                                                                                  					DEBITED RETAINED EARNINGS TO CREDIT HOLDING CO CASH                                                                                                                                              						
563336	36	0	17	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	43	0	0	7	0	7	0	0	47															
563457	12	0	15	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	39	0	0	5	57	7	20	20	18															
563756	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	107	75															
563774	21	0	58	0	6	0	0	0	16	0	0	0	0	0	0	0	0	0	0	false	0	0	5	0	0	0	0	0	0	39	9				Non-qual. Dir. Ret. Plan Expense                                                                                                                                                                 											
563907	0	0	0	0	0	944			376	462		0		0		0				false	0	0	0			0	306	0	0	0	303	VISA/MASTERCARD INCOME                                                                                                                                                                           			OTHER PROFESSIONAL FEES                                                                                                                                                                          	Visa/mastercard interchange expense                                                                                                                                                              										
563934	13	0	135	119	2	12	11	16	63	36	45	0	0	0	0	0	0	0	0	false	0	0	29	0	0	0	0	7	16	33	32	FEES FROM NONCUSTOMERS, OFFICIAL CHECKS AND OTHER CHECKS                                                                                                                                         	CREDIT LIFE COMMISSION                                                                                                                                                                           	CONSULTING FOR DATA PROCESSING SET UP ASSISTANCE                                                                                                                                                 	ATM AND MASTERCARD EXPENSE                                                                                                                                                                       	TELEPHONE EXPENSE                                                                                                                                                                                	AUDITS, EXAMS AND ASSESSMENTS                                                                                                                                                                    									
564052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
564155	8	0	15	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	15	0	0	0	0	4	0	5	26															
564324	271	0	0	0	0	0	0	0	227	234	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Franchise Tax                                                                                                                                                                                    	Director s Pension and Fees                                                                                                                                                                      										
564463	94	0	66	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	129	0	0	70	0				ATM  Expenses                                                                                                                                                                                    											
564557	0	0	0	0	0				669	387	288	0		0		0	1550			false	0	0	0			0	0	0	0	0	0				Total Other Operating Expenses                                                                                                                                                                   	Total Other Outside Services                                                                                                                                                                     	Total Professional Fees                                                                                                                                                                          			Capital Injection                                                                                                                                                                                						
564605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
564678	56	0	115	16	17	4	8	0	67	44	39	0	0	0	0	0	0	0	0	false	0	0	44	0	0	0	0	25	30	170	40	MISCELLANEOUS OPERATING INCOME                                                                                                                                                                   	PENALTIES FOR EARLY WITHDRAWALS OF DEPOSITS                                                                                                                                                      		AUDIT AND ACCOUNTING EXPENSES                                                                                                                                                                    	INSURANCE EXPENSES                                                                                                                                                                               	MISCELLANEOUS OPERATING EXPENSES                                                                                                                                                                 									
564771	363	4	112	246	86	9	19	38	401	240	160	-80	0	0	0	0	0	0	0	false	0	-235	155	0	0	116	0	24	0	474	229	Annual Home Equity loan svc fees                                                                                                                                                                 	Wire transfer fees                                                                                                                                                                               	Loan brokered out fees                                                                                                                                                                           	B&O tax                                                                                                                                                                                          	Telephone expense                                                                                                                                                                                	Conference, travel and entertainment                                                                                                                                                             									
564838	72	0	34	0	0	0	0	0	512	0	0	0	0	0	0	0	0	0	0	false	0	0	77	0	0	0	9	15	0	198	73				INSURANCE AGENCY OPERATING EXP                                                                                                                                                                   											
564856	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	63	0															
565040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	77															
565143	0	0	0	0	0	755	0	0	102	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	computer service revenue                                                                                                                                                                         			examinations & auditing                                                                                                                                                                          											
565152	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	64	0				Management Fees                                                                                                                                                                                  											
565536	0	0	0	0	0	64	0	0	100	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	LIABILITY SETTLEMENT                                                                                                                                                                             			OTHER REAL ESTATE EXPENSES                                                                                                                                                                       											
565750	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	-94	false	0	0	0	0	0	0	0	0	0	0	0	FIXED RATE SERV RELEASE FEES                                                                                                                                                                     										OFF BALANCE SHEET RESERVE                                                                                                                                                                        				
565844	68	0	47	10	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	31	0	0	0	6	10	20	71	42															
565853	40	0	0	0	0	0	0	0	151	46	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	167	0				MANAGEMENT FEES                                                                                                                                                                                  	OTHER OUTSIDE SERVICE FEES                                                                                                                                                                       										
566056	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Fee income - Real Estate Loans Sold                                                                                                                                                              														
566243	47	0	10	16	11	127	19		29	35	29	0		0		0				false	0	0	74			0	203	14	29	239	71	Real Estate Fees                                                                                                                                                                                 	Credit Card Merchant Fees                                                                                                                                                                        		Exam & Audits                                                                                                                                                                                    	Conventions & meetings                                                                                                                                                                           	ATM, Debit, & Credit Card processing                                                                                                                                                             									
566458	0	0	56	0	0	107	0	0	55	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	104	69	Correspondent mortgage fees - Branch                                                                                                                                                             			Network Consulting Fees                                                                                                                                                                          											
566551	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
566953	14	0	29	0	0	0	0	0	37	59	35	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	37	71	0				ATM EXPENSE                                                                                                                                                                                      	AG CONSULTANT FEES                                                                                                                                                                               	INTERNAL AUDIT/COMPUTER                                                                                                                                                                          									
567231	45	0	76	184	22	34	140	19	83	67	39	0		0		0			415	false	0	0	57			30	170	10	6	374	93	CUSTOMER SERVICE FEE INCOME                                                                                                                                                                      	UNDERWRITING & DOC PREP FEES                                                                                                                                                                     	WIRE FEES & MERCHANT DEPOSIT FEES                                                                                                                                                                	BUSINESS DEVELOPMENT EXPENSE                                                                                                                                                                     	ACCOUNTING FEES                                                                                                                                                                                  	INSURANCE EXPENSE                                                                                                                                                                                					PURCHASED LOAN PROVISION                                                                                                                                                                         				
567240	62	0	163	11	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	63	0	0	0	0	0	0	167	54															
567736	51	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	97	0															
567754	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	36															
567905	208	0	0	268	0	192	774	0	250	0	0	0	0	0	0	0	1000	0	0	true	0	0	0	0	0	0	0	0	164	216	183	Agency fee income on lines of credit                                                                                                                                                             	Bank enterprise award from U.S. treasury                                                                                                                                                         		Other real estate owned expense                                                                                                                                                                  					Investment By Parent Company                                                                                                                                                                     						
568126	0	0	0	0	0	91	0	0	367	115	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	94	0	MISC INC                                                                                                                                                                                         			FRANCHISE TAX                                                                                                                                                                                    	DEPRECIATION EXPENSE                                                                                                                                                                             										
568135	35	89	34	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	51	0	0	0	0	12	37	10	42															
568144	335	0	14	71	26	0	2	3	65	54	82	0	0	0	0	0	-246	0	0	false	0	0	28	0	0	0	0	0	0	373	122		Recoveries                                                                                                                                                                                       	Miscellaneous                                                                                                                                                                                    	State/OCC Exam Fees                                                                                                                                                                              	Consultants                                                                                                                                                                                      	FRB Processing Fees                                                                                                                                                                              			Sub S Tax Distribution                                                                                                                                                                           						
568238	12	0	87	42	18	46	3	-18	7	22	100	0	0	0	0	0	0	0	0	false	0	0	26	0	0	0	0	8	0	22	50	Miscellaneous Income                                                                                                                                                                             	Exchange Received                                                                                                                                                                                	Loss from Subsidiary                                                                                                                                                                             	Donations                                                                                                                                                                                        	Dues & Subscriptions                                                                                                                                                                             	Miscellaneous Expense                                                                                                                                                                            									
568359	10	0	0	32	0	0	0	0	11	0	0	0	0	0	0	0	0	0	69	true	0	0	9	-24	0	0	0	0	0	6	16				INSURANCES                                                                                                                                                                                       							ALLL Provision attributable to previous owners.                                                                                                                                                  		2000 Taxes, -20,000, 1999 Taxes, -$4,000                                                                                                                                                         		
568443	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	99	0															
568470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	616	0															
568751	73	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	66	143	55				TOTAL ACCOUNT PROCESSING EXPENSE                                                                                                                                                                 											
568854	9	1	30	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	7	1	0	2	0	1	3	49	16													Correction on Income Tax Account                                                                                                                                                                 		
568939	68	25	48	21	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	79	0	0	26	0	33	29	207	65															
569253	44	0	37	9	10	0	0	0	17	59	69	0	0	0	0	0	0	0	0	false	0	0	40	0	0	0	98	11	0	55	85				Education & Training                                                                                                                                                                             	Telephone & Telegraph                                                                                                                                                                            	Business Promotion & Goodwill                                                                                                                                                                    									
569422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	781	407															
569459	38	0	26	58	5	111	0	0	41	108	26	0	0	0	0	0	0	0	0	false	0	0	27	0	0	2	0	6	12	11	27	MC/VISA CARDHOLDER FEES/PREMIUM                                                                                                                                                                  			AUDITS AND EXAMINATIONS                                                                                                                                                                          	MASTER CARD/VISA EXPENSE                                                                                                                                                                         	TELEPHONE                                                                                                                                                                                        									
569534	0	0	0	0	0	410	0	0	188	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Secondary Market Loan Fees                                                                                                                                                                       			Professional Fees                                                                                                                                                                                											
569730	112	0	0	0	0	521	0	0	863	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	74	224	0	fees from affiliates-mtge loan orig.                                                                                                                                                             			Holding Co. admin. & processing fees                                                                                                                                                             											
569945	31	0	38	38	20	121	0	0	269	0	0	0	0	0	0	0	0	0	0	false	0	0	38	0	0	0	144	11	32	328	58	Merchant Charges Credit Cards                                                                                                                                                                    			Administrative Fees                                                                                                                                                                              											
569972	65	0	35	18	8	48	0	0	60	42	0	0	0	0	0	0	0	0	1	false	0	0	50	0	0	0	0	12	84	309	104	SALE OF AMF                                                                                                                                                                                      			BANK SERVICE CHARGES                                                                                                                                                                             	PHONE BILL                                                                                                                                                                                       						PAYMENTS                                                                                                                                                                                         				
570231	0	0	0	0	0	0	0	0	0	0	0	0	-984	-371	0	0	-66	5372	1295	false	0	0	0	0	0	0	0	0	0	0	0							ADDITIONAL EXPENSES ON DISCONTINUED OPERATIONS                                                                                                                                                   		UNEARNED COMPENSATION                                                                                                                                                                            	CAPITAL INJECTION FROM THE PARENT COMPANY                                                                                                                                                        	LOAN LOSS RESERVE ADJUSTMENT FOR BRANCH ACQUISITION                                                                                                                                              				
570558	113	10	67	146	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	59	0	0	9	0	13	24	131	104															
570651	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	59	0															
570745	0	24	17	6	0	25	0	0	28	28	20	0	0	0	0	0	0	0	0	false	0	0	44	0	0	0	0	3	0	0	36	OTHER SERVICES                                                                                                                                                                                   			FDIC/STATE/OTHER DUES                                                                                                                                                                            	S/C CORRESPONDENTS                                                                                                                                                                               	TELEPHONE                                                                                                                                                                                        									
